"Entry year","Provider name","Accepted applicants"
"2022 - 2023","B72 University of Brighton","4690"
"2023 - 2024","B72 University of Brighton","4570"
"2006 - 2007","B80 Bristol, University of the West of England","5090"
"2007 - 2008","B80 Bristol, University of the West of England","6330"
"2008 - 2009","B80 Bristol, University of the West of England","6960"
"2009 - 2010","B80 Bristol, University of the West of England","7250"
"2010 - 2011","B80 Bristol, University of the West of England","6965"
"2011 - 2012","B80 Bristol, University of the West of England","7710"
"2012 - 2013","B80 Bristol, University of the West of England","6285"
"2013 - 2014","B80 Bristol, University of the West of England","6770"
"2014 - 2015","B80 Bristol, University of the West of England","6430"
"2015 - 2016","B80 Bristol, University of the West of England","6205"
"2016 - 2017","B80 Bristol, University of the West of England","6320"
"2017 - 2018","B80 Bristol, University of the West of England","6775"
"2018 - 2019","B80 Bristol, University of the West of England","7040"
"2019 - 2020","B80 Bristol, University of the West of England","7190"
"2020 - 2021","B80 Bristol, University of the West of England","7115"
"2021 - 2022","B80 Bristol, University of the West of England","7400"
"2022 - 2023","B80 Bristol, University of the West of England","7305"
"2023 - 2024","B80 Bristol, University of the West of England","6575"
"2006 - 2007","O66 Oxford Brookes University","2915"
"2007 - 2008","O66 Oxford Brookes University","3555"
"2008 - 2009","O66 Oxford Brookes University","3705"
"2009 - 2010","O66 Oxford Brookes University","4180"
"2010 - 2011","O66 Oxford Brookes University","4385"
"2011 - 2012","O66 Oxford Brookes University","4150"
"2012 - 2013","O66 Oxford Brookes University","3695"
"2013 - 2014","O66 Oxford Brookes University","4615"
"2014 - 2015","O66 Oxford Brookes University","4265"
"2015 - 2016","O66 Oxford Brookes University","4845"
"2016 - 2017","O66 Oxford Brookes University","4900"
"2017 - 2018","O66 Oxford Brookes University","4575"
"2018 - 2019","O66 Oxford Brookes University","4550"
"2019 - 2020","O66 Oxford Brookes University","4555"
"2020 - 2021","O66 Oxford Brookes University","4655"
"2021 - 2022","O66 Oxford Brookes University","4105"
"2022 - 2023","O66 Oxford Brookes University","6215"
"2023 - 2024","O66 Oxford Brookes University","7045"
"2006 - 2007","B20 Bath Spa University","1460"
"2007 - 2008","B20 Bath Spa University","1735"
"2008 - 2009","B20 Bath Spa University","1930"
"2009 - 2010","B20 Bath Spa University","2045"
"2010 - 2011","B20 Bath Spa University","2110"
"2011 - 2012","B20 Bath Spa University","2135"
"2012 - 2013","B20 Bath Spa University","1840"
"2013 - 2014","B20 Bath Spa University","1950"
"2014 - 2015","B20 Bath Spa University","2080"
"2015 - 2016","B20 Bath Spa University","2435"
"2016 - 2017","B20 Bath Spa University","2615"
"2017 - 2018","B20 Bath Spa University","2475"
"2018 - 2019","B20 Bath Spa University","2270"
"2019 - 2020","B20 Bath Spa University","2565"
"2020 - 2021","B20 Bath Spa University","2195"
"2021 - 2022","B20 Bath Spa University","3545"
"2022 - 2023","B20 Bath Spa University","5600"
"2023 - 2024","B20 Bath Spa University","3385"
"2007 - 2008","A42 ALRA (The Academy of Live and Recorded Arts)","30"
"2008 - 2009","A42 ALRA (The Academy of Live and Recorded Arts)","25"
"2009 - 2010","A42 ALRA (The Academy of Live and Recorded Arts)","40"
"2010 - 2011","A42 ALRA (The Academy of Live and Recorded Arts)","35"
"2008 - 2009","A65 AECC University College","145"
"2009 - 2010","A65 AECC University College","130"
"2010 - 2011","A65 AECC University College","145"
"2011 - 2012","A65 AECC University College","95"
"2012 - 2013","A65 AECC University College","115"
"2013 - 2014","A65 AECC University College","110"
"2014 - 2015","A65 AECC University College","115"
"2015 - 2016","A65 AECC University College","155"
"2016 - 2017","A65 AECC University College","165"
"2017 - 2018","A65 AECC University College","160"
"2018 - 2019","A65 AECC University College","175"
"2019 - 2020","A65 AECC University College","190"
"2020 - 2021","A65 AECC University College","220"
"2021 - 2022","A65 AECC University College","255"
"2022 - 2023","A65 AECC University College","240"
"2023 - 2024","A65 AECC University College","210"
"2006 - 2007","B81 British College of Osteopathic Medicine","55"
"2007 - 2008","B81 British College of Osteopathic Medicine","60"
"2008 - 2009","B81 British College of Osteopathic Medicine","50"
"2009 - 2010","B81 British College of Osteopathic Medicine","85"
"2010 - 2011","B81 British College of Osteopathic Medicine","5"
"2011 - 2012","B81 British College of Osteopathic Medicine","80"
"2012 - 2013","B81 British College of Osteopathic Medicine","40"
"2013 - 2014","B81 British College of Osteopathic Medicine","30"
"2014 - 2015","B81 British College of Osteopathic Medicine","50"
"2015 - 2016","B81 British College of Osteopathic Medicine","55"
"2016 - 2017","B81 British College of Osteopathic Medicine","50"
"2017 - 2018","B81 British College of Osteopathic Medicine","35"
"2018 - 2019","B81 British College of Osteopathic Medicine","30"
"2019 - 2020","B81 British College of Osteopathic Medicine","20"
"2020 - 2021","B81 British College of Osteopathic Medicine","45"
"2021 - 2022","B81 British College of Osteopathic Medicine","40"
"2022 - 2023","B81 British College of Osteopathic Medicine","50"
"2023 - 2024","B81 British College of Osteopathic Medicine","50"
"2006 - 2007","B87 University College of Osteopathy","95"
"2007 - 2008","B87 University College of Osteopathy","100"
"2008 - 2009","B87 University College of Osteopathy","90"
"2009 - 2010","B87 University College of Osteopathy","95"
"2010 - 2011","B87 University College of Osteopathy","90"
"2011 - 2012","B87 University College of Osteopathy","85"
"2012 - 2013","B87 University College of Osteopathy","65"
"2013 - 2014","B87 University College of Osteopathy","60"
"2014 - 2015","B87 University College of Osteopathy","90"
"2015 - 2016","B87 University College of Osteopathy","75"
"2016 - 2017","B87 University College of Osteopathy","75"
"2017 - 2018","B87 University College of Osteopathy","60"
"2018 - 2019","B87 University College of Osteopathy","75"
"2019 - 2020","B87 University College of Osteopathy","85"
"2020 - 2021","B87 University College of Osteopathy","70"
"2021 - 2022","B87 University College of Osteopathy","65"
"2022 - 2023","B87 University College of Osteopathy","50"
"2023 - 2024","B87 University College of Osteopathy","40"
"2006 - 2007","B90 University of Buckingham","35"
"2007 - 2008","B90 University of Buckingham","55"
"2008 - 2009","B90 University of Buckingham","50"
"2009 - 2010","B90 University of Buckingham","95"
"2010 - 2011","B90 University of Buckingham","135"
"2011 - 2012","B90 University of Buckingham","240"
"2012 - 2013","B90 University of Buckingham","155"
"2013 - 2014","B90 University of Buckingham","160"
"2014 - 2015","B90 University of Buckingham","105"
"2015 - 2016","B90 University of Buckingham","110"
"2016 - 2017","B90 University of Buckingham","155"
"2017 - 2018","B90 University of Buckingham","210"
"2018 - 2019","B90 University of Buckingham","145"
"2019 - 2020","B90 University of Buckingham","170"
"2020 - 2021","B90 University of Buckingham","500"
"2021 - 2022","B90 University of Buckingham","240"
"2022 - 2023","B90 University of Buckingham","375"
"2023 - 2024","B90 University of Buckingham","280"
"2006 - 2007","C72 Cliff College","15"
"2007 - 2008","C72 Cliff College","25"
"2008 - 2009","C72 Cliff College","10"
"2009 - 2010","C72 Cliff College","10"
"2010 - 2011","C72 Cliff College","15"
"2011 - 2012","C72 Cliff College","5"
"2012 - 2013","C72 Cliff College","5"
"2014 - 2015","C72 Cliff College","15"
"2015 - 2016","C72 Cliff College","10"
"2016 - 2017","C72 Cliff College","5"
"2017 - 2018","C72 Cliff College","15"
"2018 - 2019","C72 Cliff College","10"
"2019 - 2020","C72 Cliff College","10"
"2020 - 2021","C72 Cliff College","15"
"2021 - 2022","C72 Cliff College","20"
"2023 - 2024","C72 Cliff College","10"
"2006 - 2007","H48 Heythrop College (University of London)","130"
"2007 - 2008","H48 Heythrop College (University of London)","160"
"2008 - 2009","H48 Heythrop College (University of London)","170"
"2009 - 2010","H48 Heythrop College (University of London)","210"
"2010 - 2011","H48 Heythrop College (University of London)","195"
"2011 - 2012","H48 Heythrop College (University of London)","210"
"2012 - 2013","H48 Heythrop College (University of London)","140"
"2013 - 2014","H48 Heythrop College (University of London)","150"
"2014 - 2015","H48 Heythrop College (University of London)","135"
"2015 - 2016","H48 Heythrop College (University of London)","5"
"2012 - 2013","C24 Carshalton College","40"
"2013 - 2014","C24 Carshalton College","90"
"2014 - 2015","C24 Carshalton College","85"
"2015 - 2016","C24 Carshalton College","30"
"2016 - 2017","C24 Carshalton College","65"
"2017 - 2018","C24 Carshalton College","45"
"2018 - 2019","C24 Carshalton College","30"
"2019 - 2020","C24 Carshalton College","20"
"2012 - 2013","L17 The University of Law","110"
"2013 - 2014","L17 The University of Law","210"
"2014 - 2015","L17 The University of Law","300"
"2015 - 2016","L17 The University of Law","375"
"2016 - 2017","L17 The University of Law","435"
"2017 - 2018","L17 The University of Law","500"
"2018 - 2019","L17 The University of Law","650"
"2019 - 2020","L17 The University of Law","875"
"2020 - 2021","L17 The University of Law","1200"
"2021 - 2022","L17 The University of Law","1300"
"2022 - 2023","L17 The University of Law","1500"
"2023 - 2024","L17 The University of Law","1645"
"2006 - 2007","L30 Leeds Conservatoire","60"
"2007 - 2008","L30 Leeds Conservatoire","155"
"2008 - 2009","L30 Leeds Conservatoire","220"
"2009 - 2010","L30 Leeds Conservatoire","185"
"2010 - 2011","L30 Leeds Conservatoire","195"
"2011 - 2012","L30 Leeds Conservatoire","315"
"2012 - 2013","L30 Leeds Conservatoire","355"
"2013 - 2014","L30 Leeds Conservatoire","370"
"2014 - 2015","L30 Leeds Conservatoire","385"
"2015 - 2016","L30 Leeds Conservatoire","300"
"2016 - 2017","L30 Leeds Conservatoire","340"
"2017 - 2018","L30 Leeds Conservatoire","320"
"2018 - 2019","L30 Leeds Conservatoire","385"
"2019 - 2020","L30 Leeds Conservatoire","430"
"2020 - 2021","L30 Leeds Conservatoire","485"
"2021 - 2022","L30 Leeds Conservatoire","400"
"2022 - 2023","L30 Leeds Conservatoire","380"
"2023 - 2024","L30 Leeds Conservatoire","385"
"2006 - 2007","M62 Medway School of Pharmacy","85"
"2007 - 2008","M62 Medway School of Pharmacy","140"
"2008 - 2009","M62 Medway School of Pharmacy","135"
"2009 - 2010","M62 Medway School of Pharmacy","190"
"2010 - 2011","M62 Medway School of Pharmacy","230"
"2011 - 2012","M62 Medway School of Pharmacy","215"
"2012 - 2013","M62 Medway School of Pharmacy","175"
"2013 - 2014","M62 Medway School of Pharmacy","140"
"2014 - 2015","M62 Medway School of Pharmacy","125"
"2015 - 2016","M62 Medway School of Pharmacy","225"
"2016 - 2017","M62 Medway School of Pharmacy","160"
"2017 - 2018","M62 Medway School of Pharmacy","130"
"2018 - 2019","M62 Medway School of Pharmacy","165"
"2019 - 2020","M62 Medway School of Pharmacy","160"
"2020 - 2021","M62 Medway School of Pharmacy","155"
"2021 - 2022","M62 Medway School of Pharmacy","165"
"2022 - 2023","M62 Medway School of Pharmacy","230"
"2023 - 2024","M62 Medway School of Pharmacy","340"
"2006 - 2007","P37 Peninsula College of Medicine & Dentistry","185"
"2007 - 2008","P37 Peninsula College of Medicine & Dentistry","270"
"2008 - 2009","P37 Peninsula College of Medicine & Dentistry","265"
"2009 - 2010","P37 Peninsula College of Medicine & Dentistry","285"
"2010 - 2011","P37 Peninsula College of Medicine & Dentistry","315"
"2011 - 2012","P37 Peninsula College of Medicine & Dentistry","320"
"2012 - 2013","P37 Peninsula College of Medicine & Dentistry","260"
"2006 - 2007","R20 Richmond American University London","20"
"2007 - 2008","R20 Richmond American University London","25"
"2008 - 2009","R20 Richmond American University London","30"
"2009 - 2010","R20 Richmond American University London","55"
"2010 - 2011","R20 Richmond American University London","55"
"2011 - 2012","R20 Richmond American University London","45"
"2012 - 2013","R20 Richmond American University London","85"
"2013 - 2014","R20 Richmond American University London","120"
"2014 - 2015","R20 Richmond American University London","150"
"2015 - 2016","R20 Richmond American University London","130"
"2016 - 2017","R20 Richmond American University London","135"
"2017 - 2018","R20 Richmond American University London","85"
"2018 - 2019","R20 Richmond American University London","95"
"2019 - 2020","R20 Richmond American University London","70"
"2020 - 2021","R20 Richmond American University London","50"
"2021 - 2022","R20 Richmond American University London","50"
"2022 - 2023","R20 Richmond American University London","75"
"2023 - 2024","R20 Richmond American University London","70"
"2006 - 2007","R51 Rose Bruford College","245"
"2007 - 2008","R51 Rose Bruford College","245"
"2008 - 2009","R51 Rose Bruford College","260"
"2009 - 2010","R51 Rose Bruford College","235"
"2010 - 2011","R51 Rose Bruford College","210"
"2011 - 2012","R51 Rose Bruford College","220"
"2012 - 2013","R51 Rose Bruford College","210"
"2013 - 2014","R51 Rose Bruford College","205"
"2014 - 2015","R51 Rose Bruford College","205"
"2015 - 2016","R51 Rose Bruford College","205"
"2016 - 2017","R51 Rose Bruford College","190"
"2017 - 2018","R51 Rose Bruford College","205"
"2018 - 2019","R51 Rose Bruford College","210"
"2019 - 2020","R51 Rose Bruford College","225"
"2020 - 2021","R51 Rose Bruford College","235"
"2021 - 2022","R51 Rose Bruford College","215"
"2022 - 2023","R51 Rose Bruford College","205"
"2023 - 2024","R51 Rose Bruford College","235"
"2006 - 2007","R55 Royal Academy of Dance","40"
"2007 - 2008","R55 Royal Academy of Dance","40"
"2008 - 2009","R55 Royal Academy of Dance","50"
"2009 - 2010","R55 Royal Academy of Dance","50"
"2010 - 2011","R55 Royal Academy of Dance","60"
"2011 - 2012","R55 Royal Academy of Dance","50"
"2012 - 2013","R55 Royal Academy of Dance","60"
"2013 - 2014","R55 Royal Academy of Dance","35"
"2014 - 2015","R55 Royal Academy of Dance","45"
"2015 - 2016","R55 Royal Academy of Dance","50"
"2016 - 2017","R55 Royal Academy of Dance","40"
"2017 - 2018","R55 Royal Academy of Dance","45"
"2018 - 2019","R55 Royal Academy of Dance","45"
"2019 - 2020","R55 Royal Academy of Dance","35"
"2020 - 2021","R55 Royal Academy of Dance","40"
"2021 - 2022","R55 Royal Academy of Dance","40"
"2022 - 2023","R55 Royal Academy of Dance","35"
"2023 - 2024","R55 Royal Academy of Dance","30"
"2012 - 2013","S08 Sandwell College of Further and Higher Education","15"
"2013 - 2014","S08 Sandwell College of Further and Higher Education","15"
"2014 - 2015","S08 Sandwell College of Further and Higher Education","5"
"2015 - 2016","S08 Sandwell College of Further and Higher Education","15"
"2016 - 2017","S08 Sandwell College of Further and Higher Education","20"
"2017 - 2018","S08 Sandwell College of Further and Higher Education","55"
"2018 - 2019","S08 Sandwell College of Further and Higher Education","40"
"2019 - 2020","S08 Sandwell College of Further and Higher Education","55"
"2006 - 2007","S35 Southport College","5"
"2010 - 2011","S35 Southport College","5"
"2017 - 2018","S35 Southport College","15"
"2019 - 2020","S35 Southport College","40"
"2020 - 2021","S35 Southport College","30"
"2021 - 2022","S35 Southport College","65"
"2022 - 2023","S35 Southport College","25"
"2016 - 2017","A57 Amsterdam Fashion Academy","5"
"2006 - 2007","B12 Barony College","55"
"2007 - 2008","B12 Barony College","5"
"2008 - 2009","B12 Barony College","105"
"2009 - 2010","B12 Barony College","65"
"2010 - 2011","B12 Barony College","80"
"2011 - 2012","N61 Glasgow Kelvin College","20"
"2012 - 2013","N61 Glasgow Kelvin College","15"
"2006 - 2007","A20 University of Aberdeen","2305"
"2007 - 2008","A20 University of Aberdeen","2745"
"2008 - 2009","A20 University of Aberdeen","2925"
"2009 - 2010","A20 University of Aberdeen","3495"
"2010 - 2011","A20 University of Aberdeen","3085"
"2011 - 2012","A20 University of Aberdeen","2535"
"2012 - 2013","A20 University of Aberdeen","2875"
"2013 - 2014","A20 University of Aberdeen","1835"
"2014 - 2015","A20 University of Aberdeen","2680"
"2015 - 2016","A20 University of Aberdeen","2945"
"2016 - 2017","A20 University of Aberdeen","3390"
"2017 - 2018","A20 University of Aberdeen","2540"
"2018 - 2019","A20 University of Aberdeen","2765"
"2019 - 2020","A20 University of Aberdeen","2700"
"2020 - 2021","A20 University of Aberdeen","2900"
"2021 - 2022","A20 University of Aberdeen","3055"
"2022 - 2023","A20 University of Aberdeen","2965"
"2023 - 2024","A20 University of Aberdeen","2710"
"2006 - 2007","A30 Abertay University","965"
"2007 - 2008","A30 Abertay University","1000"
"2008 - 2009","A30 Abertay University","1090"
"2009 - 2010","A30 Abertay University","1295"
"2010 - 2011","A30 Abertay University","1850"
"2011 - 2012","A30 Abertay University","1405"
"2012 - 2013","A30 Abertay University","1240"
"2013 - 2014","A30 Abertay University","1115"
"2014 - 2015","A30 Abertay University","990"
"2015 - 2016","A30 Abertay University","1120"
"2016 - 2017","A30 Abertay University","1030"
"2017 - 2018","A30 Abertay University","1280"
"2018 - 2019","A30 Abertay University","1390"
"2019 - 2020","A30 Abertay University","1185"
"2020 - 2021","A30 Abertay University","1320"
"2021 - 2022","A30 Abertay University","1200"
"2022 - 2023","A30 Abertay University","1075"
"2023 - 2024","A30 Abertay University","1045"
"2006 - 2007","A40 Aberystwyth University","1940"
"2007 - 2008","A40 Aberystwyth University","2210"
"2008 - 2009","A40 Aberystwyth University","2675"
"2009 - 2010","A40 Aberystwyth University","2935"
"2010 - 2011","A40 Aberystwyth University","2820"
"2011 - 2012","A40 Aberystwyth University","3310"
"2012 - 2013","A40 Aberystwyth University","2710"
"2013 - 2014","A40 Aberystwyth University","2520"
"2014 - 2015","A40 Aberystwyth University","2335"
"2015 - 2016","A40 Aberystwyth University","2205"
"2016 - 2017","A40 Aberystwyth University","2180"
"2017 - 2018","A40 Aberystwyth University","2230"
"2018 - 2019","A40 Aberystwyth University","1980"
"2019 - 2020","A40 Aberystwyth University","1800"
"2020 - 2021","A40 Aberystwyth University","1840"
"2021 - 2022","A40 Aberystwyth University","1795"
"2022 - 2023","A40 Aberystwyth University","2135"
"2023 - 2024","A40 Aberystwyth University","2020"
"2006 - 2007","A45 College of Agriculture, Food and Rural Enterprise","115"
"2007 - 2008","A45 College of Agriculture, Food and Rural Enterprise","115"
"2008 - 2009","A45 College of Agriculture, Food and Rural Enterprise","115"
"2009 - 2010","A45 College of Agriculture, Food and Rural Enterprise","150"
"2010 - 2011","A45 College of Agriculture, Food and Rural Enterprise","155"
"2011 - 2012","A45 College of Agriculture, Food and Rural Enterprise","185"
"2012 - 2013","A45 College of Agriculture, Food and Rural Enterprise","200"
"2013 - 2014","A45 College of Agriculture, Food and Rural Enterprise","180"
"2014 - 2015","A45 College of Agriculture, Food and Rural Enterprise","190"
"2015 - 2016","A45 College of Agriculture, Food and Rural Enterprise","180"
"2016 - 2017","A45 College of Agriculture, Food and Rural Enterprise","165"
"2017 - 2018","A45 College of Agriculture, Food and Rural Enterprise","170"
"2018 - 2019","A45 College of Agriculture, Food and Rural Enterprise","155"
"2019 - 2020","A45 College of Agriculture, Food and Rural Enterprise","130"
"2020 - 2021","A45 College of Agriculture, Food and Rural Enterprise","120"
"2021 - 2022","A45 College of Agriculture, Food and Rural Enterprise","160"
"2022 - 2023","A45 College of Agriculture, Food and Rural Enterprise","115"
"2023 - 2024","A45 College of Agriculture, Food and Rural Enterprise","140"
"2006 - 2007","B06 Bangor University","1920"
"2007 - 2008","B06 Bangor University","2145"
"2008 - 2009","B06 Bangor University","2275"
"2009 - 2010","B06 Bangor University","2745"
"2010 - 2011","B06 Bangor University","2475"
"2011 - 2012","B06 Bangor University","2425"
"2012 - 2013","B06 Bangor University","2390"
"2013 - 2014","B06 Bangor University","2440"
"2014 - 2015","B06 Bangor University","2585"
"2015 - 2016","B06 Bangor University","2685"
"2016 - 2017","B06 Bangor University","2680"
"2017 - 2018","B06 Bangor University","2535"
"2018 - 2019","B06 Bangor University","2350"
"2019 - 2020","B06 Bangor University","2220"
"2020 - 2021","B06 Bangor University","2155"
"2021 - 2022","B06 Bangor University","2270"
"2022 - 2023","B06 Bangor University","2210"
"2023 - 2024","B06 Bangor University","2120"
"2016 - 2017","B68 Bridgend College","200"
"2017 - 2018","B68 Bridgend College","175"
"2018 - 2019","B68 Bridgend College","145"
"2019 - 2020","B68 Bridgend College","115"
"2020 - 2021","B68 Bridgend College","80"
"2021 - 2022","B68 Bridgend College","80"
"2022 - 2023","B68 Bridgend College","80"
"2023 - 2024","B68 Bridgend College","70"
"2006 - 2007","C15 Cardiff University","4565"
"2007 - 2008","C15 Cardiff University","5160"
"2008 - 2009","C15 Cardiff University","5270"
"2009 - 2010","C15 Cardiff University","5330"
"2010 - 2011","C15 Cardiff University","5000"
"2011 - 2012","C15 Cardiff University","5380"
"2012 - 2013","C15 Cardiff University","5615"
"2013 - 2014","C15 Cardiff University","6055"
"2014 - 2015","C15 Cardiff University","6055"
"2015 - 2016","C15 Cardiff University","6230"
"2016 - 2017","C15 Cardiff University","6825"
"2017 - 2018","C15 Cardiff University","6525"
"2018 - 2019","C15 Cardiff University","6640"
"2019 - 2020","C15 Cardiff University","6910"
"2020 - 2021","C15 Cardiff University","7370"
"2021 - 2022","C15 Cardiff University","7845"
"2022 - 2023","C15 Cardiff University","7525"
"2023 - 2024","C15 Cardiff University","7675"
"2022 - 2023","C16 Cardiff and Vale College","100"
"2023 - 2024","C16 Cardiff and Vale College","55"
"2006 - 2007","C20 Cardiff Metropolitan University","2340"
"2007 - 2008","C20 Cardiff Metropolitan University","2530"
"2008 - 2009","C20 Cardiff Metropolitan University","2760"
"2009 - 2010","C20 Cardiff Metropolitan University","2635"
"2010 - 2011","C20 Cardiff Metropolitan University","2595"
"2011 - 2012","C20 Cardiff Metropolitan University","2840"
"2012 - 2013","C20 Cardiff Metropolitan University","2670"
"2013 - 2014","C20 Cardiff Metropolitan University","2895"
"2014 - 2015","C20 Cardiff Metropolitan University","3145"
"2015 - 2016","C20 Cardiff Metropolitan University","3065"
"2016 - 2017","C20 Cardiff Metropolitan University","2865"
"2017 - 2018","C20 Cardiff Metropolitan University","3055"
"2018 - 2019","C20 Cardiff Metropolitan University","2930"
"2019 - 2020","C20 Cardiff Metropolitan University","2785"
"2020 - 2021","C20 Cardiff Metropolitan University","3005"
"2021 - 2022","C20 Cardiff Metropolitan University","3245"
"2022 - 2023","C20 Cardiff Metropolitan University","3835"
"2023 - 2024","C20 Cardiff Metropolitan University","3575"
"2006 - 2007","C22 Coleg Sir Gar","120"
"2007 - 2008","C22 Coleg Sir Gar","100"
"2008 - 2009","C22 Coleg Sir Gar","75"
"2009 - 2010","C22 Coleg Sir Gar","105"
"2010 - 2011","C22 Coleg Sir Gar","120"
"2011 - 2012","C22 Coleg Sir Gar","110"
"2012 - 2013","C22 Coleg Sir Gar","105"
"2013 - 2014","C22 Coleg Sir Gar","105"
"2014 - 2015","C22 Coleg Sir Gar","95"
"2015 - 2016","C22 Coleg Sir Gar","160"
"2016 - 2017","C22 Coleg Sir Gar","90"
"2017 - 2018","C22 Coleg Sir Gar","170"
"2018 - 2019","C22 Coleg Sir Gar","185"
"2019 - 2020","C22 Coleg Sir Gar","170"
"2020 - 2021","C22 Coleg Sir Gar","140"
"2021 - 2022","C22 Coleg Sir Gar","160"
"2022 - 2023","C22 Coleg Sir Gar","150"
"2023 - 2024","C22 Coleg Sir Gar","145"
"2015 - 2016","C39 City of Glasgow College","20"
"2016 - 2017","C39 City of Glasgow College","25"
"2017 - 2018","C39 City of Glasgow College","25"
"2018 - 2019","C39 City of Glasgow College","50"
"2019 - 2020","C39 City of Glasgow College","50"
"2020 - 2021","C39 City of Glasgow College","45"
"2021 - 2022","C39 City of Glasgow College","40"
"2022 - 2023","C39 City of Glasgow College","30"
"2023 - 2024","C39 City of Glasgow College","40"
"2006 - 2007","D65 University of Dundee","1935"
"2007 - 2008","D65 University of Dundee","2125"
"2008 - 2009","D65 University of Dundee","2245"
"2009 - 2010","D65 University of Dundee","2335"
"2010 - 2011","D65 University of Dundee","2630"
"2011 - 2012","D65 University of Dundee","2630"
"2012 - 2013","D65 University of Dundee","2180"
"2013 - 2014","D65 University of Dundee","2250"
"2014 - 2015","D65 University of Dundee","2495"
"2015 - 2016","D65 University of Dundee","2750"
"2016 - 2017","D65 University of Dundee","2965"
"2017 - 2018","D65 University of Dundee","2990"
"2018 - 2019","D65 University of Dundee","2940"
"2019 - 2020","D65 University of Dundee","2835"
"2020 - 2021","D65 University of Dundee","2945"
"2021 - 2022","D65 University of Dundee","2830"
"2022 - 2023","D65 University of Dundee","2810"
"2023 - 2024","D65 University of Dundee","2550"
"2006 - 2007","E58 Edinburgh College of Art","325"
"2007 - 2008","E58 Edinburgh College of Art","355"
"2008 - 2009","E58 Edinburgh College of Art","370"
"2009 - 2010","E58 Edinburgh College of Art","300"
"2010 - 2011","E58 Edinburgh College of Art","300"
"2011 - 2012","E58 Edinburgh College of Art","15"
"2006 - 2007","E56 The University of Edinburgh","3720"
"2007 - 2008","E56 The University of Edinburgh","4460"
"2008 - 2009","E56 The University of Edinburgh","5000"
"2009 - 2010","E56 The University of Edinburgh","5385"
"2010 - 2011","E56 The University of Edinburgh","4145"
"2011 - 2012","E56 The University of Edinburgh","4955"
"2012 - 2013","E56 The University of Edinburgh","5350"
"2013 - 2014","E56 The University of Edinburgh","5495"
"2014 - 2015","E56 The University of Edinburgh","5750"
"2015 - 2016","E56 The University of Edinburgh","6205"
"2016 - 2017","E56 The University of Edinburgh","6200"
"2017 - 2018","E56 The University of Edinburgh","6715"
"2018 - 2019","E56 The University of Edinburgh","6595"
"2019 - 2020","E56 The University of Edinburgh","6770"
"2020 - 2021","E56 The University of Edinburgh","7585"
"2021 - 2022","E56 The University of Edinburgh","8365"
"2022 - 2023","E56 The University of Edinburgh","7015"
"2023 - 2024","E56 The University of Edinburgh","6935"
"2009 - 2010","E59 Edinburgh Napier University","75"
"2010 - 2011","E59 Edinburgh Napier University","3405"
"2011 - 2012","E59 Edinburgh Napier University","3760"
"2012 - 2013","E59 Edinburgh Napier University","3425"
"2013 - 2014","E59 Edinburgh Napier University","3060"
"2014 - 2015","E59 Edinburgh Napier University","3480"
"2015 - 2016","E59 Edinburgh Napier University","3420"
"2016 - 2017","E59 Edinburgh Napier University","3635"
"2017 - 2018","E59 Edinburgh Napier University","3215"
"2018 - 2019","E59 Edinburgh Napier University","3325"
"2019 - 2020","E59 Edinburgh Napier University","3205"
"2020 - 2021","E59 Edinburgh Napier University","3615"
"2021 - 2022","E59 Edinburgh Napier University","3530"
"2022 - 2023","E59 Edinburgh Napier University","3335"
"2023 - 2024","E59 Edinburgh Napier University","3010"
"2006 - 2007","N07 Napier University, Edinburgh","2860"
"2007 - 2008","N07 Napier University, Edinburgh","3285"
"2008 - 2009","N07 Napier University, Edinburgh","3895"
"2009 - 2010","N07 Napier University, Edinburgh","3585"
"2010 - 2011","N07 Napier University, Edinburgh","130"
"2006 - 2007","G28 University of Glasgow","3960"
"2007 - 2008","G28 University of Glasgow","4385"
"2008 - 2009","G28 University of Glasgow","4330"
"2009 - 2010","G28 University of Glasgow","4815"
"2010 - 2011","G28 University of Glasgow","4490"
"2011 - 2012","G28 University of Glasgow","4205"
"2012 - 2013","G28 University of Glasgow","4415"
"2013 - 2014","G28 University of Glasgow","5050"
"2014 - 2015","G28 University of Glasgow","4670"
"2015 - 2016","G28 University of Glasgow","5130"
"2016 - 2017","G28 University of Glasgow","5600"
"2017 - 2018","G28 University of Glasgow","5565"
"2018 - 2019","G28 University of Glasgow","5495"
"2019 - 2020","G28 University of Glasgow","5435"
"2020 - 2021","G28 University of Glasgow","6425"
"2021 - 2022","G28 University of Glasgow","6565"
"2022 - 2023","G28 University of Glasgow","6290"
"2023 - 2024","G28 University of Glasgow","6090"
"2006 - 2007","G42 Glasgow Caledonian University","2935"
"2007 - 2008","G42 Glasgow Caledonian University","2845"
"2008 - 2009","G42 Glasgow Caledonian University","3300"
"2009 - 2010","G42 Glasgow Caledonian University","3265"
"2010 - 2011","G42 Glasgow Caledonian University","3250"
"2011 - 2012","G42 Glasgow Caledonian University","3500"
"2012 - 2013","G42 Glasgow Caledonian University","3545"
"2013 - 2014","G42 Glasgow Caledonian University","3685"
"2014 - 2015","G42 Glasgow Caledonian University","3710"
"2015 - 2016","G42 Glasgow Caledonian University","3230"
"2016 - 2017","G42 Glasgow Caledonian University","3525"
"2017 - 2018","G42 Glasgow Caledonian University","3880"
"2018 - 2019","G42 Glasgow Caledonian University","4060"
