"Year","Provider name mapped","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component","Proportion of offers that were conditional unconditional offers","Proportion of offers that were direct unconditional offers","Proportion of offers that were other unconditional offers","Proportion of offers that had an unconditional component"
"2020","B54 BPP University","0","0","0","0"," "," "," "," "
"2021","B54 BPP University","0","0","0","0"," "," "," "," "
"2022","B54 BPP University","0","0","0","0"," "," "," "," "
"2023","B54 BPP University","0","0","0","0"," "," "," "," "
"2013","B56 University of Bradford","0","5","0","5","0","0.001","0","0.001"
"2014","B56 University of Bradford","0","10","0","10","0","0.002","0","0.002"
"2015","B56 University of Bradford","0","0","0","0","0","0","0","0"
"2016","B56 University of Bradford","0","0","130","130","0","0","0.031","0.031"
"2017","B56 University of Bradford","0","0","175","175","0","0","0.043000000000000003","0.043000000000000003"
"2018","B56 University of Bradford","0","0","170","170","0","0.001","0.044","0.044"
"2019","B56 University of Bradford","0","0","120","125","0","0","0.028","0.029"
"2020","B56 University of Bradford","0","0","135","140","0","0","0.032","0.032"
"2021","B56 University of Bradford","0","0","0","0","0","0","0","0"
"2022","B56 University of Bradford","0","0","0","0","0","0","0","0"
"2023","B56 University of Bradford","0","0","0","0","0","0","0","0"
"2013","B64 Bristol Old Vic Theatre School","0","0","0","0"," "," "," "," "
"2014","B64 Bristol Old Vic Theatre School","0","0","0","0"," "," "," "," "
"2015","B64 Bristol Old Vic Theatre School","0","0","0","0"," "," "," "," "
"2016","B64 Bristol Old Vic Theatre School","0","0","0","0"," "," "," "," "
"2017","B64 Bristol Old Vic Theatre School","0","0","0","0"," "," "," "," "
"2018","B64 Bristol Old Vic Theatre School","0","0","0","0"," "," "," "," "
"2019","B64 Bristol Old Vic Theatre School","0","25","0","25"," "," "," "," "
"2020","B64 Bristol Old Vic Theatre School","0","25","0","25"," "," "," "," "
"2021","B64 Bristol Old Vic Theatre School","0","25","0","25"," "," "," "," "
"2022","B64 Bristol Old Vic Theatre School","0","40","0","40"," "," "," "," "
"2023","B64 Bristol Old Vic Theatre School","0","0","0","0"," "," "," "," "
"2013","B94 Buckinghamshire New University","0","10","0","10","0","0.003","0","0.003"
"2014","B94 Buckinghamshire New University","0","5","0","5","0","0.002","0","0.002"
"2015","B94 Buckinghamshire New University","0","5","40","45","0","0.001","0.011","0.012"
"2016","B94 Buckinghamshire New University","0","210","20","230","0","0.054","0.005","0.059000000000000004"
"2017","B94 Buckinghamshire New University","0","105","590","695","0","0.031","0.171","0.202"
"2018","B94 Buckinghamshire New University","0","170","175","345","0","0.112","0.114","0.226"
"2019","B94 Buckinghamshire New University","0","885","130","1015","0","0.58","0.08600000000000001","0.666"
"2020","B94 Buckinghamshire New University","0","765","205","970","0","0.484","0.13","0.613"
"2021","B94 Buckinghamshire New University","0","55","10","65","0","0.025","0.003","0.028"
"2022","B94 Buckinghamshire New University","0","1085","30","1115","0","0.371","0.01","0.381"
"2023","B94 Buckinghamshire New University","0","95","290","380","0","0.029","0.091","0.12"
"2013","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2014","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2015","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2016","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2017","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2018","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2019","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2020","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2021","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2022","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2023","C06 Cambridge School of Visual and Performing Arts","0","0","0","0"," "," "," "," "
"2013","C10 Canterbury Christ Church University","0","20","5","25","0","0.003","0.001","0.004"
"2014","C10 Canterbury Christ Church University","0","55","5","60","0","0.009000000000000001","0.001","0.01"
"2015","C10 Canterbury Christ Church University","0","65","10","75","0","0.012","0.001","0.013000000000000001"
"2016","C10 Canterbury Christ Church University","0","95","5","100","0","0.019","0.001","0.02"
"2017","C10 Canterbury Christ Church University","0","115","10","125","0","0.025","0.002","0.028"
"2018","C10 Canterbury Christ Church University","0","110","655","770","0","0.024","0.14300000000000002","0.167"
"2019","C10 Canterbury Christ Church University","2930","115","15","3055","0.659","0.026000000000000002","0.003","0.6880000000000001"
"2020","C10 Canterbury Christ Church University","2820","35","0","2860","0.648","0.008","0","0.657"
"2021","C10 Canterbury Christ Church University","0","20","0","20","0","0.004","0","0.004"
"2022","C10 Canterbury Christ Church University","0","45","0","45","0","0.008","0","0.009000000000000001"
"2023","C10 Canterbury Christ Church University","0","25","0","25","0","0.006","0","0.006"
"2013","C30 University of Central Lancashire","0","80","5","80","0","0.009000000000000001","0","0.009000000000000001"
"2014","C30 University of Central Lancashire","0","105","10","115","0","0.011","0.001","0.012"
"2015","C30 University of Central Lancashire","0","75","5","80","0","0.007","0","0.008"
"2016","C30 University of Central Lancashire","0","25","5","30","0","0.003","0","0.004"
"2017","C30 University of Central Lancashire","0","15","90","105","0","0.002","0.012","0.014"
"2018","C30 University of Central Lancashire","0","20","270","290","0","0.003","0.042","0.045"
"2019","C30 University of Central Lancashire","0","35","675","710","0","0.005","0.098","0.10400000000000001"
"2020","C30 University of Central Lancashire","0","2070","2780","4845","0","0.279","0.375","0.654"
"2021","C30 University of Central Lancashire","0","150","5","155","0","0.019","0.001","0.02"
"2022","C30 University of Central Lancashire","0","85","0","90","0","0.011","0","0.012"
"2023","C30 University of Central Lancashire","0","1145","30","1175","0","0.157","0.004","0.162"
"2013","C34 Central Film School London","0","0","0","0"," "," "," "," "
"2014","C34 Central Film School London","0","5","0","5"," "," "," "," "
"2015","C34 Central Film School London","0","20","0","20"," "," "," "," "
"2016","C34 Central Film School London","0","25","0","25"," "," "," "," "
"2017","C34 Central Film School London","0","25","0","25"," "," "," "," "
"2018","C34 Central Film School London","0","30","0","30"," "," "," "," "
"2019","C34 Central Film School London","0","20","0","20"," "," "," "," "
"2020","C34 Central Film School London","0","10","0","10"," "," "," "," "
"2021","C34 Central Film School London","0","0","0","0"," "," "," "," "
"2022","C34 Central Film School London","0","45","10","55"," "," "," "," "
"2023","C34 Central Film School London","0","60","0","60"," "," "," "," "
"2013","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2014","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2015","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2016","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2017","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2018","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2019","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2020","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2021","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2022","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2023","C41 McTimoney College of Chiropractic","0","0","0","0"," "," "," "," "
"2013","C55 University of Chester","0","5","0","10","0","0.001","0","0.001"
"2014","C55 University of Chester","0","10","0","10","0","0.001","0","0.001"
"2015","C55 University of Chester","0","5","0","5","0","0","0","0.001"
"2016","C55 University of Chester","0","10","0","10","0","0.001","0","0.001"
"2017","C55 University of Chester","0","10","995","1005","0","0.001","0.10400000000000001","0.105"
"2018","C55 University of Chester","0","15","715","730","0","0.002","0.085","0.08700000000000001"
"2019","C55 University of Chester","0","10","5","15","0","0.001","0","0.002"
"2020","C55 University of Chester","0","5","65","70","0","0","0.01","0.01"
"2021","C55 University of Chester","0","10","0","10","0","0.001","0","0.001"
"2022","C55 University of Chester","0","5","0","5","0","0.001","0","0.001"
"2023","C55 University of Chester","0","5","0","5","0","0.001","0","0.001"
"2013","C58 University of Chichester","0","0","0","0","0","0.001","0","0.001"
"2014","C58 University of Chichester","0","10","5","10","0","0.003","0.001","0.004"
"2015","C58 University of Chichester","0","10","0","10","0","0.003","0","0.003"
"2016","C58 University of Chichester","0","5","0","5","0","0.001","0","0.001"
"2017","C58 University of Chichester","0","5","0","5","0","0.002","0","0.002"
"2018","C58 University of Chichester","0","5","0","10","0","0.002","0","0.003"
"2019","C58 University of Chichester","0","230","185","415","0","0.089","0.07200000000000001","0.16"
"2020","C58 University of Chichester","0","150","70","220","0","0.047","0.022","0.069"
"2021","C58 University of Chichester","0","75","0","75","0","0.017","0","0.017"
"2022","C58 University of Chichester","0","50","0","50","0","0.01","0","0.01"
"2023","C58 University of Chichester","0","30","0","30","0","0.007","0","0.007"
"2013","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2014","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2015","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2016","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2017","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2018","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2019","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2020","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2021","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2022","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2023","C87 Conde Nast College of Fashion & Design","0","0","0","0"," "," "," "," "
"2013","C93 University for the Creative Arts","0","0","40","40","0","0.001","0.024","0.025"
"2014","C93 University for the Creative Arts","0","0","15","15","0","0","0.008","0.008"
"2015","C93 University for the Creative Arts","0","0","5","5","0","0","0.004","0.004"
"2016","C93 University for the Creative Arts","0","0","10","15","0","0.001","0.005","0.006"
"2017","C93 University for the Creative Arts","0","0","0","5","0","0.001","0.001","0.002"
"2018","C93 University for the Creative Arts","0","0","0","5","0","0.001","0.001","0.002"
"2019","C93 University for the Creative Arts","0","0","5","10","0","0.001","0.004","0.004"
"2020","C93 University for the Creative Arts","0","5","620","625","0","0.001","0.29","0.292"
"2021","C93 University for the Creative Arts","0","0","0","0","0","0","0","0"
"2022","C93 University for the Creative Arts","0","5","5","5","0","0.002","0.001","0.003"
"2023","C93 University for the Creative Arts","0","5","5","5","0","0.001","0.001","0.002"
"2013","C99 University of Cumbria","0","5","0","5","0","0.001","0","0.002"
"2014","C99 University of Cumbria","0","5","0","5","0","0.002","0","0.002"
"2015","C99 University of Cumbria","0","5","0","5","0","0.002","0","0.002"
"2016","C99 University of Cumbria","0","5","0","5","0","0.002","0","0.002"
"2017","C99 University of Cumbria","0","5","0","5","0","0.002","0","0.002"
"2018","C99 University of Cumbria","0","115","5","120","0","0.06","0.002","0.062"
"2019","C99 University of Cumbria","0","5","0","5","0","0.002","0.001","0.002"
"2020","C99 University of Cumbria","0","5","0","5","0","0.003","0","0.003"
"2021","C99 University of Cumbria","0","5","0","5","0","0.003","0.001","0.004"
"2022","C99 University of Cumbria","0","0","0","0","0","0.001","0","0.001"
"2023","C99 University of Cumbria","0","5","0","5","0","0.002","0.001","0.003"
"2013","D26 De Montfort University","0","10","5","15","0","0.001","0.001","0.002"
"2014","D26 De Montfort University","0","40","5","45","0","0.005","0.001","0.006"
"2015","D26 De Montfort University","0","125","515","640","0","0.012","0.052000000000000005","0.065"
"2016","D26 De Montfort University","0","130","870","1000","0","0.013000000000000001","0.08600000000000001","0.099"
"2017","D26 De Montfort University","0","180","850","1030","0","0.017","0.079","0.096"
"2018","D26 De Montfort University","0","30","2330","2365","0","0.003","0.214","0.216"
"2019","D26 De Montfort University","5395","10","460","5865","0.547","0.001","0.047","0.595"
"2020","D26 De Montfort University","6915","5","50","6975","0.6890000000000001","0.001","0.005","0.6940000000000001"
"2021","D26 De Montfort University","5","100","340","440","0","0.009000000000000001","0.03","0.039"
"2022","D26 De Montfort University","0","0","0","5","0","0","0","0"
"2023","D26 De Montfort University","0","5","0","10","0","0.001","0","0.001"
"2013","E28 University of East London","0","5","0","10","0","0.002","0","0.002"
"2014","E28 University of East London","0","15","0","15","0","0.003","0","0.003"
"2015","E28 University of East London","0","15","0","15","0","0.004","0.001","0.005"
"2016","E28 University of East London","0","1540","10","1550","0","0.453","0.003","0.455"
"2017","E28 University of East London","0","615","195","810","0","0.181","0.057","0.23800000000000002"
"2018","E28 University of East London","0","85","200","290","0","0.024","0.055","0.079"
"2019","E28 University of East London","0","40","140","185","0","0.01","0.035","0.046"
"2020","E28 University of East London","0","30","880","905","0","0.007","0.23500000000000001","0.242"
"2021","E28 University of East London","0","1785","240","2025","0","0.326","0.044","0.369"
"2022","E28 University of East London","0","2460","85","2540","0","0.41600000000000004","0.014","0.43"
"2023","E28 University of East London","0","1795","120","1915","0","0.333","0.022","0.355"
"2013","E42 Edge Hill University","0","10","0","10","0","0.002","0","0.002"
"2014","E42 Edge Hill University","0","10","0","10","0","0.001","0","0.001"
"2015","E42 Edge Hill University","0","10","0","10","0","0.001","0","0.001"
