"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2022"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 9009 lines in total
------------------------------------------------------------------
tariff_band,Cycle,statistic,equality_dimension,agegroup,value
Lower tariff providers,2022,Placed June deadline applicants,White ethnic group,18 year olds,49735
Lower tariff providers,2022,Placed June deadline applicants,Black ethnic group,18 year olds,6135
Lower tariff providers,2022,Placed June deadline applicants,Asian ethnic group,18 year olds,10980
Lower tariff providers,2022,Placed June deadline applicants,Mixed ethnic group,18 year olds,3825
Lower tariff providers,2022,Placed June deadline applicants,Other ethnic group,18 year olds,1715
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q1,18 year olds,11415
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q2,18 year olds,13680
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q3,18 year olds,15515
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q4,18 year olds,16520
Lower tariff providers,2022,Placed June deadline applicants,POLAR4 Q5,18 year olds,15605
Lower tariff providers,2022,Placed June deadline applicants,Men,18 year olds,30495
Lower tariff providers,2022,Placed June deadline applicants,Women,18 year olds,42290
Lower tariff providers,2010,All placed applicants,Total,18 year olds,77480
Lower tariff providers,2010,All placed applicants,White ethnic group,18 year olds,60560
Lower tariff providers,2010,All placed applicants,Black ethnic group,18 year olds,4265
Lower tariff providers,2010,All placed applicants,Asian ethnic group,18 year olds,8940
Lower tariff providers,2010,All placed applicants,Mixed ethnic group,18 year olds,2420
Lower tariff providers,2010,All placed applicants,Other ethnic group,18 year olds,820
Lower tariff providers,2010,All placed applicants,POLAR4 Q1,18 year olds,10030
Lower tariff providers,2010,All placed applicants,POLAR4 Q2,18 year olds,14130
Lower tariff providers,2010,All placed applicants,POLAR4 Q3,18 year olds,16425
Lower tariff providers,2010,All placed applicants,POLAR4 Q4,18 year olds,18425
Lower tariff providers,2010,All placed applicants,POLAR4 Q5,18 year olds,18345
Lower tariff providers,2010,All placed applicants,Men,18 year olds,32985
Lower tariff providers,2010,All placed applicants,Women,18 year olds,44495
Lower tariff providers,2011,All placed applicants,Total,18 year olds,85150
Lower tariff providers,2011,All placed applicants,White ethnic group,18 year olds,65050
Lower tariff providers,2011,All placed applicants,Black ethnic group,18 year olds,5280
Lower tariff providers,2011,All placed applicants,Asian ethnic group,18 year olds,10495
Lower tariff providers,2011,All placed applicants,Mixed ethnic group,18 year olds,2905
Lower tariff providers,2011,All placed applicants,Other ethnic group,18 year olds,1000
Lower tariff providers,2011,All placed applicants,POLAR4 Q1,18 year olds,10875
Lower tariff providers,2011,All placed applicants,POLAR4 Q2,18 year olds,15215
Lower tariff providers,2011,All placed applicants,POLAR4 Q3,18 year olds,17720
Lower tariff providers,2011,All placed applicants,POLAR4 Q4,18 year olds,20475
Lower tariff providers,2011,All placed applicants,POLAR4 Q5,18 year olds,20740
Lower tariff providers,2011,All placed applicants,Men,18 year olds,36650
Lower tariff providers,2011,All placed applicants,Women,18 year olds,48500
Lower tariff providers,2012,All placed applicants,Total,18 year olds,75505
Lower tariff providers,2012,All placed applicants,White ethnic group,18 year olds,57185
Lower tariff providers,2012,All placed applicants,Black ethnic group,18 year olds,4875
Lower tariff providers,2012,All placed applicants,Asian ethnic group,18 year olds,9540
Lower tariff providers,2012,All placed applicants,Mixed ethnic group,18 year olds,2480
Lower tariff providers,2012,All placed applicants,Other ethnic group,18 year olds,1045
Lower tariff providers,2012,All placed applicants,POLAR4 Q1,18 year olds,10295
Lower tariff providers,2012,All placed applicants,POLAR4 Q2,18 year olds,14035
Lower tariff providers,2012,All placed applicants,POLAR4 Q3,18 year olds,16065
Lower tariff providers,2012,All placed applicants,POLAR4 Q4,18 year olds,17810
Lower tariff providers,2012,All placed applicants,POLAR4 Q5,18 year olds,17190
Lower tariff providers,2012,All placed applicants,Men,18 year olds,31530
Lower tariff providers,2012,All placed applicants,Women,18 year olds,43975
Lower tariff providers,2013,All placed applicants,Total,18 year olds,77675
Lower tariff providers,2013,All placed applicants,White ethnic group,18 year olds,58150
Lower tariff providers,2013,All placed applicants,Black ethnic group,18 year olds,5440
Lower tariff providers,2013,All placed applicants,Asian ethnic group,18 year olds,9985
Lower tariff providers,2013,All placed applicants,Mixed ethnic group,18 year olds,2620
Lower tariff providers,2013,All placed applicants,Other ethnic group,18 year olds,1080
Lower tariff providers,2013,All placed applicants,POLAR4 Q1,18 year olds,10840
Lower tariff providers,2013,All placed applicants,POLAR4 Q2,18 year olds,14510
Lower tariff providers,2013,All placed applicants,POLAR4 Q3,18 year olds,16530
Lower tariff providers,2013,All placed applicants,POLAR4 Q4,18 year olds,18285
Lower tariff providers,2013,All placed applicants,POLAR4 Q5,18 year olds,17385
Lower tariff providers,2013,All placed applicants,Men,18 year olds,32845
Lower tariff providers,2013,All placed applicants,Women,18 year olds,44830
Lower tariff providers,2014,All placed applicants,Total,18 year olds,80015
Lower tariff providers,2014,All placed applicants,White ethnic group,18 year olds,59500
Lower tariff providers,2014,All placed applicants,Black ethnic group,18 year olds,5390
Lower tariff providers,2014,All placed applicants,Asian ethnic group,18 year olds,10580
Lower tariff providers,2014,All placed applicants,Mixed ethnic group,18 year olds,2900
Lower tariff providers,2014,All placed applicants,Other ethnic group,18 year olds,1240
Lower tariff providers,2014,All placed applicants,POLAR4 Q1,18 year olds,11745
Lower tariff providers,2014,All placed applicants,POLAR4 Q2,18 year olds,15425
Lower tariff providers,2014,All placed applicants,POLAR4 Q3,18 year olds,16945
Lower tariff providers,2014,All placed applicants,POLAR4 Q4,18 year olds,18645
Lower tariff providers,2014,All placed applicants,POLAR4 Q5,18 year olds,17135
Lower tariff providers,2014,All placed applicants,Men,18 year olds,34055
Lower tariff providers,2014,All placed applicants,Women,18 year olds,45960
Lower tariff providers,2015,All placed applicants,Total,18 year olds,82595
Lower tariff providers,2015,All placed applicants,White ethnic group,18 year olds,60375
Lower tariff providers,2015,All placed applicants,Black ethnic group,18 year olds,5995
Lower tariff providers,2015,All placed applicants,Asian ethnic group,18 year olds,11125
Lower tariff providers,2015,All placed applicants,Mixed ethnic group,18 year olds,3245
Lower tariff providers,2015,All placed applicants,Other ethnic group,18 year olds,1380
Lower tariff providers,2015,All placed applicants,POLAR4 Q1,18 year olds,12285
Lower tariff providers,2015,All placed applicants,POLAR4 Q2,18 year olds,15765
Lower tariff providers,2015,All placed applicants,POLAR4 Q3,18 year olds,17750
Lower tariff providers,2015,All placed applicants,POLAR4 Q4,18 year olds,18990
Lower tariff providers,2015,All placed applicants,POLAR4 Q5,18 year olds,17705
Lower tariff providers,2015,All placed applicants,Men,18 year olds,34725
Lower tariff providers,2015,All placed applicants,Women,18 year olds,47870
Lower tariff providers,2016,All placed applicants,Total,18 year olds,80405
Lower tariff providers,2016,All placed applicants,White ethnic group,18 year olds,58290
Lower tariff providers,2016,All placed applicants,Black ethnic group,18 year olds,5760
Lower tariff providers,2016,All placed applicants,Asian ethnic group,18 year olds,11280
Lower tariff providers,2016,All placed applicants,Mixed ethnic group,18 year olds,3205
Lower tariff providers,2016,All placed applicants,Other ethnic group,18 year olds,1325
Lower tariff providers,2016,All placed applicants,POLAR4 Q1,18 year olds,11970
Lower tariff providers,2016,All placed applicants,POLAR4 Q2,18 year olds,15490
Lower tariff providers,2016,All placed applicants,POLAR4 Q3,18 year olds,17195
Lower tariff providers,2016,All placed applicants,POLAR4 Q4,18 year olds,18485
Lower tariff providers,2016,All placed applicants,POLAR4 Q5,18 year olds,17160
Lower tariff providers,2016,All placed applicants,Men,18 year olds,33750
Lower tariff providers,2016,All placed applicants,Women,18 year olds,46655
Lower tariff providers,2017,All placed applicants,Total,18 year olds,78650
Lower tariff providers,2017,All placed applicants,White ethnic group,18 year olds,56300
Lower tariff providers,2017,All placed applicants,Black ethnic group,18 year olds,5720
Lower tariff providers,2017,All placed applicants,Asian ethnic group,18 year olds,11470
Lower tariff providers,2017,All placed applicants,Mixed ethnic group,18 year olds,3245
Lower tariff providers,2017,All placed applicants,Other ethnic group,18 year olds,1440
Lower tariff providers,2017,All placed applicants,POLAR4 Q1,18 year olds,11640
Lower tariff providers,2017,All placed applicants,POLAR4 Q2,18 year olds,15010
Lower tariff providers,2017,All placed applicants,POLAR4 Q3,18 year olds,17195
Lower tariff providers,2017,All placed applicants,POLAR4 Q4,18 year olds,17985
Lower tariff providers,2017,All placed applicants,POLAR4 Q5,18 year olds,16750
Lower tariff providers,2017,All placed applicants,Men,18 year olds,32580
Lower tariff providers,2017,All placed applicants,Women,18 year olds,46075
Lower tariff providers,2018,All placed applicants,Total,18 year olds,77695
Lower tariff providers,2018,All placed applicants,White ethnic group,18 year olds,54380
Lower tariff providers,2018,All placed applicants,Black ethnic group,18 year olds,5910
Lower tariff providers,2018,All placed applicants,Asian ethnic group,18 year olds,11970
Lower tariff providers,2018,All placed applicants,Mixed ethnic group,18 year olds,3325
Lower tariff providers,2018,All placed applicants,Other ethnic group,18 year olds,1520
Lower tariff providers,2018,All placed applicants,POLAR4 Q1,18 year olds,11615
Lower tariff providers,2018,All placed applicants,POLAR4 Q2,18 year olds,15075
Lower tariff providers,2018,All placed applicants,POLAR4 Q3,18 year olds,16710
Lower tariff providers,2018,All placed applicants,POLAR4 Q4,18 year olds,17835
Lower tariff providers,2018,All placed applicants,POLAR4 Q5,18 year olds,16335
Lower tariff providers,2018,All placed applicants,Men,18 year olds,32040
Lower tariff providers,2018,All placed applicants,Women,18 year olds,45650
Lower tariff providers,2019,All placed applicants,Total,18 year olds,78365
Lower tariff providers,2019,All placed applicants,White ethnic group,18 year olds,52850
Lower tariff providers,2019,All placed applicants,Black ethnic group,18 year olds,6405
Lower tariff providers,2019,All placed applicants,Asian ethnic group,18 year olds,13340
Lower tariff providers,2019,All placed applicants,Mixed ethnic group,18 year olds,3355
Lower tariff providers,2019,All placed applicants,Other ethnic group,18 year olds,1725
Lower tariff providers,2019,All placed applicants,POLAR4 Q1,18 year olds,11725
Lower tariff providers,2019,All placed applicants,POLAR4 Q2,18 year olds,14810
Lower tariff providers,2019,All placed applicants,POLAR4 Q3,18 year olds,16900
Lower tariff providers,2019,All placed applicants,POLAR4 Q4,18 year olds,18305
Lower tariff providers,2019,All placed applicants,POLAR4 Q5,18 year olds,16530
Lower tariff providers,2019,All placed applicants,Men,18 year olds,32660
Lower tariff providers,2019,All placed applicants,Women,18 year olds,45705
Lower tariff providers,2020,All placed applicants,Total,18 year olds,79400
Lower tariff providers,2020,All placed applicants,White ethnic group,18 year olds,53435
Lower tariff providers,2020,All placed applicants,Black ethnic group,18 year olds,6515
Lower tariff providers,2020,All placed applicants,Asian ethnic group,18 year olds,13370
Lower tariff providers,2020,All placed applicants,Mixed ethnic group,18 year olds,3625
Lower tariff providers,2020,All placed applicants,Other ethnic group,18 year olds,1850
Lower tariff providers,2020,All placed applicants,POLAR4 Q1,18 year olds,12100
Lower tariff providers,2020,All placed applicants,POLAR4 Q2,18 year olds,15210
Lower tariff providers,2020,All placed applicants,POLAR4 Q3,18 year olds,17160
Lower tariff providers,2020,All placed applicants,POLAR4 Q4,18 year olds,18095
Lower tariff providers,2020,All placed applicants,POLAR4 Q5,18 year olds,16740
Lower tariff providers,2020,All placed applicants,Men,18 year olds,32765
Lower tariff providers,2020,All placed applicants,Women,18 year olds,46640
Lower tariff providers,2021,All placed applicants,Total,18 year olds,82030
Lower tariff providers,2021,All placed applicants,White ethnic group,18 year olds,54665
Lower tariff providers,2021,All placed applicants,Black ethnic group,18 year olds,7030
Lower tariff providers,2021,All placed applicants,Asian ethnic group,18 year olds,13860
Lower tariff providers,2021,All placed applicants,Mixed ethnic group,18 year olds,3945
Lower tariff providers,2021,All placed applicants,Other ethnic group,18 year olds,1910
Lower tariff providers,2021,All placed applicants,POLAR4 Q1,18 year olds,12495
Lower tariff providers,2021,All placed applicants,POLAR4 Q2,18 year olds,15520
Lower tariff providers,2021,All placed applicants,POLAR4 Q3,18 year olds,17595
Lower tariff providers,2021,All placed applicants,POLAR4 Q4,18 year olds,18725
Lower tariff providers,2021,All placed applicants,POLAR4 Q5,18 year olds,17500
Lower tariff providers,2021,All placed applicants,Men,18 year olds,34610
Lower tariff providers,2021,All placed applicants,Women,18 year olds,47420
Lower tariff providers,2022,All placed applicants,Total,18 year olds,90675
Lower tariff providers,2022,All placed applicants,White ethnic group,18 year olds,58180
