"Year","Achieved SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2013","12 point(s)","18","All","All","All","All","790","460","0.585","0"
"2014","12 point(s)","18","All","All","All","All","795","450","0.5630000000000001","0"
"2015","12 point(s)","18","All","All","All","All","735","405","0.55","0"
"2016","12 point(s)","18","All","All","All","All","685","370","0.537","0"
"2017","12 point(s)","18","All","All","All","All","675","410","0.609","0"
"2018","12 point(s)","18","All","All","All","All","635","425","0.669","0"
"2019","12 point(s)","18","All","All","All","All","725","500","0.6900000000000001","0"
"2020","12 point(s)","18","All","All","All","All","575","415","0.72","0"
"2021","12 point(s)","18","All","All","All","All","420","285","0.676","0"
"2022","12 point(s)","18","All","All","All","All","485","350","0.723","0"
"2023","12 point(s)","18","All","All","All","All","635","505","0.797","0"
"2010","13 point(s)","18","All","All","All","All","1170","925","0.791","0"
"2011","13 point(s)","18","All","All","All","All","1150","790","0.6880000000000001","0"
"2012","13 point(s)","18","All","All","All","All","1070","745","0.6980000000000001","0"
"2013","13 point(s)","18","All","All","All","All","1095","755","0.6890000000000001","0"
"2014","13 point(s)","18","All","All","All","All","1030","655","0.638","0"
"2015","13 point(s)","18","All","All","All","All","995","605","0.609","0"
"2016","13 point(s)","18","All","All","All","All","940","635","0.679","0"
"2017","13 point(s)","18","All","All","All","All","885","585","0.664","0"
"2018","13 point(s)","18","All","All","All","All","885","645","0.727","0"
"2019","13 point(s)","18","All","All","All","All","840","590","0.7020000000000001","0"
"2020","13 point(s)","18","All","All","All","All","805","630","0.782","0"
"2021","13 point(s)","18","All","All","All","All","610","460","0.755","0"
"2022","13 point(s)","18","All","All","All","All","625","460","0.737","0"
"2023","13 point(s)","18","All","All","All","All","765","645","0.842","0"
"2010","14 point(s)","18","All","All","All","All","1285","1080","0.841","0"
"2011","14 point(s)","18","All","All","All","All","1305","1000","0.765","0"
"2012","14 point(s)","18","All","All","All","All","1235","950","0.771","0"
"2013","14 point(s)","18","All","All","All","All","1215","900","0.742","0"
"2014","14 point(s)","18","All","All","All","All","1250","915","0.729","0"
"2015","14 point(s)","18","All","All","All","All","1270","900","0.708","0"
"2016","14 point(s)","18","All","All","All","All","1195","840","0.704","0"
"2017","14 point(s)","18","All","All","All","All","1110","825","0.741","0"
"2018","14 point(s)","18","All","All","All","All","1115","880","0.791","0"
"2019","14 point(s)","18","All","All","All","All","1010","790","0.782","0"
"2020","14 point(s)","18","All","All","All","All","1030","835","0.812","0"
"2021","14 point(s)","18","All","All","All","All","840","665","0.792","0"
"2022","14 point(s)","18","All","All","All","All","855","695","0.8160000000000001","0"
"2023","14 point(s)","18","All","All","All","All","890","750","0.842","0"
"2010","15 point(s)","18","All","All","All","All","1525","1340","0.879","0"
"2011","15 point(s)","18","All","All","All","All","1490","1250","0.839","0"
"2012","15 point(s)","18","All","All","All","All","1495","1255","0.841","0"
"2013","15 point(s)","18","All","All","All","All","1450","1210","0.833","0"
"2014","15 point(s)","18","All","All","All","All","1360","1115","0.8200000000000001","0"
"2015","15 point(s)","18","All","All","All","All","1460","1180","0.808","0"
"2016","15 point(s)","18","All","All","All","All","1425","1120","0.784","0"
"2017","15 point(s)","18","All","All","All","All","1370","1075","0.783","0"
"2018","15 point(s)","18","All","All","All","All","1270","1030","0.8130000000000001","0"
"2019","15 point(s)","18","All","All","All","All","1275","1090","0.855","0"
"2020","15 point(s)","18","All","All","All","All","1185","1025","0.864","0"
"2021","15 point(s)","18","All","All","All","All","1040","840","0.809","0"
"2022","15 point(s)","18","All","All","All","All","1040","865","0.8310000000000001","0"
"2023","15 point(s)","18","All","All","All","All","1125","1000","0.887","0"
"2010","16 point(s)","18","All","All","All","All","1590","1440","0.907","0"
"2011","16 point(s)","18","All","All","All","All","1650","1455","0.881","0"
"2012","16 point(s)","18","All","All","All","All","1605","1420","0.885","0"
"2013","16 point(s)","18","All","All","All","All","1655","1465","0.887","0"
"2014","16 point(s)","18","All","All","All","All","1630","1445","0.886","0"
"2015","16 point(s)","18","All","All","All","All","1665","1440","0.864","0"
"2016","16 point(s)","18","All","All","All","All","1705","1450","0.851","0"
"2017","16 point(s)","18","All","All","All","All","1680","1410","0.838","0"
"2018","16 point(s)","18","All","All","All","All","1660","1445","0.871","0"
"2019","16 point(s)","18","All","All","All","All","1495","1305","0.871","0"
"2020","16 point(s)","18","All","All","All","All","1425","1285","0.903","0"
"2021","16 point(s)","18","All","All","All","All","1375","1180","0.859","0"
"2022","16 point(s)","18","All","All","All","All","1285","1120","0.871","0"
"2023","16 point(s)","18","All","All","All","All","1365","1245","0.913","0"
"2010","17 point(s)","18","All","All","All","All","1485","1375","0.927","0"
"2011","17 point(s)","18","All","All","All","All","1720","1575","0.918","0"
"2012","17 point(s)","18","All","All","All","All","1710","1575","0.922","0"
"2013","17 point(s)","18","All","All","All","All","1675","1530","0.913","0"
"2014","17 point(s)","18","All","All","All","All","1770","1615","0.914","0"
"2015","17 point(s)","18","All","All","All","All","1805","1640","0.909","0"
"2016","17 point(s)","18","All","All","All","All","1945","1730","0.89","0"
"2017","17 point(s)","18","All","All","All","All","1860","1645","0.885","0"
"2018","17 point(s)","18","All","All","All","All","1785","1595","0.894","0"
"2019","17 point(s)","18","All","All","All","All","1590","1440","0.903","0"
"2020","17 point(s)","18","All","All","All","All","1715","1575","0.918","0"
"2021","17 point(s)","18","All","All","All","All","1695","1505","0.887","0"
"2022","17 point(s)","18","All","All","All","All","1500","1370","0.912","0"
"2023","17 point(s)","18","All","All","All","All","1600","1465","0.917","0"
"2010","18 point(s)","18","All","All","All","All","1395","1315","0.9440000000000001","0"
"2011","18 point(s)","18","All","All","All","All","1505","1400","0.928","0"
"2012","18 point(s)","18","All","All","All","All","1680","1590","0.9450000000000001","0"
"2013","18 point(s)","18","All","All","All","All","1630","1540","0.9440000000000001","0"
"2014","18 point(s)","18","All","All","All","All","1920","1810","0.9430000000000001","0"
"2015","18 point(s)","18","All","All","All","All","1880","1755","0.933","0"
"2016","18 point(s)","18","All","All","All","All","1915","1760","0.919","0"
"2017","18 point(s)","18","All","All","All","All","1960","1780","0.906","0"
"2018","18 point(s)","18","All","All","All","All","1750","1600","0.916","0"
"2019","18 point(s)","18","All","All","All","All","1695","1570","0.927","0"
"2020","18 point(s)","18","All","All","All","All","1845","1715","0.932","0"
"2021","18 point(s)","18","All","All","All","All","1990","1800","0.906","0"
"2022","18 point(s)","18","All","All","All","All","1790","1630","0.909","0"
"2023","18 point(s)","18","All","All","All","All","1810","1705","0.9420000000000001","0"
"2010","19 point(s)","18","All","All","All","All","1325","1240","0.934","0"
"2011","19 point(s)","18","All","All","All","All","1345","1265","0.9400000000000001","0"
"2012","19 point(s)","18","All","All","All","All","1570","1470","0.936","0"
"2013","19 point(s)","18","All","All","All","All","1665","1570","0.9420000000000001","0"
"2014","19 point(s)","18","All","All","All","All","1735","1620","0.932","0"
"2015","19 point(s)","18","All","All","All","All","1765","1635","0.926","0"
"2016","19 point(s)","18","All","All","All","All","1905","1770","0.931","0"
"2017","19 point(s)","18","All","All","All","All","1845","1725","0.937","0"
"2018","19 point(s)","18","All","All","All","All","1775","1650","0.93","0"
"2019","19 point(s)","18","All","All","All","All","1740","1630","0.9380000000000001","0"
"2020","19 point(s)","18","All","All","All","All","1890","1770","0.9380000000000001","0"
"2021","19 point(s)","18","All","All","All","All","2230","2055","0.922","0"
"2022","19 point(s)","18","All","All","All","All","2065","1895","0.919","0"
"2023","19 point(s)","18","All","All","All","All","1935","1815","0.9380000000000001","0"
"2010","20 point(s)","18","All","All","All","All","2180","2035","0.933","0"
"2011","20 point(s)","18","All","All","All","All","2375","2210","0.931","0"
"2012","20 point(s)","18","All","All","All","All","2630","2460","0.935","0"
"2013","20 point(s)","18","All","All","All","All","2965","2760","0.932","0"
"2014","20 point(s)","18","All","All","All","All","3080","2900","0.9400000000000001","0"
"2015","20 point(s)","18","All","All","All","All","3235","3020","0.934","0"
"2016","20 point(s)","18","All","All","All","All","3315","3090","0.932","0"
"2017","20 point(s)","18","All","All","All","All","3405","3185","0.936","0"
"2018","20 point(s)","18","All","All","All","All","3400","3170","0.932","0"
"2019","20 point(s)","18","All","All","All","All","3240","3070","0.9460000000000001","0"
"2020","20 point(s)","18","All","All","All","All","4000","3775","0.9430000000000001","0"
"2021","20 point(s)","18","All","All","All","All","6100","5710","0.937","0"
"2022","20 point(s)","18","All","All","All","All","6390","5935","0.929","0"
"2023","20 point(s)","18","All","All","All","All","4955","4670","0.9420000000000001","0"
"2010","All","18","All","All","All","All","14250","12260","0.86","0"
"2011","All","18","All","All","All","All","14645","12110","0.8270000000000001","0"
"2012","All","18","All","All","All","All","14880","12450","0.837","5"
"2013","All","18","All","All","All","All","15195","12610","0.8300000000000001","5"
"2014","All","18","All","All","All","All","15620","12885","0.8250000000000001","0"
"2015","All","18","All","All","All","All","15770","12870","0.8160000000000001","5"
"2016","All","18","All","All","All","All","15855","13050","0.8230000000000001","0"
"2017","All","18","All","All","All","All","15640","12995","0.8310000000000001","0"
"2018","All","18","All","All","All","All","15135","12915","0.853","5"
"2019","All","18","All","All","All","All","14825","12545","0.846","0"
"2020","All","18","All","All","All","All","15220","13435","0.883","5"
"2021","All","18","All","All","All","All","16795","14750","0.878","0"
"2022","All","18","All","All","All","All","16710","14685","0.879","5"
"2023","All","18","All","All","All","All","16170","14460","0.894","0"
"2023","5 point(s)","All","All","All","All","All","5","0"," ","0"
"2010","6 point(s)","All","All","All","All","All","10","0"," ","0"
"2013","6 point(s)","All","All","All","All","All","5","0"," ","0"
"2015","6 point(s)","All","All","All","All","All","5","0"," ","0"
"2018","6 point(s)","All","All","All","All","All","5","0"," ","0"
"2019","6 point(s)","All","All","All","All","All","10","0"," ","0"
"2020","6 point(s)","All","All","All","All","All","5","0"," ","0"
"2022","6 point(s)","All","All","All","All","All","10","0"," ","0"
"2023","6 point(s)","All","All","All","All","All","15","0"," ","0"
"2010","7 point(s)","All","All","All","All","All","25","10"," ","0"
"2011","7 point(s)","All","All","All","All","All","20","5"," ","0"
"2012","7 point(s)","All","All","All","All","All","20","5"," ","0"
"2013","7 point(s)","All","All","All","All","All","25","5"," ","0"
"2014","7 point(s)","All","All","All","All","All","10","0"," ","0"
"2015","7 point(s)","All","All","All","All","All","15","0"," ","0"
"2016","7 point(s)","All","All","All","All","All","15","0"," ","0"
"2017","7 point(s)","All","All","All","All","All","10","0"," ","0"
"2018","7 point(s)","All","All","All","All","All","20","5"," ","0"
"2019","7 point(s)","All","All","All","All","All","45","5"," ","0"
"2020","7 point(s)","All","All","All","All","All","25","5"," ","0"
"2021","7 point(s)","All","All","All","All","All","10","0"," ","0"
"2022","7 point(s)","All","All","All","All","All","25","5"," ","0"
"2023","7 point(s)","All","All","All","All","All","50","10","0.24","0"
"2010","8 point(s)","All","All","All","All","All","85","30","0.341","0"
"2011","8 point(s)","All","All","All","All","All","70","10","0.159","0"
"2012","8 point(s)","All","All","All","All","All","65","15","0.222","0"
"2013","8 point(s)","All","All","All","All","All","60","5"," ","0"
"2014","8 point(s)","All","All","All","All","All","50","10","0.192","0"
"2015","8 point(s)","All","All","All","All","All","45","10"," ","0"
"2016","8 point(s)","All","All","All","All","All","35","5"," ","0"
"2017","8 point(s)","All","All","All","All","All","60","10","0.20700000000000002","0"
"2018","8 point(s)","All","All","All","All","All","55","25","0.421","0"
"2019","8 point(s)","All","All","All","All","All","105","20","0.194","0"
"2020","8 point(s)","All","All","All","All","All","40","15","0.31","0"
"2021","8 point(s)","All","All","All","All","All","25","5"," ","0"
"2022","8 point(s)","All","All","All","All","All","55","10","0.185","0"
"2023","8 point(s)","All","All","All","All","All","110","50","0.45","0"
"2010","9 point(s)","All","All","All","All","All","210","110","0.517","0"
"2011","9 point(s)","All","All","All","All","All","175","60","0.328","0"
"2012","9 point(s)","All","All","All","All","All","155","45","0.297","0"
