"Year","Achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2017","9 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","9 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","20","20","0.9520000000000001","0"
"2020","9 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2021","9 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2022","9 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2023","9 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","10 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","10 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2020","10 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2021","10 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2022","10 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","0.929","0"
"2023","10 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","11 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","11 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2020","11 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","0.929","0"
"2021","11 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","11 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","11 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","12 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","12 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","12 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2021","12 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","12 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","13 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","13 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","13 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","14 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","14 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","14 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","14 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","15 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","15 point(s)","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","4 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","5 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","5 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","5 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","5 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","5 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","6 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","6 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2020","6 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","6 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2022","6 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2023","6 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","7 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","7 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","7 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2020","7 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2021","7 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","7 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","15","10","0.923","0"
"2023","7 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2013","8 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","8 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","8 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","8 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","20","20","0.909","0"
"2020","8 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2021","8 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2022","8 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","8 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","9 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","9 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","9 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","30","25","0.931","0"
"2020","9 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","25","20","0.87","0"
"2021","9 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","15","10","0.857","0"
"2022","9 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2023","9 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","10 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2017","10 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2018","10 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","10 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2020","10 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2021","10 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2022","10 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2023","10 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","11 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","11 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","11 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2020","11 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","25","25","0.962","5"
"2021","11 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2022","11 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2023","11 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","12 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2014","12 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","12 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","12 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2020","12 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2021","12 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","12 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2023","12 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","13 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","13 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10","0.909","5"
"2021","13 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","13 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","13 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","14 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","14 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","14 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","14 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","15 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","15 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","16 point(s)","Quintile 3","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","4 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","4 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","5 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2020","5 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","5 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","5 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","5 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","6 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","0.8240000000000001","0"
"2020","6 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2021","6 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","6 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2023","6 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2012","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2020","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2021","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","7 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","8 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","8 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","8 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","8 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2020","8 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","15","0.85","0"
"2021","8 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2022","8 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2023","8 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2011","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2013","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","25","25","0.96","0"
"2020","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","35","35","1","5"
"2021","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2022","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","15","0.895","0"
"2023","9 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2015","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2018","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2020","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","30","30","0.966","5"
"2021","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","20","0.9520000000000001","5"
"2022","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2023","10 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","11 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","11 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","11 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","11 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2020","11 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","25","25","0.92","5"
"2021","11 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2022","11 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2023","11 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2020","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","15","0.889","5"
"2021","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","15","0.895","0"
"2022","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2023","12 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2012","13 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","13 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2017","13 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2019","13 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","0"
"2020","13 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","0.933","5"
"2021","13 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","13 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","13 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","14 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","14 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","15","15","0.867","5"
"2021","14 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","14 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","15 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","15 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2020","16 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","18 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","4 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","4 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","4 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","4 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","5 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2020","5 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","5 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","5 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","6 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","6 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","0.929","0"
"2020","6 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2021","6 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","6 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","6 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","35","30","0.9410000000000001","0"
"2020","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2021","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2022","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","25","25","0.962","0"
"2023","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","0.929","0"
"2010","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","25","20","0.84","0"
"2020","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","25","25","0.9580000000000001","10"
"2021","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2022","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","0.909","0"
"2023","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2018","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","45","45","0.977","0"
"2020","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","40","35","0.9470000000000001","0"
"2021","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2022","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","0.933","0"
"2023","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2011","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","45","45","0.9560000000000001","5"
"2020","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","50","45","0.9400000000000001","10"
"2021","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","25","25","1","0"
"2022","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","0"
"2023","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2012","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","5"
"2018","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","35","30","0.909","0"
"2020","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","45","45","1","5"
"2021","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2022","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2023","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2011","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","0","0"," ","5"
"2015","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","35","35","1","0"
"2020","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","40","35","0.897","10"
"2021","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","0.875","0"
"2022","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2023","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2013","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2020","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","35","30","0.853","5"
"2021","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","10","0.846","0"
"2023","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","35","30","0.912","0"
"2021","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","10","0.923","5"
"2022","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","16 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","16 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2020","17 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2010","5 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","5 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","5 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","6 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","6 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","6 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","7 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","7 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","7 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","7 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","7 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","8 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","8 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","8 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","8 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","9 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
