"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2020","International","Not EU","Saudi Arabia","All","All","30","20","20"
"2021","International","Not EU","Saudi Arabia","All","All","45","15","15"
"2022","International","Not EU","Saudi Arabia","All","All","40","15","10"
"2023","International","Not EU","Saudi Arabia","All","All","65","30","25"
"2019","International","Not EU","Seychelles","All","All","5","0","0"
"2021","International","Not EU","Sierra Leone","All","All","5","5","0"
"2019","International","Not EU","Singapore","All","All","70","20","15"
"2020","International","Not EU","Singapore","All","All","140","25","25"
"2021","International","Not EU","Singapore","All","All","105","5","5"
"2022","International","Not EU","Singapore","All","All","135","10","10"
"2023","International","Not EU","Singapore","All","All","125","15","15"
"2019","International","Not EU","South Africa","All","All","5","0","0"
"2020","International","Not EU","South Africa","All","All","20","5","5"
"2021","International","Not EU","South Africa","All","All","20","5","5"
"2022","International","Not EU","South Africa","All","All","15","5","0"
"2023","International","Not EU","South Africa","All","All","20","5","5"
"2019","International","Not EU","Switzerland","All","All","70","20","20"
"2020","International","Not EU","Switzerland","All","All","70","20","20"
"2021","International","Not EU","Switzerland","All","All","100","15","15"
"2022","International","Not EU","Switzerland","All","All","85","15","15"
"2023","International","Not EU","Switzerland","All","All","80","25","20"
"2019","International","Not EU","Tanzania, United Republic of","All","All","5","5","5"
"2020","International","Not EU","Tanzania, United Republic of","All","All","5","5","5"
"2021","International","Not EU","Tanzania, United Republic of","All","All","5","0","0"
"2023","International","Not EU","Tanzania, United Republic of","All","All","5","0","0"
"2019","International","Not EU","Thailand","All","All","40","20","20"
"2020","International","Not EU","Thailand","All","All","55","30","30"
"2021","International","Not EU","Thailand","All","All","50","15","15"
"2022","International","Not EU","Thailand","All","All","55","15","15"
"2023","International","Not EU","Thailand","All","All","50","20","20"
"2021","International","Not EU","Trinidad and Tobago","All","All","5","0","0"
"2019","International","Not EU","United Arab Emirates","All","All","90","40","35"
"2020","International","Not EU","United Arab Emirates","All","All","165","70","70"
"2021","International","Not EU","United Arab Emirates","All","All","145","30","30"
"2022","International","Not EU","United Arab Emirates","All","All","145","45","45"
"2023","International","Not EU","United Arab Emirates","All","All","200","70","65"
"2020","International","Not EU","Tunisia","All","All","5","0","0"
"2022","International","Not EU","Tunisia","All","All","5","0","0"
"2019","International","Not EU","Turkey","All","All","25","10","10"
"2020","International","Not EU","Turkey","All","All","35","15","15"
"2021","International","Not EU","Turkey","All","All","45","5","5"
"2022","International","Not EU","Turkey","All","All","45","15","10"
"2023","International","Not EU","Turkey","All","All","40","5","5"
"2020","International","Not EU","Uganda","All","All","10","5","5"
"2021","International","Not EU","Uganda","All","All","5","0","0"
"2022","International","Not EU","Uganda","All","All","5","0","0"
"2023","International","Not EU","Uganda","All","All","10","5","5"
"2019","International","Not EU","Egypt","All","All","30","10","10"
"2020","International","Not EU","Egypt","All","All","25","10","10"
"2021","International","Not EU","Egypt","All","All","20","5","5"
"2022","International","Not EU","Egypt","All","All","30","5","5"
"2023","International","Not EU","Egypt","All","All","20","5","5"
"2019","International","Not EU","United States of America","All","All","40","10","10"
"2020","International","Not EU","United States of America","All","All","55","20","15"
"2021","International","Not EU","United States of America","All","All","85","10","10"
"2022","International","Not EU","United States of America","All","All","75","15","15"
"2023","International","Not EU","United States of America","All","All","70","20","20"
"2019","International","Not EU","Venezuela (Bolivarian Republic of)","All","All","5","0","0"
"2019","International","Not EU","Vietnam [Viet Nam]","All","All","15","10","10"
"2020","International","Not EU","Vietnam [Viet Nam]","All","All","25","15","15"
"2021","International","Not EU","Vietnam [Viet Nam]","All","All","25","10","10"
"2022","International","Not EU","Vietnam [Viet Nam]","All","All","25","5","5"
"2023","International","Not EU","Vietnam [Viet Nam]","All","All","20","10","10"
"2022","International","Not EU","Serbia","All","All","5","0","0"
"2019","International","Not EU","Zambia","All","All","5","0","0"
"2020","International","Not EU","Zambia","All","All","5","5","5"
"2021","International","Not EU","Zambia","All","All","5","5","0"
"2022","International","Not EU","Zambia","All","All","5","0","0"
"2023","International","Not EU","Zambia","All","All","5","0","0"
"2019","International","Not EU","Not Known","All","All","5","0","0"
"2020","International","Not EU","Not Known","All","All","10","5","5"
"2019","International","Not EU","Bangladesh","All","All","15","5","5"
"2020","International","Not EU","Bangladesh","All","All","15","5","5"
"2021","International","Not EU","Bangladesh","All","All","20","5","5"
"2022","International","Not EU","Bangladesh","All","All","15","5","5"
"2023","International","Not EU","Bangladesh","All","All","15","5","5"
"2019","International","Not EU","Cayman Islands","All","All","5","5","5"
"2020","International","Not EU","Cayman Islands","All","All","5","5","5"
"2021","International","Not EU","Cayman Islands","All","All","10","5","5"
"2022","International","Not EU","Cayman Islands","All","All","10","5","5"
"2023","International","Not EU","Cayman Islands","All","All","10","10","10"
"2021","International","Not EU","Maldives","All","All","5","5","5"
"2021","International","Not EU","British Antarctic Territory","All","All","5","0","0"
"2019","International","Not EU","Monaco","All","All","5","0","0"
"2020","International","Not EU","Monaco","All","All","5","5","5"
"2021","International","Not EU","Monaco","All","All","5","0","0"
"2022","International","Not EU","Monaco","All","All","5","5","5"
"2023","International","Not EU","Monaco","All","All","5","0","0"
"2019","International","Not EU","Armenia","All","All","5","5","5"
"2020","International","Not EU","Armenia","All","All","5","0","0"
"2022","International","Not EU","Armenia","All","All","5","0","0"
"2019","International","Not EU","Azerbaijan","All","All","5","0","0"
"2020","International","Not EU","Azerbaijan","All","All","10","5","5"
"2021","International","Not EU","Azerbaijan","All","All","5","0","0"
"2022","International","Not EU","Azerbaijan","All","All","5","5","5"
"2023","International","Not EU","Azerbaijan","All","All","10","5","5"
"2019","International","Not EU","Kazakhstan","All","All","10","5","5"
"2020","International","Not EU","Kazakhstan","All","All","15","10","10"
"2021","International","Not EU","Kazakhstan","All","All","10","5","5"
"2022","International","Not EU","Kazakhstan","All","All","10","5","5"
"2023","International","Not EU","Kazakhstan","All","All","15","5","5"
"2019","International","Not EU","Russian Federation","All","All","35","20","20"
"2020","International","Not EU","Russian Federation","All","All","50","35","35"
"2021","International","Not EU","Russian Federation","All","All","40","15","15"
"2022","International","Not EU","Russian Federation","All","All","25","10","10"
"2023","International","Not EU","Russian Federation","All","All","20","5","5"
"2019","International","Not EU","Ukraine","All","All","5","5","5"
"2020","International","Not EU","Ukraine","All","All","10","5","5"
"2021","International","Not EU","Ukraine","All","All","10","5","5"
"2022","International","Not EU","Ukraine","All","All","10","5","5"
"2023","International","Not EU","Ukraine","All","All","15","10","10"
"2019","International","Not EU","Uzbekistan","All","All","5","0","0"
"2020","International","Not EU","Uzbekistan","All","All","5","0","0"
"2021","International","Not EU","Uzbekistan","All","All","5","0","0"
"2023","International","Not EU","Uzbekistan","All","All","5","0","0"
"2020","International","Not EU","Georgia","All","All","5","0","0"
"2023","International","Not EU","Georgia","All","All","5","0","0"
"2020","International","Not EU","Montenegro","All","All","5","0","0"
"2019","International","Not EU","Palestinian, State of","All","All","5","0","0"
"2020","International","Not EU","Palestinian, State of","All","All","5","0","0"
"2023","International","Not EU","Palestinian, State of","All","All","5","0","0"
"2019","UK","Northern Ireland","All","All","All","1120","465","445"
"2020","UK","Northern Ireland","All","All","All","1100","590","580"
"2021","UK","Northern Ireland","All","All","All","1045","465","450"
"2022","UK","Northern Ireland","All","All","All","1330","570","550"
"2023","UK","Northern Ireland","All","All","All","1245","485","470"
"2019","UK","England","All","All","All","21425","16090","15925"
"2020","UK","England","All","All","All","29460","23910","23655"
"2021","UK","England","All","All","All","23165","15585","15335"
"2022","UK","England","All","All","All","29730","18000","17640"
"2023","UK","England","All","All","All","30825","19960","19645"
"2019","UK","Scotland","All","All","All","795","365","345"
"2020","UK","Scotland","All","All","All","1000","595","580"
"2021","UK","Scotland","All","All","All","760","295","275"
"2022","UK","Scotland","All","All","All","1115","460","425"
"2023","UK","Scotland","All","All","All","1205","580","565"
"2019","UK","Wales","All","All","All","795","580","570"
