"Year","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","17 and under","Not EU","Female","All","All","5","0"," ","0"
"2020","17 and under","Not EU","Female","All","All","5","0"," ","0"
"2023","17 and under","Not EU","Female","All","All","5","0"," ","0"
"2019","18","Not EU","Female","All","All","20","0"," ","0"
"2020","18","Not EU","Female","All","All","20","5"," ","0"
"2021","18","Not EU","Female","All","All","15","5"," ","0"
"2022","18","Not EU","Female","All","All","25","5"," ","0"
"2023","18","Not EU","Female","All","All","15","0"," ","0"
"2019","19","Not EU","Female","All","All","15","0"," ","0"
"2020","19","Not EU","Female","All","All","5","0"," ","0"
"2021","19","Not EU","Female","All","All","15","0"," ","0"
"2022","19","Not EU","Female","All","All","15","0"," ","0"
"2023","19","Not EU","Female","All","All","10","0"," ","0"
"2019","20","Not EU","Female","All","All","5","0"," ","0"
"2020","20","Not EU","Female","All","All","5","0"," ","0"
"2021","20","Not EU","Female","All","All","5","0"," ","0"
"2022","20","Not EU","Female","All","All","5","0"," ","0"
"2023","20","Not EU","Female","All","All","15","0"," ","0"
"2019","21 - 24","Not EU","Female","All","All","20","5"," ","0"
"2020","21 - 24","Not EU","Female","All","All","15","5"," ","0"
"2021","21 - 24","Not EU","Female","All","All","30","0"," ","0"
"2022","21 - 24","Not EU","Female","All","All","30","5"," ","0"
"2023","21 - 24","Not EU","Female","All","All","30","5"," ","0"
"2019","25 - 29","Not EU","Female","All","All","15","5"," ","0"
"2020","25 - 29","Not EU","Female","All","All","30","5"," ","0"
"2021","25 - 29","Not EU","Female","All","All","25","5"," ","0"
"2022","25 - 29","Not EU","Female","All","All","30","0"," ","0"
"2023","25 - 29","Not EU","Female","All","All","25","5"," ","0"
"2019","30 - 34","Not EU","Female","All","All","5","0"," ","0"
"2020","30 - 34","Not EU","Female","All","All","10","0"," ","0"
"2021","30 - 34","Not EU","Female","All","All","15","0"," ","0"
"2022","30 - 34","Not EU","Female","All","All","20","0"," ","0"
"2023","30 - 34","Not EU","Female","All","All","20","0"," ","0"
"2019","35 and over","Not EU","Female","All","All","5","0"," ","0"
"2020","35 and over","Not EU","Female","All","All","5","0"," ","0"
"2021","35 and over","Not EU","Female","All","All","15","5"," ","0"
"2022","35 and over","Not EU","Female","All","All","15","0"," ","0"
"2023","35 and over","Not EU","Female","All","All","15","0"," ","0"
"2019","17 and under","EU (excluding UK)","Female","All","All","15","0"," ","0"
"2020","17 and under","EU (excluding UK)","Female","All","All","10","0"," ","0"
"2021","17 and under","EU (excluding UK)","Female","All","All","15","0"," ","0"
"2022","17 and under","EU (excluding UK)","Female","All","All","10","0"," ","0"
"2023","17 and under","EU (excluding UK)","Female","All","All","15","0"," ","0"
"2019","18","EU (excluding UK)","Female","All","All","45","5"," ","0"
"2020","18","EU (excluding UK)","Female","All","All","65","10"," ","0"
"2021","18","EU (excluding UK)","Female","All","All","60","5"," ","0"
"2022","18","EU (excluding UK)","Female","All","All","80","5"," ","0"
"2023","18","EU (excluding UK)","Female","All","All","55","5"," ","0"
"2019","19","EU (excluding UK)","Female","All","All","40","5"," ","0"
"2020","19","EU (excluding UK)","Female","All","All","40","5"," ","0"
"2021","19","EU (excluding UK)","Female","All","All","60","5"," ","0"
"2022","19","EU (excluding UK)","Female","All","All","45","0"," ","0"
"2023","19","EU (excluding UK)","Female","All","All","50","5"," ","0"
"2019","20","EU (excluding UK)","Female","All","All","30","5"," ","0"
"2020","20","EU (excluding UK)","Female","All","All","25","5"," ","0"
"2021","20","EU (excluding UK)","Female","All","All","25","0"," ","0"
"2022","20","EU (excluding UK)","Female","All","All","20","0"," ","0"
"2023","20","EU (excluding UK)","Female","All","All","5","0"," ","0"
"2019","21 - 24","EU (excluding UK)","Female","All","All","40","10"," ","0"
"2020","21 - 24","EU (excluding UK)","Female","All","All","45","5"," ","0"
"2021","21 - 24","EU (excluding UK)","Female","All","All","40","5"," ","0"
"2022","21 - 24","EU (excluding UK)","Female","All","All","30","5"," ","0"
"2023","21 - 24","EU (excluding UK)","Female","All","All","30","5"," ","0"
"2019","25 - 29","EU (excluding UK)","Female","All","All","10","0"," ","0"
"2020","25 - 29","EU (excluding UK)","Female","All","All","10","0"," ","0"
"2021","25 - 29","EU (excluding UK)","Female","All","All","20","0"," ","0"
"2022","25 - 29","EU (excluding UK)","Female","All","All","10","0"," ","0"
"2023","25 - 29","EU (excluding UK)","Female","All","All","5","0"," ","0"
"2019","30 - 34","EU (excluding UK)","Female","All","All","5","0"," ","0"
"2020","30 - 34","EU (excluding UK)","Female","All","All","5","0"," ","0"
"2021","30 - 34","EU (excluding UK)","Female","All","All","5","0"," ","0"
"2019","35 and over","EU (excluding UK)","Female","All","All","10","0"," ","0"
"2020","35 and over","EU (excluding UK)","Female","All","All","10","0"," ","0"
"2021","35 and over","EU (excluding UK)","Female","All","All","5","0"," ","0"
"2022","35 and over","EU (excluding UK)","Female","All","All","5","0"," ","0"
"2019","18","England","Male","All","All","5","0"," ","0"
"2021","18","England","Male","All","All","10","5"," ","0"
"2022","18","England","Male","All","All","15","5"," ","0"
"2023","18","England","Male","All","All","5","0"," ","0"
"2021","20","England","Male","All","All","5","0"," ","0"
"2023","20","England","Male","All","All","5","0"," ","0"
"2019","21 - 24","England","Male","All","All","5","0"," ","0"
"2020","21 - 24","England","Male","All","All","5","0"," ","0"
"2021","21 - 24","England","Male","All","All","5","0"," ","0"
"2022","21 - 24","England","Male","All","All","10","5"," ","0"
"2023","21 - 24","England","Male","All","All","5","0"," ","0"
"2019","25 - 29","England","Male","All","All","5","0"," ","0"
"2020","25 - 29","England","Male","All","All","5","0"," ","0"
"2021","25 - 29","England","Male","All","All","10","5"," ","0"
"2022","25 - 29","England","Male","All","All","5","0"," ","0"
"2023","25 - 29","England","Male","All","All","5","0"," ","0"
"2019","30 - 34","England","Male","All","All","5","0"," ","0"
"2021","30 - 34","England","Male","All","All","5","0"," ","0"
"2022","30 - 34","England","Male","All","All","5","5"," ","0"
"2023","30 - 34","England","Male","All","All","5","0"," ","0"
"2019","35 and over","England","Male","All","All","5","5"," ","0"
"2020","35 and over","England","Male","All","All","5","0"," ","0"
"2021","35 and over","England","Male","All","All","10","0"," ","0"
"2022","35 and over","England","Male","All","All","5","0"," ","0"
"2023","35 and over","England","Male","All","All","10","0"," ","0"
"2021","18","Scotland","Male","All","All","5","0"," ","0"
"2023","21 - 24","Not EU","Male","All","All","5","0"," ","0"
"2019","All","Northern Ireland","Female","All","All","545","90","0.168","0"
"2020","All","Northern Ireland","Female","All","All","520","105","0.2","0"
"2021","All","Northern Ireland","Female","All","All","710","105","0.147","0"
"2022","All","Northern Ireland","Female","All","All","690","105","0.156","0"
"2023","All","Northern Ireland","Female","All","All","600","75","0.127","0"
"2019","All","England","Female","All","All","7465","3065","0.41100000000000003","0"
"2020","All","England","Female","All","All","8075","3590","0.445","0"
"2021","All","England","Female","All","All","10110","3615","0.358","0"
"2022","All","England","Female","All","All","9490","3310","0.34900000000000003","0"
"2023","All","England","Female","All","All","7825","3425","0.438","0"
"2019","All","Scotland","Female","All","All","1035","245","0.23800000000000002","0"
"2020","All","Scotland","Female","All","All","1125","300","0.266","0"
"2021","All","Scotland","Female","All","All","1435","230","0.161","0"
"2022","All","Scotland","Female","All","All","1220","265","0.217","0"
"2023","All","Scotland","Female","All","All","860","260","0.302","0"
"2019","All","Wales","Female","All","All","600","170","0.28300000000000003","0"
"2020","All","Wales","Female","All","All","595","205","0.342","0"
"2021","All","Wales","Female","All","All","800","210","0.264","0"
"2022","All","Wales","Female","All","All","620","215","0.34900000000000003","0"
"2023","All","Wales","Female","All","All","500","210","0.421","0"
"2019","All","Not EU","Female","All","All","90","10","0.133","0"
"2020","All","Not EU","Female","All","All","85","15","0.17400000000000002","0"
"2021","All","Not EU","Female","All","All","120","20","0.15","0"
"2022","All","Not EU","Female","All","All","145","15","0.112","0"
"2023","All","Not EU","Female","All","All","130","20","0.147","0"
"2019","All","EU (excluding UK)","Female","All","All","190","25","0.12","0"
"2020","All","EU (excluding UK)","Female","All","All","205","25","0.13","0"
"2021","All","EU (excluding UK)","Female","All","All","225","20","0.093","0"
"2022","All","EU (excluding UK)","Female","All","All","200","10","0.06","0"
"2023","All","EU (excluding UK)","Female","All","All","160","20","0.11900000000000001","0"
"2019","All","Northern Ireland","Male","All","All","5","0"," ","0"
"2021","All","Northern Ireland","Male","All","All","5","0"," ","0"
"2022","All","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","All","Northern Ireland","Male","All","All","5","0"," ","0"
"2019","All","England","Male","All","All","25","10","0.4","0"
"2020","All","England","Male","All","All","20","5"," ","0"
"2021","All","England","Male","All","All","45","15","0.302","0"
"2022","All","England","Male","All","All","40","10","0.268","0"
"2023","All","England","Male","All","All","30","10"," ","0"
"2019","All","Scotland","Male","All","All","5","0"," ","0"
"2020","All","Scotland","Male","All","All","5","0"," ","0"
"2021","All","Scotland","Male","All","All","5","0"," ","0"
"2022","All","Scotland","Male","All","All","5","0"," ","0"
"2023","All","Scotland","Male","All","All","5","0"," ","0"
"2023","All","Wales","Male","All","All","5","0"," ","0"
"2019","All","Not EU","Male","All","All","5","0"," ","0"
"2020","All","Not EU","Male","All","All","5","0"," ","0"
"2021","All","Not EU","Male","All","All","5","0"," ","0"
"2022","All","Not EU","Male","All","All","5","0"," ","0"
"2023","All","Not EU","Male","All","All","10","0"," ","0"
"2019","All","EU (excluding UK)","Male","All","All","5","0"," ","0"
"2020","All","EU (excluding UK)","Male","All","All","5","0"," ","0"
"2021","All","EU (excluding UK)","Male","All","All","5","0"," ","0"
"2019","17 and under","All","Female","All","All","30","0"," ","0"
"2020","17 and under","All","Female","All","All","40","5"," ","0"
"2021","17 and under","All","Female","All","All","40","5"," ","0"
"2022","17 and under","All","Female","All","All","40","5"," ","0"
"2023","17 and under","All","Female","All","All","35","5"," ","0"
"2019","18","All","Female","All","All","2790","910","0.325","0"
"2020","18","All","Female","All","All","3030","1185","0.391","0"
"2021","18","All","Female","All","All","3780","1120","0.296","0"
"2022","18","All","Female","All","All","3895","1155","0.297","0"
"2023","18","All","Female","All","All","3250","1280","0.394","0"
"2019","19","All","Female","All","All","1180","430","0.364","0"
"2020","19","All","Female","All","All","1155","400","0.34900000000000003","0"
"2021","19","All","Female","All","All","1450","375","0.259","0"
"2022","19","All","Female","All","All","1355","340","0.251","0"
"2023","19","All","Female","All","All","1155","395","0.341","0"
"2019","20","All","Female","All","All","670","215","0.323","0"
"2020","20","All","Female","All","All","685","240","0.35100000000000003","0"
"2021","20","All","Female","All","All","780","195","0.249","0"
"2022","20","All","Female","All","All","785","195","0.247","0"
"2023","20","All","Female","All","All","670","245","0.365","0"
"2019","21 - 24","All","Female","All","All","1645","625","0.38","0"
"2020","21 - 24","All","Female","All","All","1710","685","0.401","0"
"2021","21 - 24","All","Female","All","All","2060","640","0.31","0"
"2022","21 - 24","All","Female","All","All","1720","505","0.294","0"
"2023","21 - 24","All","Female","All","All","1330","490","0.368","0"
"2019","25 - 29","All","Female","All","All","1505","615","0.40900000000000003","0"
"2020","25 - 29","All","Female","All","All","1590","710","0.448","0"
"2021","25 - 29","All","Female","All","All","2095","735","0.35000000000000003","0"
"2022","25 - 29","All","Female","All","All","1675","635","0.38","0"
"2023","25 - 29","All","Female","All","All","1230","525","0.428","0"
"2019","30 - 34","All","Female","All","All","995","405","0.40800000000000003","0"
"2020","30 - 34","All","Female","All","All","1150","495","0.43","0"
