"Year","Difference between predicted and achieved BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","3 points","All","England","All","Main scheme applicant","Main scheme application","1410","1095","0.777","0"
"2017","3 points","All","England","All","Main scheme applicant","Main scheme application","1320","1050","0.796","0"
"2018","3 points","All","England","All","Main scheme applicant","Main scheme application","890","705","0.795","0"
"2019","3 points","All","England","All","Main scheme applicant","Main scheme application","680","550","0.807","0"
"2020","3 points","All","England","All","Main scheme applicant","Main scheme application","955","790","0.8300000000000001","0"
"2021","3 points","All","England","All","Main scheme applicant","Main scheme application","1165","905","0.779","0"
"2022","3 points","All","England","All","Main scheme applicant","Main scheme application","890","700","0.783","0"
"2023","3 points","All","England","All","Main scheme applicant","Main scheme application","645","500","0.771","0"
"2010","3 points","All","Wales","All","Main scheme applicant","Main scheme application","20","20","0.9550000000000001","0"
"2011","3 points","All","Wales","All","Main scheme applicant","Main scheme application","30","20","0.75","0"
"2012","3 points","All","Wales","All","Main scheme applicant","Main scheme application","75","65","0.8180000000000001","0"
"2013","3 points","All","Wales","All","Main scheme applicant","Main scheme application","70","55","0.783","0"
"2014","3 points","All","Wales","All","Main scheme applicant","Main scheme application","70","55","0.812","0"
"2015","3 points","All","Wales","All","Main scheme applicant","Main scheme application","65","50","0.773","0"
"2016","3 points","All","Wales","All","Main scheme applicant","Main scheme application","50","35","0.673","0"
"2017","3 points","All","Wales","All","Main scheme applicant","Main scheme application","40","30","0.789","0"
"2018","3 points","All","Wales","All","Main scheme applicant","Main scheme application","40","30","0.78","0"
"2019","3 points","All","Wales","All","Main scheme applicant","Main scheme application","30","30","0.903","0"
"2020","3 points","All","Wales","All","Main scheme applicant","Main scheme application","40","30","0.763","0"
"2021","3 points","All","Wales","All","Main scheme applicant","Main scheme application","35","25","0.743","0"
"2022","3 points","All","Wales","All","Main scheme applicant","Main scheme application","20","15","0.727","0"
"2023","3 points","All","Wales","All","Main scheme applicant","Main scheme application","20","15","0.81","0"
"2012","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","More than 3 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","140","95","0.676","0"
"2011","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","110","85","0.761","0"
"2012","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","605","450","0.74","0"
"2013","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","710","545","0.764","0"
"2014","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","655","510","0.784","0"
"2015","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","600","455","0.755","0"
"2016","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","390","290","0.745","0"
"2017","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","400","295","0.741","0"
"2018","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","240","200","0.8260000000000001","0"
"2019","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","160","130","0.795","0"
"2020","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","250","195","0.791","0"
"2021","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","300","235","0.781","0"
"2022","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","225","165","0.733","0"
"2023","More than 3 points","All","England","All","Main scheme applicant","Main scheme application","190","150","0.789","0"
"2010","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","20","15","0.722","0"
"2013","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","20","15","0.842","0"
"2014","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2015","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","10","10"," ","0"
"2016","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","10","10"," ","0"
"2018","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","15","10","0.923","0"
"2020","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","10","10","1","0"
"2021","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","More than 3 points","All","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","65","30","0.462","0"
"2011","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","70","30","0.4","0"
"2012","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","60","30","0.5","0"
"2013","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","65","40","0.585","0"
"2014","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","70","40","0.535","0"
"2015","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","110","60","0.546","0"
"2016","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","95","60","0.621","0"
"2017","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","75","40","0.533","0"
"2018","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","85","50","0.5710000000000001","0"
"2019","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","75","40","0.514","0"
"2020","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","75","50","0.675","0"
"2021","-1 points","All","Northern Ireland","All","Main scheme applicant","Main scheme application","90","55","0.602","0"
