"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2006","All","20","Not EU","26170","16500","0.63"
"2007","All","20","Not EU","27585","17190","0.623"
"2008","All","20","Not EU","26520","16305","0.615"
"2009","All","20","Not EU","29235","18075","0.618"
"2010","All","20","Not EU","33465","20275","0.606"
"2011","All","20","Not EU","33985","20425","0.601"
"2012","All","20","Not EU","36665","22140","0.604"
"2013","All","20","Not EU","38500","23805","0.618"
"2014","All","20","Not EU","41845","26120","0.624"
"2015","All","20","Not EU","41030","25525","0.622"
"2016","All","20","Not EU","38200","24170","0.633"
"2017","All","20","Not EU","36015","23135","0.642"
"2018","All","20","Not EU","33975","20985","0.618"
"2019","All","20","Not EU","34660","21685","0.626"
"2020","All","20","Not EU","38305","24125","0.63"
"2021","All","20","Not EU","41345","24945","0.603"
"2022","All","20","Not EU","46615","25470","0.546"
"2023","All","20","Not EU","47985","25590","0.533"
"2006","All","21 - 24","Not EU","35450","19160","0.54"
"2007","All","21 - 24","Not EU","34850","18715","0.537"
"2008","All","21 - 24","Not EU","30920","16685","0.54"
"2009","All","21 - 24","Not EU","33095","17490","0.529"
"2010","All","21 - 24","Not EU","36695","18935","0.516"
"2011","All","21 - 24","Not EU","38865","20490","0.527"
"2012","All","21 - 24","Not EU","40360","20945","0.519"
"2013","All","21 - 24","Not EU","40105","21175","0.528"
"2014","All","21 - 24","Not EU","39280","20540","0.523"
"2015","All","21 - 24","Not EU","39060","20905","0.535"
"2016","All","21 - 24","Not EU","36040","18850","0.523"
"2017","All","21 - 24","Not EU","33540","18110","0.54"
"2018","All","21 - 24","Not EU","33510","17875","0.533"
"2019","All","21 - 24","Not EU","32715","17780","0.543"
"2020","All","21 - 24","Not EU","32845","18270","0.556"
"2021","All","21 - 24","Not EU","36605","19490","0.532"
"2022","All","21 - 24","Not EU","45370","21700","0.47800000000000004"
"2023","All","21 - 24","Not EU","49600","22695","0.458"
"2006","All","25 - 29","Not EU","13390","5810","0.434"
"2007","All","25 - 29","Not EU","11840","5475","0.463"
"2008","All","25 - 29","Not EU","10825","4710","0.435"
"2009","All","25 - 29","Not EU","9570","3905","0.40800000000000003"
"2010","All","25 - 29","Not EU","9750","3880","0.398"
"2011","All","25 - 29","Not EU","9155","3485","0.381"
"2012","All","25 - 29","Not EU","8600","3420","0.398"
"2013","All","25 - 29","Not EU","8495","3290","0.387"
"2014","All","25 - 29","Not EU","8175","3430","0.419"
"2015","All","25 - 29","Not EU","8600","3365","0.392"
"2016","All","25 - 29","Not EU","7670","3050","0.398"
"2017","All","25 - 29","Not EU","7930","3390","0.427"
