"Year","Subject group HECoS","Detailed subject group HECoS","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH11) computing","(CAH11-01-01) computer science","17 and under","Northern Ireland","Female","5","0"," "
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-02) physical geographical sciences","17 and under","Northern Ireland","Female","5","5"," "
"2023","(CAH26) geography, earth and environmental studies","(CAH26-01-03) human geography","17 and under","Northern Ireland","Female","5","5"," "
"2023","(CAH07) physical sciences","(CAH07-01-02) astronomy","17 and under","Northern Ireland","Female","5","5"," "
"2019","(CAH07) physical sciences","(CAH07-01-01) physics","17 and under","Northern Ireland","Female","5","5"," "
"2022","(CAH07) physical sciences","(CAH07-01-01) physics","17 and under","Northern Ireland","Female","5","5"," "
"2023","(CAH07) physical sciences","(CAH07-01-01) physics","17 and under","Northern Ireland","Female","5","5"," "
"2019","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","17 and under","Northern Ireland","Female","5","5"," "
"2020","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","17 and under","Northern Ireland","Female","5","5"," "
"2021","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","17 and under","Northern Ireland","Female","15","10"," "
"2023","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","17 and under","Northern Ireland","Female","5","5"," "
"2021","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","17 and under","Northern Ireland","Female","5","5"," "
"2022","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","17 and under","Northern Ireland","Female","10","5"," "
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","17 and under","Northern Ireland","Female","5","5"," "
"2020","(CAH16) law","(CAH16-01-01) law","17 and under","Northern Ireland","Female","5","5"," "
"2021","(CAH16) law","(CAH16-01-01) law","17 and under","Northern Ireland","Female","5","5"," "
"2022","(CAH16) law","(CAH16-01-01) law","17 and under","Northern Ireland","Female","5","5"," "
"2023","(CAH16) law","(CAH16-01-01) law","17 and under","Northern Ireland","Female","25","15","0.627"
"2021","(CAH05) veterinary sciences","(CAH05-01-01) veterinary medicine and dentistry","17 and under","Northern Ireland","Female","10","0"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","18","Northern Ireland","Female","505","260","0.512"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","18","Northern Ireland","Female","425","275","0.65"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","18","Northern Ireland","Female","535","360","0.669"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","18","Northern Ireland","Female","555","355","0.636"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","18","Northern Ireland","Female","610","370","0.611"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","18","Northern Ireland","Female","380","270","0.715"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","18","Northern Ireland","Female","380","290","0.758"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","18","Northern Ireland","Female","265","210","0.789"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","18","Northern Ireland","Female","310","210","0.68"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","18","Northern Ireland","Female","325","220","0.673"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","18","Northern Ireland","Female","360","260","0.726"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","18","Northern Ireland","Female","395","325","0.8270000000000001"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","18","Northern Ireland","Female","380","320","0.837"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","18","Northern Ireland","Female","375","285","0.758"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","18","Northern Ireland","Female","435","350","0.807"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","18","Northern Ireland","Female","180","85","0.463"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","18","Northern Ireland","Female","185","70","0.366"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","18","Northern Ireland","Female","130","70","0.546"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","18","Northern Ireland","Female","260","115","0.444"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","18","Northern Ireland","Female","260","130","0.499"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","18","Northern Ireland","Female","385","235","0.609"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","18","Northern Ireland","Female","340","235","0.685"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","18","Northern Ireland","Female","290","185","0.643"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","18","Northern Ireland","Female","380","250","0.66"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","18","Northern Ireland","Female","325","225","0.6900000000000001"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","18","Northern Ireland","Female","45","15","0.34400000000000003"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","18","Northern Ireland","Female","20","10","0.556"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","18","Northern Ireland","Female","35","15","0.457"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","18","Northern Ireland","Female","35","15","0.357"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","18","Northern Ireland","Female","60","20","0.312"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","18","Northern Ireland","Female","20","10"," "
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","18","Northern Ireland","Female","15","5"," "
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","18","Northern Ireland","Female","5","5"," "
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","18","Northern Ireland","Female","10","5"," "
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","18","Northern Ireland","Female","5","5"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","18","Northern Ireland","Female","20","10","0.535"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","18","Northern Ireland","Female","20","15","0.633"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","18","Northern Ireland","Female","10","10"," "
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","18","Northern Ireland","Female","25","15","0.6920000000000001"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","18","Northern Ireland","Female","5","5"," "
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","18","Northern Ireland","Female","215","155","0.728"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","18","Northern Ireland","Female","220","190","0.874"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","18","Northern Ireland","Female","200","175","0.87"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","18","Northern Ireland","Female","185","140","0.77"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","18","Northern Ireland","Female","215","160","0.735"
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","18","Northern Ireland","Female","75","70","0.9530000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","18","Northern Ireland","Female","95","85","0.918"
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","18","Northern Ireland","Female","75","65","0.889"
"2022","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","18","Northern Ireland","Female","55","50","0.912"
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","18","Northern Ireland","Female","70","65","0.897"
"2020","(CAH10) engineering and technology","(CAH10-03-02) materials technology","18","Northern Ireland","Female","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","18","Northern Ireland","Female","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","18","Northern Ireland","Female","10","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-06) others in technology","18","Northern Ireland","Female","10","10","1.188"
"2022","(CAH10) engineering and technology","(CAH10-03-06) others in technology","18","Northern Ireland","Female","10","5"," "
"2023","(CAH10) engineering and technology","(CAH10-03-06) others in technology","18","Northern Ireland","Female","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","18","Northern Ireland","Female","25","25","0.996"
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","18","Northern Ireland","Female","20","20","0.875"
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","18","Northern Ireland","Female","35","35","0.931"
"2022","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","18","Northern Ireland","Female","30","30","1.008"
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","18","Northern Ireland","Female","35","35","0.971"
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","18","Northern Ireland","Female","35","35","0.967"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","18","Northern Ireland","Female","35","30","0.876"
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","18","Northern Ireland","Female","40","40","0.989"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","18","Northern Ireland","Female","75","70","0.929"
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","18","Northern Ireland","Female","65","60","0.903"
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","18","Northern Ireland","Female","75","65","0.864"
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","18","Northern Ireland","Female","50","50","0.9570000000000001"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","18","Northern Ireland","Female","45","40","0.902"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","18","Northern Ireland","Female","65","60","0.907"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","18","Northern Ireland","Female","50","45","0.9480000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","18","Northern Ireland","Female","185","175","0.9570000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","18","Northern Ireland","Female","225","220","0.968"
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","18","Northern Ireland","Female","210","200","0.96"
"2022","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","18","Northern Ireland","Female","215","205","0.9520000000000001"
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","18","Northern Ireland","Female","245","235","0.968"
"2019","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","18","Northern Ireland","Female","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","18","Northern Ireland","Female","10","10"," "
"2022","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","18","Northern Ireland","Female","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","18","Northern Ireland","Female","90","80","0.906"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","18","Northern Ireland","Female","75","70","0.96"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","18","Northern Ireland","Female","60","60","0.9580000000000001"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","18","Northern Ireland","Female","75","70","0.92"
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","18","Northern Ireland","Female","120","115","0.9420000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","18","Northern Ireland","Female","115","100","0.855"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","18","Northern Ireland","Female","130","120","0.914"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","18","Northern Ireland","Female","125","115","0.92"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","18","Northern Ireland","Female","90","75","0.853"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","18","Northern Ireland","Female","120","105","0.895"
"2019","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","18","Northern Ireland","Female","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","18","Northern Ireland","Female","125","120","0.9540000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","18","Northern Ireland","Female","130","125","0.9450000000000001"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","18","Northern Ireland","Female","155","140","0.902"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","18","Northern Ireland","Female","180","165","0.914"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","18","Northern Ireland","Female","195","180","0.925"
"2021","(CAH10) engineering and technology","(CAH10-03-04) maritime technology","18","Northern Ireland","Female","5","5"," "
"2020","(CAH10) engineering and technology","(CAH10-03-07) materials science","18","Northern Ireland","Female","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-03-07) materials science","18","Northern Ireland","Female","5","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","18","Northern Ireland","Female","60","50","0.8170000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","18","Northern Ireland","Female","70","55","0.8140000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","18","Northern Ireland","Female","90","85","0.967"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","18","Northern Ireland","Female","95","85","0.916"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-03) ophthalmics","18","Northern Ireland","Female","90","90","0.978"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","18","Northern Ireland","Female","120","90","0.753"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","18","Northern Ireland","Female","115","95","0.8130000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","18","Northern Ireland","Female","95","70","0.721"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","18","Northern Ireland","Female","100","80","0.8160000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-04) anatomy, physiology and pathology","18","Northern Ireland","Female","100","80","0.8180000000000001"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","18","Northern Ireland","Female","230","145","0.633"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","18","Northern Ireland","Female","275","160","0.58"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","18","Northern Ireland","Female","370","170","0.457"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","18","Northern Ireland","Female","345","165","0.47200000000000003"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-01) medical technology","18","Northern Ireland","Female","365","210","0.5750000000000001"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","18","Northern Ireland","Female","30","25","0.867"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","18","Northern Ireland","Female","45","40","0.889"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","18","Northern Ireland","Female","40","35","0.85"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","18","Northern Ireland","Female","60","50","0.867"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","18","Northern Ireland","Female","45","35","0.767"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","18","Northern Ireland","Female","240","85","0.354"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","18","Northern Ireland","Female","315","100","0.317"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","18","Northern Ireland","Female","600","155","0.258"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","18","Northern Ireland","Female","635","170","0.264"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","18","Northern Ireland","Female","655","140","0.211"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","18","Northern Ireland","Female","330","285","0.864"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","18","Northern Ireland","Female","295","265","0.892"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","18","Northern Ireland","Female","345","315","0.91"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","18","Northern Ireland","Female","355","305","0.862"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","18","Northern Ireland","Female","355","320","0.903"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","18","Northern Ireland","Female","125","125","1.0190000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","18","Northern Ireland","Female","120","115","0.972"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","18","Northern Ireland","Female","125","120","0.9550000000000001"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","18","Northern Ireland","Female","105","105","1"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","18","Northern Ireland","Female","95","95","1"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","18","Northern Ireland","Female","440","195","0.438"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","18","Northern Ireland","Female","460","190","0.41000000000000003"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","18","Northern Ireland","Female","565","210","0.374"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","18","Northern Ireland","Female","580","205","0.35000000000000003"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","18","Northern Ireland","Female","510","190","0.369"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","18","Northern Ireland","Female","90","90","0.989"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","18","Northern Ireland","Female","120","115","0.9540000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","18","Northern Ireland","Female","160","150","0.9460000000000001"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","18","Northern Ireland","Female","110","105","0.9590000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","18","Northern Ireland","Female","165","165","0.988"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","18","Northern Ireland","Female","275","250","0.912"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","18","Northern Ireland","Female","305","285","0.9400000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","18","Northern Ireland","Female","365","340","0.933"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","18","Northern Ireland","Female","465","430","0.923"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","18","Northern Ireland","Female","475","375","0.791"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","18","Northern Ireland","Female","280","95","0.336"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","18","Northern Ireland","Female","400","140","0.34700000000000003"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","18","Northern Ireland","Female","435","150","0.34900000000000003"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","18","Northern Ireland","Female","560","160","0.28500000000000003"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","18","Northern Ireland","Female","495","155","0.313"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","18","Northern Ireland","Female","10","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","18","Northern Ireland","Female","15","15","0.833"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","18","Northern Ireland","Female","10","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","18","Northern Ireland","Female","10","5"," "
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","18","Northern Ireland","Female","10","10","1.125"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","18","Northern Ireland","Female","530","495","0.93"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","18","Northern Ireland","Female","670","630","0.9440000000000001"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","18","Northern Ireland","Female","745","695","0.932"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","18","Northern Ireland","Female","705","665","0.9420000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","18","Northern Ireland","Female","750","700","0.932"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","18","Northern Ireland","Female","1220","445","0.365"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","18","Northern Ireland","Female","1230","555","0.452"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","18","Northern Ireland","Female","1415","690","0.487"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","18","Northern Ireland","Female","1355","680","0.5"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","18","Northern Ireland","Female","1000","525","0.527"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","18","Northern Ireland","Female","725","150","0.20400000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","18","Northern Ireland","Female","735","165","0.226"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","18","Northern Ireland","Female","1075","210","0.195"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","18","Northern Ireland","Female","985","170","0.17300000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","18","Northern Ireland","Female","775","145","0.19"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","18","Northern Ireland","Female","530","125","0.232"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","18","Northern Ireland","Female","510","175","0.343"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","18","Northern Ireland","Female","590","205","0.34900000000000003"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","18","Northern Ireland","Female","600","200","0.332"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","18","Northern Ireland","Female","500","215","0.426"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","18","Northern Ireland","Female","5","0"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","18","Northern Ireland","Female","10","0"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","18","Northern Ireland","Female","270","80","0.304"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","18","Northern Ireland","Female","280","120","0.421"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","18","Northern Ireland","Female","345","145","0.426"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","18","Northern Ireland","Female","310","95","0.303"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","18","Northern Ireland","Female","280","110","0.384"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","18","Northern Ireland","Female","270","80","0.28700000000000003"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","18","Northern Ireland","Female","255","90","0.34700000000000003"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","18","Northern Ireland","Female","280","120","0.434"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","18","Northern Ireland","Female","240","95","0.388"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","18","Northern Ireland","Female","195","85","0.444"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","18","Northern Ireland","Female","365","40","0.115"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","18","Northern Ireland","Female","410","80","0.193"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","18","Northern Ireland","Female","535","65","0.11800000000000001"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","18","Northern Ireland","Female","545","95","0.17200000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","18","Northern Ireland","Female","445","70","0.162"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","18","Northern Ireland","Female","75","20","0.233"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","18","Northern Ireland","Female","90","30","0.356"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","18","Northern Ireland","Female","80","40","0.483"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","18","Northern Ireland","Female","110","50","0.445"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","18","Northern Ireland","Female","55","25","0.455"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","18","Northern Ireland","Female","35","30","0.9"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","18","Northern Ireland","Female","30","25","0.8250000000000001"
"2021","(CAH19) language and area studies","(CAH19-01-05) creative writing","18","Northern Ireland","Female","30","30","0.9460000000000001"
"2022","(CAH19) language and area studies","(CAH19-01-05) creative writing","18","Northern Ireland","Female","20","15","0.856"
"2023","(CAH19) language and area studies","(CAH19-01-05) creative writing","18","Northern Ireland","Female","25","20","0.9"
"2019","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","18","Northern Ireland","Female","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","18","Northern Ireland","Female","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","18","Northern Ireland","Female","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","18","Northern Ireland","Female","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-04-08) American and Australasian studies","18","Northern Ireland","Female","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-01-02) English language","18","Northern Ireland","Female","20","15","0.73"
"2020","(CAH19) language and area studies","(CAH19-01-02) English language","18","Northern Ireland","Female","10","10","1.167"
"2021","(CAH19) language and area studies","(CAH19-01-02) English language","18","Northern Ireland","Female","20","15","0.746"
"2022","(CAH19) language and area studies","(CAH19-01-02) English language","18","Northern Ireland","Female","15","10","0.8"
