"Year","Difference between predicted and achieved SQA advanced higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","2 points","All","All","Male","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2017","2 points","All","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2018","2 points","All","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2019","2 points","All","All","Male","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2020","2 points","All","All","Male","Main scheme applicant","Main scheme application","15","15","1","0"
"2021","2 points","All","All","Male","Main scheme applicant","Main scheme application","15","15","0.875","0"
"2022","2 points","All","All","Male","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2023","2 points","All","All","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","3 points","All","All","Male","Main scheme applicant","Main scheme application","10","10","1","0"
"2021","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","More than 3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","More than 3 points","All","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","-1 points","All","All","Male","Main scheme applicant","Main scheme application","145","130","0.902","0"
"2011","-1 points","All","All","Male","Main scheme applicant","Main scheme application","155","140","0.897","0"
"2012","-1 points","All","All","Male","Main scheme applicant","Main scheme application","170","145","0.869","0"
"2013","-1 points","All","All","Male","Main scheme applicant","Main scheme application","155","140","0.902","0"
"2014","-1 points","All","All","Male","Main scheme applicant","Main scheme application","170","160","0.9590000000000001","0"
"2015","-1 points","All","All","Male","Main scheme applicant","Main scheme application","180","165","0.901","0"
"2016","-1 points","All","All","Male","Main scheme applicant","Main scheme application","155","140","0.91","0"
"2017","-1 points","All","All","Male","Main scheme applicant","Main scheme application","165","145","0.902","0"
"2018","-1 points","All","All","Male","Main scheme applicant","Main scheme application","165","155","0.927","0"
"2019","-1 points","All","All","Male","Main scheme applicant","Main scheme application","175","160","0.91","0"
"2020","-1 points","All","All","Male","Main scheme applicant","Main scheme application","185","170","0.913","0"
"2021","-1 points","All","All","Male","Main scheme applicant","Main scheme application","170","155","0.923","0"
"2022","-1 points","All","All","Male","Main scheme applicant","Main scheme application","185","165","0.891","0"
"2023","-1 points","All","All","Male","Main scheme applicant","Main scheme application","195","180","0.9380000000000001","0"
"2010","-2 points","All","All","Male","Main scheme applicant","Main scheme application","120","110","0.908","0"
"2011","-2 points","All","All","Male","Main scheme applicant","Main scheme application","160","145","0.924","0"
"2012","-2 points","All","All","Male","Main scheme applicant","Main scheme application","150","130","0.886","0"
"2013","-2 points","All","All","Male","Main scheme applicant","Main scheme application","155","135","0.889","0"
"2014","-2 points","All","All","Male","Main scheme applicant","Main scheme application","130","115","0.864","0"
"2015","-2 points","All","All","Male","Main scheme applicant","Main scheme application","150","140","0.908","0"
"2016","-2 points","All","All","Male","Main scheme applicant","Main scheme application","135","120","0.881","0"
"2017","-2 points","All","All","Male","Main scheme applicant","Main scheme application","130","125","0.9470000000000001","0"
"2018","-2 points","All","All","Male","Main scheme applicant","Main scheme application","145","135","0.9440000000000001","0"
"2019","-2 points","All","All","Male","Main scheme applicant","Main scheme application","140","125","0.913","0"
"2020","-2 points","All","All","Male","Main scheme applicant","Main scheme application","115","105","0.897","0"
"2021","-2 points","All","All","Male","Main scheme applicant","Main scheme application","105","90","0.857","0"
"2022","-2 points","All","All","Male","Main scheme applicant","Main scheme application","150","135","0.901","0"
"2023","-2 points","All","All","Male","Main scheme applicant","Main scheme application","195","190","0.979","0"
"2010","-3 points","All","All","Male","Main scheme applicant","Main scheme application","115","100","0.872","0"
"2011","-3 points","All","All","Male","Main scheme applicant","Main scheme application","125","115","0.92","0"
"2012","-3 points","All","All","Male","Main scheme applicant","Main scheme application","85","75","0.917","0"
"2013","-3 points","All","All","Male","Main scheme applicant","Main scheme application","105","100","0.916","0"
"2014","-3 points","All","All","Male","Main scheme applicant","Main scheme application","135","125","0.918","0"
"2015","-3 points","All","All","Male","Main scheme applicant","Main scheme application","120","105","0.875","0"
"2016","-3 points","All","All","Male","Main scheme applicant","Main scheme application","110","100","0.911","0"
"2017","-3 points","All","All","Male","Main scheme applicant","Main scheme application","130","115","0.907","0"
"2018","-3 points","All","All","Male","Main scheme applicant","Main scheme application","120","105","0.892","0"
"2019","-3 points","All","All","Male","Main scheme applicant","Main scheme application","100","90","0.889","0"
"2020","-3 points","All","All","Male","Main scheme applicant","Main scheme application","85","70","0.8260000000000001","0"
"2021","-3 points","All","All","Male","Main scheme applicant","Main scheme application","70","65","0.903","0"
"2022","-3 points","All","All","Male","Main scheme applicant","Main scheme application","150","135","0.894","0"
"2023","-3 points","All","All","Male","Main scheme applicant","Main scheme application","140","120","0.884","0"
"2010","-4 points","All","All","Male","Main scheme applicant","Main scheme application","100","90","0.899","0"
"2011","-4 points","All","All","Male","Main scheme applicant","Main scheme application","105","90","0.854","0"
"2012","-4 points","All","All","Male","Main scheme applicant","Main scheme application","120","100","0.84","0"
"2013","-4 points","All","All","Male","Main scheme applicant","Main scheme application","110","100","0.91","0"
"2014","-4 points","All","All","Male","Main scheme applicant","Main scheme application","105","90","0.858","0"
"2015","-4 points","All","All","Male","Main scheme applicant","Main scheme application","120","110","0.908","0"
"2016","-4 points","All","All","Male","Main scheme applicant","Main scheme application","90","80","0.868","0"
"2017","-4 points","All","All","Male","Main scheme applicant","Main scheme application","80","70","0.889","0"
"2018","-4 points","All","All","Male","Main scheme applicant","Main scheme application","90","80","0.899","0"
"2019","-4 points","All","All","Male","Main scheme applicant","Main scheme application","80","75","0.901","0"
"2020","-4 points","All","All","Male","Main scheme applicant","Main scheme application","70","60","0.912","0"
"2021","-4 points","All","All","Male","Main scheme applicant","Main scheme application","70","60","0.87","0"
"2022","-4 points","All","All","Male","Main scheme applicant","Main scheme application","100","90","0.873","0"
"2023","-4 points","All","All","Male","Main scheme applicant","Main scheme application","115","115","0.974","0"
"2010","-5 points","All","All","Male","Main scheme applicant","Main scheme application","75","70","0.919","0"
