"Year","Age group","Individual age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2007","35 and over","61","All","Female","Main scheme applicant","Main scheme application","20","15","0.75","0"
"2008","35 and over","61","All","Female","Main scheme applicant","Main scheme application","25","20","0.667","0"
"2009","35 and over","61","All","Female","Main scheme applicant","Main scheme application","30","20","0.7000000000000001","0"
"2010","35 and over","61","All","Female","Main scheme applicant","Main scheme application","35","20","0.611","0"
"2011","35 and over","61","All","Female","Main scheme applicant","Main scheme application","30","20","0.667","0"
"2012","35 and over","61","All","Female","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2013","35 and over","61","All","Female","Main scheme applicant","Main scheme application","25","20","0.72","0"
"2014","35 and over","61","All","Female","Main scheme applicant","Main scheme application","20","15","0.619","0"
"2015","35 and over","61","All","Female","Main scheme applicant","Main scheme application","25","10","0.444","0"
"2016","35 and over","61","All","Female","Main scheme applicant","Main scheme application","40","25","0.659","0"
"2017","35 and over","61","All","Female","Main scheme applicant","Main scheme application","30","15","0.5670000000000001","0"
"2018","35 and over","61","All","Female","Main scheme applicant","Main scheme application","35","20","0.611","0"
"2019","35 and over","61","All","Female","Main scheme applicant","Main scheme application","30","10","0.393","0"
"2020","35 and over","61","All","Female","Main scheme applicant","Main scheme application","45","20","0.5","0"
"2021","35 and over","61","All","Female","Main scheme applicant","Main scheme application","50","30","0.6","0"
"2022","35 and over","61","All","Female","Main scheme applicant","Main scheme application","35","20","0.647","0"
"2023","35 and over","61","All","Female","Main scheme applicant","Main scheme application","35","25","0.657","0"
"2006","35 and over","62","All","Female","Main scheme applicant","Main scheme application","20","15","0.722","0"
"2007","35 and over","62","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2008","35 and over","62","All","Female","Main scheme applicant","Main scheme application","15","10","0.625","0"
"2009","35 and over","62","All","Female","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2010","35 and over","62","All","Female","Main scheme applicant","Main scheme application","20","10","0.6","0"
"2011","35 and over","62","All","Female","Main scheme applicant","Main scheme application","20","15","0.722","0"
"2012","35 and over","62","All","Female","Main scheme applicant","Main scheme application","15","10"," ","0"
"2013","35 and over","62","All","Female","Main scheme applicant","Main scheme application","15","10"," ","0"
"2014","35 and over","62","All","Female","Main scheme applicant","Main scheme application","20","10"," ","0"
"2015","35 and over","62","All","Female","Main scheme applicant","Main scheme application","15","10","0.6880000000000001","0"
"2016","35 and over","62","All","Female","Main scheme applicant","Main scheme application","25","15","0.708","0"
"2017","35 and over","62","All","Female","Main scheme applicant","Main scheme application","20","15","0.591","0"
"2018","35 and over","62","All","Female","Main scheme applicant","Main scheme application","15","10","0.706","0"
"2019","35 and over","62","All","Female","Main scheme applicant","Main scheme application","20","10"," ","0"
"2020","35 and over","62","All","Female","Main scheme applicant","Main scheme application","25","10","0.444","0"
"2021","35 and over","62","All","Female","Main scheme applicant","Main scheme application","25","15","0.542","0"
"2022","35 and over","62","All","Female","Main scheme applicant","Main scheme application","25","10","0.48","0"
"2023","35 and over","62","All","Female","Main scheme applicant","Main scheme application","30","15","0.536","0"
"2006","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","10"," ","0"
"2007","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","10"," ","0"
"2008","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","15","0.8240000000000001","0"
"2009","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2010","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2011","35 and over","63","All","Female","Main scheme applicant","Main scheme application","10","10"," ","0"
"2012","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2013","35 and over","63","All","Female","Main scheme applicant","Main scheme application","20","10"," ","0"
"2014","35 and over","63","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","10","0.667","0"
"2016","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","10"," ","0"
"2017","35 and over","63","All","Female","Main scheme applicant","Main scheme application","20","10","0.632","0"
"2018","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","10"," ","0"
"2019","35 and over","63","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","35 and over","63","All","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","35 and over","63","All","Female","Main scheme applicant","Main scheme application","20","10","0.526","0"
"2022","35 and over","63","All","Female","Main scheme applicant","Main scheme application","25","10"," ","0"
"2023","35 and over","63","All","Female","Main scheme applicant","Main scheme application","40","25","0.5750000000000001","0"
"2006","35 and over","64","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2007","35 and over","64","All","Female","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2008","35 and over","64","All","Female","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2009","35 and over","64","All","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2010","35 and over","64","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","35 and over","64","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","35 and over","64","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","35 and over","64","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","35 and over","64","All","Female","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","35 and over","64","All","Female","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2016","35 and over","64","All","Female","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","35 and over","64","All","Female","Main scheme applicant","Main scheme application","15","10"," ","0"
"2018","35 and over","64","All","Female","Main scheme applicant","Main scheme application","20","10","0.667","0"
"2019","35 and over","64","All","Female","Main scheme applicant","Main scheme application","15","15","0.8240000000000001","0"
"2020","35 and over","64","All","Female","Main scheme applicant","Main scheme application","15","5"," ","0"
"2021","35 and over","64","All","Female","Main scheme applicant","Main scheme application","20","10","0.55","0"
