"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2021","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","3160","66260","0.048"
"2021","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","2990","58380","0.051000000000000004"
"2021","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","2600","55800","0.047"
"2021","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","2520","55450","0.045"
"2021","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","2840","60120","0.047"
"2022","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","4400","68450","0.064"
"2022","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","4020","59960","0.067"
"2022","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","3450","57250","0.06"
"2022","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","3420","57440","0.06"
"2022","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","3670","61900","0.059000000000000004"
"2023","Quintile 1","All","England","Female","Main scheme applicant","Not main scheme application","4730","71490","0.066"
"2023","Quintile 2","All","England","Female","Main scheme applicant","Not main scheme application","4370","62230","0.07"
"2023","Quintile 3","All","England","Female","Main scheme applicant","Not main scheme application","3770","58640","0.064"
"2023","Quintile 4","All","England","Female","Main scheme applicant","Not main scheme application","3650","58400","0.063"
"2023","Quintile 5","All","England","Female","Main scheme applicant","Not main scheme application","4060","62590","0.065"
"2006","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","70","6710","0.01"
"2006","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","80","6040","0.013000000000000001"
"2006","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","100","5930","0.017"
"2006","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","140","6140","0.023"
"2006","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","160","6350","0.026000000000000002"
"2007","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","50","6530","0.008"
"2007","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","100","5970","0.017"
"2007","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","90","5940","0.015"
"2007","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","140","6140","0.023"
"2007","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","180","6330","0.028"
"2008","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","60","6600","0.009000000000000001"
"2008","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","60","6160","0.01"
"2008","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","100","6230","0.015"
"2008","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","110","6410","0.018000000000000002"
"2008","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","190","6560","0.028"
"2009","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","60","6550","0.009000000000000001"
"2009","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","90","6180","0.014"
"2009","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","110","6280","0.017"
"2009","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","170","6500","0.026000000000000002"
"2009","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","190","6580","0.029"
"2010","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","80","6420","0.013000000000000001"
"2010","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","90","6010","0.014"
"2010","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","120","6130","0.02"
"2010","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","130","6450","0.02"
"2010","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","170","6470","0.027"
"2011","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","40","6240","0.007"
"2011","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","80","5760","0.014"
"2011","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","100","6000","0.017"
"2011","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","120","6370","0.018000000000000002"
"2011","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","130","6330","0.02"
"2012","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","70","6090","0.011"
"2012","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","80","5600","0.013000000000000001"
"2012","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","70","5870","0.012"
"2012","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","130","6300","0.02"
"2012","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","110","6260","0.018000000000000002"
"2013","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","60","6060","0.01"
"2013","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","60","5540","0.01"
"2013","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","100","5750","0.017"
"2013","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","120","6240","0.02"
"2013","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","120","6150","0.02"
"2014","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","60","6050","0.01"
"2014","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","70","5580","0.012"
"2014","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","80","5780","0.013000000000000001"
"2014","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","100","6210","0.016"
"2014","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","130","6150","0.02"
"2015","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","50","5950","0.009000000000000001"
"2015","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","70","5490","0.012"
"2015","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","110","5650","0.02"
"2015","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","120","6160","0.019"
"2015","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","140","6100","0.023"
"2016","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","60","5750","0.01"
"2016","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","70","5200","0.013000000000000001"
"2016","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","100","5610","0.018000000000000002"
"2016","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","130","6090","0.021"
"2016","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","140","5990","0.024"
"2017","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","70","5630","0.012"
"2017","Quintile 2","All","Scotland","Female","Main scheme applicant","Not main scheme application","60","5190","0.011"
"2017","Quintile 3","All","Scotland","Female","Main scheme applicant","Not main scheme application","90","5260","0.017"
"2017","Quintile 4","All","Scotland","Female","Main scheme applicant","Not main scheme application","130","5620","0.023"
"2017","Quintile 5","All","Scotland","Female","Main scheme applicant","Not main scheme application","150","6110","0.024"
"2018","Quintile 1","All","Scotland","Female","Main scheme applicant","Not main scheme application","40","5620","0.007"
