"Year","Subject group HECoS","Age group","Domicile","Gender","Conditional unconditional offers","Direct unconditional offers","Other unconditional offers","Offers with unconditional component"
"2019","(CAH15) social sciences","18","Northern Ireland","Male","15","5","0","25"
"2019","(CAH15) social sciences","18","Wales","Male","60","50","20","130"
"2020","(CAH15) social sciences","18","England","Male","1450","1650","1340","4440"
"2020","(CAH15) social sciences","18","Northern Ireland","Male","5","10","70","85"
"2020","(CAH15) social sciences","18","Wales","Male","10","60","80","150"
"2021","(CAH15) social sciences","18","England","Male","0","600","85","690"
"2021","(CAH15) social sciences","18","Wales","Male","0","65","0","70"
"2022","(CAH15) social sciences","18","England","Male","215","985","385","1590"
"2022","(CAH15) social sciences","18","Northern Ireland","Male","0","5","5","10"
"2022","(CAH15) social sciences","18","Wales","Male","10","15","20","45"
"2023","(CAH15) social sciences","18","England","Male","0","740","305","1045"
"2023","(CAH15) social sciences","18","Northern Ireland","Male","0","5","0","5"
"2023","(CAH15) social sciences","18","Wales","Male","0","10","15","25"
"2019","(CAH03) biological and sport sciences","18","England","Male","2415","1745","1155","5310"
"2019","(CAH03) biological and sport sciences","18","Northern Ireland","Male","10","25","5","40"
"2019","(CAH03) biological and sport sciences","18","Wales","Male","60","165","35","260"
"2020","(CAH03) biological and sport sciences","18","England","Male","850","3430","3445","7720"
"2020","(CAH03) biological and sport sciences","18","Northern Ireland","Male","10","35","235","280"
"2020","(CAH03) biological and sport sciences","18","Wales","Male","10","215","520","750"
"2021","(CAH03) biological and sport sciences","18","England","Male","0","850","300","1150"
"2021","(CAH03) biological and sport sciences","18","Northern Ireland","Male","0","10","5","10"
"2021","(CAH03) biological and sport sciences","18","Wales","Male","0","155","110","265"
"2022","(CAH03) biological and sport sciences","18","England","Male","400","1135","520","2060"
"2022","(CAH03) biological and sport sciences","18","Northern Ireland","Male","0","10","0","10"
"2022","(CAH03) biological and sport sciences","18","Wales","Male","20","40","130","190"
"2023","(CAH03) biological and sport sciences","18","England","Male","0","965","315","1280"
"2023","(CAH03) biological and sport sciences","18","Northern Ireland","Male","0","0","0","5"
"2023","(CAH03) biological and sport sciences","18","Wales","Male","0","5","10","20"
"2019","(CAH13) architecture, building and planning","18","England","Male","1170","530","215","1910"
"2019","(CAH13) architecture, building and planning","18","Northern Ireland","Male","10","10","5","20"
"2019","(CAH13) architecture, building and planning","18","Wales","Male","35","25","5","65"
"2020","(CAH13) architecture, building and planning","18","England","Male","745","790","600","2140"
"2020","(CAH13) architecture, building and planning","18","Northern Ireland","Male","0","5","55","60"
"2020","(CAH13) architecture, building and planning","18","Wales","Male","15","25","40","85"
"2021","(CAH13) architecture, building and planning","18","England","Male","0","500","145","645"
"2021","(CAH13) architecture, building and planning","18","Northern Ireland","Male","0","10","0","10"
"2021","(CAH13) architecture, building and planning","18","Wales","Male","0","35","5","40"
"2022","(CAH13) architecture, building and planning","18","England","Male","50","600","130","785"
"2022","(CAH13) architecture, building and planning","18","Northern Ireland","Male","0","5","0","5"
"2022","(CAH13) architecture, building and planning","18","Wales","Male","5","15","5","25"
"2023","(CAH13) architecture, building and planning","18","England","Male","0","410","115","520"
"2023","(CAH13) architecture, building and planning","18","Northern Ireland","Male","0","5","0","5"
"2023","(CAH13) architecture, building and planning","18","Wales","Male","0","10","5","15"
"2019","(CAH01) medicine and dentistry","18","England","Male","25","5","5","35"
"2019","(CAH01) medicine and dentistry","18","Wales","Male","5","0","0","5"
"2020","(CAH01) medicine and dentistry","18","England","Male","0","20","30","50"
"2020","(CAH01) medicine and dentistry","18","Wales","Male","0","0","5","5"
"2021","(CAH01) medicine and dentistry","18","England","Male","0","10","5","10"
"2022","(CAH01) medicine and dentistry","18","England","Male","0","5","0","5"
"2023","(CAH01) medicine and dentistry","18","England","Male","0","5","0","5"
"2019","(CAH20) historical, philosophical and religious studies","18","England","Male","1815","340","350","2505"
"2019","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","Male","10","5","5","20"
"2019","(CAH20) historical, philosophical and religious studies","18","Wales","Male","40","40","10","95"
"2020","(CAH20) historical, philosophical and religious studies","18","England","Male","680","880","475","2030"
"2020","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","Male","5","5","25","30"
"2020","(CAH20) historical, philosophical and religious studies","18","Wales","Male","10","40","30","85"
"2021","(CAH20) historical, philosophical and religious studies","18","England","Male","0","265","40","305"
"2021","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","Male","0","5","0","5"
"2021","(CAH20) historical, philosophical and religious studies","18","Wales","Male","0","25","0","25"
"2022","(CAH20) historical, philosophical and religious studies","18","England","Male","45","435","170","650"
"2022","(CAH20) historical, philosophical and religious studies","18","Northern Ireland","Male","0","5","0","5"
"2022","(CAH20) historical, philosophical and religious studies","18","Wales","Male","0","10","15","25"
"2023","(CAH20) historical, philosophical and religious studies","18","England","Male","0","430","115","545"
"2023","(CAH20) historical, philosophical and religious studies","18","Wales","Male","0","5","10","15"
"2019","(CAH11) computing","18","England","Male","3695","1525","1195","6415"
"2019","(CAH11) computing","18","Northern Ireland","Male","40","15","15","65"
"2019","(CAH11) computing","18","Wales","Male","90","150","25","260"
"2020","(CAH11) computing","18","England","Male","1580","3775","2250","7605"
"2020","(CAH11) computing","18","Northern Ireland","Male","10","45","130","185"
"2020","(CAH11) computing","18","Wales","Male","30","230","205","465"
"2021","(CAH11) computing","18","England","Male","0","1275","130","1400"
"2021","(CAH11) computing","18","Northern Ireland","Male","0","20","0","20"
"2021","(CAH11) computing","18","Wales","Male","0","165","5","165"
"2022","(CAH11) computing","18","England","Male","230","2005","620","2855"
"2022","(CAH11) computing","18","Northern Ireland","Male","5","15","0","20"
"2022","(CAH11) computing","18","Wales","Male","5","30","20","55"
"2023","(CAH11) computing","18","England","Male","0","1320","485","1810"
"2023","(CAH11) computing","18","Northern Ireland","Male","0","5","5","10"
"2023","(CAH11) computing","18","Wales","Male","0","20","25","45"
"2019","(CAH26) geography, earth and environmental studies","18","England","Male","975","165","235","1380"
"2019","(CAH26) geography, earth and environmental studies","18","Northern Ireland","Male","10","0","0","15"
"2019","(CAH26) geography, earth and environmental studies","18","Wales","Male","40","25","5","70"
"2020","(CAH26) geography, earth and environmental studies","18","England","Male","310","500","505","1315"
"2020","(CAH26) geography, earth and environmental studies","18","Northern Ireland","Male","0","5","10","10"
"2020","(CAH26) geography, earth and environmental studies","18","Wales","Male","10","15","40","65"
"2021","(CAH26) geography, earth and environmental studies","18","England","Male","0","220","20","240"
"2021","(CAH26) geography, earth and environmental studies","18","Northern Ireland","Male","0","5","0","5"
"2021","(CAH26) geography, earth and environmental studies","18","Wales","Male","0","20","0","20"
"2022","(CAH26) geography, earth and environmental studies","18","England","Male","30","280","165","475"
"2022","(CAH26) geography, earth and environmental studies","18","Northern Ireland","Male","0","0","0","5"
"2022","(CAH26) geography, earth and environmental studies","18","Wales","Male","0","15","15","35"
"2023","(CAH26) geography, earth and environmental studies","18","England","Male","0","140","135","275"
"2023","(CAH26) geography, earth and environmental studies","18","Wales","Male","0","0","5","10"
"2019","(CAH07) physical sciences","18","England","Male","1030","225","145","1400"
"2019","(CAH07) physical sciences","18","Northern Ireland","Male","10","5","0","15"
"2019","(CAH07) physical sciences","18","Wales","Male","30","35","5","70"
"2020","(CAH07) physical sciences","18","England","Male","465","680","330","1475"
"2020","(CAH07) physical sciences","18","Northern Ireland","Male","5","5","10","20"
"2020","(CAH07) physical sciences","18","Wales","Male","20","45","10","75"
"2021","(CAH07) physical sciences","18","England","Male","0","195","50","240"
"2021","(CAH07) physical sciences","18","Northern Ireland","Male","0","5","0","5"
"2021","(CAH07) physical sciences","18","Wales","Male","0","40","0","40"
"2022","(CAH07) physical sciences","18","England","Male","65","270","145","480"
"2022","(CAH07) physical sciences","18","Wales","Male","0","5","5","10"
"2023","(CAH07) physical sciences","18","England","Male","0","315","135","455"
"2023","(CAH07) physical sciences","18","Wales","Male","0","0","0","5"
"2019","(CAH04) psychology","18","England","Male","915","395","275","1580"
"2019","(CAH04) psychology","18","Northern Ireland","Male","15","5","5","20"
"2019","(CAH04) psychology","18","Wales","Male","25","25","5","60"
"2020","(CAH04) psychology","18","England","Male","485","795","775","2050"
"2020","(CAH04) psychology","18","Northern Ireland","Male","0","5","50","55"
"2020","(CAH04) psychology","18","Wales","Male","10","25","45","80"
"2021","(CAH04) psychology","18","England","Male","0","320","45","365"
"2021","(CAH04) psychology","18","Wales","Male","0","25","0","30"
"2022","(CAH04) psychology","18","England","Male","60","475","85","625"
"2022","(CAH04) psychology","18","Northern Ireland","Male","0","5","0","5"
"2022","(CAH04) psychology","18","Wales","Male","0","15","10","25"
"2023","(CAH04) psychology","18","England","Male","0","345","85","430"
"2023","(CAH04) psychology","18","Wales","Male","0","0","5","5"
"2019","(CAH09) mathematical sciences","18","England","Male","525","90","70","685"
"2019","(CAH09) mathematical sciences","18","Northern Ireland","Male","20","0","5","25"
