"Year","Tariff group of provider released from","Tariff group of provider accepted to","Age group","Domicile","Gender","Placed after self-releasing"
"2021","Medium tariff","Medium tariff","21 - 24","Scotland","Female","10"
"2022","Medium tariff","Medium tariff","21 - 24","Scotland","Female","5"
"2023","Medium tariff","Medium tariff","21 - 24","Scotland","Female","15"
"2020","Higher tariff","Medium tariff","21 - 24","Scotland","Female","5"
"2022","Higher tariff","Medium tariff","21 - 24","Scotland","Female","5"
"2023","Higher tariff","Medium tariff","21 - 24","Scotland","Female","5"
"2022","Medium tariff","Higher tariff","21 - 24","Scotland","Female","5"
"2023","Medium tariff","Higher tariff","21 - 24","Scotland","Female","5"
"2019","Higher tariff","Higher tariff","21 - 24","Scotland","Female","5"
"2020","Higher tariff","Higher tariff","21 - 24","Scotland","Female","5"
"2022","Higher tariff","Higher tariff","21 - 24","Scotland","Female","5"
"2020","Medium tariff","Medium tariff","25 - 29","Scotland","Female","5"
"2022","Medium tariff","Medium tariff","25 - 29","Scotland","Female","5"
"2023","Medium tariff","Medium tariff","25 - 29","Scotland","Female","5"
"2022","Higher tariff","Medium tariff","25 - 29","Scotland","Female","5"
"2023","Higher tariff","Medium tariff","25 - 29","Scotland","Female","5"
"2022","Medium tariff","Medium tariff","30 - 34","Scotland","Female","10"
"2023","Medium tariff","Medium tariff","30 - 34","Scotland","Female","5"
"2022","Medium tariff","Higher tariff","30 - 34","Scotland","Female","5"
"2020","Medium tariff","Medium tariff","35 and over","Scotland","Female","10"
"2021","Medium tariff","Medium tariff","35 and over","Scotland","Female","5"
"2022","Medium tariff","Medium tariff","35 and over","Scotland","Female","5"
"2023","Medium tariff","Medium tariff","35 and over","Scotland","Female","5"
"2022","Higher tariff","Medium tariff","35 and over","Scotland","Female","5"
"2019","N/A","N/A","18","Wales","Female","5"
"2021","N/A","N/A","18","Wales","Female","5"
"2022","N/A","N/A","18","Wales","Female","5"
"2019","Lower tariff","Lower tariff","18","Wales","Female","30"
"2020","Lower tariff","Lower tariff","18","Wales","Female","35"
"2021","Lower tariff","Lower tariff","18","Wales","Female","40"
"2022","Lower tariff","Lower tariff","18","Wales","Female","60"
"2023","Lower tariff","Lower tariff","18","Wales","Female","45"
"2019","Medium tariff","Lower tariff","18","Wales","Female","35"
"2020","Medium tariff","Lower tariff","18","Wales","Female","30"
"2021","Medium tariff","Lower tariff","18","Wales","Female","35"
"2022","Medium tariff","Lower tariff","18","Wales","Female","50"
"2023","Medium tariff","Lower tariff","18","Wales","Female","40"
"2019","Higher tariff","Lower tariff","18","Wales","Female","5"
"2020","Higher tariff","Lower tariff","18","Wales","Female","5"
"2021","Higher tariff","Lower tariff","18","Wales","Female","15"
"2022","Higher tariff","Lower tariff","18","Wales","Female","15"
"2023","Higher tariff","Lower tariff","18","Wales","Female","10"
"2019","Lower tariff","Medium tariff","18","Wales","Female","30"
"2020","Lower tariff","Medium tariff","18","Wales","Female","35"
"2021","Lower tariff","Medium tariff","18","Wales","Female","20"
"2022","Lower tariff","Medium tariff","18","Wales","Female","45"
"2023","Lower tariff","Medium tariff","18","Wales","Female","30"
"2019","Medium tariff","Medium tariff","18","Wales","Female","40"
"2020","Medium tariff","Medium tariff","18","Wales","Female","35"
"2021","Medium tariff","Medium tariff","18","Wales","Female","40"
"2022","Medium tariff","Medium tariff","18","Wales","Female","55"
"2023","Medium tariff","Medium tariff","18","Wales","Female","50"
"2019","Higher tariff","Medium tariff","18","Wales","Female","20"
"2020","Higher tariff","Medium tariff","18","Wales","Female","15"
"2021","Higher tariff","Medium tariff","18","Wales","Female","20"
"2022","Higher tariff","Medium tariff","18","Wales","Female","25"
"2023","Higher tariff","Medium tariff","18","Wales","Female","15"
"2019","Lower tariff","Higher tariff","18","Wales","Female","15"
"2020","Lower tariff","Higher tariff","18","Wales","Female","45"
"2021","Lower tariff","Higher tariff","18","Wales","Female","5"
"2022","Lower tariff","Higher tariff","18","Wales","Female","10"
"2023","Lower tariff","Higher tariff","18","Wales","Female","15"
"2019","Medium tariff","Higher tariff","18","Wales","Female","35"
"2020","Medium tariff","Higher tariff","18","Wales","Female","75"
"2021","Medium tariff","Higher tariff","18","Wales","Female","15"
"2022","Medium tariff","Higher tariff","18","Wales","Female","20"
"2023","Medium tariff","Higher tariff","18","Wales","Female","35"
"2019","Higher tariff","Higher tariff","18","Wales","Female","20"
"2020","Higher tariff","Higher tariff","18","Wales","Female","75"
"2021","Higher tariff","Higher tariff","18","Wales","Female","10"
"2022","Higher tariff","Higher tariff","18","Wales","Female","15"
"2023","Higher tariff","Higher tariff","18","Wales","Female","25"
"2019","N/A","N/A","19","Wales","Female","5"
"2019","Lower tariff","Lower tariff","19","Wales","Female","20"
"2020","Lower tariff","Lower tariff","19","Wales","Female","15"
"2021","Lower tariff","Lower tariff","19","Wales","Female","15"
"2022","Lower tariff","Lower tariff","19","Wales","Female","10"
"2023","Lower tariff","Lower tariff","19","Wales","Female","15"
"2019","Medium tariff","Lower tariff","19","Wales","Female","10"
"2020","Medium tariff","Lower tariff","19","Wales","Female","5"
"2021","Medium tariff","Lower tariff","19","Wales","Female","15"
"2022","Medium tariff","Lower tariff","19","Wales","Female","10"
"2023","Medium tariff","Lower tariff","19","Wales","Female","10"
"2019","Higher tariff","Lower tariff","19","Wales","Female","5"
"2020","Higher tariff","Lower tariff","19","Wales","Female","5"
"2019","Lower tariff","Medium tariff","19","Wales","Female","10"
"2020","Lower tariff","Medium tariff","19","Wales","Female","10"
"2021","Lower tariff","Medium tariff","19","Wales","Female","5"
"2022","Lower tariff","Medium tariff","19","Wales","Female","5"
"2023","Lower tariff","Medium tariff","19","Wales","Female","5"
"2019","Medium tariff","Medium tariff","19","Wales","Female","5"
"2020","Medium tariff","Medium tariff","19","Wales","Female","5"
"2021","Medium tariff","Medium tariff","19","Wales","Female","5"
"2022","Medium tariff","Medium tariff","19","Wales","Female","10"
"2023","Medium tariff","Medium tariff","19","Wales","Female","15"
"2019","Higher tariff","Medium tariff","19","Wales","Female","5"
"2020","Higher tariff","Medium tariff","19","Wales","Female","5"
"2021","Higher tariff","Medium tariff","19","Wales","Female","5"
"2019","Lower tariff","Higher tariff","19","Wales","Female","10"
"2020","Lower tariff","Higher tariff","19","Wales","Female","5"
"2019","Medium tariff","Higher tariff","19","Wales","Female","5"
"2020","Medium tariff","Higher tariff","19","Wales","Female","15"
"2023","Medium tariff","Higher tariff","19","Wales","Female","5"
"2019","Higher tariff","Higher tariff","19","Wales","Female","5"
"2020","Higher tariff","Higher tariff","19","Wales","Female","15"
"2021","Higher tariff","Higher tariff","19","Wales","Female","5"
"2022","Higher tariff","Higher tariff","19","Wales","Female","10"
"2023","Higher tariff","Higher tariff","19","Wales","Female","5"
"2019","Lower tariff","Lower tariff","20","Wales","Female","5"
"2020","Lower tariff","Lower tariff","20","Wales","Female","5"
"2021","Lower tariff","Lower tariff","20","Wales","Female","5"
"2022","Lower tariff","Lower tariff","20","Wales","Female","10"
"2023","Lower tariff","Lower tariff","20","Wales","Female","5"
"2019","Medium tariff","Lower tariff","20","Wales","Female","5"
"2020","Medium tariff","Lower tariff","20","Wales","Female","5"
"2021","Medium tariff","Lower tariff","20","Wales","Female","5"
"2022","Medium tariff","Lower tariff","20","Wales","Female","10"
"2021","Lower tariff","Medium tariff","20","Wales","Female","5"
"2022","Lower tariff","Medium tariff","20","Wales","Female","5"
"2023","Lower tariff","Medium tariff","20","Wales","Female","5"
"2019","Medium tariff","Medium tariff","20","Wales","Female","5"
"2020","Medium tariff","Medium tariff","20","Wales","Female","5"
"2022","Medium tariff","Medium tariff","20","Wales","Female","5"
"2021","Lower tariff","Lower tariff","21 - 24","Wales","Female","5"
"2022","Lower tariff","Lower tariff","21 - 24","Wales","Female","5"
"2023","Lower tariff","Lower tariff","21 - 24","Wales","Female","5"
"2021","Medium tariff","Lower tariff","21 - 24","Wales","Female","5"
"2020","Lower tariff","Medium tariff","21 - 24","Wales","Female","5"
"2021","Lower tariff","Medium tariff","21 - 24","Wales","Female","5"
"2023","Lower tariff","Medium tariff","21 - 24","Wales","Female","5"
"2022","Medium tariff","Medium tariff","21 - 24","Wales","Female","5"
"2021","Higher tariff","Medium tariff","21 - 24","Wales","Female","5"
"2020","Lower tariff","Lower tariff","25 - 29","Wales","Female","5"
"2023","Lower tariff","Lower tariff","25 - 29","Wales","Female","5"
"2020","Lower tariff","Medium tariff","25 - 29","Wales","Female","5"
"2021","Lower tariff","Lower tariff","30 - 34","Wales","Female","5"
"2019","Lower tariff","Lower tariff","35 and over","Wales","Female","5"
"2022","Lower tariff","Lower tariff","35 and over","Wales","Female","5"
"2020","N/A","N/A","17 and under","Not EU","Female","5"
"2019","Medium tariff","Lower tariff","17 and under","Not EU","Female","5"
"2020","Lower tariff","Medium tariff","17 and under","Not EU","Female","5"
"2022","Lower tariff","Medium tariff","17 and under","Not EU","Female","5"
"2023","Lower tariff","Medium tariff","17 and under","Not EU","Female","5"
"2019","Medium tariff","Medium tariff","17 and under","Not EU","Female","5"
"2020","Medium tariff","Medium tariff","17 and under","Not EU","Female","5"
"2021","Medium tariff","Medium tariff","17 and under","Not EU","Female","5"
"2022","Medium tariff","Medium tariff","17 and under","Not EU","Female","5"
"2023","Medium tariff","Medium tariff","17 and under","Not EU","Female","10"
"2019","Higher tariff","Medium tariff","17 and under","Not EU","Female","5"
"2020","Higher tariff","Medium tariff","17 and under","Not EU","Female","5"
"2021","Higher tariff","Medium tariff","17 and under","Not EU","Female","10"
"2022","Higher tariff","Medium tariff","17 and under","Not EU","Female","5"
"2023","Higher tariff","Medium tariff","17 and under","Not EU","Female","10"
"2019","Medium tariff","Higher tariff","17 and under","Not EU","Female","5"
"2020","Medium tariff","Higher tariff","17 and under","Not EU","Female","15"
"2021","Medium tariff","Higher tariff","17 and under","Not EU","Female","5"
"2022","Medium tariff","Higher tariff","17 and under","Not EU","Female","10"
"2023","Medium tariff","Higher tariff","17 and under","Not EU","Female","10"
"2019","Higher tariff","Higher tariff","17 and under","Not EU","Female","15"
"2020","Higher tariff","Higher tariff","17 and under","Not EU","Female","45"
"2021","Higher tariff","Higher tariff","17 and under","Not EU","Female","15"
"2022","Higher tariff","Higher tariff","17 and under","Not EU","Female","15"
"2023","Higher tariff","Higher tariff","17 and under","Not EU","Female","15"
"2019","N/A","N/A","18","Not EU","Female","10"
"2020","N/A","N/A","18","Not EU","Female","15"
"2021","N/A","N/A","18","Not EU","Female","5"
"2022","N/A","N/A","18","Not EU","Female","5"
"2023","N/A","N/A","18","Not EU","Female","5"
"2019","Lower tariff","Lower tariff","18","Not EU","Female","10"
"2020","Lower tariff","Lower tariff","18","Not EU","Female","15"
"2021","Lower tariff","Lower tariff","18","Not EU","Female","5"
"2022","Lower tariff","Lower tariff","18","Not EU","Female","15"
"2023","Lower tariff","Lower tariff","18","Not EU","Female","15"
"2019","Medium tariff","Lower tariff","18","Not EU","Female","15"
"2021","Medium tariff","Lower tariff","18","Not EU","Female","5"
"2022","Medium tariff","Lower tariff","18","Not EU","Female","5"
"2023","Medium tariff","Lower tariff","18","Not EU","Female","10"
"2022","Higher tariff","Lower tariff","18","Not EU","Female","5"
"2023","Higher tariff","Lower tariff","18","Not EU","Female","5"
"2019","Lower tariff","Medium tariff","18","Not EU","Female","15"
"2020","Lower tariff","Medium tariff","18","Not EU","Female","20"
"2021","Lower tariff","Medium tariff","18","Not EU","Female","15"
"2022","Lower tariff","Medium tariff","18","Not EU","Female","20"
"2023","Lower tariff","Medium tariff","18","Not EU","Female","20"
"2019","Medium tariff","Medium tariff","18","Not EU","Female","35"
"2020","Medium tariff","Medium tariff","18","Not EU","Female","40"
"2021","Medium tariff","Medium tariff","18","Not EU","Female","25"
"2022","Medium tariff","Medium tariff","18","Not EU","Female","35"
"2023","Medium tariff","Medium tariff","18","Not EU","Female","50"
"2019","Higher tariff","Medium tariff","18","Not EU","Female","15"
"2020","Higher tariff","Medium tariff","18","Not EU","Female","25"
"2021","Higher tariff","Medium tariff","18","Not EU","Female","15"
"2022","Higher tariff","Medium tariff","18","Not EU","Female","30"
"2023","Higher tariff","Medium tariff","18","Not EU","Female","35"
