"Year","Predicted SQA advanced higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","10 point(s)","All","All","Female","Main scheme applicant","All","135","125","0.898","0"
"2023","10 point(s)","All","All","Female","Main scheme applicant","All","145","135","0.931","0"
"2010","11 point(s)","All","All","Female","Main scheme applicant","All","160","145","0.93","0"
"2011","11 point(s)","All","All","Female","Main scheme applicant","All","160","145","0.9","0"
"2012","11 point(s)","All","All","Female","Main scheme applicant","All","150","135","0.899","0"
"2013","11 point(s)","All","All","Female","Main scheme applicant","All","180","170","0.933","0"
"2014","11 point(s)","All","All","Female","Main scheme applicant","All","150","135","0.912","0"
"2015","11 point(s)","All","All","Female","Main scheme applicant","All","180","165","0.912","0"
"2016","11 point(s)","All","All","Female","Main scheme applicant","All","200","180","0.91","0"
"2017","11 point(s)","All","All","Female","Main scheme applicant","All","180","160","0.883","0"
"2018","11 point(s)","All","All","Female","Main scheme applicant","All","185","170","0.909","0"
"2019","11 point(s)","All","All","Female","Main scheme applicant","All","155","145","0.924","0"
"2020","11 point(s)","All","All","Female","Main scheme applicant","All","170","150","0.888","0"
"2021","11 point(s)","All","All","Female","Main scheme applicant","All","210","195","0.915","0"
"2022","11 point(s)","All","All","Female","Main scheme applicant","All","195","180","0.913","0"
"2023","11 point(s)","All","All","Female","Main scheme applicant","All","210","200","0.9430000000000001","0"
"2010","12 point(s)","All","All","Female","Main scheme applicant","All","445","400","0.903","0"
"2011","12 point(s)","All","All","Female","Main scheme applicant","All","500","460","0.916","0"
"2012","12 point(s)","All","All","Female","Main scheme applicant","All","525","480","0.912","0"
"2013","12 point(s)","All","All","Female","Main scheme applicant","All","575","530","0.925","0"
"2014","12 point(s)","All","All","Female","Main scheme applicant","All","605","535","0.886","0"
"2015","12 point(s)","All","All","Female","Main scheme applicant","All","605","540","0.891","0"
"2016","12 point(s)","All","All","Female","Main scheme applicant","All","685","615","0.902","0"
"2017","12 point(s)","All","All","Female","Main scheme applicant","All","750","670","0.897","0"
"2018","12 point(s)","All","All","Female","Main scheme applicant","All","795","720","0.903","0"
"2019","12 point(s)","All","All","Female","Main scheme applicant","All","775","715","0.921","0"
"2020","12 point(s)","All","All","Female","Main scheme applicant","All","755","700","0.925","0"
"2021","12 point(s)","All","All","Female","Main scheme applicant","All","980","905","0.922","0"
"2022","12 point(s)","All","All","Female","Main scheme applicant","All","1060","955","0.9","0"
"2023","12 point(s)","All","All","Female","Main scheme applicant","All","1070","1005","0.9420000000000001","0"
"2012","5 point(s)","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2015","5 point(s)","All","All","Male","Main scheme applicant","All","5","0"," ","0"
"2019","5 point(s)","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2023","5 point(s)","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2010","6 point(s)","All","All","Male","Main scheme applicant","All","15","10"," ","0"
"2011","6 point(s)","All","All","Male","Main scheme applicant","All","15","15","0.9380000000000001","0"
"2012","6 point(s)","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2013","6 point(s)","All","All","Male","Main scheme applicant","All","15","10","0.8","0"
"2014","6 point(s)","All","All","Male","Main scheme applicant","All","15","10"," ","0"
"2015","6 point(s)","All","All","Male","Main scheme applicant","All","15","10"," ","0"
"2016","6 point(s)","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2017","6 point(s)","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2018","6 point(s)","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2019","6 point(s)","All","All","Male","Main scheme applicant","All","10","5"," ","0"
"2020","6 point(s)","All","All","Male","Main scheme applicant","All","15","15","1","0"
"2021","6 point(s)","All","All","Male","Main scheme applicant","All","5","5"," ","0"
"2022","6 point(s)","All","All","Male","Main scheme applicant","All","15","15","1","0"
"2023","6 point(s)","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2010","7 point(s)","All","All","Male","Main scheme applicant","All","35","35","0.919","0"
"2011","7 point(s)","All","All","Male","Main scheme applicant","All","35","25","0.794","0"
"2012","7 point(s)","All","All","Male","Main scheme applicant","All","30","25","0.767","0"
"2013","7 point(s)","All","All","Male","Main scheme applicant","All","30","30","0.933","0"
"2014","7 point(s)","All","All","Male","Main scheme applicant","All","30","25","0.871","0"
"2015","7 point(s)","All","All","Male","Main scheme applicant","All","25","20","0.8260000000000001","0"
"2016","7 point(s)","All","All","Male","Main scheme applicant","All","20","15","0.842","0"
"2017","7 point(s)","All","All","Male","Main scheme applicant","All","20","15","0.833","0"
"2018","7 point(s)","All","All","Male","Main scheme applicant","All","15","10","0.706","0"
"2019","7 point(s)","All","All","Male","Main scheme applicant","All","10","10"," ","0"
"2020","7 point(s)","All","All","Male","Main scheme applicant","All","10","10","1","0"
"2021","7 point(s)","All","All","Male","Main scheme applicant","All","15","15","0.9410000000000001","0"
"2022","7 point(s)","All","All","Male","Main scheme applicant","All","20","20","0.864","0"
"2023","7 point(s)","All","All","Male","Main scheme applicant","All","20","15","0.895","0"
"2010","8 point(s)","All","All","Male","Main scheme applicant","All","70","65","0.915","0"
"2011","8 point(s)","All","All","Male","Main scheme applicant","All","65","60","0.9380000000000001","0"
"2012","8 point(s)","All","All","Male","Main scheme applicant","All","70","60","0.841","0"
"2013","8 point(s)","All","All","Male","Main scheme applicant","All","70","65","0.887","0"
"2014","8 point(s)","All","All","Male","Main scheme applicant","All","50","45","0.898","0"
"2015","8 point(s)","All","All","Male","Main scheme applicant","All","50","45","0.896","0"
"2016","8 point(s)","All","All","Male","Main scheme applicant","All","60","55","0.931","0"
"2017","8 point(s)","All","All","Male","Main scheme applicant","All","35","30","0.879","0"
"2018","8 point(s)","All","All","Male","Main scheme applicant","All","35","30","0.889","0"
"2019","8 point(s)","All","All","Male","Main scheme applicant","All","35","30","0.886","0"
"2020","8 point(s)","All","All","Male","Main scheme applicant","All","25","25","0.963","0"
"2021","8 point(s)","All","All","Male","Main scheme applicant","All","40","35","0.923","0"
"2022","8 point(s)","All","All","Male","Main scheme applicant","All","45","40","0.848","0"
"2023","8 point(s)","All","All","Male","Main scheme applicant","All","40","30","0.8210000000000001","0"
"2010","9 point(s)","All","All","Male","Main scheme applicant","All","135","125","0.933","0"
"2011","9 point(s)","All","All","Male","Main scheme applicant","All","135","125","0.911","0"
"2012","9 point(s)","All","All","Male","Main scheme applicant","All","140","125","0.873","0"
"2013","9 point(s)","All","All","Male","Main scheme applicant","All","135","120","0.874","0"
"2014","9 point(s)","All","All","Male","Main scheme applicant","All","110","100","0.908","0"
"2015","9 point(s)","All","All","Male","Main scheme applicant","All","165","140","0.859","0"
"2016","9 point(s)","All","All","Male","Main scheme applicant","All","125","105","0.863","0"
"2017","9 point(s)","All","All","Male","Main scheme applicant","All","115","105","0.915","0"
"2018","9 point(s)","All","All","Male","Main scheme applicant","All","105","90","0.868","0"
"2019","9 point(s)","All","All","Male","Main scheme applicant","All","125","120","0.9450000000000001","0"
"2020","9 point(s)","All","All","Male","Main scheme applicant","All","100","95","0.9510000000000001","0"
"2021","9 point(s)","All","All","Male","Main scheme applicant","All","75","65","0.868","0"
"2022","9 point(s)","All","All","Male","Main scheme applicant","All","80","80","0.963","0"
"2023","9 point(s)","All","All","Male","Main scheme applicant","All","90","80","0.91","0"
"2010","10 point(s)","All","All","Male","Main scheme applicant","All","165","155","0.933","0"
"2011","10 point(s)","All","All","Male","Main scheme applicant","All","165","155","0.9510000000000001","0"
"2012","10 point(s)","All","All","Male","Main scheme applicant","All","150","140","0.921","0"
"2013","10 point(s)","All","All","Male","Main scheme applicant","All","165","150","0.926","0"
"2014","10 point(s)","All","All","Male","Main scheme applicant","All","175","165","0.9480000000000001","0"
"2015","10 point(s)","All","All","Male","Main scheme applicant","All","160","145","0.906","0"
"2016","10 point(s)","All","All","Male","Main scheme applicant","All","125","120","0.976","0"
"2017","10 point(s)","All","All","Male","Main scheme applicant","All","125","120","0.937","0"
"2018","10 point(s)","All","All","Male","Main scheme applicant","All","130","125","0.9460000000000001","0"
"2019","10 point(s)","All","All","Male","Main scheme applicant","All","135","125","0.927","0"
"2020","10 point(s)","All","All","Male","Main scheme applicant","All","130","125","0.969","0"
"2021","10 point(s)","All","All","Male","Main scheme applicant","All","115","105","0.915","0"
"2022","10 point(s)","All","All","Male","Main scheme applicant","All","130","125","0.9390000000000001","0"
"2023","10 point(s)","All","All","Male","Main scheme applicant","All","140","135","0.9570000000000001","0"
"2010","11 point(s)","All","All","Male","Main scheme applicant","All","155","145","0.936","0"
"2011","11 point(s)","All","All","Male","Main scheme applicant","All","190","175","0.926","0"
"2012","11 point(s)","All","All","Male","Main scheme applicant","All","185","165","0.896","0"
"2013","11 point(s)","All","All","Male","Main scheme applicant","All","190","175","0.937","0"
"2014","11 point(s)","All","All","Male","Main scheme applicant","All","185","175","0.9410000000000001","0"
"2015","11 point(s)","All","All","Male","Main scheme applicant","All","200","195","0.9550000000000001","0"
"2016","11 point(s)","All","All","Male","Main scheme applicant","All","200","185","0.926","0"
"2017","11 point(s)","All","All","Male","Main scheme applicant","All","185","170","0.935","0"
"2018","11 point(s)","All","All","Male","Main scheme applicant","All","185","175","0.9460000000000001","0"
"2019","11 point(s)","All","All","Male","Main scheme applicant","All","150","140","0.9400000000000001","0"
"2020","11 point(s)","All","All","Male","Main scheme applicant","All","175","155","0.897","0"
"2021","11 point(s)","All","All","Male","Main scheme applicant","All","175","165","0.9430000000000001","0"
"2022","11 point(s)","All","All","Male","Main scheme applicant","All","175","170","0.966","0"
"2023","11 point(s)","All","All","Male","Main scheme applicant","All","190","175","0.926","0"
"2010","12 point(s)","All","All","Male","Main scheme applicant","All","470","435","0.929","0"
"2011","12 point(s)","All","All","Male","Main scheme applicant","All","520","480","0.925","0"
"2012","12 point(s)","All","All","Male","Main scheme applicant","All","525","485","0.927","0"
"2013","12 point(s)","All","All","Male","Main scheme applicant","All","610","565","0.931","0"
"2014","12 point(s)","All","All","Male","Main scheme applicant","All","610","575","0.9410000000000001","0"
"2015","12 point(s)","All","All","Male","Main scheme applicant","All","685","640","0.931","0"
"2016","12 point(s)","All","All","Male","Main scheme applicant","All","630","590","0.935","0"
"2017","12 point(s)","All","All","Male","Main scheme applicant","All","660","625","0.9470000000000001","0"
"2018","12 point(s)","All","All","Male","Main scheme applicant","All","675","645","0.9510000000000001","0"
"2019","12 point(s)","All","All","Male","Main scheme applicant","All","600","565","0.9420000000000001","0"
"2020","12 point(s)","All","All","Male","Main scheme applicant","All","695","640","0.924","0"
"2021","12 point(s)","All","All","Male","Main scheme applicant","All","810","745","0.925","0"
