"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2017","All","18","England","Female","Not main scheme applicant","Not main scheme application","1290","275600","0.005"
"2018","All","18","England","Female","Not main scheme applicant","Not main scheme application","1590","269720","0.006"
"2019","All","18","England","Female","Not main scheme applicant","Not main scheme application","1790","262760","0.007"
"2020","All","18","England","Female","Not main scheme applicant","Not main scheme application","2400","260880","0.009000000000000001"
"2021","All","18","England","Female","Not main scheme applicant","Not main scheme application","1580","270520","0.006"
"2022","All","18","England","Female","Not main scheme applicant","Not main scheme application","1500","279170","0.005"
"2023","All","18","England","Female","Not main scheme applicant","Not main scheme application","1510","297770","0.005"
"2006","All","18","England","Male","Not main scheme applicant","Not main scheme application","1200","299450","0.004"
"2007","All","18","England","Male","Not main scheme applicant","Not main scheme application","1130","295380","0.004"
"2008","All","18","England","Male","Not main scheme applicant","Not main scheme application","1200","301630","0.004"
"2009","All","18","England","Male","Not main scheme applicant","Not main scheme application","960","299450","0.003"
"2010","All","18","England","Male","Not main scheme applicant","Not main scheme application","460","298880","0.002"
"2011","All","18","England","Male","Not main scheme applicant","Not main scheme application","460","301250","0.002"
"2012","All","18","England","Male","Not main scheme applicant","Not main scheme application","950","303490","0.003"
"2013","All","18","England","Male","Not main scheme applicant","Not main scheme application","1040","296840","0.004"
"2014","All","18","England","Male","Not main scheme applicant","Not main scheme application","950","294680","0.003"
"2015","All","18","England","Male","Not main scheme applicant","Not main scheme application","1060","299110","0.004"
"2016","All","18","England","Male","Not main scheme applicant","Not main scheme application","1110","292440","0.004"
"2017","All","18","England","Male","Not main scheme applicant","Not main scheme application","1340","289650","0.005"
"2018","All","18","England","Male","Not main scheme applicant","Not main scheme application","1540","282930","0.005"
"2019","All","18","England","Male","Not main scheme applicant","Not main scheme application","2050","275010","0.007"
"2020","All","18","England","Male","Not main scheme applicant","Not main scheme application","2750","274460","0.01"
"2021","All","18","England","Male","Not main scheme applicant","Not main scheme application","1990","284510","0.007"
"2022","All","18","England","Male","Not main scheme applicant","Not main scheme application","1650","293150","0.006"
"2023","All","18","England","Male","Not main scheme applicant","Not main scheme application","1680","299530","0.006"
"2006","All","18","England","Female","Main scheme applicant","Not main scheme application","6690","291810","0.023"
"2007","All","18","England","Female","Main scheme applicant","Not main scheme application","6880","287390","0.024"
"2008","All","18","England","Female","Main scheme applicant","Not main scheme application","7960","291300","0.027"
"2009","All","18","England","Female","Main scheme applicant","Not main scheme application","8590","290610","0.03"
"2010","All","18","England","Female","Main scheme applicant","Not main scheme application","9170","288210","0.032"
"2011","All","18","England","Female","Main scheme applicant","Not main scheme application","11740","288240","0.041"
"2012","All","18","England","Female","Main scheme applicant","Not main scheme application","10900","288620","0.038"
"2013","All","18","England","Female","Main scheme applicant","Not main scheme application","10780","282730","0.038"
"2014","All","18","England","Female","Main scheme applicant","Not main scheme application","11870","279680","0.042"
"2015","All","18","England","Female","Main scheme applicant","Not main scheme application","12790","285710","0.045"
"2016","All","18","England","Female","Main scheme applicant","Not main scheme application","13430","278850","0.048"
"2017","All","18","England","Female","Main scheme applicant","Not main scheme application","13610","275600","0.049"
"2018","All","18","England","Female","Main scheme applicant","Not main scheme application","13840","269720","0.051000000000000004"
"2019","All","18","England","Female","Main scheme applicant","Not main scheme application","15400","262760","0.059000000000000004"
"2020","All","18","England","Female","Main scheme applicant","Not main scheme application","16340","260880","0.063"
"2021","All","18","England","Female","Main scheme applicant","Not main scheme application","12830","270520","0.047"
"2022","All","18","England","Female","Main scheme applicant","Not main scheme application","16780","279170","0.06"
"2023","All","18","England","Female","Main scheme applicant","Not main scheme application","17640","297770","0.059000000000000004"
"2006","All","18","England","Male","Main scheme applicant","Not main scheme application","4790","299450","0.016"
"2007","All","18","England","Male","Main scheme applicant","Not main scheme application","5210","295380","0.018000000000000002"
"2008","All","18","England","Male","Main scheme applicant","Not main scheme application","5820","301630","0.019"
"2009","All","18","England","Male","Main scheme applicant","Not main scheme application","6700","299450","0.022"
"2010","All","18","England","Male","Main scheme applicant","Not main scheme application","7270","298880","0.024"
"2011","All","18","England","Male","Main scheme applicant","Not main scheme application","8980","301250","0.03"
"2012","All","18","England","Male","Main scheme applicant","Not main scheme application","8320","303490","0.027"
"2013","All","18","England","Male","Main scheme applicant","Not main scheme application","7820","296840","0.026000000000000002"
"2014","All","18","England","Male","Main scheme applicant","Not main scheme application","9080","294680","0.031"
"2015","All","18","England","Male","Main scheme applicant","Not main scheme application","9200","299110","0.031"
"2016","All","18","England","Male","Main scheme applicant","Not main scheme application","9660","292440","0.033"
"2017","All","18","England","Male","Main scheme applicant","Not main scheme application","10150","289650","0.035"
"2018","All","18","England","Male","Main scheme applicant","Not main scheme application","10130","282930","0.036000000000000004"
"2019","All","18","England","Male","Main scheme applicant","Not main scheme application","11670","275010","0.042"
"2020","All","18","England","Male","Main scheme applicant","Not main scheme application","13030","274460","0.047"
"2021","All","18","England","Male","Main scheme applicant","Not main scheme application","9820","284510","0.035"
"2022","All","18","England","Male","Main scheme applicant","Not main scheme application","12220","293150","0.042"
"2023","All","18","England","Male","Main scheme applicant","Not main scheme application","13810","299530","0.046"
"2006","All","18","England","Female","Not main scheme applicant","Main scheme application","0","291810","0"
"2007","All","18","England","Female","Not main scheme applicant","Main scheme application","0","287390","0"
