"Year","Difference between predicted and achieved A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","All","Quintile 1","Main scheme applicant","Main scheme application","16245","12910","0.795","0"
"2022","All","Quintile 1","Main scheme applicant","Main scheme application","17510","12740","0.727","0"
"2023","All","Quintile 1","Main scheme applicant","Main scheme application","17520","12180","0.6950000000000001","0"
"2010","All","Quintile 2","Main scheme applicant","Main scheme application","24335","17695","0.727","0"
"2011","All","Quintile 2","Main scheme applicant","Main scheme application","24180","17530","0.725","0"
"2012","All","Quintile 2","Main scheme applicant","Main scheme application","23080","17040","0.738","0"
"2013","All","Quintile 2","Main scheme applicant","Main scheme application","22795","17290","0.758","0"
"2014","All","Quintile 2","Main scheme applicant","Main scheme application","22710","17075","0.752","0"
"2015","All","Quintile 2","Main scheme applicant","Main scheme application","23085","17310","0.75","0"
"2016","All","Quintile 2","Main scheme applicant","Main scheme application","23225","17700","0.762","0"
"2017","All","Quintile 2","Main scheme applicant","Main scheme application","23455","17790","0.758","0"
"2018","All","Quintile 2","Main scheme applicant","Main scheme application","22980","17300","0.753","0"
"2019","All","Quintile 2","Main scheme applicant","Main scheme application","22185","16170","0.729","0"
"2020","All","Quintile 2","Main scheme applicant","Main scheme application","21950","16505","0.752","0"
"2021","All","Quintile 2","Main scheme applicant","Main scheme application","24030","18960","0.789","0"
"2022","All","Quintile 2","Main scheme applicant","Main scheme application","24770","17895","0.722","0"
"2023","All","Quintile 2","Main scheme applicant","Main scheme application","24990","17325","0.6930000000000001","0"
"2010","All","Quintile 3","Main scheme applicant","Main scheme application","33165","24125","0.727","0"
"2011","All","Quintile 3","Main scheme applicant","Main scheme application","32750","24060","0.735","0"
"2012","All","Quintile 3","Main scheme applicant","Main scheme application","31105","22725","0.731","0"
"2013","All","Quintile 3","Main scheme applicant","Main scheme application","31090","23625","0.76","0"
"2014","All","Quintile 3","Main scheme applicant","Main scheme application","30665","22970","0.749","0"
"2015","All","Quintile 3","Main scheme applicant","Main scheme application","31550","23765","0.753","0"
"2016","All","Quintile 3","Main scheme applicant","Main scheme application","31270","23475","0.751","0"
"2017","All","Quintile 3","Main scheme applicant","Main scheme application","31505","23545","0.747","0"
"2018","All","Quintile 3","Main scheme applicant","Main scheme application","30405","22505","0.74","0"
"2019","All","Quintile 3","Main scheme applicant","Main scheme application","30100","21800","0.724","0"
"2020","All","Quintile 3","Main scheme applicant","Main scheme application","29515","21745","0.737","0"
"2021","All","Quintile 3","Main scheme applicant","Main scheme application","31945","24905","0.78","0"
"2022","All","Quintile 3","Main scheme applicant","Main scheme application","33145","23610","0.712","0"
"2023","All","Quintile 3","Main scheme applicant","Main scheme application","33345","22975","0.6890000000000001","0"
"2010","All","Quintile 4","Main scheme applicant","Main scheme application","42810","31265","0.73","0"
"2011","All","Quintile 4","Main scheme applicant","Main scheme application","42910","31785","0.741","0"
"2012","All","Quintile 4","Main scheme applicant","Main scheme application","40750","29870","0.733","0"
"2013","All","Quintile 4","Main scheme applicant","Main scheme application","40875","30830","0.754","0"
"2014","All","Quintile 4","Main scheme applicant","Main scheme application","40000","29535","0.738","0"
"2015","All","Quintile 4","Main scheme applicant","Main scheme application","40980","30705","0.749","0"
"2016","All","Quintile 4","Main scheme applicant","Main scheme application","40485","30270","0.748","0"
"2017","All","Quintile 4","Main scheme applicant","Main scheme application","41030","30185","0.736","0"
"2018","All","Quintile 4","Main scheme applicant","Main scheme application","40085","29315","0.731","0"
"2019","All","Quintile 4","Main scheme applicant","Main scheme application","39855","28535","0.716","0"
"2020","All","Quintile 4","Main scheme applicant","Main scheme application","39500","28775","0.728","0"
"2021","All","Quintile 4","Main scheme applicant","Main scheme application","42035","32960","0.784","0"
"2022","All","Quintile 4","Main scheme applicant","Main scheme application","44195","31790","0.719","0"
"2023","All","Quintile 4","Main scheme applicant","Main scheme application","44205","30750","0.6960000000000001","0"
"2010","All","Quintile 5","Main scheme applicant","Main scheme application","66590","49260","0.74","0"
"2011","All","Quintile 5","Main scheme applicant","Main scheme application","66515","49975","0.751","0"
"2012","All","Quintile 5","Main scheme applicant","Main scheme application","64535","48365","0.749","0"
"2013","All","Quintile 5","Main scheme applicant","Main scheme application","63980","49325","0.771","0"
"2014","All","Quintile 5","Main scheme applicant","Main scheme application","62910","47300","0.752","0"
"2015","All","Quintile 5","Main scheme applicant","Main scheme application","64310","48950","0.761","0"
"2016","All","Quintile 5","Main scheme applicant","Main scheme application","64620","48715","0.754","0"
"2017","All","Quintile 5","Main scheme applicant","Main scheme application","64560","48310","0.748","0"
"2018","All","Quintile 5","Main scheme applicant","Main scheme application","62695","47150","0.752","0"
"2019","All","Quintile 5","Main scheme applicant","Main scheme application","61970","45255","0.73","0"
"2020","All","Quintile 5","Main scheme applicant","Main scheme application","62575","46180","0.738","0"
"2021","All","Quintile 5","Main scheme applicant","Main scheme application","67705","54205","0.801","0"
"2022","All","Quintile 5","Main scheme applicant","Main scheme application","70445","51930","0.737","0"
"2023","All","Quintile 5","Main scheme applicant","Main scheme application","70920","51250","0.723","0"
"2010","0 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","0 points","All","Not main scheme applicant","Not main scheme application","10","10","0.909","0"
"2012","0 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2013","0 points","All","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","0 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","0 points","All","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","0 points","All","Not main scheme applicant","Not main scheme application","15","15","0.929","0"
"2017","0 points","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2018","0 points","All","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2019","0 points","All","Not main scheme applicant","Not main scheme application","30","30","0.933","5"
"2020","0 points","All","Not main scheme applicant","Not main scheme application","120","120","0.992","30"
"2021","0 points","All","Not main scheme applicant","Not main scheme application","50","45","0.9580000000000001","15"
"2022","0 points","All","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001","5"
"2023","0 points","All","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001","5"
"2011","1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","1 points","All","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","1 points","All","Not main scheme applicant","Not main scheme application","50","50","0.981","10"
"2021","1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","2 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","2 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","2 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","2 points","All","Not main scheme applicant","Not main scheme application","10","10","0.917","5"
"2021","2 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","3 points","All","Not main scheme applicant","Not main scheme application","10","10","0.833","0"
"2018","More than 3 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","-1 points","All","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2011","-1 points","All","Not main scheme applicant","Not main scheme application","15","15","0.933","5"
"2012","-1 points","All","Not main scheme applicant","Not main scheme application","10","10","0.917","5"
"2013","-1 points","All","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2014","-1 points","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","-1 points","All","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2016","-1 points","All","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2017","-1 points","All","Not main scheme applicant","Not main scheme application","15","15","1","0"
