"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 1","2550","2300","0.902"
"2021","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 1","3355","3075","0.916"
"2022","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 1","3170","2875","0.907"
"2023","(CAH15) social sciences","(CAH15-04-03) health studies","Quintile 1","2840","2590","0.912"
"2019","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 1","1180","985","0.833"
"2020","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 1","1040","860","0.8290000000000001"
"2021","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 1","1105","875","0.794"
"2022","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 1","975","690","0.708"
"2023","(CAH15) social sciences","(CAH15-01-03) social policy","Quintile 1","905","725","0.801"
"2019","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 1","11265","10210","0.906"
"2020","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 1","11730","10695","0.912"
"2021","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 1","12500","11160","0.893"
"2022","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 1","13690","12050","0.88"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","Quintile 1","12480","11140","0.893"
"2019","(CAH15) social sciences","(CAH15-01-05) development studies","Quintile 1","75","65","0.855"
"2020","(CAH15) social sciences","(CAH15-01-05) development studies","Quintile 1","85","75","0.882"
"2021","(CAH15) social sciences","(CAH15-01-05) development studies","Quintile 1","100","85","0.868"
"2022","(CAH15) social sciences","(CAH15-01-05) development studies","Quintile 1","80","65","0.841"
"2023","(CAH15) social sciences","(CAH15-01-05) development studies","Quintile 1","65","60","0.9510000000000001"
"2019","(CAH15) social sciences","(CAH15-01-06) cultural studies","Quintile 1","75","70","0.905"
"2020","(CAH15) social sciences","(CAH15-01-06) cultural studies","Quintile 1","55","50","0.915"
"2021","(CAH15) social sciences","(CAH15-01-06) cultural studies","Quintile 1","60","50","0.809"
"2022","(CAH15) social sciences","(CAH15-01-06) cultural studies","Quintile 1","55","40","0.75"
"2023","(CAH15) social sciences","(CAH15-01-06) cultural studies","Quintile 1","50","40","0.848"
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 1","9935","8200","0.8260000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 1","10010","8325","0.8320000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 1","10675","8895","0.833"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 1","11845","9575","0.808"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Quintile 1","10525","8640","0.8210000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Quintile 1","165","135","0.805"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Quintile 1","125","110","0.867"
"2021","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Quintile 1","160","140","0.887"
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Quintile 1","185","160","0.871"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Quintile 1","100","90","0.893"
"2019","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 1","265","225","0.847"
"2020","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 1","310","260","0.836"
"2021","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 1","310","260","0.836"
"2022","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 1","360","310","0.866"
"2023","(CAH03) biological and sport sciences","(CAH03-01-10) others in biosciences","Quintile 1","320","270","0.844"
"2019","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 1","1690","1460","0.865"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 1","1365","1180","0.863"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 1","1480","1300","0.879"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 1","1540","1265","0.8230000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Quintile 1","1625","1345","0.8270000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 1","1140","930","0.8150000000000001"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 1","1270","1065","0.84"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 1","1425","1210","0.85"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 1","1405","1140","0.811"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Quintile 1","1365","1165","0.853"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 1","2130","1795","0.842"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 1","2000","1710","0.856"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 1","1750","1545","0.882"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 1","1845","1530","0.8300000000000001"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Quintile 1","1885","1600","0.848"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 1","870","765","0.878"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 1","910","795","0.873"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 1","1080","970","0.899"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 1","1195","1040","0.868"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Quintile 1","1045","905","0.865"
"2019","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Quintile 1","430","375","0.877"
"2020","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Quintile 1","390","325","0.8320000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Quintile 1","420","345","0.8250000000000001"
"2022","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Quintile 1","410","345","0.845"
"2023","(CAH03) biological and sport sciences","(CAH03-01-04) microbiology and cell science","Quintile 1","425","365","0.861"
"2019","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Quintile 1","10","5"," "
"2020","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Quintile 1","25","15","0.599"
"2021","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Quintile 1","25","15","0.666"
"2022","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Quintile 1","25","20","0.78"
"2023","(CAH03) biological and sport sciences","(CAH03-01-05) plant sciences","Quintile 1","40","30","0.6950000000000001"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 1","1210","945","0.782"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 1","1085","885","0.8160000000000001"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 1","1220","935","0.768"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 1","1490","1195","0.802"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Quintile 1","1250","1010","0.809"
"2019","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Quintile 1","20","10","0.508"
"2020","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Quintile 1","35","20","0.633"
"2021","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Quintile 1","35","20","0.6"
"2022","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Quintile 1","5","5"," "
"2023","(CAH03) biological and sport sciences","(CAH03-01-09) hair and beauty sciences","Quintile 1","5","5"," "
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 1","1945","1245","0.639"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 1","2215","1390","0.628"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 1","2375","1535","0.646"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 1","2990","1835","0.613"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Quintile 1","2875","1820","0.632"
"2019","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Quintile 1","25","20","0.788"
"2020","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Quintile 1","40","25","0.586"
"2021","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Quintile 1","45","25","0.518"
"2022","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Quintile 1","60","40","0.6880000000000001"
"2023","(CAH13) architecture, building and planning","(CAH13-01-03) landscape design","Quintile 1","45","25","0.553"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 1","1010","845","0.836"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 1","1095","960","0.877"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 1","1225","1060","0.865"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 1","1300","1160","0.892"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","Quintile 1","1235","1065","0.864"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 1","270","230","0.854"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 1","275","240","0.867"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 1","275","235","0.849"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 1","350","290","0.8290000000000001"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Quintile 1","260","195","0.755"
"2019","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Quintile 1","95","50","0.537"
"2020","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Quintile 1","100","60","0.58"
"2021","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Quintile 1","130","50","0.396"
"2022","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Quintile 1","165","75","0.461"
"2023","(CAH01) medicine and dentistry","(CAH01-01-03) medicine by specialism","Quintile 1","115","60","0.522"
"2019","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Quintile 1","1140","215","0.187"
"2020","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Quintile 1","1290","220","0.17"
"2021","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Quintile 1","1440","230","0.161"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Quintile 1","1765","145","0.083"
"2023","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Quintile 1","2340","195","0.084"
"2019","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 1","5465","1345","0.246"
"2020","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 1","6080","1515","0.249"
"2021","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 1","7935","1610","0.203"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 1","8540","1195","0.14"
"2023","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Quintile 1","7770","1405","0.181"
