"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Yorkshire and The Humber","115","95","0.81"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Yorkshire and The Humber","165","120","0.725"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Yorkshire and The Humber","170","115","0.663"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-06) complementary and alternative medicine","Yorkshire and The Humber","130","95","0.742"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Yorkshire and The Humber","2660","1010","0.38"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Yorkshire and The Humber","3125","1200","0.384"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Yorkshire and The Humber","4235","1395","0.33"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Yorkshire and The Humber","4520","1385","0.306"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-01) health sciences (non-specific)","Yorkshire and The Humber","4170","1350","0.324"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Yorkshire and The Humber","535","440","0.8270000000000001"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Yorkshire and The Humber","415","325","0.783"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Yorkshire and The Humber","450","325","0.722"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Yorkshire and The Humber","455","315","0.6970000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-02) nutrition and dietetics","Yorkshire and The Humber","365","260","0.715"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Yorkshire and The Humber","775","770","0.991"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Yorkshire and The Humber","840","825","0.985"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Yorkshire and The Humber","1120","1110","0.989"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Yorkshire and The Humber","930","920","0.99"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-04) environmental and public health","Yorkshire and The Humber","675","665","0.988"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Yorkshire and The Humber","940","600","0.639"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Yorkshire and The Humber","1205","795","0.661"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Yorkshire and The Humber","1335","915","0.686"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Yorkshire and The Humber","1405","890","0.635"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-07) counselling, psychotherapy and occupational therapy","Yorkshire and The Humber","1160","720","0.623"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Yorkshire and The Humber","200","150","0.745"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Yorkshire and The Humber","215","165","0.767"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Yorkshire and The Humber","245","185","0.75"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Yorkshire and The Humber","275","180","0.655"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-01) pharmacology","Yorkshire and The Humber","300","225","0.756"
"2019","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Yorkshire and The Humber","1230","780","0.635"
"2020","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Yorkshire and The Humber","1125","725","0.643"
"2021","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Yorkshire and The Humber","1380","885","0.641"
"2022","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Yorkshire and The Humber","1595","930","0.584"
"2023","(CAH02) subjects allied to medicine","(CAH02-02-03) pharmacy","Yorkshire and The Humber","1970","1090","0.553"
"2019","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Yorkshire and The Humber","1335","485","0.363"
"2020","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Yorkshire and The Humber","1445","585","0.405"
"2021","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Yorkshire and The Humber","1455","590","0.404"
"2022","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Yorkshire and The Humber","1795","555","0.309"
"2023","(CAH02) subjects allied to medicine","(CAH02-06-05) physiotherapy","Yorkshire and The Humber","1820","640","0.35100000000000003"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Yorkshire and The Humber","215","140","0.647"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Yorkshire and The Humber","220","140","0.627"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Yorkshire and The Humber","175","95","0.55"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Yorkshire and The Humber","190","115","0.597"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-02) healthcare science (non-specific)","Yorkshire and The Humber","255","150","0.581"
"2019","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Yorkshire and The Humber","2890","2500","0.865"
"2020","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Yorkshire and The Humber","2690","2305","0.857"
"2021","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Yorkshire and The Humber","2650","2295","0.865"
"2022","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Yorkshire and The Humber","2470","2165","0.876"
"2023","(CAH02) subjects allied to medicine","(CAH02-05-03) biomedical sciences (non-specific)","Yorkshire and The Humber","2765","2370","0.857"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Yorkshire and The Humber","5415","2765","0.51"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Yorkshire and The Humber","6040","3160","0.523"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Yorkshire and The Humber","7255","3800","0.524"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Yorkshire and The Humber","6700","3135","0.468"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-02) adult nursing","Yorkshire and The Humber","5285","2490","0.47100000000000003"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Yorkshire and The Humber","1820","520","0.28700000000000003"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Yorkshire and The Humber","1990","595","0.299"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Yorkshire and The Humber","2635","690","0.262"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Yorkshire and The Humber","2640","645","0.244"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-05) children's nursing","Yorkshire and The Humber","2090","655","0.313"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-03) community nursing","Yorkshire and The Humber","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","Yorkshire and The Humber","80","30","0.363"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","Yorkshire and The Humber","5","0"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-09) others in nursing","Yorkshire and The Humber","5","5"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Yorkshire and The Humber","35","5"," "
"2020","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Yorkshire and The Humber","70","10","0.157"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Yorkshire and The Humber","100","5"," "
"2022","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Yorkshire and The Humber","205","20","0.10200000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-06) dental nursing","Yorkshire and The Humber","195","10"," "
"2019","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Yorkshire and The Humber","150","75","0.493"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Yorkshire and The Humber","175","80","0.46900000000000003"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Yorkshire and The Humber","150","85","0.55"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Yorkshire and The Humber","160","65","0.4"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-08) learning disabilities nursing","Yorkshire and The Humber","130","60","0.446"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Yorkshire and The Humber","1865","760","0.40800000000000003"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Yorkshire and The Humber","2330","1045","0.449"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Yorkshire and The Humber","2700","1150","0.426"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Yorkshire and The Humber","2420","915","0.379"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-07) mental health nursing","Yorkshire and The Humber","2185","890","0.406"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Yorkshire and The Humber","2270","555","0.245"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Yorkshire and The Humber","2535","605","0.23900000000000002"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Yorkshire and The Humber","3280","630","0.192"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Yorkshire and The Humber","3295","570","0.17300000000000001"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-04) midwifery","Yorkshire and The Humber","2655","560","0.21"
"2019","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Yorkshire and The Humber","490","225","0.46"
"2020","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Yorkshire and The Humber","590","295","0.503"
"2021","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Yorkshire and The Humber","725","325","0.446"
"2022","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Yorkshire and The Humber","600","260","0.437"
"2023","(CAH02) subjects allied to medicine","(CAH02-04-01) nursing (non-specific)","Yorkshire and The Humber","480","230","0.47800000000000004"
"2019","(CAH19) language and area studies","(CAH19-01-05) creative writing","Yorkshire and The Humber","480","390","0.809"
"2020","(CAH19) language and area studies","(CAH19-01-05) creative writing","Yorkshire and The Humber","450","375","0.8300000000000001"
