"Year","Predicted SQA higher points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2011","20 point(s)","18","Scotland","All","All","Main scheme application","10","5"," ","0"
"2012","20 point(s)","18","Scotland","All","All","Main scheme application","20","15","0.722","0"
"2013","20 point(s)","18","Scotland","All","All","Main scheme application","20","15","0.833","0"
"2014","20 point(s)","18","Scotland","All","All","Main scheme application","20","15","0.722","0"
"2015","20 point(s)","18","Scotland","All","All","Main scheme application","30","20","0.6880000000000001","0"
"2016","20 point(s)","18","Scotland","All","All","Main scheme application","40","30","0.769","0"
"2017","20 point(s)","18","Scotland","All","All","Main scheme application","35","25","0.657","0"
"2018","20 point(s)","18","Scotland","All","All","Main scheme application","45","35","0.8220000000000001","0"
"2019","20 point(s)","18","Scotland","All","All","Main scheme application","40","30","0.762","0"
"2020","20 point(s)","18","Scotland","All","All","Main scheme application","45","35","0.767","0"
"2021","20 point(s)","18","Scotland","All","All","Main scheme application","65","50","0.761","0"
"2022","20 point(s)","18","Scotland","All","All","Main scheme application","60","50","0.833","0"
"2023","20 point(s)","18","Scotland","All","All","Main scheme application","50","40","0.745","0"
"2010","All","18","Scotland","All","All","Not main scheme application","50","45","0.882","0"
"2011","All","18","Scotland","All","All","Not main scheme application","30","25","0.767","0"
"2012","All","18","Scotland","All","All","Not main scheme application","45","30","0.727","0"
"2013","All","18","Scotland","All","All","Not main scheme application","30","20","0.677","0"
"2014","All","18","Scotland","All","All","Not main scheme application","55","40","0.684","0"
"2015","All","18","Scotland","All","All","Not main scheme application","75","45","0.603","0"
"2016","All","18","Scotland","All","All","Not main scheme application","50","30","0.549","0"
"2017","All","18","Scotland","All","All","Not main scheme application","45","35","0.761","0"
"2018","All","18","Scotland","All","All","Not main scheme application","40","20","0.538","0"
"2019","All","18","Scotland","All","All","Not main scheme application","45","30","0.674","0"
"2020","All","18","Scotland","All","All","Not main scheme application","50","45","0.9","0"
"2021","All","18","Scotland","All","All","Not main scheme application","25","20","0.731","0"
"2022","All","18","Scotland","All","All","Not main scheme application","30","20","0.621","0"
"2023","All","18","Scotland","All","All","Not main scheme application","35","25","0.743","0"
"2010","All","18","Scotland","All","All","Main scheme application","360","190","0.524","0"
"2011","All","18","Scotland","All","All","Main scheme application","345","170","0.49","0"
"2012","All","18","Scotland","All","All","Main scheme application","470","215","0.455","0"
"2013","All","18","Scotland","All","All","Main scheme application","400","210","0.525","0"
"2014","All","18","Scotland","All","All","Main scheme application","480","225","0.47000000000000003","0"
"2015","All","18","Scotland","All","All","Main scheme application","510","220","0.437","0"
"2016","All","18","Scotland","All","All","Main scheme application","425","220","0.517","0"
"2017","All","18","Scotland","All","All","Main scheme application","395","215","0.547","0"
"2018","All","18","Scotland","All","All","Main scheme application","420","255","0.604","0"
"2019","All","18","Scotland","All","All","Main scheme application","365","205","0.56","0"
"2020","All","18","Scotland","All","All","Main scheme application","395","265","0.668","0"
"2021","All","18","Scotland","All","All","Main scheme application","400","290","0.728","0"
"2022","All","18","Scotland","All","All","Main scheme application","290","180","0.623","0"
"2023","All","18","Scotland","All","All","Main scheme application","350","215","0.616","0"
"2010","11 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2013","11 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2014","11 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2016","11 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2019","11 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2020","11 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2010","12 point(s)","All","Scotland","All","All","Not main scheme application","10","10"," ","0"
"2011","12 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2012","12 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2013","12 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2014","12 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2015","12 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2017","12 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2019","12 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2020","12 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2022","12 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2023","12 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2010","13 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2011","13 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2012","13 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2014","13 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2015","13 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2016","13 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2019","13 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2020","13 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2021","13 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2023","13 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2010","14 point(s)","All","Scotland","All","All","Not main scheme application","10","10"," ","0"
"2011","14 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2012","14 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2013","14 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2014","14 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2015","14 point(s)","All","Scotland","All","All","Not main scheme application","20","15","0.65","0"
"2016","14 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2017","14 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2018","14 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2019","14 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2020","14 point(s)","All","Scotland","All","All","Not main scheme application","10","10"," ","0"
"2021","14 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2022","14 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2023","14 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2010","15 point(s)","All","Scotland","All","All","Not main scheme application","10","10"," ","0"
"2012","15 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2013","15 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2014","15 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2015","15 point(s)","All","Scotland","All","All","Not main scheme application","10","10"," ","0"
"2016","15 point(s)","All","Scotland","All","All","Not main scheme application","10","0"," ","0"
"2017","15 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2018","15 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2019","15 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2021","15 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2022","15 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2023","15 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2010","16 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2011","16 point(s)","All","Scotland","All","All","Not main scheme application","10","10"," ","0"
"2012","16 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2013","16 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2014","16 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2015","16 point(s)","All","Scotland","All","All","Not main scheme application","15","5"," ","0"
"2016","16 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2017","16 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2018","16 point(s)","All","Scotland","All","All","Not main scheme application","10","5"," ","0"
"2019","16 point(s)","All","Scotland","All","All","Not main scheme application","10","10"," ","0"
"2020","16 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2021","16 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2022","16 point(s)","All","Scotland","All","All","Not main scheme application","5","0"," ","0"
"2023","16 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2010","17 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2012","17 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
"2014","17 point(s)","All","Scotland","All","All","Not main scheme application","5","5"," ","0"
