"Year","Domicile UK International","Domicile","Age group","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2011","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4370","12340","0.354"
"2012","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4290","12380","0.34600000000000003"
"2013","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4450","12080","0.368"
"2014","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4330","11930","0.363"
"2015","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4340","12160","0.357"
"2016","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4400","11920","0.369"
"2017","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4320","11820","0.365"
"2018","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4120","11140","0.37"
"2019","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4100","10920","0.376"
"2020","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4700","10880","0.432"
"2021","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4860","10940","0.444"
"2022","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4730","11080","0.427"
"2023","UK","Northern Ireland","All","Female","Main scheme applicant","Main scheme application","4660","11240","0.41400000000000003"
"2006","UK","England","All","Female","Main scheme applicant","Main scheme application","79590","319840","0.249"
"2007","UK","England","All","Female","Main scheme applicant","Main scheme application","80260","315670","0.254"
"2008","UK","England","All","Female","Main scheme applicant","Main scheme application","86390","320340","0.27"
"2009","UK","England","All","Female","Main scheme applicant","Main scheme application","88190","325520","0.271"
"2010","UK","England","All","Female","Main scheme applicant","Main scheme application","87190","324070","0.269"
"2011","UK","England","All","Female","Main scheme applicant","Main scheme application","87790","314540","0.279"
"2012","UK","England","All","Female","Main scheme applicant","Main scheme application","85840","315630","0.272"
"2013","UK","England","All","Female","Main scheme applicant","Main scheme application","89380","310320","0.28800000000000003"
"2014","UK","England","All","Female","Main scheme applicant","Main scheme application","91200","306120","0.298"
"2015","UK","England","All","Female","Main scheme applicant","Main scheme application","97130","313890","0.309"
"2016","UK","England","All","Female","Main scheme applicant","Main scheme application","98020","307070","0.319"
"2017","UK","England","All","Female","Main scheme applicant","Main scheme application","99060","304090","0.326"
"2018","UK","England","All","Female","Main scheme applicant","Main scheme application","97460","296680","0.329"
"2019","UK","England","All","Female","Main scheme applicant","Main scheme application","97510","292160","0.334"
"2020","UK","England","All","Female","Main scheme applicant","Main scheme application","103970","286880","0.362"
"2021","UK","England","All","Female","Main scheme applicant","Main scheme application","117270","296020","0.396"
"2022","UK","England","All","Female","Main scheme applicant","Main scheme application","113700","305000","0.373"
"2023","UK","England","All","Female","Main scheme applicant","Main scheme application","109020","313350","0.34800000000000003"
"2006","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7040","31170","0.226"
"2007","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","6920","30920","0.224"
"2008","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7160","31970","0.224"
"2009","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7330","32080","0.228"
"2010","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7820","31480","0.249"
"2011","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7460","30710","0.243"
"2012","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7650","30110","0.254"
"2013","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7640","29740","0.257"
"2014","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7830","29770","0.263"
"2015","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","7890","29350","0.269"
"2016","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","8010","28640","0.28"
"2017","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","8100","27820","0.291"
"2018","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","8160","27330","0.299"
"2019","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","8010","26390","0.304"
"2020","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","8190","26010","0.315"
"2021","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","9670","26770","0.361"
"2022","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","9330","27390","0.341"
"2023","UK","Scotland","All","Female","Main scheme applicant","Main scheme application","9110","27970","0.326"
"2006","UK","Wales","All","Female","Main scheme applicant","Main scheme application","4970","19370","0.256"
"2007","UK","Wales","All","Female","Main scheme applicant","Main scheme application","4780","18990","0.251"
"2008","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5100","19090","0.267"
"2009","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5310","19530","0.272"
"2010","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5010","19880","0.252"
"2011","UK","Wales","All","Female","Main scheme applicant","Main scheme application","4740","19000","0.25"
"2012","UK","Wales","All","Female","Main scheme applicant","Main scheme application","4920","18800","0.262"
"2013","UK","Wales","All","Female","Main scheme applicant","Main scheme application","4900","18430","0.266"
"2014","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5110","18230","0.28"
"2015","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5430","18320","0.296"
"2016","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5460","17770","0.307"
"2017","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5290","17340","0.305"
"2018","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5220","16730","0.312"
"2019","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5150","16100","0.32"
"2020","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5190","15720","0.33"
"2021","UK","Wales","All","Female","Main scheme applicant","Main scheme application","6010","15960","0.377"
"2022","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5570","16520","0.337"
"2023","UK","Wales","All","Female","Main scheme applicant","Main scheme application","5460","17200","0.317"
"2006","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3420","13680","0.25"
"2007","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3500","13500","0.259"
"2008","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3510","13280","0.264"
"2009","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3740","13310","0.281"
"2010","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3540","13070","0.271"
"2011","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3550","12660","0.28"
"2012","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3340","12750","0.262"
"2013","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3620","12440","0.291"
"2014","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3420","12340","0.277"
"2015","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3270","12680","0.258"
"2016","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3370","12530","0.269"
"2017","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3120","12380","0.252"
"2018","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3200","12060","0.266"
"2019","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3100","11470","0.27"
"2020","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3520","11390","0.309"
"2021","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3890","11400","0.341"
"2022","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3540","11800","0.3"
"2023","UK","Northern Ireland","All","Male","Main scheme applicant","Main scheme application","3320","11950","0.278"
"2006","UK","England","All","Male","Main scheme applicant","Main scheme application","65330","332100","0.197"
"2007","UK","England","All","Male","Main scheme applicant","Main scheme application","65140","327910","0.199"
"2008","UK","England","All","Male","Main scheme applicant","Main scheme application","68210","336660","0.203"
"2009","UK","England","All","Male","Main scheme applicant","Main scheme application","70490","342500","0.20600000000000002"
"2010","UK","England","All","Male","Main scheme applicant","Main scheme application","71260","336200","0.212"
"2011","UK","England","All","Male","Main scheme applicant","Main scheme application","72420","329110","0.22"
"2012","UK","England","All","Male","Main scheme applicant","Main scheme application","68880","332250","0.20700000000000002"
"2013","UK","England","All","Male","Main scheme applicant","Main scheme application","72580","326760","0.222"
