"Year","Achieved BTEC Extended diploma points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","7 points (DDD)","Asian","All","Main scheme application","635","465","0.733","0"
"2012","8 points (D*DD)","Asian","All","Main scheme application","135","105","0.772","0"
"2013","8 points (D*DD)","Asian","All","Main scheme application","170","130","0.762","0"
"2014","8 points (D*DD)","Asian","All","Main scheme application","220","170","0.784","0"
"2015","8 points (D*DD)","Asian","All","Main scheme application","250","195","0.778","0"
"2016","8 points (D*DD)","Asian","All","Main scheme application","315","235","0.735","0"
"2017","8 points (D*DD)","Asian","All","Main scheme application","325","250","0.775","0"
"2018","8 points (D*DD)","Asian","All","Main scheme application","345","265","0.766","0"
"2019","8 points (D*DD)","Asian","All","Main scheme application","440","310","0.712","0"
"2020","8 points (D*DD)","Asian","All","Main scheme application","500","400","0.801","0"
"2021","8 points (D*DD)","Asian","All","Main scheme application","555","435","0.784","0"
"2022","8 points (D*DD)","Asian","All","Main scheme application","620","460","0.748","0"
"2023","8 points (D*DD)","Asian","All","Main scheme application","580","445","0.766","0"
"2012","9 points (D*D*D)","Asian","All","Main scheme application","115","95","0.795","0"
"2013","9 points (D*D*D)","Asian","All","Main scheme application","165","135","0.8130000000000001","0"
"2014","9 points (D*D*D)","Asian","All","Main scheme application","205","155","0.765","0"
"2015","9 points (D*D*D)","Asian","All","Main scheme application","305","235","0.77","0"
"2016","9 points (D*D*D)","Asian","All","Main scheme application","355","270","0.76","0"
"2017","9 points (D*D*D)","Asian","All","Main scheme application","395","315","0.793","0"
"2018","9 points (D*D*D)","Asian","All","Main scheme application","400","320","0.801","0"
"2019","9 points (D*D*D)","Asian","All","Main scheme application","430","335","0.783","0"
"2020","9 points (D*D*D)","Asian","All","Main scheme application","555","435","0.779","0"
"2021","9 points (D*D*D)","Asian","All","Main scheme application","595","485","0.809","0"
"2022","9 points (D*D*D)","Asian","All","Main scheme application","620","465","0.75","0"
"2023","9 points (D*D*D)","Asian","All","Main scheme application","465","365","0.788","0"
"2011","10 points (D*D*D*)","Asian","All","Main scheme application","5","5"," ","0"
"2012","10 points (D*D*D*)","Asian","All","Main scheme application","245","185","0.75","0"
"2013","10 points (D*D*D*)","Asian","All","Main scheme application","370","295","0.79","0"
"2014","10 points (D*D*D*)","Asian","All","Main scheme application","505","405","0.803","0"
"2015","10 points (D*D*D*)","Asian","All","Main scheme application","695","550","0.787","0"
"2016","10 points (D*D*D*)","Asian","All","Main scheme application","810","650","0.802","0"
"2017","10 points (D*D*D*)","Asian","All","Main scheme application","950","740","0.777","0"
"2018","10 points (D*D*D*)","Asian","All","Main scheme application","830","680","0.8200000000000001","0"
"2019","10 points (D*D*D*)","Asian","All","Main scheme application","820","675","0.8250000000000001","0"
"2020","10 points (D*D*D*)","Asian","All","Main scheme application","1050","885","0.843","0"
"2021","10 points (D*D*D*)","Asian","All","Main scheme application","1305","1085","0.8310000000000001","0"
"2022","10 points (D*D*D*)","Asian","All","Main scheme application","445","370","0.8300000000000001","0"
"2023","10 points (D*D*D*)","Asian","All","Main scheme application","270","205","0.756","0"
"2010","1 point (PPP)","Mixed","All","Main scheme application","40","20","0.463","0"
"2011","1 point (PPP)","Mixed","All","Main scheme application","40","10","0.256","0"
"2012","1 point (PPP)","Mixed","All","Main scheme application","35","10"," ","0"
"2013","1 point (PPP)","Mixed","All","Main scheme application","35","15","0.444","0"
"2014","1 point (PPP)","Mixed","All","Main scheme application","50","15","0.327","0"
"2015","1 point (PPP)","Mixed","All","Main scheme application","35","15","0.432","0"
"2016","1 point (PPP)","Mixed","All","Main scheme application","45","15","0.395","0"
"2017","1 point (PPP)","Mixed","All","Main scheme application","30","15","0.5710000000000001","0"
"2018","1 point (PPP)","Mixed","All","Main scheme application","30","15","0.438","0"
"2019","1 point (PPP)","Mixed","All","Main scheme application","25","20","0.72","0"
"2020","1 point (PPP)","Mixed","All","Main scheme application","35","20","0.5680000000000001","0"
"2021","1 point (PPP)","Mixed","All","Main scheme application","40","25","0.684","0"
"2022","1 point (PPP)","Mixed","All","Main scheme application","50","20","0.417","0"
"2023","1 point (PPP)","Mixed","All","Main scheme application","50","30","0.549","0"
"2010","2 points (MPP)","Mixed","All","Main scheme application","45","20","0.435","0"
"2011","2 points (MPP)","Mixed","All","Main scheme application","45","15","0.298","0"
"2012","2 points (MPP)","Mixed","All","Main scheme application","55","25","0.446","0"
"2013","2 points (MPP)","Mixed","All","Main scheme application","60","25","0.45","0"
"2014","2 points (MPP)","Mixed","All","Main scheme application","60","30","0.5","0"
"2015","2 points (MPP)","Mixed","All","Main scheme application","50","30","0.549","0"
"2016","2 points (MPP)","Mixed","All","Main scheme application","55","35","0.63","0"
"2017","2 points (MPP)","Mixed","All","Main scheme application","45","25","0.558","0"
"2018","2 points (MPP)","Mixed","All","Main scheme application","35","25","0.622","0"
"2019","2 points (MPP)","Mixed","All","Main scheme application","55","35","0.636","0"
"2020","2 points (MPP)","Mixed","All","Main scheme application","45","35","0.7020000000000001","0"
"2021","2 points (MPP)","Mixed","All","Main scheme application","65","30","0.462","0"
"2022","2 points (MPP)","Mixed","All","Main scheme application","70","40","0.58","0"
"2023","2 points (MPP)","Mixed","All","Main scheme application","75","40","0.506","0"
"2010","3 points (MMP)","Mixed","All","Main scheme application","65","40","0.612","0"
"2011","3 points (MMP)","Mixed","All","Main scheme application","65","40","0.603","0"
"2012","3 points (MMP)","Mixed","All","Main scheme application","60","35","0.61","0"
"2013","3 points (MMP)","Mixed","All","Main scheme application","45","25","0.533","0"
"2014","3 points (MMP)","Mixed","All","Main scheme application","55","35","0.66","0"
"2015","3 points (MMP)","Mixed","All","Main scheme application","55","30","0.5640000000000001","0"
"2016","3 points (MMP)","Mixed","All","Main scheme application","60","35","0.5650000000000001","0"
"2017","3 points (MMP)","Mixed","All","Main scheme application","55","40","0.684","0"
"2018","3 points (MMP)","Mixed","All","Main scheme application","50","30","0.604","0"
"2019","3 points (MMP)","Mixed","All","Main scheme application","60","40","0.678","0"
"2020","3 points (MMP)","Mixed","All","Main scheme application","75","50","0.712","0"
"2021","3 points (MMP)","Mixed","All","Main scheme application","50","35","0.735","0"
"2022","3 points (MMP)","Mixed","All","Main scheme application","75","45","0.622","0"
"2023","3 points (MMP)","Mixed","All","Main scheme application","90","55","0.6","0"
"2010","4 points (MMM)","Mixed","All","Main scheme application","110","80","0.705","0"
"2011","4 points (MMM)","Mixed","All","Main scheme application","110","80","0.6960000000000001","0"
"2012","4 points (MMM)","Mixed","All","Main scheme application","110","65","0.602","0"
"2013","4 points (MMM)","Mixed","All","Main scheme application","110","65","0.606","0"
"2014","4 points (MMM)","Mixed","All","Main scheme application","90","65","0.707","0"
"2015","4 points (MMM)","Mixed","All","Main scheme application","95","60","0.667","0"
"2016","4 points (MMM)","Mixed","All","Main scheme application","95","60","0.653","0"
"2017","4 points (MMM)","Mixed","All","Main scheme application","75","60","0.8","0"
"2018","4 points (MMM)","Mixed","All","Main scheme application","75","60","0.787","0"
"2019","4 points (MMM)","Mixed","All","Main scheme application","75","50","0.685","0"
"2020","4 points (MMM)","Mixed","All","Main scheme application","90","70","0.739","0"
"2021","4 points (MMM)","Mixed","All","Main scheme application","120","90","0.752","0"
"2022","4 points (MMM)","Mixed","All","Main scheme application","100","75","0.737","0"
"2023","4 points (MMM)","Mixed","All","Main scheme application","125","85","0.669","0"
"2010","5 points (DMM)","Mixed","All","Main scheme application","120","90","0.748","0"
"2011","5 points (DMM)","Mixed","All","Main scheme application","110","85","0.761","0"
"2012","5 points (DMM)","Mixed","All","Main scheme application","95","70","0.731","0"
"2013","5 points (DMM)","Mixed","All","Main scheme application","135","100","0.741","0"
"2014","5 points (DMM)","Mixed","All","Main scheme application","135","105","0.789","0"
"2015","5 points (DMM)","Mixed","All","Main scheme application","125","95","0.756","0"
"2016","5 points (DMM)","Mixed","All","Main scheme application","120","95","0.802","0"
"2017","5 points (DMM)","Mixed","All","Main scheme application","115","90","0.8140000000000001","0"
"2018","5 points (DMM)","Mixed","All","Main scheme application","90","75","0.856","0"
"2019","5 points (DMM)","Mixed","All","Main scheme application","115","90","0.774","0"
"2020","5 points (DMM)","Mixed","All","Main scheme application","110","90","0.807","0"
"2021","5 points (DMM)","Mixed","All","Main scheme application","140","105","0.732","0"
"2022","5 points (DMM)","Mixed","All","Main scheme application","155","120","0.752","0"
"2023","5 points (DMM)","Mixed","All","Main scheme application","155","110","0.6920000000000001","0"
"2010","6 points (DDM)","Mixed","All","Main scheme application","115","90","0.796","0"
"2011","6 points (DDM)","Mixed","All","Main scheme application","110","80","0.734","0"
"2012","6 points (DDM)","Mixed","All","Main scheme application","95","70","0.742","0"
"2013","6 points (DDM)","Mixed","All","Main scheme application","135","95","0.722","0"
"2014","6 points (DDM)","Mixed","All","Main scheme application","145","100","0.6920000000000001","0"
"2015","6 points (DDM)","Mixed","All","Main scheme application","165","135","0.8290000000000001","0"
"2016","6 points (DDM)","Mixed","All","Main scheme application","145","120","0.8140000000000001","0"
"2017","6 points (DDM)","Mixed","All","Main scheme application","120","95","0.783","0"
"2018","6 points (DDM)","Mixed","All","Main scheme application","125","100","0.8130000000000001","0"
"2019","6 points (DDM)","Mixed","All","Main scheme application","135","100","0.745","0"
"2020","6 points (DDM)","Mixed","All","Main scheme application","135","105","0.774","0"
"2021","6 points (DDM)","Mixed","All","Main scheme application","170","120","0.722","0"
"2022","6 points (DDM)","Mixed","All","Main scheme application","155","105","0.6990000000000001","0"
"2023","6 points (DDM)","Mixed","All","Main scheme application","180","145","0.799","0"
"2010","7 points (DDD)","Mixed","All","Main scheme application","300","215","0.722","0"
"2011","7 points (DDD)","Mixed","All","Main scheme application","300","230","0.764","0"
"2012","7 points (DDD)","Mixed","All","Main scheme application","100","70","0.6930000000000001","0"
