"Year","FSM status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Not in receipt of free school meals","18","Wales","All","Not main scheme applicant","All","85","80","0.931","10"
"2023","Don't know","18","England","All","Not main scheme applicant","All","110","100","0.901","15"
"2023","Don't know","18","Scotland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","18","Northern Ireland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","18","England","All","Not main scheme applicant","All","2275","2175","0.9550000000000001","10"
"2023","Not declared","18","Scotland","All","Not main scheme applicant","All","365","360","0.989","0"
"2023","Not declared","18","Wales","All","Not main scheme applicant","All","90","85","0.967","0"
"2023","In receipt of free school meals","19","Northern Ireland","All","Not main scheme applicant","All","35","30","0.882","5"
"2023","In receipt of free school meals","19","England","All","Not main scheme applicant","All","895","805","0.9","90"
"2023","In receipt of free school meals","19","Scotland","All","Not main scheme applicant","All","25","20","0.75","5"
"2023","In receipt of free school meals","19","Wales","All","Not main scheme applicant","All","30","30","0.967","5"
"2023","Not in receipt of free school meals","19","Northern Ireland","All","Not main scheme applicant","All","80","70","0.899","5"
"2023","Not in receipt of free school meals","19","England","All","Not main scheme applicant","All","3190","2880","0.903","305"
"2023","Not in receipt of free school meals","19","Scotland","All","Not main scheme applicant","All","155","130","0.857","40"
"2023","Not in receipt of free school meals","19","Wales","All","Not main scheme applicant","All","155","140","0.903","15"
"2023","Don't know","19","Northern Ireland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Don't know","19","England","All","Not main scheme applicant","All","330","305","0.922","30"
"2023","Don't know","19","Wales","All","Not main scheme applicant","All","10","10","0.833","0"
"2023","Not declared","19","Northern Ireland","All","Not main scheme applicant","All","20","20","0.9550000000000001","0"
"2023","Not declared","19","England","All","Not main scheme applicant","All","3765","3580","0.9510000000000001","10"
"2023","Not declared","19","Scotland","All","Not main scheme applicant","All","280","275","0.989","0"
"2023","Not declared","19","Wales","All","Not main scheme applicant","All","150","140","0.933","0"
"2023","In receipt of free school meals","20","Northern Ireland","All","Not main scheme applicant","All","15","10","0.923","5"
"2023","In receipt of free school meals","20","England","All","Not main scheme applicant","All","595","530","0.887","70"
"2023","In receipt of free school meals","20","Scotland","All","Not main scheme applicant","All","15","10","0.75","5"
"2023","In receipt of free school meals","20","Wales","All","Not main scheme applicant","All","20","15","0.85","5"
"2023","Not in receipt of free school meals","20","Northern Ireland","All","Not main scheme applicant","All","65","60","0.922","5"
"2023","Not in receipt of free school meals","20","England","All","Not main scheme applicant","All","1980","1740","0.879","250"
"2023","Not in receipt of free school meals","20","Scotland","All","Not main scheme applicant","All","125","110","0.864","30"
"2023","Not in receipt of free school meals","20","Wales","All","Not main scheme applicant","All","90","85","0.9440000000000001","20"
"2023","Don't know","20","Northern Ireland","All","Not main scheme applicant","All","5","0"," ","0"
"2023","Don't know","20","England","All","Not main scheme applicant","All","200","180","0.899","30"
"2023","Don't know","20","Scotland","All","Not main scheme applicant","All","10","10"," ","0"
"2023","Don't know","20","Wales","All","Not main scheme applicant","All","10","10"," ","5"
"2023","Not declared","20","Northern Ireland","All","Not main scheme applicant","All","10","10","0.909","0"
"2023","Not declared","20","England","All","Not main scheme applicant","All","2955","2785","0.9410000000000001","15"
"2023","Not declared","20","Scotland","All","Not main scheme applicant","All","195","190","0.974","0"
"2023","Not declared","20","Wales","All","Not main scheme applicant","All","130","130","0.985","0"
"2023","In receipt of free school meals","21 - 24","Northern Ireland","All","Not main scheme applicant","All","15","10","0.75","0"
"2023","In receipt of free school meals","21 - 24","England","All","Not main scheme applicant","All","825","705","0.859","120"
"2023","In receipt of free school meals","21 - 24","Scotland","All","Not main scheme applicant","All","45","30","0.682","10"
"2023","In receipt of free school meals","21 - 24","Wales","All","Not main scheme applicant","All","45","40","0.844","5"
"2023","Not in receipt of free school meals","21 - 24","Northern Ireland","All","Not main scheme applicant","All","50","40","0.8130000000000001","15"
"2023","Not in receipt of free school meals","21 - 24","England","All","Not main scheme applicant","All","2895","2435","0.841","510"
"2023","Not in receipt of free school meals","21 - 24","Scotland","All","Not main scheme applicant","All","275","235","0.855","70"
"2023","Not in receipt of free school meals","21 - 24","Wales","All","Not main scheme applicant","All","175","150","0.862","30"
"2023","Don't know","21 - 24","England","All","Not main scheme applicant","All","310","265","0.854","55"
"2023","Don't know","21 - 24","Scotland","All","Not main scheme applicant","All","15","10","0.846","10"
"2023","Don't know","21 - 24","Wales","All","Not main scheme applicant","All","10","10","0.909","5"
"2023","Not declared","21 - 24","Northern Ireland","All","Not main scheme applicant","All","10","10","0.917","0"
"2023","Not declared","21 - 24","England","All","Not main scheme applicant","All","8175","7660","0.937","25"
"2023","Not declared","21 - 24","Scotland","All","Not main scheme applicant","All","375","355","0.9520000000000001","5"
"2023","Not declared","21 - 24","Wales","All","Not main scheme applicant","All","200","190","0.965","0"
"2023","In receipt of free school meals","25 - 29","Northern Ireland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","In receipt of free school meals","25 - 29","England","All","Not main scheme applicant","All","200","155","0.771","35"
"2023","In receipt of free school meals","25 - 29","Scotland","All","Not main scheme applicant","All","15","15","0.8130000000000001","5"
"2023","In receipt of free school meals","25 - 29","Wales","All","Not main scheme applicant","All","10","10"," ","5"
"2023","Not in receipt of free school meals","25 - 29","Northern Ireland","All","Not main scheme applicant","All","20","10","0.667","5"
"2023","Not in receipt of free school meals","25 - 29","England","All","Not main scheme applicant","All","1090","875","0.805","280"
"2023","Not in receipt of free school meals","25 - 29","Scotland","All","Not main scheme applicant","All","125","105","0.839","50"
"2023","Not in receipt of free school meals","25 - 29","Wales","All","Not main scheme applicant","All","85","65","0.783","20"
"2023","Don't know","25 - 29","England","All","Not main scheme applicant","All","110","85","0.791","30"
"2023","Don't know","25 - 29","Scotland","All","Not main scheme applicant","All","5","5"," ","5"
"2023","Don't know","25 - 29","Wales","All","Not main scheme applicant","All","10","5"," ","5"
"2023","Not declared","25 - 29","Northern Ireland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","25 - 29","England","All","Not main scheme applicant","All","7255","6860","0.9450000000000001","10"
"2023","Not declared","25 - 29","Scotland","All","Not main scheme applicant","All","230","215","0.9430000000000001","0"
"2023","Not declared","25 - 29","Wales","All","Not main scheme applicant","All","125","120","0.9520000000000001","0"
"2023","In receipt of free school meals","30 - 34","England","All","Not main scheme applicant","All","120","95","0.797","20"
"2023","In receipt of free school meals","30 - 34","Scotland","All","Not main scheme applicant","All","20","5"," ","0"
"2023","In receipt of free school meals","30 - 34","Wales","All","Not main scheme applicant","All","0","0"," ","5"
"2023","Not in receipt of free school meals","30 - 34","Northern Ireland","All","Not main scheme applicant","All","5","5"," ","5"
"2023","Not in receipt of free school meals","30 - 34","England","All","Not main scheme applicant","All","745","565","0.759","210"
"2023","Not in receipt of free school meals","30 - 34","Scotland","All","Not main scheme applicant","All","85","60","0.714","25"
"2023","Not in receipt of free school meals","30 - 34","Wales","All","Not main scheme applicant","All","45","30","0.744","20"
"2023","Don't know","30 - 34","England","All","Not main scheme applicant","All","80","60","0.716","10"
"2023","Don't know","30 - 34","Scotland","All","Not main scheme applicant","All","10","5"," ","0"
"2023","Don't know","30 - 34","Wales","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Not main scheme applicant","All","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Not main scheme applicant","All","6660","6280","0.9430000000000001","10"
"2023","Not declared","30 - 34","Scotland","All","Not main scheme applicant","All","160","155","0.969","0"
"2023","Not declared","30 - 34","Wales","All","Not main scheme applicant","All","90","90","0.989","0"
"2023","In receipt of free school meals","35 and over","England","All","Not main scheme applicant","All","130","95","0.75","55"
"2023","In receipt of free school meals","35 and over","Scotland","All","Not main scheme applicant","All","15","10","0.667","10"
"2023","In receipt of free school meals","35 and over","Wales","All","Not main scheme applicant","All","15","15","0.8130000000000001","0"
