"Year","Qualification group","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2014","Access to HE only","Unknown","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Access to HE only","Unknown","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","Access to HE only","Unknown","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","Access to HE only","Unknown","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","Access to HE only","Unknown","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","Access to HE only","Unknown","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","Access to HE only","Unknown","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2008","Other","Unknown","Not main scheme applicant","Not main scheme application","1240","1210","0.979","45"
"2009","Other","Unknown","Not main scheme applicant","Not main scheme application","2850","2805","0.984","25"
"2010","Other","Unknown","Not main scheme applicant","Not main scheme application","125","120","0.9590000000000001","20"
"2011","Other","Unknown","Not main scheme applicant","Not main scheme application","95","85","0.935","20"
"2012","Other","Unknown","Not main scheme applicant","Not main scheme application","220","215","0.964","15"
"2013","Other","Unknown","Not main scheme applicant","Not main scheme application","220","210","0.9590000000000001","15"
"2014","Other","Unknown","Not main scheme applicant","Not main scheme application","115","105","0.904","5"
"2015","Other","Unknown","Not main scheme applicant","Not main scheme application","200","195","0.975","10"
"2016","Other","Unknown","Not main scheme applicant","Not main scheme application","125","120","0.9440000000000001","10"
"2017","Other","Unknown","Not main scheme applicant","Not main scheme application","185","165","0.891","10"
"2018","Other","Unknown","Not main scheme applicant","Not main scheme application","225","215","0.964","5"
"2019","Other","Unknown","Not main scheme applicant","Not main scheme application","265","250","0.9430000000000001","10"
"2020","Other","Unknown","Not main scheme applicant","Not main scheme application","275","255","0.9410000000000001","10"
"2021","Other","Unknown","Not main scheme applicant","Not main scheme application","2430","2405","0.988","5"
"2022","Other","Unknown","Not main scheme applicant","Not main scheme application","720","700","0.975","5"
"2023","Other","Unknown","Not main scheme applicant","Not main scheme application","1990","1950","0.979","5"
"2011","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2014","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2015","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2017","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","0"
"2018","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2019","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","45","40","0.911","0"
"2020","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","35","30","0.97","5"
"2021","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","25","25","0.9580000000000001","0"
"2022","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2023","A level Only (With extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2008","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","265","260","0.981","70"
"2009","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","280","265","0.9470000000000001","120"
"2010","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","350","320","0.92","130"
"2011","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","340","315","0.932","115"
"2012","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","485","450","0.932","70"
"2013","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","515","490","0.9460000000000001","80"
"2014","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","480","450","0.935","70"
"2015","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","490","455","0.923","80"
"2016","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","475","450","0.9470000000000001","75"
"2017","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","575","545","0.9500000000000001","50"
"2018","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","675","625","0.927","35"
"2019","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","685","645","0.9440000000000001","45"
"2020","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","820","755","0.919","70"
"2021","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","345","320","0.919","40"
"2022","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","465","425","0.906","60"
"2023","A level Only (Without extended project)","Quintile 1","Not main scheme applicant","Not main scheme application","570","520","0.914","50"
"2008","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","90","90","0.978","35"
"2009","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","95","90","0.918","45"
"2010","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","175","160","0.909","65"
"2011","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","210","195","0.933","60"
"2012","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","385","360","0.935","55"
"2013","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","500","475","0.9500000000000001","50"
"2014","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","630","590","0.9400000000000001","95"
"2015","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","745","710","0.9540000000000001","100"
"2016","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","765","725","0.9500000000000001","70"
"2017","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","850","790","0.93","80"
"2018","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","970","920","0.9480000000000001","75"
"2019","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","990","925","0.933","40"
"2020","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","1215","1135","0.933","65"
"2021","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","415","370","0.899","50"
"2022","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","445","375","0.841","85"
"2023","BTEC Only","Quintile 1","Not main scheme applicant","Not main scheme application","530","460","0.868","85"
"2008","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2009","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","15","10","0.8","5"
"2010","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","10"
"2011","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","30","25","0.897","10"
"2012","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","65","60","0.9520000000000001","10"
"2013","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","85","80","0.92","15"
"2014","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","95","90","0.937","10"
"2015","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","155","145","0.9480000000000001","10"
"2016","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","145","135","0.9510000000000001","10"
"2017","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","155","145","0.9480000000000001","15"
"2018","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","180","175","0.961","5"
"2019","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","180","170","0.966","10"
"2020","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","195","180","0.9380000000000001","10"
"2021","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","90","80","0.92","10"
"2022","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","110","100","0.884","15"
"2023","A level & BTEC","Quintile 1","Not main scheme applicant","Not main scheme application","130","115","0.906","15"
"2008","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","15","15","1","10"
"2009","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","35","30","0.909","5"
"2010","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2011","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2012","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","20","15","0.895","10"
"2013","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","20","15","0.9440000000000001","5"
"2014","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","15","15","0.867","5"
"2015","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","0.864","10"
"2016","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","30","25","0.897","10"
"2017","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","30","30","0.906","10"
"2018","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","35","30","0.914","5"
"2019","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","40","40","0.927","15"
"2020","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","80","70","0.84","25"
"2021","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","35","30","0.889","10"
"2022","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","50","40","0.76","15"
"2023","SQA Only","Quintile 1","Not main scheme applicant","Not main scheme application","60","50","0.8140000000000001","20"
"2010","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2011","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2013","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2019","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","15","15","0.867","0"
"2020","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2021","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2023","IB Only","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2009","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2012","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","20","15","0.81","0"
"2013","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2015","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","0.909","0"
"2016","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","25","25","0.9580000000000001","5"
"2017","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2018","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2020","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2021","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","A level & WB","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2017","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","20","15","0.889","0"
"2018","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2019","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","50","45","0.9400000000000001","5"
"2020","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","60","55","0.9500000000000001","5"
"2021","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001","0"
"2022","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","5"
"2023","Cambridge Technicals only","Quintile 1","Not main scheme applicant","Not main scheme application","25","20","0.875","5"
"2009","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","10","5"," ","5"
"2010","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","25","25","1","5"
"2011","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","0"
"2012","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","90","80","0.92","15"
"2013","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","115","105","0.922","20"
"2014","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","115","105","0.889","10"
"2015","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","165","150","0.915","15"
"2016","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","205","190","0.923","30"
"2017","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","255","240","0.9380000000000001","30"
"2018","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","265","235","0.897","20"
"2019","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","350","320","0.914","25"
"2020","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","340","315","0.929","30"
"2021","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","155","130","0.845","25"
"2022","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","200","160","0.803","35"
"2023","Access to HE only","Quintile 1","Not main scheme applicant","Not main scheme application","235","190","0.801","65"
"2015","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2018","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","0"
"2019","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","15","15","0.875","0"
"2020","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","30","30","0.968","5"
"2021","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","0"
"2022","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","15","10","0.923","0"
"2023","A level & Cambridge Technicals","Quintile 1","Not main scheme applicant","Not main scheme application","20","20","1","0"
"2008","Other","Quintile 1","Not main scheme applicant","Not main scheme application","4185","4090","0.977","645"
"2009","Other","Quintile 1","Not main scheme applicant","Not main scheme application","3505","3320","0.9460000000000001","770"
"2010","Other","Quintile 1","Not main scheme applicant","Not main scheme application","1815","1710","0.9420000000000001","580"
"2011","Other","Quintile 1","Not main scheme applicant","Not main scheme application","1460","1350","0.924","555"
"2012","Other","Quintile 1","Not main scheme applicant","Not main scheme application","2220","2055","0.927","395"
"2013","Other","Quintile 1","Not main scheme applicant","Not main scheme application","2660","2490","0.936","485"
"2014","Other","Quintile 1","Not main scheme applicant","Not main scheme application","2585","2435","0.9420000000000001","395"
"2015","Other","Quintile 1","Not main scheme applicant","Not main scheme application","2910","2735","0.9410000000000001","505"
"2016","Other","Quintile 1","Not main scheme applicant","Not main scheme application","2830","2660","0.9400000000000001","380"
"2017","Other","Quintile 1","Not main scheme applicant","Not main scheme application","3485","3230","0.927","330"
"2018","Other","Quintile 1","Not main scheme applicant","Not main scheme application","4715","4475","0.9490000000000001","295"
"2019","Other","Quintile 1","Not main scheme applicant","Not main scheme application","6185","5855","0.9460000000000001","315"
"2020","Other","Quintile 1","Not main scheme applicant","Not main scheme application","6580","6175","0.9380000000000001","460"
"2021","Other","Quintile 1","Not main scheme applicant","Not main scheme application","7150","6695","0.937","320"
"2022","Other","Quintile 1","Not main scheme applicant","Not main scheme application","8975","8385","0.935","450"
"2023","Other","Quintile 1","Not main scheme applicant","Not main scheme application","10415","9605","0.922","505"
"2011","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2012","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2013","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2015","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2016","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","25","20","0.913","0"
"2017","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","30","30","0.969","0"
"2018","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","30","25","0.897","0"
"2019","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","40","35","0.902","5"
"2020","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","50","45","0.9590000000000001","0"
"2021","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","25","25","0.96","0"
"2022","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","25","20","0.9570000000000001","0"
"2023","A level Only (With extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","30","25","0.931","5"
"2008","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","410","395","0.973","140"
"2009","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","460","420","0.911","180"
"2010","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","510","480","0.937","155"
"2011","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","525","490","0.93","145"
"2012","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","765","730","0.9500000000000001","95"
"2013","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","815","760","0.936","105"
"2014","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","680","640","0.9400000000000001","95"
"2015","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","755","715","0.9480000000000001","85"
"2016","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","750","710","0.9450000000000001","85"
"2017","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","855","785","0.92","60"
"2018","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","885","815","0.921","55"
"2019","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","1030","960","0.933","45"
"2020","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","1140","1040","0.911","75"
"2021","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","485","450","0.926","45"
"2022","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","625","560","0.891","70"
"2023","A level Only (Without extended project)","Quintile 2","Not main scheme applicant","Not main scheme application","750","685","0.912","60"
"2008","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","105","105","1","35"
"2009","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","95","90","0.917","65"
"2010","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","250","240","0.9520000000000001","70"
"2011","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","255","230","0.913","75"
"2012","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","445","410","0.921","45"
"2013","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","610","585","0.9590000000000001","55"
"2014","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","705","655","0.933","90"
"2015","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","875","825","0.9460000000000001","100"
"2016","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","865","820","0.9500000000000001","105"
"2017","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","980","915","0.935","85"
"2018","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","1010","950","0.9410000000000001","70"
"2019","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","1215","1135","0.933","75"
"2020","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","1245","1165","0.936","90"
"2021","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","465","420","0.909","60"
"2022","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","545","485","0.888","85"
"2023","BTEC Only","Quintile 2","Not main scheme applicant","Not main scheme application","570","475","0.834","70"
"2008","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2009","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","25","20","0.917","5"
"2010","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","35","35","0.917","5"
"2011","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","30","30","0.906","15"
"2012","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","65","65","0.97","10"
"2013","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","110","105","0.981","5"
"2014","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","105","100","0.971","10"
"2015","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","170","155","0.929","25"
"2016","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","175","165","0.9430000000000001","10"
"2017","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","185","175","0.9450000000000001","15"
"2018","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","190","170","0.915","10"
"2019","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","205","195","0.9560000000000001","10"
"2020","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","190","180","0.932","15"
"2021","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","95","85","0.904","10"
"2022","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","125","110","0.895","20"
"2023","A level & BTEC","Quintile 2","Not main scheme applicant","Not main scheme application","145","130","0.91","10"
"2008","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","35","35","0.973","20"
"2009","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","50","45","0.918","20"
"2010","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","35","35","0.971","25"
"2011","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","25","25","0.926","10"
"2012","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","25","20","0.88","20"
"2013","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","35","35","0.9440000000000001","15"
"2014","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","45","35","0.86","10"
"2015","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","55","40","0.778","20"
"2016","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","65","60","0.896","20"
"2017","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","75","65","0.882","25"
"2018","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","70","60","0.845","20"
"2019","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","90","75","0.8260000000000001","25"
"2020","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","140","125","0.872","35"
"2021","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","50","40","0.788","25"
"2022","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","100","75","0.76","30"
"2023","SQA Only","Quintile 2","Not main scheme applicant","Not main scheme application","135","120","0.891","35"
"2010","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2011","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","15","10","0.923","0"
"2013","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","15","10","0.846","0"
"2014","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","10","10"," ","5"
"2015","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","0.9380000000000001","0"
"2016","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","1","0"
"2018","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2020","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","20","20","0.9520000000000001","0"
"2021","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","IB Only","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001","5"
"2010","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","10","10","0.917","0"
"2012","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2013","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","35","30","0.909","0"
"2014","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","25","25","0.96","5"
"2015","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","25","25","0.92","0"
"2016","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2017","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2018","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","20","20","0.9","0"
"2019","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2020","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","15","10","0.846","5"
"2021","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","A level & WB","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","Cambridge Technicals only","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Cambridge Technicals only","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","Cambridge Technicals only","Quintile 2","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","Cambridge Technicals only","Quintile 2","Not main scheme applicant","Not main scheme application","20","20","0.9470000000000001","0"
"2018","Cambridge Technicals only","Quintile 2","Not main scheme applicant","Not main scheme application","25","25","1","5"
