"Year","Number of applications","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","50","45","0.896","5"
"2022","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","50","45","0.8270000000000001","5"
"2023","Other","21 - 24","Northern Ireland","Male","All","Not main scheme application","50","45","0.882","10"
"2007","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2010","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2011","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2012","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2014","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2016","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2018","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2021","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2022","1 application","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2014","2 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2017","2 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2022","2 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2006","3 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","3 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2014","3 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2016","3 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","3 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2018","3 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2020","3 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2006","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2008","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2012","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2014","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2015","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2016","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","10","5"," ","0"
"2019","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2021","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","4 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2008","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","30","30","0.966","0"
"2009","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","25","15","0.6","0"
"2010","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","30","20","0.656","0"
"2011","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","45","30","0.66","0"
"2012","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","60","35","0.621","0"
"2013","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","40","30","0.762","0"
"2014","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","45","30","0.644","0"
"2015","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","35","20","0.611","0"
"2016","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","30","20","0.724","0"
"2017","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","50","30","0.667","0"
"2018","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","35","25","0.657","0"
"2019","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","35","25","0.765","0"
"2020","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","45","30","0.721","0"
"2021","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","35","20","0.618","0"
"2022","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","45","30","0.744","0"
"2023","5 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","25","20","0.75","0"
"2006","6 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","25","20","0.88","0"
"2007","6 applications","21 - 24","Northern Ireland","Male","All","Not main scheme application","20","20","0.857","0"
"2006","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","10","10","1","5"
"2007","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","15","15","1","0"
"2008","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","25","25","1","5"
"2009","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","15","10","0.733","10"
"2010","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","10","10"," ","5"
"2011","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","10","10"," ","5"
"2012","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","10","10"," ","5"
"2013","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","15","15","0.9410000000000001","5"
"2014","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","10","5"," ","5"
"2015","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","5"
"2016","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2017","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","5"
"2018","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2019","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","10","10"," ","0"
"2020","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","15","15","1","5"
"2021","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","10","10"," ","5"
"2022","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2023","Other","25 - 29","Northern Ireland","Male","All","Not main scheme application","15","15","0.882","5"
"2011","1 application","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2012","1 application","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2013","1 application","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2021","1 application","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2022","1 application","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2009","2 applications","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","0"," ","0"
"2022","2 applications","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
"2016","4 applications","25 - 29","Northern Ireland","Male","All","Not main scheme application","5","5"," ","0"
