"Entry year","Tariff group of provider","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2006 - 2007","Medium tariff","30 - 34","England","Male","Main scheme application","435"
"2007 - 2008","Lower tariff","30 - 34","England","Male","Main scheme application","965"
"2007 - 2008","Higher tariff","30 - 34","England","Male","Main scheme application","255"
"2007 - 2008","Medium tariff","30 - 34","England","Male","Main scheme application","470"
"2008 - 2009","Lower tariff","30 - 34","England","Male","Main scheme application","1035"
"2008 - 2009","Higher tariff","30 - 34","England","Male","Main scheme application","235"
"2008 - 2009","Medium tariff","30 - 34","England","Male","Main scheme application","465"
"2009 - 2010","Lower tariff","30 - 34","England","Male","Main scheme application","1305"
"2009 - 2010","Higher tariff","30 - 34","England","Male","Main scheme application","305"
"2009 - 2010","Medium tariff","30 - 34","England","Male","Main scheme application","550"
"2010 - 2011","Lower tariff","30 - 34","England","Male","Main scheme application","1475"
"2010 - 2011","Higher tariff","30 - 34","England","Male","Main scheme application","315"
"2010 - 2011","Medium tariff","30 - 34","England","Male","Main scheme application","630"
"2011 - 2012","Lower tariff","30 - 34","England","Male","Main scheme application","1510"
"2011 - 2012","Higher tariff","30 - 34","England","Male","Main scheme application","320"
"2011 - 2012","Medium tariff","30 - 34","England","Male","Main scheme application","625"
"2012 - 2013","Lower tariff","30 - 34","England","Male","Main scheme application","1210"
"2012 - 2013","Higher tariff","30 - 34","England","Male","Main scheme application","240"
"2012 - 2013","Medium tariff","30 - 34","England","Male","Main scheme application","495"
"2013 - 2014","Lower tariff","30 - 34","England","Male","Main scheme application","1290"
"2013 - 2014","Higher tariff","30 - 34","England","Male","Main scheme application","215"
"2013 - 2014","Medium tariff","30 - 34","England","Male","Main scheme application","540"
"2014 - 2015","Lower tariff","30 - 34","England","Male","Main scheme application","1350"
"2014 - 2015","Higher tariff","30 - 34","England","Male","Main scheme application","225"
"2014 - 2015","Medium tariff","30 - 34","England","Male","Main scheme application","555"
"2015 - 2016","Lower tariff","30 - 34","England","Male","Main scheme application","1300"
"2015 - 2016","Higher tariff","30 - 34","England","Male","Main scheme application","245"
"2015 - 2016","Medium tariff","30 - 34","England","Male","Main scheme application","480"
"2016 - 2017","Lower tariff","30 - 34","England","Male","Main scheme application","1240"
"2016 - 2017","Higher tariff","30 - 34","England","Male","Main scheme application","220"
"2016 - 2017","Medium tariff","30 - 34","England","Male","Main scheme application","515"
"2017 - 2018","Lower tariff","30 - 34","England","Male","Main scheme application","1065"
"2017 - 2018","Higher tariff","30 - 34","England","Male","Main scheme application","205"
"2017 - 2018","Medium tariff","30 - 34","England","Male","Main scheme application","390"
"2018 - 2019","Lower tariff","30 - 34","England","Male","Main scheme application","1025"
"2018 - 2019","Higher tariff","30 - 34","England","Male","Main scheme application","180"
"2018 - 2019","Medium tariff","30 - 34","England","Male","Main scheme application","370"
"2019 - 2020","Lower tariff","30 - 34","England","Male","Main scheme application","1045"
"2019 - 2020","Higher tariff","30 - 34","England","Male","Main scheme application","150"
"2019 - 2020","Medium tariff","30 - 34","England","Male","Main scheme application","395"
"2020 - 2021","Lower tariff","30 - 34","England","Male","Main scheme application","1105"
"2020 - 2021","Higher tariff","30 - 34","England","Male","Main scheme application","180"
"2020 - 2021","Medium tariff","30 - 34","England","Male","Main scheme application","400"
"2021 - 2022","Lower tariff","30 - 34","England","Male","Main scheme application","1065"
"2021 - 2022","Higher tariff","30 - 34","England","Male","Main scheme application","170"
"2021 - 2022","Medium tariff","30 - 34","England","Male","Main scheme application","410"
"2022 - 2023","Lower tariff","30 - 34","England","Male","Main scheme application","1205"
"2022 - 2023","Higher tariff","30 - 34","England","Male","Main scheme application","155"
"2022 - 2023","Medium tariff","30 - 34","England","Male","Main scheme application","330"
"2023 - 2024","Lower tariff","30 - 34","England","Male","Main scheme application","655"
"2023 - 2024","Higher tariff","30 - 34","England","Male","Main scheme application","135"
"2023 - 2024","Medium tariff","30 - 34","England","Male","Main scheme application","275"
"2006 - 2007","Lower tariff","35 and over","England","Male","Main scheme application","1175"
"2006 - 2007","Higher tariff","35 and over","England","Male","Main scheme application","270"
"2006 - 2007","Medium tariff","35 and over","England","Male","Main scheme application","640"
"2007 - 2008","Lower tariff","35 and over","England","Male","Main scheme application","1400"
"2007 - 2008","Higher tariff","35 and over","England","Male","Main scheme application","285"
"2007 - 2008","Medium tariff","35 and over","England","Male","Main scheme application","650"
"2008 - 2009","Lower tariff","35 and over","England","Male","Main scheme application","1675"
"2008 - 2009","Higher tariff","35 and over","England","Male","Main scheme application","335"
"2008 - 2009","Medium tariff","35 and over","England","Male","Main scheme application","705"
"2009 - 2010","Lower tariff","35 and over","England","Male","Main scheme application","2125"
"2009 - 2010","Higher tariff","35 and over","England","Male","Main scheme application","360"
"2009 - 2010","Medium tariff","35 and over","England","Male","Main scheme application","875"
"2010 - 2011","Lower tariff","35 and over","England","Male","Main scheme application","2330"
"2010 - 2011","Higher tariff","35 and over","England","Male","Main scheme application","375"
"2010 - 2011","Medium tariff","35 and over","England","Male","Main scheme application","805"
"2011 - 2012","Lower tariff","35 and over","England","Male","Main scheme application","2340"
"2011 - 2012","Higher tariff","35 and over","England","Male","Main scheme application","325"
"2011 - 2012","Medium tariff","35 and over","England","Male","Main scheme application","810"
"2012 - 2013","Lower tariff","35 and over","England","Male","Main scheme application","2050"
"2012 - 2013","Higher tariff","35 and over","England","Male","Main scheme application","280"
"2012 - 2013","Medium tariff","35 and over","England","Male","Main scheme application","685"
"2013 - 2014","Lower tariff","35 and over","England","Male","Main scheme application","2180"
"2013 - 2014","Higher tariff","35 and over","England","Male","Main scheme application","275"
"2013 - 2014","Medium tariff","35 and over","England","Male","Main scheme application","675"
"2014 - 2015","Lower tariff","35 and over","England","Male","Main scheme application","2450"
"2014 - 2015","Higher tariff","35 and over","England","Male","Main scheme application","265"
"2014 - 2015","Medium tariff","35 and over","England","Male","Main scheme application","705"
"2015 - 2016","Lower tariff","35 and over","England","Male","Main scheme application","2465"
"2015 - 2016","Higher tariff","35 and over","England","Male","Main scheme application","230"
"2015 - 2016","Medium tariff","35 and over","England","Male","Main scheme application","800"
"2016 - 2017","Lower tariff","35 and over","England","Male","Main scheme application","2355"
"2016 - 2017","Higher tariff","35 and over","England","Male","Main scheme application","240"
"2016 - 2017","Medium tariff","35 and over","England","Male","Main scheme application","725"
"2017 - 2018","Lower tariff","35 and over","England","Male","Main scheme application","2190"
"2017 - 2018","Higher tariff","35 and over","England","Male","Main scheme application","205"
"2017 - 2018","Medium tariff","35 and over","England","Male","Main scheme application","590"
"2018 - 2019","Lower tariff","35 and over","England","Male","Main scheme application","2045"
"2018 - 2019","Higher tariff","35 and over","England","Male","Main scheme application","210"
"2018 - 2019","Medium tariff","35 and over","England","Male","Main scheme application","580"
"2019 - 2020","Lower tariff","35 and over","England","Male","Main scheme application","2200"
"2019 - 2020","Higher tariff","35 and over","England","Male","Main scheme application","195"
"2019 - 2020","Medium tariff","35 and over","England","Male","Main scheme application","565"
"2020 - 2021","Lower tariff","35 and over","England","Male","Main scheme application","2425"
"2020 - 2021","Higher tariff","35 and over","England","Male","Main scheme application","205"
"2020 - 2021","Medium tariff","35 and over","England","Male","Main scheme application","650"
"2021 - 2022","Lower tariff","35 and over","England","Male","Main scheme application","2205"
"2021 - 2022","Higher tariff","35 and over","England","Male","Main scheme application","175"
"2021 - 2022","Medium tariff","35 and over","England","Male","Main scheme application","550"
"2022 - 2023","Lower tariff","35 and over","England","Male","Main scheme application","2870"
"2022 - 2023","Higher tariff","35 and over","England","Male","Main scheme application","140"
"2022 - 2023","Medium tariff","35 and over","England","Male","Main scheme application","580"
"2023 - 2024","Lower tariff","35 and over","England","Male","Main scheme application","1665"
"2023 - 2024","Higher tariff","35 and over","England","Male","Main scheme application","125"
"2023 - 2024","Medium tariff","35 and over","England","Male","Main scheme application","450"
"2006 - 2007","Higher tariff","17 and under","Scotland","Male","Main scheme application","140"
"2006 - 2007","Medium tariff","17 and under","Scotland","Male","Main scheme application","60"
"2007 - 2008","Higher tariff","17 and under","Scotland","Male","Main scheme application","175"
"2007 - 2008","Medium tariff","17 and under","Scotland","Male","Main scheme application","80"
"2008 - 2009","Lower tariff","17 and under","Scotland","Male","Main scheme application","5"
"2008 - 2009","Higher tariff","17 and under","Scotland","Male","Main scheme application","155"
"2008 - 2009","Medium tariff","17 and under","Scotland","Male","Main scheme application","80"
"2009 - 2010","Lower tariff","17 and under","Scotland","Male","Main scheme application","5"
