"Entry year","Provider country","Age group","Domicile","Gender","Main scheme application","Accepted applicants"
"2010 - 2011","England","21 - 24","Northern Ireland","Male","Main scheme application","165"
"2010 - 2011","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","355"
"2010 - 2011","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","30"
"2010 - 2011","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2011 - 2012","England","21 - 24","Northern Ireland","Male","Main scheme application","195"
"2011 - 2012","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","335"
"2011 - 2012","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","40"
"2011 - 2012","Wales","21 - 24","Northern Ireland","Male","Main scheme application","10"
"2012 - 2013","England","21 - 24","Northern Ireland","Male","Main scheme application","135"
"2012 - 2013","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","380"
"2012 - 2013","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","15"
"2012 - 2013","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2013 - 2014","England","21 - 24","Northern Ireland","Male","Main scheme application","205"
"2013 - 2014","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","440"
"2013 - 2014","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","25"
"2013 - 2014","Wales","21 - 24","Northern Ireland","Male","Main scheme application","10"
"2014 - 2015","England","21 - 24","Northern Ireland","Male","Main scheme application","205"
"2014 - 2015","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","440"
"2014 - 2015","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","20"
"2014 - 2015","Wales","21 - 24","Northern Ireland","Male","Main scheme application","10"
"2015 - 2016","England","21 - 24","Northern Ireland","Male","Main scheme application","190"
"2015 - 2016","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","405"
"2015 - 2016","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","40"
"2015 - 2016","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2016 - 2017","England","21 - 24","Northern Ireland","Male","Main scheme application","160"
"2016 - 2017","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","440"
"2016 - 2017","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","45"
"2016 - 2017","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2017 - 2018","England","21 - 24","Northern Ireland","Male","Main scheme application","140"
"2017 - 2018","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","420"
"2017 - 2018","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","30"
"2017 - 2018","Wales","21 - 24","Northern Ireland","Male","Main scheme application","10"
"2018 - 2019","England","21 - 24","Northern Ireland","Male","Main scheme application","150"
"2018 - 2019","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","380"
"2018 - 2019","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","20"
"2018 - 2019","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2019 - 2020","England","21 - 24","Northern Ireland","Male","Main scheme application","130"
"2019 - 2020","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","415"
"2019 - 2020","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","15"
"2019 - 2020","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2020 - 2021","England","21 - 24","Northern Ireland","Male","Main scheme application","110"
"2020 - 2021","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","380"
"2020 - 2021","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","10"
"2020 - 2021","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2021 - 2022","England","21 - 24","Northern Ireland","Male","Main scheme application","120"
"2021 - 2022","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","395"
"2021 - 2022","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","15"
"2021 - 2022","Wales","21 - 24","Northern Ireland","Male","Main scheme application","10"
"2022 - 2023","England","21 - 24","Northern Ireland","Male","Main scheme application","90"
"2022 - 2023","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","240"
"2022 - 2023","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","20"
"2022 - 2023","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2023 - 2024","England","21 - 24","Northern Ireland","Male","Main scheme application","90"
"2023 - 2024","Northern Ireland","21 - 24","Northern Ireland","Male","Main scheme application","230"
"2023 - 2024","Scotland","21 - 24","Northern Ireland","Male","Main scheme application","15"
"2023 - 2024","Wales","21 - 24","Northern Ireland","Male","Main scheme application","5"
"2006 - 2007","England","25 - 29","Northern Ireland","Male","Main scheme application","30"
"2006 - 2007","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","70"
"2006 - 2007","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2007 - 2008","England","25 - 29","Northern Ireland","Male","Main scheme application","25"
"2007 - 2008","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","70"
"2007 - 2008","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","10"
"2008 - 2009","England","25 - 29","Northern Ireland","Male","Main scheme application","30"
"2008 - 2009","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","75"
"2008 - 2009","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2009 - 2010","England","25 - 29","Northern Ireland","Male","Main scheme application","35"
"2009 - 2010","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","85"
"2009 - 2010","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","10"
"2010 - 2011","England","25 - 29","Northern Ireland","Male","Main scheme application","45"
"2010 - 2011","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","115"
"2010 - 2011","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","10"
"2010 - 2011","Wales","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2011 - 2012","England","25 - 29","Northern Ireland","Male","Main scheme application","45"
"2011 - 2012","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","135"
"2011 - 2012","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","10"
"2011 - 2012","Wales","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2012 - 2013","England","25 - 29","Northern Ireland","Male","Main scheme application","35"
"2012 - 2013","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","105"
"2012 - 2013","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2012 - 2013","Wales","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2013 - 2014","England","25 - 29","Northern Ireland","Male","Main scheme application","30"
"2013 - 2014","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","140"
"2013 - 2014","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2014 - 2015","England","25 - 29","Northern Ireland","Male","Main scheme application","40"
"2014 - 2015","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","135"
"2014 - 2015","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","15"
"2014 - 2015","Wales","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2015 - 2016","England","25 - 29","Northern Ireland","Male","Main scheme application","35"
"2015 - 2016","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","125"
"2015 - 2016","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2016 - 2017","England","25 - 29","Northern Ireland","Male","Main scheme application","35"
"2016 - 2017","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","145"
"2016 - 2017","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","10"
"2017 - 2018","England","25 - 29","Northern Ireland","Male","Main scheme application","30"
"2017 - 2018","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","95"
"2017 - 2018","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2018 - 2019","England","25 - 29","Northern Ireland","Male","Main scheme application","25"
"2018 - 2019","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","105"
"2018 - 2019","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","10"
"2019 - 2020","England","25 - 29","Northern Ireland","Male","Main scheme application","20"
"2019 - 2020","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","90"
"2019 - 2020","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","10"
"2020 - 2021","England","25 - 29","Northern Ireland","Male","Main scheme application","10"
"2020 - 2021","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","85"
"2020 - 2021","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2021 - 2022","England","25 - 29","Northern Ireland","Male","Main scheme application","20"
"2021 - 2022","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","95"
"2021 - 2022","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2022 - 2023","England","25 - 29","Northern Ireland","Male","Main scheme application","20"
"2022 - 2023","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","75"
"2022 - 2023","Scotland","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2022 - 2023","Wales","25 - 29","Northern Ireland","Male","Main scheme application","5"
"2023 - 2024","England","25 - 29","Northern Ireland","Male","Main scheme application","15"
"2023 - 2024","Northern Ireland","25 - 29","Northern Ireland","Male","Main scheme application","50"
"2006 - 2007","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2006 - 2007","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","25"
"2006 - 2007","Scotland","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2007 - 2008","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2007 - 2008","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","30"
"2008 - 2009","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2008 - 2009","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","30"
"2009 - 2010","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2009 - 2010","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","50"
"2010 - 2011","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2010 - 2011","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","50"
"2010 - 2011","Scotland","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2011 - 2012","England","30 - 34","Northern Ireland","Male","Main scheme application","10"
"2011 - 2012","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","60"
"2011 - 2012","Scotland","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2012 - 2013","England","30 - 34","Northern Ireland","Male","Main scheme application","15"
"2012 - 2013","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","45"
"2013 - 2014","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2013 - 2014","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","45"
"2014 - 2015","England","30 - 34","Northern Ireland","Male","Main scheme application","10"
"2014 - 2015","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","55"
"2015 - 2016","England","30 - 34","Northern Ireland","Male","Main scheme application","10"
"2015 - 2016","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","70"
"2016 - 2017","England","30 - 34","Northern Ireland","Male","Main scheme application","10"
"2016 - 2017","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","50"
"2017 - 2018","England","30 - 34","Northern Ireland","Male","Main scheme application","10"
"2017 - 2018","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","35"
"2018 - 2019","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2018 - 2019","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","35"
"2019 - 2020","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2019 - 2020","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","50"
"2020 - 2021","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","45"
"2021 - 2022","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","50"
"2022 - 2023","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2022 - 2023","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","40"
"2023 - 2024","England","30 - 34","Northern Ireland","Male","Main scheme application","5"
"2023 - 2024","Northern Ireland","30 - 34","Northern Ireland","Male","Main scheme application","25"
