"Year","Predicted BTEC Extended diploma points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2016","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","45","35","0.8140000000000001","0"
"2017","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","45","30","0.711","0"
"2018","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","45","30","0.744","0"
"2019","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","30","20","0.645","0"
"2020","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","60","45","0.776","0"
"2021","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","60","45","0.783","0"
"2022","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","60","35","0.61","0"
"2023","8 points (D*DD)","18","Northern Ireland","All","All","Main scheme application","45","35","0.739","0"
"2012","8 points (D*DD)","18","England","All","All","Main scheme application","300","230","0.766","0"
"2013","8 points (D*DD)","18","England","All","All","Main scheme application","660","520","0.784","0"
"2014","8 points (D*DD)","18","England","All","All","Main scheme application","1120","840","0.749","0"
"2015","8 points (D*DD)","18","England","All","All","Main scheme application","2215","1685","0.761","0"
"2016","8 points (D*DD)","18","England","All","All","Main scheme application","2460","1840","0.748","0"
"2017","8 points (D*DD)","18","England","All","All","Main scheme application","2365","1820","0.77","0"
"2018","8 points (D*DD)","18","England","All","All","Main scheme application","2410","1850","0.767","0"
"2019","8 points (D*DD)","18","England","All","All","Main scheme application","2465","1940","0.786","0"
"2020","8 points (D*DD)","18","England","All","All","Main scheme application","2465","1995","0.81","0"
"2021","8 points (D*DD)","18","England","All","All","Main scheme application","3055","2375","0.778","0"
"2022","8 points (D*DD)","18","England","All","All","Main scheme application","3045","2305","0.757","0"
"2023","8 points (D*DD)","18","England","All","All","Main scheme application","2725","2110","0.773","0"
"2012","8 points (D*DD)","18","Wales","All","All","Main scheme application","5","5"," ","0"
"2013","8 points (D*DD)","18","Wales","All","All","Main scheme application","25","15","0.6960000000000001","0"
"2014","8 points (D*DD)","18","Wales","All","All","Main scheme application","40","30","0.714","0"
"2015","8 points (D*DD)","18","Wales","All","All","Main scheme application","95","75","0.784","0"
"2016","8 points (D*DD)","18","Wales","All","All","Main scheme application","80","55","0.705","0"
"2017","8 points (D*DD)","18","Wales","All","All","Main scheme application","85","60","0.738","0"
"2018","8 points (D*DD)","18","Wales","All","All","Main scheme application","110","80","0.752","0"
"2019","8 points (D*DD)","18","Wales","All","All","Main scheme application","80","60","0.782","0"
"2020","8 points (D*DD)","18","Wales","All","All","Main scheme application","80","65","0.8250000000000001","0"
"2021","8 points (D*DD)","18","Wales","All","All","Main scheme application","105","85","0.776","0"
"2022","8 points (D*DD)","18","Wales","All","All","Main scheme application","60","45","0.71","0"
"2023","8 points (D*DD)","18","Wales","All","All","Main scheme application","60","50","0.847","0"
"2012","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","25","25","0.889","0"
"2013","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","20","15","0.636","0"
"2014","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","30","20","0.7000000000000001","0"
"2015","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","50","40","0.776","0"
"2016","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","45","30","0.744","0"
"2017","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","45","30","0.705","0"
"2018","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","45","35","0.783","0"
"2019","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","35","25","0.7030000000000001","0"
"2020","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","60","55","0.871","0"
"2021","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","45","30","0.682","0"
"2022","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","55","40","0.6960000000000001","0"
"2023","9 points (D*D*D)","18","Northern Ireland","All","All","Main scheme application","20","15","0.667","0"
"2012","9 points (D*D*D)","18","England","All","All","Main scheme application","1370","1040","0.761","0"
"2013","9 points (D*D*D)","18","England","All","All","Main scheme application","835","640","0.769","0"
"2014","9 points (D*D*D)","18","England","All","All","Main scheme application","1270","960","0.754","0"
"2015","9 points (D*D*D)","18","England","All","All","Main scheme application","2050","1550","0.756","0"
"2016","9 points (D*D*D)","18","England","All","All","Main scheme application","2325","1775","0.764","0"
"2017","9 points (D*D*D)","18","England","All","All","Main scheme application","2455","1925","0.783","0"
"2018","9 points (D*D*D)","18","England","All","All","Main scheme application","2345","1830","0.781","0"
"2019","9 points (D*D*D)","18","England","All","All","Main scheme application","2275","1760","0.774","0"
"2020","9 points (D*D*D)","18","England","All","All","Main scheme application","2425","1990","0.8190000000000001","0"
"2021","9 points (D*D*D)","18","England","All","All","Main scheme application","2940","2255","0.767","0"
"2022","9 points (D*D*D)","18","England","All","All","Main scheme application","2425","1825","0.752","0"
"2023","9 points (D*D*D)","18","England","All","All","Main scheme application","1985","1510","0.761","0"
"2012","9 points (D*D*D)","18","Wales","All","All","Main scheme application","35","30","0.778","0"
"2013","9 points (D*D*D)","18","Wales","All","All","Main scheme application","30","30","0.933","0"
"2014","9 points (D*D*D)","18","Wales","All","All","Main scheme application","45","30","0.744","0"
"2015","9 points (D*D*D)","18","Wales","All","All","Main scheme application","75","60","0.766","0"
"2016","9 points (D*D*D)","18","Wales","All","All","Main scheme application","70","45","0.681","0"
"2017","9 points (D*D*D)","18","Wales","All","All","Main scheme application","80","55","0.718","0"
"2018","9 points (D*D*D)","18","Wales","All","All","Main scheme application","95","80","0.844","0"
"2019","9 points (D*D*D)","18","Wales","All","All","Main scheme application","100","85","0.847","0"
"2020","9 points (D*D*D)","18","Wales","All","All","Main scheme application","120","90","0.763","0"
"2021","9 points (D*D*D)","18","Wales","All","All","Main scheme application","95","75","0.777","0"
"2022","9 points (D*D*D)","18","Wales","All","All","Main scheme application","85","65","0.771","0"
"2023","9 points (D*D*D)","18","Wales","All","All","Main scheme application","35","25","0.794","0"
"2013","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","40","30","0.789","0"
"2014","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","60","45","0.75","0"
"2015","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","105","75","0.721","0"
"2016","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","75","50","0.676","0"
"2017","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","75","55","0.781","0"
"2018","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","95","75","0.779","0"
"2019","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","80","55","0.704","0"
"2020","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","90","75","0.8200000000000001","0"
"2021","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","115","80","0.6900000000000001","0"
"2022","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","95","60","0.621","0"
"2023","10 points (D*D*D*)","18","Northern Ireland","All","All","Main scheme application","45","30","0.6890000000000001","0"
"2012","10 points (D*D*D*)","18","England","All","All","Main scheme application","25","20","0.875","0"
"2013","10 points (D*D*D*)","18","England","All","All","Main scheme application","2545","2005","0.787","0"
"2014","10 points (D*D*D*)","18","England","All","All","Main scheme application","3715","2915","0.785","0"
"2015","10 points (D*D*D*)","18","England","All","All","Main scheme application","4995","3840","0.769","0"
"2016","10 points (D*D*D*)","18","England","All","All","Main scheme application","5130","4060","0.791","0"
"2017","10 points (D*D*D*)","18","England","All","All","Main scheme application","5505","4370","0.793","0"
"2018","10 points (D*D*D*)","18","England","All","All","Main scheme application","5145","4180","0.8130000000000001","0"
"2019","10 points (D*D*D*)","18","England","All","All","Main scheme application","4700","3780","0.805","0"
"2020","10 points (D*D*D*)","18","England","All","All","Main scheme application","5235","4365","0.834","0"
"2021","10 points (D*D*D*)","18","England","All","All","Main scheme application","5470","4365","0.798","0"
"2022","10 points (D*D*D*)","18","England","All","All","Main scheme application","3385","2615","0.771","0"
"2023","10 points (D*D*D*)","18","England","All","All","Main scheme application","2045","1540","0.752","0"
"2013","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","95","70","0.745","0"
"2014","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","115","85","0.733","0"
"2015","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","130","105","0.8150000000000001","0"
"2016","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","125","100","0.8160000000000001","0"
"2017","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","155","120","0.766","0"
"2018","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","185","155","0.836","0"
"2019","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","180","155","0.86","0"
"2020","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","190","145","0.767","0"
"2021","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","250","200","0.786","0"
"2022","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","175","125","0.723","0"
"2023","10 points (D*D*D*)","18","Wales","All","All","Main scheme application","50","40","0.8160000000000001","0"
"2010","All","18","Northern Ireland","All","All","Not main scheme application","25","20","0.8150000000000001","0"
