"Year","Achieved BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2014","3 points (MMP)","Quintile 4","All","Main scheme application","310","170","0.545","0"
"2015","3 points (MMP)","Quintile 4","All","Main scheme application","330","205","0.625","0"
"2016","3 points (MMP)","Quintile 4","All","Main scheme application","285","185","0.649","0"
"2017","3 points (MMP)","Quintile 4","All","Main scheme application","265","175","0.664","0"
"2018","3 points (MMP)","Quintile 4","All","Main scheme application","235","160","0.682","0"
"2019","3 points (MMP)","Quintile 4","All","Main scheme application","220","155","0.7010000000000001","0"
"2020","3 points (MMP)","Quintile 4","All","Main scheme application","260","185","0.7020000000000001","0"
"2021","3 points (MMP)","Quintile 4","All","Main scheme application","240","160","0.66","0"
"2022","3 points (MMP)","Quintile 4","All","Main scheme application","305","185","0.614","0"
"2023","3 points (MMP)","Quintile 4","All","Main scheme application","340","210","0.617","0"
"2010","4 points (MMM)","Quintile 4","All","Main scheme application","600","420","0.706","0"
"2011","4 points (MMM)","Quintile 4","All","Main scheme application","590","405","0.685","0"
"2012","4 points (MMM)","Quintile 4","All","Main scheme application","490","315","0.645","0"
"2013","4 points (MMM)","Quintile 4","All","Main scheme application","530","360","0.679","0"
"2014","4 points (MMM)","Quintile 4","All","Main scheme application","495","335","0.679","0"
"2015","4 points (MMM)","Quintile 4","All","Main scheme application","455","320","0.7030000000000001","0"
"2016","4 points (MMM)","Quintile 4","All","Main scheme application","440","315","0.71","0"
"2017","4 points (MMM)","Quintile 4","All","Main scheme application","360","265","0.734","0"
"2018","4 points (MMM)","Quintile 4","All","Main scheme application","370","260","0.71","0"
"2019","4 points (MMM)","Quintile 4","All","Main scheme application","310","215","0.6970000000000001","0"
"2020","4 points (MMM)","Quintile 4","All","Main scheme application","400","295","0.744","0"
"2021","4 points (MMM)","Quintile 4","All","Main scheme application","425","290","0.684","0"
"2022","4 points (MMM)","Quintile 4","All","Main scheme application","475","300","0.63","0"
"2023","4 points (MMM)","Quintile 4","All","Main scheme application","480","310","0.646","0"
"2010","5 points (DMM)","Quintile 4","All","Main scheme application","645","475","0.739","0"
"2011","5 points (DMM)","Quintile 4","All","Main scheme application","680","510","0.748","0"
"2012","5 points (DMM)","Quintile 4","All","Main scheme application","595","430","0.72","0"
"2013","5 points (DMM)","Quintile 4","All","Main scheme application","615","465","0.759","0"
"2014","5 points (DMM)","Quintile 4","All","Main scheme application","690","520","0.755","0"
"2015","5 points (DMM)","Quintile 4","All","Main scheme application","650","485","0.75","0"
"2016","5 points (DMM)","Quintile 4","All","Main scheme application","610","470","0.766","0"
"2017","5 points (DMM)","Quintile 4","All","Main scheme application","500","385","0.776","0"
"2018","5 points (DMM)","Quintile 4","All","Main scheme application","545","410","0.75","0"
"2019","5 points (DMM)","Quintile 4","All","Main scheme application","540","390","0.72","0"
"2020","5 points (DMM)","Quintile 4","All","Main scheme application","500","385","0.765","0"
"2021","5 points (DMM)","Quintile 4","All","Main scheme application","625","455","0.731","0"
"2022","5 points (DMM)","Quintile 4","All","Main scheme application","620","455","0.731","0"
"2023","5 points (DMM)","Quintile 4","All","Main scheme application","630","450","0.715","0"
"2010","6 points (DDM)","Quintile 4","All","Main scheme application","645","495","0.766","0"
"2011","6 points (DDM)","Quintile 4","All","Main scheme application","635","485","0.767","0"
"2012","6 points (DDM)","Quintile 4","All","Main scheme application","630","440","0.7000000000000001","0"
"2013","6 points (DDM)","Quintile 4","All","Main scheme application","650","475","0.73","0"
"2014","6 points (DDM)","Quintile 4","All","Main scheme application","760","585","0.773","0"
"2015","6 points (DDM)","Quintile 4","All","Main scheme application","735","565","0.769","0"
