"Year","Qualification group","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","A level & BTEC","21 - 24","All","Male","Main scheme applicant","Main scheme application","710","500","0.704","0"
"2022","A level & BTEC","21 - 24","All","Male","Main scheme applicant","Main scheme application","575","370","0.64","0"
"2023","A level & BTEC","21 - 24","All","Male","Main scheme applicant","Main scheme application","475","315","0.665","0"
"2008","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1385","1010","0.73","0"
"2009","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1530","1075","0.704","0"
"2010","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1620","980","0.606","0"
"2011","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1695","1000","0.591","0"
"2012","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1865","1100","0.59","0"
"2013","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2040","1245","0.611","0"
"2014","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2020","1280","0.635","0"
"2015","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2375","1430","0.602","0"
"2016","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2555","1625","0.636","0"
"2017","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2445","1585","0.649","0"
"2018","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2510","1595","0.635","0"
"2019","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2490","1625","0.654","0"
"2020","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2415","1615","0.669","0"
"2021","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2470","1500","0.606","0"
"2022","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","2015","1210","0.601","0"
"2023","SQA Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1745","1175","0.673","0"
"2010","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","85","45","0.529","0"
"2011","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","85","45","0.548","0"
"2012","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","85","40","0.47000000000000003","0"
"2013","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","90","45","0.47300000000000003","0"
"2014","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","115","70","0.59","0"
"2015","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","130","70","0.523","0"
"2016","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","95","55","0.558","0"
"2017","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","110","70","0.63","0"
"2018","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","95","55","0.583","0"
"2019","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","100","60","0.62","0"
"2020","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","100","55","0.55","0"
"2021","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","75","35","0.466","0"
"2022","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","120","65","0.537","0"
"2023","IB Only","21 - 24","All","Male","Main scheme applicant","Main scheme application","95","65","0.67","0"
"2008","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2009","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2010","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","20","20","0.8180000000000001","0"
"2011","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","40","35","0.925","0"
"2012","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","45","30","0.667","0"
"2013","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","60","30","0.483","0"
"2014","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","95","55","0.585","0"
"2015","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","110","70","0.627","0"
"2016","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","115","65","0.5730000000000001","0"
"2017","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","80","60","0.707","0"
"2018","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","70","45","0.625","0"
"2019","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","60","40","0.672","0"
"2020","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","40","25","0.65","0"
"2021","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","35","20","0.5710000000000001","0"
"2022","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2023","A level & WB","21 - 24","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","40","30","0.769","0"
"2018","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","60","40","0.677","0"
"2019","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","135","95","0.714","0"
"2020","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","135","105","0.769","0"
"2021","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","155","120","0.758","0"
"2022","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","140","95","0.6880000000000001","0"
"2023","Cambridge Technicals only","21 - 24","All","Male","Main scheme applicant","Main scheme application","110","65","0.602","0"
"2009","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","120","75","0.625","0"
"2010","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","80","50","0.613","0"
"2011","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","25","15","0.68","0"
"2012","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","410","300","0.738","0"
"2013","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1510","1130","0.749","0"
"2014","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1490","1170","0.785","0"
"2015","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1375","1030","0.749","0"
"2016","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1425","1055","0.739","0"
"2017","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1435","1085","0.758","0"
"2018","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1390","1020","0.735","0"
"2019","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1360","1015","0.746","0"
"2020","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1500","1175","0.782","0"
"2021","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1405","1045","0.742","0"
"2022","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1490","1035","0.6950000000000001","0"
"2023","Access to HE only","21 - 24","All","Male","Main scheme applicant","Main scheme application","1390","965","0.6950000000000001","0"
"2016","A level & Cambridge Technicals","21 - 24","All","Male","Main scheme applicant","Main scheme application","5","0"," ","0"
"2017","A level & Cambridge Technicals","21 - 24","All","Male","Main scheme applicant","Main scheme application","25","20","0.72","0"
