"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2023","13 point(s)","18","Wales","Female","2275","1865","0.8190000000000001"
"2010","14 point(s)","18","Northern Ireland","Female","3705","2830","0.764"
"2011","14 point(s)","18","Northern Ireland","Female","3955","2885","0.73"
"2012","14 point(s)","18","Northern Ireland","Female","4190","3175","0.758"
"2013","14 point(s)","18","Northern Ireland","Female","4195","3270","0.779"
"2014","14 point(s)","18","Northern Ireland","Female","4265","3455","0.811"
"2015","14 point(s)","18","Northern Ireland","Female","4640","3760","0.81"
"2016","14 point(s)","18","Northern Ireland","Female","4530","3710","0.8190000000000001"
"2017","14 point(s)","18","Northern Ireland","Female","4470","3660","0.8190000000000001"
"2018","14 point(s)","18","Northern Ireland","Female","4315","3530","0.8180000000000001"
"2019","14 point(s)","18","Northern Ireland","Female","3750","3020","0.805"
"2020","14 point(s)","18","Northern Ireland","Female","3660","3060","0.836"
"2021","14 point(s)","18","Northern Ireland","Female","3925","3085","0.786"
"2022","14 point(s)","18","Northern Ireland","Female","3875","2995","0.773"
"2023","14 point(s)","18","Northern Ireland","Female","3960","3225","0.8140000000000001"
"2010","14 point(s)","18","England","Female","55665","42935","0.771"
"2011","14 point(s)","18","England","Female","56080","43875","0.782"
"2012","14 point(s)","18","England","Female","57100","47610","0.834"
"2013","14 point(s)","18","England","Female","58995","50225","0.851"
"2014","14 point(s)","18","England","Female","61010","52595","0.862"
"2015","14 point(s)","18","England","Female","64470","56080","0.87"
"2016","14 point(s)","18","England","Female","66645","58300","0.875"
"2017","14 point(s)","18","England","Female","67930","59560","0.877"
"2018","14 point(s)","18","England","Female","67320","59105","0.878"
"2019","14 point(s)","18","England","Female","63800","56230","0.881"
"2020","14 point(s)","18","England","Female","63100","55585","0.881"
"2021","14 point(s)","18","England","Female","64640","55415","0.857"
"2022","14 point(s)","18","England","Female","64300","50840","0.791"
"2023","14 point(s)","18","England","Female","63135","51985","0.8230000000000001"
"2010","14 point(s)","18","Scotland","Female","95","70","0.716"
"2011","14 point(s)","18","Scotland","Female","80","55","0.713"
"2012","14 point(s)","18","Scotland","Female","80","50","0.613"
"2013","14 point(s)","18","Scotland","Female","55","40","0.727"
"2014","14 point(s)","18","Scotland","Female","85","70","0.835"
"2015","14 point(s)","18","Scotland","Female","115","95","0.8170000000000001"
"2016","14 point(s)","18","Scotland","Female","65","50","0.785"
"2017","14 point(s)","18","Scotland","Female","85","65","0.788"
"2018","14 point(s)","18","Scotland","Female","60","50","0.8170000000000001"
"2019","14 point(s)","18","Scotland","Female","80","65","0.788"
"2020","14 point(s)","18","Scotland","Female","55","45","0.855"
"2021","14 point(s)","18","Scotland","Female","65","50","0.785"
"2022","14 point(s)","18","Scotland","Female","65","45","0.677"
"2023","14 point(s)","18","Scotland","Female","75","60","0.787"
"2010","14 point(s)","18","Wales","Female","2980","2335","0.783"
"2011","14 point(s)","18","Wales","Female","3020","2385","0.789"
"2012","14 point(s)","18","Wales","Female","3115","2555","0.8200000000000001"
"2013","14 point(s)","18","Wales","Female","3030","2525","0.833"
"2014","14 point(s)","18","Wales","Female","2930","2490","0.849"
"2015","14 point(s)","18","Wales","Female","3285","2790","0.85"
"2016","14 point(s)","18","Wales","Female","3400","2820","0.8300000000000001"
"2017","14 point(s)","18","Wales","Female","3035","2630","0.866"
"2018","14 point(s)","18","Wales","Female","2670","2335","0.875"
"2019","14 point(s)","18","Wales","Female","2700","2335","0.866"
"2020","14 point(s)","18","Wales","Female","2375","2065","0.869"
"2021","14 point(s)","18","Wales","Female","3115","2555","0.8200000000000001"
"2022","14 point(s)","18","Wales","Female","2980","2345","0.786"
"2023","14 point(s)","18","Wales","Female","2455","2035","0.8290000000000001"
"2010","15 point(s)","18","Northern Ireland","Female","5780","4255","0.736"
"2011","15 point(s)","18","Northern Ireland","Female","4900","3700","0.756"
"2012","15 point(s)","18","Northern Ireland","Female","4450","3515","0.789"
"2013","15 point(s)","18","Northern Ireland","Female","4910","3800","0.774"
"2014","15 point(s)","18","Northern Ireland","Female","4385","3475","0.793"
"2015","15 point(s)","18","Northern Ireland","Female","4750","3825","0.805"
"2016","15 point(s)","18","Northern Ireland","Female","4580","3705","0.809"
"2017","15 point(s)","18","Northern Ireland","Female","4825","3975","0.8230000000000001"
"2018","15 point(s)","18","Northern Ireland","Female","4740","3920","0.8270000000000001"
"2019","15 point(s)","18","Northern Ireland","Female","3995","3290","0.8240000000000001"
"2020","15 point(s)","18","Northern Ireland","Female","4620","3875","0.839"
"2021","15 point(s)","18","Northern Ireland","Female","4970","3975","0.8"
"2022","15 point(s)","18","Northern Ireland","Female","5875","4520","0.77"
"2023","15 point(s)","18","Northern Ireland","Female","5505","4530","0.8230000000000001"
"2010","15 point(s)","18","England","Female","70470","50635","0.719"
"2011","15 point(s)","18","England","Female","65340","47655","0.729"
"2012","15 point(s)","18","England","Female","61575","47875","0.777"
"2013","15 point(s)","18","England","Female","62840","50270","0.8"
"2014","15 point(s)","18","England","Female","62000","50090","0.808"
"2015","15 point(s)","18","England","Female","61970","51635","0.833"
"2016","15 point(s)","18","England","Female","63325","52780","0.833"
"2017","15 point(s)","18","England","Female","67215","56670","0.843"
"2018","15 point(s)","18","England","Female","67900","56735","0.836"
"2019","15 point(s)","18","England","Female","68205","56655","0.8310000000000001"
"2020","15 point(s)","18","England","Female","69170","57945","0.838"
"2021","15 point(s)","18","England","Female","73505","59110","0.804"
"2022","15 point(s)","18","England","Female","72070","53075","0.736"
"2023","15 point(s)","18","England","Female","72690","56430","0.776"
"2010","15 point(s)","18","Scotland","Female","125","75","0.6"
"2011","15 point(s)","18","Scotland","Female","85","55","0.624"
"2012","15 point(s)","18","Scotland","Female","95","70","0.726"
"2013","15 point(s)","18","Scotland","Female","95","70","0.747"
"2014","15 point(s)","18","Scotland","Female","95","75","0.768"
"2015","15 point(s)","18","Scotland","Female","85","60","0.682"
"2016","15 point(s)","18","Scotland","Female","60","35","0.6"
"2017","15 point(s)","18","Scotland","Female","115","85","0.739"
"2018","15 point(s)","18","Scotland","Female","115","90","0.774"
"2019","15 point(s)","18","Scotland","Female","105","80","0.771"
"2020","15 point(s)","18","Scotland","Female","45","35","0.778"
"2021","15 point(s)","18","Scotland","Female","95","65","0.6950000000000001"
"2022","15 point(s)","18","Scotland","Female","75","40","0.507"
"2023","15 point(s)","18","Scotland","Female","85","55","0.659"
"2010","15 point(s)","18","Wales","Female","3665","2645","0.721"
"2011","15 point(s)","18","Wales","Female","3340","2430","0.727"
"2012","15 point(s)","18","Wales","Female","3635","2835","0.78"
"2013","15 point(s)","18","Wales","Female","2880","2205","0.766"
"2014","15 point(s)","18","Wales","Female","3110","2510","0.806"
"2015","15 point(s)","18","Wales","Female","3250","2625","0.808"
"2016","15 point(s)","18","Wales","Female","3155","2620","0.8300000000000001"
"2017","15 point(s)","18","Wales","Female","3000","2600","0.866"
"2018","15 point(s)","18","Wales","Female","2990","2485","0.8300000000000001"
"2019","15 point(s)","18","Wales","Female","3040","2490","0.8190000000000001"
"2020","15 point(s)","18","Wales","Female","2665","2270","0.851"
"2021","15 point(s)","18","Wales","Female","3390","2715","0.801"
"2022","15 point(s)","18","Wales","Female","4185","3065","0.732"
"2023","15 point(s)","18","Wales","Female","3090","2450","0.793"
"2010","16 point(s)","18","Northern Ireland","Female","1715","1200","0.6990000000000001"
"2011","16 point(s)","18","Northern Ireland","Female","2165","1525","0.705"
"2012","16 point(s)","18","Northern Ireland","Female","2430","1810","0.744"
"2013","16 point(s)","18","Northern Ireland","Female","2320","1760","0.759"
"2014","16 point(s)","18","Northern Ireland","Female","2400","1860","0.774"
"2015","16 point(s)","18","Northern Ireland","Female","2055","1605","0.781"
"2016","16 point(s)","18","Northern Ireland","Female","2155","1680","0.78"
"2017","16 point(s)","18","Northern Ireland","Female","2195","1785","0.8140000000000001"
"2018","16 point(s)","18","Northern Ireland","Female","1890","1530","0.81"
"2019","16 point(s)","18","Northern Ireland","Female","2020","1655","0.8200000000000001"
"2020","16 point(s)","18","Northern Ireland","Female","2050","1635","0.798"
"2021","16 point(s)","18","Northern Ireland","Female","2465","1905","0.772"
"2022","16 point(s)","18","Northern Ireland","Female","3060","2250","0.735"
"2023","16 point(s)","18","Northern Ireland","Female","3065","2345","0.765"
"2010","16 point(s)","18","England","Female","25585","17380","0.679"
"2011","16 point(s)","18","England","Female","33245","23220","0.6980000000000001"
"2012","16 point(s)","18","England","Female","36180","26945","0.745"
"2013","16 point(s)","18","England","Female","38380","28990","0.755"
"2014","16 point(s)","18","England","Female","38680","29890","0.773"
"2015","16 point(s)","18","England","Female","40550","32395","0.799"
"2016","16 point(s)","18","England","Female","41575","33495","0.806"
"2017","16 point(s)","18","England","Female","42745","34720","0.812"
"2018","16 point(s)","18","England","Female","43400","34805","0.802"
"2019","16 point(s)","18","England","Female","47910","38300","0.799"
"2020","16 point(s)","18","England","Female","50555","40610","0.803"
"2021","16 point(s)","18","England","Female","55045","42180","0.766"
"2022","16 point(s)","18","England","Female","62670","43450","0.6930000000000001"
"2023","16 point(s)","18","England","Female","66325","48365","0.729"
"2010","16 point(s)","18","Scotland","Female","60","30","0.533"
"2011","16 point(s)","18","Scotland","Female","60","35","0.617"
"2012","16 point(s)","18","Scotland","Female","65","45","0.708"
"2013","16 point(s)","18","Scotland","Female","80","55","0.713"
"2014","16 point(s)","18","Scotland","Female","45","40","0.844"
"2015","16 point(s)","18","Scotland","Female","90","65","0.7000000000000001"
"2016","16 point(s)","18","Scotland","Female","60","50","0.833"
"2017","16 point(s)","18","Scotland","Female","95","65","0.674"
"2018","16 point(s)","18","Scotland","Female","55","40","0.6910000000000001"
