"Year","Applied by deadline","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","680","295","0.433","0"
"2013","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","645","300","0.461","0"
"2014","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","595","245","0.40900000000000003","0"
"2015","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","695","290","0.41500000000000004","0"
"2016","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","675","285","0.421","0"
"2017","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","535","240","0.451","0"
"2018","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","560","265","0.47400000000000003","0"
"2019","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","460","225","0.496","0"
"2020","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","445","220","0.494","0"
"2021","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","225","80","0.34400000000000003","0"
"2022","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","165","50","0.311","0"
"2023","All","25 - 29","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","135","40","0.299","0"
"2006","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","185","85","0.459","0"
"2007","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","175","90","0.52","0"
"2008","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","165","80","0.47900000000000004","0"
"2009","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","185","85","0.451","0"
"2010","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","270","125","0.458","0"
"2011","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","235","90","0.377","0"
"2012","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","205","80","0.394","0"
"2013","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","190","80","0.429","0"
"2014","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","170","70","0.40800000000000003","0"
"2015","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","155","60","0.385","0"
"2016","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","150","50","0.333","0"
"2017","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","140","50","0.366","0"
"2018","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","155","65","0.41300000000000003","0"
"2019","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","105","40","0.364","0"
"2020","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","115","45","0.4","0"
"2021","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","70","20","0.28200000000000003","0"
"2022","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","40","15","0.385","0"
"2023","All","30 - 34","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","50","15","0.306","0"
"2006","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","110","50","0.444","0"
"2007","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","125","70","0.535","0"
"2008","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","120","60","0.492","0"
"2009","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","140","65","0.444","0"
"2010","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","185","75","0.406","0"
"2011","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","160","55","0.352","0"
"2012","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","155","50","0.34","0"
"2013","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","165","60","0.362","0"
"2014","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","135","45","0.343","0"
"2015","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","130","40","0.326","0"
"2016","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","140","45","0.333","0"
"2017","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","115","30","0.28300000000000003","0"
"2018","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","110","45","0.41100000000000003","0"
"2019","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","90","30","0.352","0"
"2020","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","95","40","0.432","0"
"2021","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","60","15","0.213","0"
"2022","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","50","15","0.269","0"
"2023","All","35 and over","EU (excluding UK)","Male","Main scheme applicant","Main scheme application","40","5"," ","0"
"2014","Applied by June deadline","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","Applied by June deadline","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","Applied by June deadline","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","Applied by June deadline","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2006","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","110","110","0.973","40"
"2007","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","130","130","0.977","35"
"2008","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","145","140","0.986","45"
"2009","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","140","130","0.9420000000000001","50"
"2010","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","65","60","0.906","45"
"2011","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","60","50","0.862","35"
"2012","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","75","70","0.9470000000000001","20"
"2013","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","85","85","0.9540000000000001","15"
"2014","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","85","80","0.918","20"
"2015","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","70","65","0.931","20"
"2016","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","70","65","0.931","25"
"2017","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","100","90","0.891","20"
"2018","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","115","105","0.922","15"
"2019","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","130","115","0.892","10"
"2020","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","195","170","0.881","35"
"2021","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","140","125","0.872","15"
"2022","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","195","165","0.86","20"
"2023","Other","All","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","170","140","0.8190000000000001","35"
"2007","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2008","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.929","0"
"2016","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","50","45","0.882","0"
"2018","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","60","50","0.839","0"
"2019","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","360","340","0.9390000000000001","0"
"2020","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","125","110","0.911","0"
"2021","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","460","415","0.906","0"
"2022","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","2150","2060","0.9590000000000001","0"
"2023","Applied by January deadline","All","England","Female","Not main scheme applicant","Not main scheme application","2080","1900","0.913","0"
