"Year","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2008","All","30 - 34","Scotland","Female","Main scheme applicant","All","470","310","0.658","0"
"2009","All","30 - 34","Scotland","Female","Main scheme applicant","All","605","395","0.651","0"
"2010","All","30 - 34","Scotland","Female","Main scheme applicant","All","1030","555","0.538","0"
"2011","All","30 - 34","Scotland","Female","Main scheme applicant","All","1115","610","0.548","0"
"2012","All","30 - 34","Scotland","Female","Main scheme applicant","All","985","540","0.548","0"
"2013","All","30 - 34","Scotland","Female","Main scheme applicant","All","1025","560","0.545","0"
"2014","All","30 - 34","Scotland","Female","Main scheme applicant","All","1105","585","0.532","0"
"2015","All","30 - 34","Scotland","Female","Main scheme applicant","All","1520","830","0.546","0"
"2016","All","30 - 34","Scotland","Female","Main scheme applicant","All","1605","820","0.51","0"
"2017","All","30 - 34","Scotland","Female","Main scheme applicant","All","1695","1025","0.604","0"
"2018","All","30 - 34","Scotland","Female","Main scheme applicant","All","1685","995","0.59","0"
"2019","All","30 - 34","Scotland","Female","Main scheme applicant","All","1705","1025","0.601","0"
"2020","All","30 - 34","Scotland","Female","Main scheme applicant","All","1825","1160","0.634","0"
"2021","All","30 - 34","Scotland","Female","Main scheme applicant","All","2110","1195","0.5680000000000001","0"
"2022","All","30 - 34","Scotland","Female","Main scheme applicant","All","1705","1060","0.622","0"
"2023","All","30 - 34","Scotland","Female","Main scheme applicant","All","1355","920","0.68","0"
"2006","All","30 - 34","Wales","Female","Main scheme applicant","All","435","255","0.589","0"
"2007","All","30 - 34","Wales","Female","Main scheme applicant","All","430","260","0.611","0"
"2008","All","30 - 34","Wales","Female","Main scheme applicant","All","395","245","0.623","0"
"2009","All","30 - 34","Wales","Female","Main scheme applicant","All","440","270","0.609","0"
"2010","All","30 - 34","Wales","Female","Main scheme applicant","All","495","250","0.501","0"
"2011","All","30 - 34","Wales","Female","Main scheme applicant","All","550","275","0.499","0"
"2012","All","30 - 34","Wales","Female","Main scheme applicant","All","535","280","0.527","0"
"2013","All","30 - 34","Wales","Female","Main scheme applicant","All","510","285","0.553","0"
"2014","All","30 - 34","Wales","Female","Main scheme applicant","All","555","340","0.61","0"
"2015","All","30 - 34","Wales","Female","Main scheme applicant","All","565","365","0.645","0"
"2016","All","30 - 34","Wales","Female","Main scheme applicant","All","585","375","0.642","0"
"2017","All","30 - 34","Wales","Female","Main scheme applicant","All","540","360","0.667","0"
"2018","All","30 - 34","Wales","Female","Main scheme applicant","All","580","395","0.681","0"
"2019","All","30 - 34","Wales","Female","Main scheme applicant","All","595","395","0.663","0"
"2020","All","30 - 34","Wales","Female","Main scheme applicant","All","620","430","0.6940000000000001","0"
"2021","All","30 - 34","Wales","Female","Main scheme applicant","All","685","435","0.635","0"
"2022","All","30 - 34","Wales","Female","Main scheme applicant","All","625","385","0.615","0"
"2023","All","30 - 34","Wales","Female","Main scheme applicant","All","475","320","0.678","0"
"2006","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","260","145","0.56","0"
"2007","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","235","150","0.641","0"
"2008","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","275","175","0.641","0"
"2009","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","200","110","0.557","0"
"2010","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","290","160","0.546","0"
"2011","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","265","140","0.517","0"
"2012","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","220","110","0.491","0"
"2013","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","315","150","0.47000000000000003","0"
"2014","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","320","185","0.581","0"
"2015","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","315","155","0.486","0"
"2016","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","330","165","0.497","0"
"2017","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","330","185","0.551","0"
"2018","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","325","190","0.58","0"
"2019","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","365","225","0.622","0"
"2020","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","350","220","0.622","0"
"2021","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","450","220","0.492","0"
"2022","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","350","185","0.532","0"
"2023","All","35 and over","Northern Ireland","Female","Main scheme applicant","All","320","190","0.597","0"
"2006","All","35 and over","England","Female","Main scheme applicant","All","9775","6195","0.634","0"
"2007","All","35 and over","England","Female","Main scheme applicant","All","9885","6415","0.649","0"
"2008","All","35 and over","England","Female","Main scheme applicant","All","13085","8495","0.649","0"
"2009","All","35 and over","England","Female","Main scheme applicant","All","15680","9700","0.619","0"
"2010","All","35 and over","England","Female","Main scheme applicant","All","18815","9925","0.527","0"
"2011","All","35 and over","England","Female","Main scheme applicant","All","18220","9355","0.514","0"
"2012","All","35 and over","England","Female","Main scheme applicant","All","15930","8415","0.528","0"
"2013","All","35 and over","England","Female","Main scheme applicant","All","15375","8270","0.538","0"
"2014","All","35 and over","England","Female","Main scheme applicant","All","16730","9190","0.549","0"
"2015","All","35 and over","England","Female","Main scheme applicant","All","16170","8905","0.551","0"
"2016","All","35 and over","England","Female","Main scheme applicant","All","17230","9620","0.558","0"
"2017","All","35 and over","England","Female","Main scheme applicant","All","14245","8970","0.63","0"
"2018","All","35 and over","England","Female","Main scheme applicant","All","13190","8900","0.675","0"
"2019","All","35 and over","England","Female","Main scheme applicant","All","13210","9025","0.683","0"
"2020","All","35 and over","England","Female","Main scheme applicant","All","15140","10420","0.6880000000000001","0"
"2021","All","35 and over","England","Female","Main scheme applicant","All","16715","10415","0.623","0"
"2022","All","35 and over","England","Female","Main scheme applicant","All","14770","9135","0.619","0"
"2023","All","35 and over","England","Female","Main scheme applicant","All","14395","8895","0.618","0"
"2006","All","35 and over","Scotland","Female","Main scheme applicant","All","1015","695","0.686","0"
"2007","All","35 and over","Scotland","Female","Main scheme applicant","All","960","645","0.674","0"
"2008","All","35 and over","Scotland","Female","Main scheme applicant","All","870","580","0.667","0"
"2009","All","35 and over","Scotland","Female","Main scheme applicant","All","990","655","0.663","0"
"2010","All","35 and over","Scotland","Female","Main scheme applicant","All","1785","1090","0.611","0"
"2011","All","35 and over","Scotland","Female","Main scheme applicant","All","1635","950","0.58","0"
"2012","All","35 and over","Scotland","Female","Main scheme applicant","All","1465","805","0.549","0"
"2013","All","35 and over","Scotland","Female","Main scheme applicant","All","1435","800","0.556","0"
"2014","All","35 and over","Scotland","Female","Main scheme applicant","All","1585","880","0.555","0"
"2015","All","35 and over","Scotland","Female","Main scheme applicant","All","2165","1155","0.534","0"
"2016","All","35 and over","Scotland","Female","Main scheme applicant","All","2395","1250","0.522","0"
"2017","All","35 and over","Scotland","Female","Main scheme applicant","All","2605","1445","0.554","0"
"2018","All","35 and over","Scotland","Female","Main scheme applicant","All","2860","1630","0.5690000000000001","0"
"2019","All","35 and over","Scotland","Female","Main scheme applicant","All","2885","1650","0.5720000000000001","0"
"2020","All","35 and over","Scotland","Female","Main scheme applicant","All","3265","2030","0.622","0"
"2021","All","35 and over","Scotland","Female","Main scheme applicant","All","3425","1895","0.553","0"
"2022","All","35 and over","Scotland","Female","Main scheme applicant","All","2780","1725","0.621","0"
"2023","All","35 and over","Scotland","Female","Main scheme applicant","All","2450","1610","0.657","0"
"2006","All","35 and over","Wales","Female","Main scheme applicant","All","785","470","0.595","0"
"2007","All","35 and over","Wales","Female","Main scheme applicant","All","755","465","0.616","0"
"2008","All","35 and over","Wales","Female","Main scheme applicant","All","625","415","0.662","0"
"2009","All","35 and over","Wales","Female","Main scheme applicant","All","795","520","0.653","0"
"2010","All","35 and over","Wales","Female","Main scheme applicant","All","775","435","0.56","0"
"2011","All","35 and over","Wales","Female","Main scheme applicant","All","800","410","0.513","0"
"2012","All","35 and over","Wales","Female","Main scheme applicant","All","790","410","0.518","0"
"2013","All","35 and over","Wales","Female","Main scheme applicant","All","705","410","0.58","0"
"2014","All","35 and over","Wales","Female","Main scheme applicant","All","745","460","0.619","0"
"2015","All","35 and over","Wales","Female","Main scheme applicant","All","765","490","0.639","0"
"2016","All","35 and over","Wales","Female","Main scheme applicant","All","815","535","0.653","0"
"2017","All","35 and over","Wales","Female","Main scheme applicant","All","765","525","0.687","0"
"2018","All","35 and over","Wales","Female","Main scheme applicant","All","860","605","0.7020000000000001","0"
"2019","All","35 and over","Wales","Female","Main scheme applicant","All","875","600","0.6880000000000001","0"
"2020","All","35 and over","Wales","Female","Main scheme applicant","All","870","615","0.705","0"
"2021","All","35 and over","Wales","Female","Main scheme applicant","All","950","615","0.648","0"
"2022","All","35 and over","Wales","Female","Main scheme applicant","All","885","565","0.64","0"
"2023","All","35 and over","Wales","Female","Main scheme applicant","All","710","460","0.649","0"
"2006","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","35","20","0.636","0"
"2007","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","30","25","0.857","0"
"2008","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","25","20","0.87","0"
"2009","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","30","25","0.767","0"
"2010","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","25","15","0.652","0"
"2011","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","20","15","0.667","0"
"2012","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","15","10","0.706","0"
"2013","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","20","15","0.722","0"
"2014","All","17 and under","Northern Ireland","Male","Main scheme applicant","All","10","5"," ","0"
