"Year","Achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","445","365","0.8250000000000001","0"
"2011","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","480","420","0.877","0"
"2012","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","455","375","0.8260000000000001","0"
"2013","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","505","430","0.855","0"
"2014","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","440","355","0.801","0"
"2015","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","460","380","0.8300000000000001","0"
"2016","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","430","345","0.8","0"
"2017","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","460","335","0.734","0"
"2018","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","380","310","0.808","0"
"2019","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","320","260","0.806","0"
"2020","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","325","270","0.8320000000000001","0"
"2021","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","325","270","0.8250000000000001","0"
"2022","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","295","225","0.769","0"
"2023","12 point(s)","All","Northern Ireland","Male","Main scheme applicant","Main scheme application","310","235","0.757","0"
"2010","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","7160","5380","0.751","0"
"2011","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","7125","5475","0.768","0"
"2012","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","6735","5080","0.755","0"
"2013","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","6925","5420","0.783","0"
"2014","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","6695","5055","0.755","0"
"2015","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","6805","5395","0.793","0"
"2016","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","6940","5290","0.762","0"
"2017","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","6770","5015","0.74","0"
"2018","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","6755","5025","0.744","0"
"2019","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","6515","4620","0.709","0"
"2020","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","7060","4585","0.65","0"
"2021","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","7045","5130","0.728","0"
"2022","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","7340","5100","0.6950000000000001","0"
"2023","12 point(s)","All","England","Male","Main scheme applicant","Main scheme application","7685","5265","0.685","0"
"2010","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","15","10"," ","0"
"2011","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","15","10","0.588","0"
"2013","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","15","10","0.75","0"
"2014","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","20","15","0.737","0"
"2016","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2017","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","20","15","0.889","0"
"2018","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","12 point(s)","All","Scotland","Male","Main scheme applicant","Main scheme application","10","5"," ","0"
"2010","12 point(s)","All","Wales","Male","Main scheme applicant","Main scheme application","380","295","0.782","0"
"2011","12 point(s)","All","Wales","Male","Main scheme applicant","Main scheme application","325","275","0.848","0"
"2012","12 point(s)","All","Wales","Male","Main scheme applicant","Main scheme application","345","285","0.837","0"
"2013","12 point(s)","All","Wales","Male","Main scheme applicant","Main scheme application","285","235","0.834","0"
"2014","12 point(s)","All","Wales","Male","Main scheme applicant","Main scheme application","275","235","0.844","0"
"2015","12 point(s)","All","Wales","Male","Main scheme applicant","Main scheme application","305","250","0.8280000000000001","0"
"2016","12 point(s)","All","Wales","Male","Main scheme applicant","Main scheme application","285","240","0.849","0"
