"Year","Subject group HECoS","Detailed subject group HECoS","UK region","Main scheme applicant","Main scheme application","Accepted applicants"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","North West","Main scheme applicant","Not main scheme application","5"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","North West","Main scheme applicant","Not main scheme application","5"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","North West","Main scheme applicant","Not main scheme application","5"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","North West","Main scheme applicant","Not main scheme application","5"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-01-02) history of art, architecture and design","North West","Main scheme applicant","Not main scheme application","5"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","North West","Main scheme applicant","Not main scheme application","35"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","North West","Main scheme applicant","Not main scheme application","40"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","North West","Main scheme applicant","Not main scheme application","20"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","North West","Main scheme applicant","Not main scheme application","25"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-01) philosophy","North West","Main scheme applicant","Not main scheme application","30"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","North West","Main scheme applicant","Not main scheme application","10"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","North West","Main scheme applicant","Not main scheme application","10"
"2021","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","North West","Main scheme applicant","Not main scheme application","5"
"2022","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","North West","Main scheme applicant","Not main scheme application","5"
"2023","(CAH20) historical, philosophical and religious studies","(CAH20-02-02) theology and religious studies","North West","Main scheme applicant","Not main scheme application","10"
"2019","(CAH11) computing","(CAH11-01-08) others in computing","North West","Main scheme applicant","Not main scheme application","5"
"2020","(CAH11) computing","(CAH11-01-08) others in computing","North West","Main scheme applicant","Not main scheme application","5"
"2021","(CAH11) computing","(CAH11-01-08) others in computing","North West","Main scheme applicant","Not main scheme application","5"
"2022","(CAH11) computing","(CAH11-01-08) others in computing","North West","Main scheme applicant","Not main scheme application","5"
"2023","(CAH11) computing","(CAH11-01-08) others in computing","North West","Main scheme applicant","Not main scheme application","10"
"2019","(CAH11) computing","(CAH11-01-05) artificial intelligence","North West","Main scheme applicant","Not main scheme application","5"
"2020","(CAH11) computing","(CAH11-01-05) artificial intelligence","North West","Main scheme applicant","Not main scheme application","5"
"2021","(CAH11) computing","(CAH11-01-05) artificial intelligence","North West","Main scheme applicant","Not main scheme application","5"
"2022","(CAH11) computing","(CAH11-01-05) artificial intelligence","North West","Main scheme applicant","Not main scheme application","5"
"2023","(CAH11) computing","(CAH11-01-05) artificial intelligence","North West","Main scheme applicant","Not main scheme application","5"
"2019","(CAH11) computing","(CAH11-01-07) business computing","North West","Main scheme applicant","Not main scheme application","5"
"2020","(CAH11) computing","(CAH11-01-07) business computing","North West","Main scheme applicant","Not main scheme application","5"
"2021","(CAH11) computing","(CAH11-01-07) business computing","North West","Main scheme applicant","Not main scheme application","5"
"2022","(CAH11) computing","(CAH11-01-07) business computing","North West","Main scheme applicant","Not main scheme application","10"
"2023","(CAH11) computing","(CAH11-01-07) business computing","North West","Main scheme applicant","Not main scheme application","5"
"2019","(CAH11) computing","(CAH11-01-06) computer games and animation","North West","Main scheme applicant","Not main scheme application","25"
"2020","(CAH11) computing","(CAH11-01-06) computer games and animation","North West","Main scheme applicant","Not main scheme application","20"
"2021","(CAH11) computing","(CAH11-01-06) computer games and animation","North West","Main scheme applicant","Not main scheme application","35"
"2022","(CAH11) computing","(CAH11-01-06) computer games and animation","North West","Main scheme applicant","Not main scheme application","20"
"2023","(CAH11) computing","(CAH11-01-06) computer games and animation","North West","Main scheme applicant","Not main scheme application","30"
"2019","(CAH11) computing","(CAH11-01-01) computer science","North West","Main scheme applicant","Not main scheme application","150"
"2020","(CAH11) computing","(CAH11-01-01) computer science","North West","Main scheme applicant","Not main scheme application","155"
"2021","(CAH11) computing","(CAH11-01-01) computer science","North West","Main scheme applicant","Not main scheme application","130"
"2022","(CAH11) computing","(CAH11-01-01) computer science","North West","Main scheme applicant","Not main scheme application","200"
"2023","(CAH11) computing","(CAH11-01-01) computer science","North West","Main scheme applicant","Not main scheme application","230"
"2019","(CAH11) computing","(CAH11-01-02) information technology","North West","Main scheme applicant","Not main scheme application","5"
"2020","(CAH11) computing","(CAH11-01-02) information technology","North West","Main scheme applicant","Not main scheme application","5"
"2021","(CAH11) computing","(CAH11-01-02) information technology","North West","Main scheme applicant","Not main scheme application","10"
"2022","(CAH11) computing","(CAH11-01-02) information technology","North West","Main scheme applicant","Not main scheme application","10"
"2023","(CAH11) computing","(CAH11-01-02) information technology","North West","Main scheme applicant","Not main scheme application","15"
"2019","(CAH11) computing","(CAH11-01-03) information systems","North West","Main scheme applicant","Not main scheme application","5"
"2020","(CAH11) computing","(CAH11-01-03) information systems","North West","Main scheme applicant","Not main scheme application","5"
"2021","(CAH11) computing","(CAH11-01-03) information systems","North West","Main scheme applicant","Not main scheme application","5"
"2022","(CAH11) computing","(CAH11-01-03) information systems","North West","Main scheme applicant","Not main scheme application","10"
