"Year","Deferred entry","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate"
"2014","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","25","0.931"
"2015","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","30","25","0.964"
"2016","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2017","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","25","0.852"
"2018","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.88"
"2019","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","35","30","0.909"
"2020","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","55","45","0.849"
"2021","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","35","35","0.917"
"2022","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","55","50","0.877"
"2023","Not deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","25","20","0.6920000000000001"
"2019","Deferred","21 - 24","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2009","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2010","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2011","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2012","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2014","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2015","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2017","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2020","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.833"
"2021","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2022","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Not deferred","25 - 29","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2008","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2009","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2018","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2020","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2021","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2022","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2023","Not deferred","30 - 34","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2007","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2008","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","5"," "
"2010","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2013","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2015","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2016","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2018","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2019","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2020","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","15","10","0.923"
"2021","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2022","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2023","Not deferred","35 and over","Northern Ireland","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2006","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","50","50","1"
"2007","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","65","65","0.985"
"2008","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","95","95","0.979"
"2009","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","60","55","0.885"
"2010","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.976"
"2011","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","30","20","0.714"
"2012","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9500000000000001"
"2013","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","60","55","0.887"
"2014","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","45","0.936"
"2015","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.889"
"2016","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.907"
"2017","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","55","50","0.895"
"2018","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","45","45","0.9570000000000001"
"2019","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","65","60","0.892"
"2020","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","65","60","0.909"
"2021","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","60","50","0.881"
"2022","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","110","95","0.874"
"2023","Not deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","105","85","0.81"
"2008","Deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2019","Deferred","17 and under","England","Female","Not main scheme applicant","Not main scheme application","5","0"," "
"2006","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1165","1140","0.978"
"2007","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1270","1250","0.983"
"2008","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1265","1235","0.977"
"2009","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1045","995","0.9560000000000001"
"2010","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","470","445","0.9550000000000001"
"2011","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","590","545","0.92"
"2012","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","935","890","0.9520000000000001"
"2013","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1205","1140","0.9440000000000001"
"2014","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1105","1040","0.9410000000000001"
"2015","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1215","1170","0.961"
"2016","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1240","1165","0.9390000000000001"
"2017","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1580","1485","0.9390000000000001"
"2018","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1880","1795","0.9550000000000001"
"2019","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","2150","2050","0.9540000000000001"
"2020","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","2870","2720","0.9470000000000001"
"2021","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1905","1820","0.9550000000000001"
"2022","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1880","1760","0.934"
"2023","Not deferred","18","England","Female","Not main scheme applicant","Not main scheme application","1970","1825","0.926"
"2006","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2007","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2008","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.96"
"2009","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.682"
"2010","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2012","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2013","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.963"
"2014","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","30","25","0.897"
"2015","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","35","35","0.9440000000000001"
"2016","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","35","35","0.9430000000000001"
"2017","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","65","60","0.968"
"2018","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","55","55","0.9470000000000001"
"2019","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","70","65","0.9430000000000001"
"2020","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","90","85","0.9430000000000001"
"2021","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.929"
"2022","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","40","35","0.902"
"2023","Deferred","18","England","Female","Not main scheme applicant","Not main scheme application","70","65","0.971"
"2006","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","1710","1680","0.984"
"2007","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","1900","1860","0.98"
"2008","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","2105","2060","0.98"
"2009","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","1680","1600","0.9520000000000001"
"2010","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","1075","1015","0.9440000000000001"
"2011","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","995","915","0.922"
"2012","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","1565","1490","0.9510000000000001"
"2013","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","1870","1780","0.9510000000000001"
"2014","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","1915","1785","0.932"
"2015","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","2275","2135","0.9400000000000001"
"2016","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","2345","2225","0.9480000000000001"
"2017","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","2685","2540","0.9460000000000001"
"2018","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","3090","2945","0.9520000000000001"
"2019","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","3545","3360","0.9480000000000001"
"2020","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","3590","3375","0.9390000000000001"
"2021","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","2855","2685","0.9410000000000001"
"2022","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","3385","3135","0.926"
"2023","Not deferred","19","England","Female","Not main scheme applicant","Not main scheme application","3970","3675","0.926"
"2006","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2007","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","10","10","0.917"
"2008","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.85"
"2009","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","15","10"," "
"2010","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2011","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2013","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2014","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2015","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.9550000000000001"
"2016","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","30","25","0.964"
"2017","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","40","40","1"
"2018","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","50","50","0.98"
"2019","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.9550000000000001"
"2020","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","55","50","0.891"
"2021","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","40","35","0.846"
"2022","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","45","35","0.8220000000000001"
"2023","Deferred","19","England","Female","Not main scheme applicant","Not main scheme application","50","45","0.898"
"2006","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1290","1270","0.983"
"2007","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1435","1415","0.987"
"2008","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1765","1725","0.977"
"2009","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1375","1310","0.9530000000000001"
"2010","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","945","875","0.928"
"2011","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","875","805","0.92"
"2012","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1235","1170","0.9460000000000001"
"2013","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1590","1500","0.9430000000000001"
"2014","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1660","1575","0.9490000000000001"
"2015","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1850","1745","0.9440000000000001"
"2016","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","1820","1715","0.9440000000000001"
"2017","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","2060","1930","0.936"
"2018","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","2370","2235","0.9420000000000001"
"2019","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","2785","2615","0.9380000000000001"
"2020","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","2585","2420","0.936"
"2021","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","2195","2020","0.921"
"2022","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","2355","2150","0.912"
"2023","Not deferred","20","England","Female","Not main scheme applicant","Not main scheme application","2730","2485","0.911"
"2006","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.929"
"2007","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2008","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2009","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","25","20","0.8150000000000001"
"2010","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","10","10"," "
"2014","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.929"
"2015","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2016","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2017","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","25","20","0.913"
"2018","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","35","35","1"
"2019","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","25","20","0.913"
"2020","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","40","35","0.805"
"2021","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.85"
"2022","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.778"
"2023","Deferred","20","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.864"
"2006","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2680","2640","0.985"
"2007","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2965","2900","0.978"
"2008","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3510","3425","0.976"
"2009","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2990","2815","0.9420000000000001"
"2010","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2020","1880","0.93"
"2011","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","1945","1765","0.909"
"2012","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2670","2430","0.909"
"2013","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","2990","2800","0.937"
"2014","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3250","3030","0.933"
"2015","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3535","3295","0.931"
"2016","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3340","3115","0.932"
"2017","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","3945","3630","0.92"
"2018","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","4840","4535","0.937"
"2019","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","5560","5180","0.932"
"2020","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","5575","5125","0.919"
"2021","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","4615","4205","0.911"
"2022","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","5550","5070","0.913"
"2023","Not deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","5840","5265","0.902"
"2006","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","35","35","1"
"2007","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2008","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","60","60","1"
"2009","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","55","40","0.679"
"2010","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","30","30","0.969"
"2011","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2012","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.9580000000000001"
"2013","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","35","35","1"
"2014","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","40","40","1"
"2015","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","40","40","0.976"
"2016","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","35","30","0.9410000000000001"
"2017","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","55","55","1"
"2018","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","65","65","1"
"2019","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","60","60","0.984"
"2020","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","110","100","0.91"
"2021","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","60","60","0.935"
"2022","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","50","40","0.808"
"2023","Deferred","21 - 24","England","Female","Not main scheme applicant","Not main scheme application","70","60","0.857"
"2006","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1365","1330","0.975"
"2007","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1540","1510","0.979"
"2008","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1945","1895","0.975"
"2009","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1680","1580","0.9420000000000001"
"2010","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1045","975","0.932"
"2011","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","935","840","0.894"
"2012","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1215","1095","0.9"
"2013","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1530","1385","0.904"
"2014","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1715","1595","0.929"
"2015","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","2060","1900","0.921"
"2016","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","1735","1595","0.919"
"2017","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","2320","2125","0.916"
"2018","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","3125","2960","0.9470000000000001"
"2019","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","3625","3375","0.931"
"2020","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","3925","3595","0.915"
"2021","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","3540","3285","0.928"
"2022","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","4180","3865","0.924"
"2023","Not deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","4400","4040","0.918"
"2006","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.9580000000000001"
"2007","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","25","20","0.917"
"2008","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","50","50","1"
"2009","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","50","35","0.735"
"2010","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.933"
"2011","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2012","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","15","15","1"
"2013","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","35","30","0.9390000000000001"
"2014","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2015","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","25","25","0.96"
"2016","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","20","20","0.905"
"2017","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","35","35","0.9430000000000001"
"2018","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","50","50","0.96"
"2019","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","60","55","0.966"
"2020","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","75","65","0.8290000000000001"
"2021","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","45","45","0.9560000000000001"
"2022","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","30","25","0.833"
"2023","Deferred","25 - 29","England","Female","Not main scheme applicant","Not main scheme application","40","30","0.842"
"2006","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","805","795","0.983"
"2007","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","945","920","0.977"
"2008","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","1205","1170","0.969"
"2009","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","980","910","0.928"
"2010","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","645","590","0.916"
"2011","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","565","510","0.901"
"2012","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","820","750","0.918"
"2013","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","940","865","0.919"
"2014","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","1075","995","0.925"
"2015","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","1375","1265","0.92"
"2016","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","1250","1145","0.915"
"2017","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","1625","1475","0.909"
"2018","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","2185","2035","0.931"
"2019","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","2950","2745","0.93"
"2020","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","3155","2935","0.93"
"2021","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","3130","2910","0.93"
"2022","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","3695","3445","0.933"
"2023","Not deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","3925","3595","0.916"
"2006","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.9440000000000001"
"2007","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","25","25","1"
"2008","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","30","30","0.966"
"2009","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","35","30","0.853"
"2010","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","10","10","1"
"2011","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2012","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","5","5"," "
"2013","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.9410000000000001"
"2014","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","20","15","0.889"
"2015","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","15","15","0.933"
"2016","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","20","20","1"
"2017","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","30","30","1"
"2018","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","35","35","1"
"2019","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","40","40","1"
"2020","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","45","40","0.894"
"2021","Deferred","30 - 34","England","Female","Not main scheme applicant","Not main scheme application","35","30","0.882"
