"Year","MEM quintile","Tariff group of provider","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2007","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","960","70630","0.014"
"2007","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","1310","64320","0.02"
"2007","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","1160","45000","0.026000000000000002"
"2007","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","2060","45650","0.045"
"2008","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","500","82640","0.006"
"2008","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1100","72790","0.015"
"2008","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","1480","67120","0.022"
"2008","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","1400","46480","0.03"
"2008","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","2210","46540","0.047"
"2009","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","620","82020","0.008"
"2009","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1260","72740","0.017"
"2009","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","1620","66570","0.024"
"2009","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","1560","46350","0.034"
"2009","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","2610","46970","0.056"
"2010","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","700","81890","0.009000000000000001"
"2010","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1430","72190","0.02"
"2010","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","1890","67420","0.028"
"2010","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","1760","47660","0.037"
"2010","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","2510","47450","0.053"
"2011","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","820","80150","0.01"
"2011","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1760","70750","0.025"
"2011","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","2290","66320","0.034"
"2011","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","2160","46350","0.046"
"2011","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","3050","46480","0.066"
"2012","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","810","78200","0.01"
"2012","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1690","70550","0.024"
"2012","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","2190","67670","0.032"
"2012","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","1930","47330","0.041"
"2012","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","2840","46990","0.06"
"2013","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","810","77300","0.01"
"2013","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1560","68920","0.023"
"2013","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","2030","66210","0.031"
"2013","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","1750","46600","0.038"
"2013","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","2830","46850","0.06"
"2014","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","860","76540","0.011"
"2014","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1810","67700","0.027"
"2014","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","2400","65900","0.036000000000000004"
"2014","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","2040","46540","0.044"
"2014","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","3170","46970","0.067"
"2015","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","980","78610","0.012"
"2015","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1900","68600","0.028"
"2015","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","2380","66960","0.036000000000000004"
"2015","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","2010","46990","0.043000000000000003"
"2015","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","3280","47850","0.068"
"2016","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","930","79180","0.012"
"2016","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1840","66540","0.028"
"2016","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","2580","66300","0.039"
"2016","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","2210","47040","0.047"
"2016","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","3550","47810","0.074"
"2017","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","930","77810","0.012"
"2017","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1940","65600","0.03"
"2017","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","2690","66130","0.041"
"2017","Quintile 4","All","All","England","Male","Main scheme applicant","Not main scheme application","2340","47030","0.05"
"2017","Quintile 5","All","All","England","Male","Main scheme applicant","Not main scheme application","3970","47750","0.083"
"2018","Quintile 1","All","All","England","Male","Main scheme applicant","Not main scheme application","860","75270","0.011"
"2018","Quintile 2","All","All","England","Male","Main scheme applicant","Not main scheme application","1930","63590","0.03"
"2018","Quintile 3","All","All","England","Male","Main scheme applicant","Not main scheme application","2750","65310","0.042"
