"Year","Achieved SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2021","17 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","17 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","17 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2011","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2012","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","18 point(s)","Asian","Main scheme applicant","Not main scheme application","15","15","1","0"
"2021","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2022","18 point(s)","Asian","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","18 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","19 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","19 point(s)","Asian","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","19 point(s)","Asian","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2023","19 point(s)","Asian","Main scheme applicant","Not main scheme application","10","10","1","0"
"2012","20 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","20 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","20 point(s)","Asian","Main scheme applicant","Not main scheme application","10","10","0.909","0"
"2015","20 point(s)","Asian","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","20 point(s)","Asian","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2017","20 point(s)","Asian","Main scheme applicant","Not main scheme application","15","15","0.8130000000000001","0"
"2018","20 point(s)","Asian","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","20 point(s)","Asian","Main scheme applicant","Not main scheme application","15","10","0.923","0"
"2020","20 point(s)","Asian","Main scheme applicant","Not main scheme application","15","10","0.75","0"
"2021","20 point(s)","Asian","Main scheme applicant","Not main scheme application","20","15","0.833","0"
"2022","20 point(s)","Asian","Main scheme applicant","Not main scheme application","25","20","0.808","0"
"2023","20 point(s)","Asian","Main scheme applicant","Not main scheme application","15","15","0.8240000000000001","0"
"2014","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2021","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","17 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","17 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","17 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","17 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","17 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2014","18 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2017","18 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","18 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","18 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","18 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","18 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","19 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","20 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2020","20 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","20 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","20 point(s)","Mixed","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","12 point(s)","Other","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","12 point(s)","Other","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","14 point(s)","Other","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","14 point(s)","Other","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","15 point(s)","Other","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","20 point(s)","Other","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","20 point(s)","Other","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","20 point(s)","Other","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","6 point(s)","White","Main scheme applicant","Main scheme application","10","0"," ","0"
"2013","6 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","6 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","6 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","6 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","6 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","6 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","6 point(s)","White","Main scheme applicant","Main scheme application","10","0"," ","0"
"2010","7 point(s)","White","Main scheme applicant","Main scheme application","20","5"," ","0"
"2011","7 point(s)","White","Main scheme applicant","Main scheme application","20","5"," ","0"
"2012","7 point(s)","White","Main scheme applicant","Main scheme application","20","5"," ","0"
"2013","7 point(s)","White","Main scheme applicant","Main scheme application","25","0"," ","0"
"2014","7 point(s)","White","Main scheme applicant","Main scheme application","10","0"," ","0"
"2015","7 point(s)","White","Main scheme applicant","Main scheme application","15","0"," ","0"
"2016","7 point(s)","White","Main scheme applicant","Main scheme application","15","0"," ","0"
"2017","7 point(s)","White","Main scheme applicant","Main scheme application","10","0"," ","0"
"2018","7 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2019","7 point(s)","White","Main scheme applicant","Main scheme application","40","5"," ","0"
"2020","7 point(s)","White","Main scheme applicant","Main scheme application","15","0"," ","0"
"2021","7 point(s)","White","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","7 point(s)","White","Main scheme applicant","Main scheme application","15","5"," ","0"
"2023","7 point(s)","White","Main scheme applicant","Main scheme application","40","10"," ","0"
"2010","8 point(s)","White","Main scheme applicant","Main scheme application","80","20","0.263","0"
"2011","8 point(s)","White","Main scheme applicant","Main scheme application","65","10"," ","0"
"2012","8 point(s)","White","Main scheme applicant","Main scheme application","60","10"," ","0"
"2013","8 point(s)","White","Main scheme applicant","Main scheme application","60","5"," ","0"
"2014","8 point(s)","White","Main scheme applicant","Main scheme application","50","5"," ","0"
"2015","8 point(s)","White","Main scheme applicant","Main scheme application","40","5"," ","0"
"2016","8 point(s)","White","Main scheme applicant","Main scheme application","30","5"," ","0"
"2017","8 point(s)","White","Main scheme applicant","Main scheme application","45","10"," ","0"
