"Year","Achieved SQA higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","10 point(s)","Quintile 5","Main scheme applicant","All","105","50","0.481","0"
"2020","10 point(s)","Quintile 5","Main scheme applicant","All","60","35","0.5690000000000001","0"
"2021","10 point(s)","Quintile 5","Main scheme applicant","All","55","25","0.464","0"
"2022","10 point(s)","Quintile 5","Main scheme applicant","All","70","45","0.625","0"
"2023","10 point(s)","Quintile 5","Main scheme applicant","All","80","50","0.608","0"
"2010","11 point(s)","Quintile 5","Main scheme applicant","All","285","195","0.678","0"
"2011","11 point(s)","Quintile 5","Main scheme applicant","All","215","145","0.67","0"
"2012","11 point(s)","Quintile 5","Main scheme applicant","All","210","125","0.583","0"
"2013","11 point(s)","Quintile 5","Main scheme applicant","All","190","80","0.40800000000000003","0"
"2014","11 point(s)","Quintile 5","Main scheme applicant","All","190","80","0.423","0"
"2015","11 point(s)","Quintile 5","Main scheme applicant","All","190","70","0.37","0"
"2016","11 point(s)","Quintile 5","Main scheme applicant","All","155","70","0.436","0"
"2017","11 point(s)","Quintile 5","Main scheme applicant","All","155","80","0.51","0"
"2018","11 point(s)","Quintile 5","Main scheme applicant","All","135","80","0.59","0"
"2019","11 point(s)","Quintile 5","Main scheme applicant","All","170","100","0.5760000000000001","0"
"2020","11 point(s)","Quintile 5","Main scheme applicant","All","105","65","0.638","0"
"2021","11 point(s)","Quintile 5","Main scheme applicant","All","85","50","0.5650000000000001","0"
"2022","11 point(s)","Quintile 5","Main scheme applicant","All","95","60","0.608","0"
"2023","11 point(s)","Quintile 5","Main scheme applicant","All","135","100","0.733","0"
"2010","12 point(s)","Quintile 5","Main scheme applicant","All","400","320","0.794","0"
"2011","12 point(s)","Quintile 5","Main scheme applicant","All","390","260","0.675","0"
"2012","12 point(s)","Quintile 5","Main scheme applicant","All","330","195","0.587","0"
"2013","12 point(s)","Quintile 5","Main scheme applicant","All","325","195","0.593","0"
"2014","12 point(s)","Quintile 5","Main scheme applicant","All","295","155","0.525","0"
"2015","12 point(s)","Quintile 5","Main scheme applicant","All","285","140","0.502","0"
"2016","12 point(s)","Quintile 5","Main scheme applicant","All","250","140","0.56","0"
"2017","12 point(s)","Quintile 5","Main scheme applicant","All","225","130","0.5660000000000001","0"
"2018","12 point(s)","Quintile 5","Main scheme applicant","All","230","150","0.648","0"
"2019","12 point(s)","Quintile 5","Main scheme applicant","All","240","165","0.682","0"
"2020","12 point(s)","Quintile 5","Main scheme applicant","All","195","145","0.731","0"
"2021","12 point(s)","Quintile 5","Main scheme applicant","All","150","105","0.7030000000000001","0"
"2022","12 point(s)","Quintile 5","Main scheme applicant","All","155","105","0.6990000000000001","0"
"2023","12 point(s)","Quintile 5","Main scheme applicant","All","210","165","0.803","0"
"2010","13 point(s)","Quintile 5","Main scheme applicant","All","500","400","0.802","0"
"2011","13 point(s)","Quintile 5","Main scheme applicant","All","525","370","0.709","0"
"2012","13 point(s)","Quintile 5","Main scheme applicant","All","440","295","0.666","0"
"2013","13 point(s)","Quintile 5","Main scheme applicant","All","415","285","0.683","0"
"2014","13 point(s)","Quintile 5","Main scheme applicant","All","380","245","0.644","0"
"2015","13 point(s)","Quintile 5","Main scheme applicant","All","355","225","0.638","0"
"2016","13 point(s)","Quintile 5","Main scheme applicant","All","375","245","0.662","0"
"2017","13 point(s)","Quintile 5","Main scheme applicant","All","330","230","0.6970000000000001","0"
"2018","13 point(s)","Quintile 5","Main scheme applicant","All","335","255","0.753","0"
"2019","13 point(s)","Quintile 5","Main scheme applicant","All","310","210","0.682","0"
"2020","13 point(s)","Quintile 5","Main scheme applicant","All","270","210","0.779","0"
"2021","13 point(s)","Quintile 5","Main scheme applicant","All","220","160","0.739","0"
"2022","13 point(s)","Quintile 5","Main scheme applicant","All","220","170","0.771","0"
"2023","13 point(s)","Quintile 5","Main scheme applicant","All","265","225","0.842","0"
"2010","14 point(s)","Quintile 5","Main scheme applicant","All","590","500","0.848","0"
"2011","14 point(s)","Quintile 5","Main scheme applicant","All","545","415","0.763","0"
"2012","14 point(s)","Quintile 5","Main scheme applicant","All","535","420","0.782","0"
"2013","14 point(s)","Quintile 5","Main scheme applicant","All","515","395","0.762","0"
"2014","14 point(s)","Quintile 5","Main scheme applicant","All","490","360","0.738","0"
"2015","14 point(s)","Quintile 5","Main scheme applicant","All","525","370","0.709","0"
"2016","14 point(s)","Quintile 5","Main scheme applicant","All","460","325","0.707","0"
"2017","14 point(s)","Quintile 5","Main scheme applicant","All","385","275","0.711","0"
"2018","14 point(s)","Quintile 5","Main scheme applicant","All","430","335","0.778","0"
"2019","14 point(s)","Quintile 5","Main scheme applicant","All","395","315","0.795","0"
"2020","14 point(s)","Quintile 5","Main scheme applicant","All","395","330","0.8290000000000001","0"
"2021","14 point(s)","Quintile 5","Main scheme applicant","All","270","220","0.801","0"
"2022","14 point(s)","Quintile 5","Main scheme applicant","All","305","250","0.8200000000000001","0"
"2023","14 point(s)","Quintile 5","Main scheme applicant","All","325","285","0.876","0"
"2010","15 point(s)","Quintile 5","Main scheme applicant","All","715","630","0.885","0"
"2011","15 point(s)","Quintile 5","Main scheme applicant","All","680","580","0.85","0"
"2012","15 point(s)","Quintile 5","Main scheme applicant","All","695","590","0.851","0"
"2013","15 point(s)","Quintile 5","Main scheme applicant","All","645","535","0.833","0"
"2014","15 point(s)","Quintile 5","Main scheme applicant","All","610","500","0.8170000000000001","0"
"2015","15 point(s)","Quintile 5","Main scheme applicant","All","615","495","0.806","0"
"2016","15 point(s)","Quintile 5","Main scheme applicant","All","600","460","0.768","0"
"2017","15 point(s)","Quintile 5","Main scheme applicant","All","555","430","0.771","0"
"2018","15 point(s)","Quintile 5","Main scheme applicant","All","500","405","0.81","0"
"2019","15 point(s)","Quintile 5","Main scheme applicant","All","530","450","0.844","0"
"2020","15 point(s)","Quintile 5","Main scheme applicant","All","480","415","0.869","0"
"2021","15 point(s)","Quintile 5","Main scheme applicant","All","375","305","0.8140000000000001","0"
"2022","15 point(s)","Quintile 5","Main scheme applicant","All","385","330","0.862","0"
"2023","15 point(s)","Quintile 5","Main scheme applicant","All","460","415","0.896","0"
"2010","16 point(s)","Quintile 5","Main scheme applicant","All","755","690","0.915","0"
"2011","16 point(s)","Quintile 5","Main scheme applicant","All","765","685","0.897","0"
"2012","16 point(s)","Quintile 5","Main scheme applicant","All","755","665","0.883","0"
"2013","16 point(s)","Quintile 5","Main scheme applicant","All","725","650","0.896","0"
"2014","16 point(s)","Quintile 5","Main scheme applicant","All","730","645","0.881","0"
"2015","16 point(s)","Quintile 5","Main scheme applicant","All","730","620","0.85","0"
"2016","16 point(s)","Quintile 5","Main scheme applicant","All","770","675","0.876","0"
"2017","16 point(s)","Quintile 5","Main scheme applicant","All","715","595","0.8310000000000001","0"
"2018","16 point(s)","Quintile 5","Main scheme applicant","All","715","630","0.878","0"
"2019","16 point(s)","Quintile 5","Main scheme applicant","All","660","575","0.87","0"
"2020","16 point(s)","Quintile 5","Main scheme applicant","All","615","565","0.925","0"
"2021","16 point(s)","Quintile 5","Main scheme applicant","All","540","455","0.844","0"
"2022","16 point(s)","Quintile 5","Main scheme applicant","All","500","430","0.856","0"
"2023","16 point(s)","Quintile 5","Main scheme applicant","All","540","490","0.906","0"
"2010","17 point(s)","Quintile 5","Main scheme applicant","All","725","680","0.9380000000000001","0"
"2011","17 point(s)","Quintile 5","Main scheme applicant","All","900","830","0.925","0"
"2012","17 point(s)","Quintile 5","Main scheme applicant","All","845","780","0.92","0"
"2013","17 point(s)","Quintile 5","Main scheme applicant","All","825","745","0.908","0"
"2014","17 point(s)","Quintile 5","Main scheme applicant","All","825","750","0.908","0"
"2015","17 point(s)","Quintile 5","Main scheme applicant","All","850","770","0.906","0"
"2016","17 point(s)","Quintile 5","Main scheme applicant","All","895","815","0.908","0"
"2017","17 point(s)","Quintile 5","Main scheme applicant","All","865","760","0.878","0"
"2018","17 point(s)","Quintile 5","Main scheme applicant","All","835","735","0.881","0"
"2019","17 point(s)","Quintile 5","Main scheme applicant","All","740","670","0.904","0"
"2020","17 point(s)","Quintile 5","Main scheme applicant","All","735","675","0.917","0"
"2021","17 point(s)","Quintile 5","Main scheme applicant","All","760","670","0.882","0"
"2022","17 point(s)","Quintile 5","Main scheme applicant","All","625","570","0.915","0"
"2023","17 point(s)","Quintile 5","Main scheme applicant","All","680","615","0.903","0"
"2010","18 point(s)","Quintile 5","Main scheme applicant","All","750","705","0.9380000000000001","0"
"2011","18 point(s)","Quintile 5","Main scheme applicant","All","810","750","0.93","0"
"2012","18 point(s)","Quintile 5","Main scheme applicant","All","870","825","0.9480000000000001","0"
"2013","18 point(s)","Quintile 5","Main scheme applicant","All","835","790","0.9450000000000001","0"
"2014","18 point(s)","Quintile 5","Main scheme applicant","All","985","930","0.9430000000000001","0"
"2015","18 point(s)","Quintile 5","Main scheme applicant","All","910","850","0.934","0"
"2016","18 point(s)","Quintile 5","Main scheme applicant","All","960","880","0.916","0"
"2017","18 point(s)","Quintile 5","Main scheme applicant","All","925","845","0.912","0"
"2018","18 point(s)","Quintile 5","Main scheme applicant","All","860","795","0.925","0"
"2019","18 point(s)","Quintile 5","Main scheme applicant","All","870","795","0.914","0"
"2020","18 point(s)","Quintile 5","Main scheme applicant","All","845","790","0.93","0"
"2021","18 point(s)","Quintile 5","Main scheme applicant","All","900","820","0.914","0"
"2022","18 point(s)","Quintile 5","Main scheme applicant","All","765","690","0.902","0"
"2023","18 point(s)","Quintile 5","Main scheme applicant","All","825","780","0.9470000000000001","0"
"2010","19 point(s)","Quintile 5","Main scheme applicant","All","740","695","0.9430000000000001","0"
"2011","19 point(s)","Quintile 5","Main scheme applicant","All","755","705","0.935","0"
"2012","19 point(s)","Quintile 5","Main scheme applicant","All","860","800","0.933","0"
"2013","19 point(s)","Quintile 5","Main scheme applicant","All","945","880","0.931","0"
"2014","19 point(s)","Quintile 5","Main scheme applicant","All","945","880","0.93","0"
"2015","19 point(s)","Quintile 5","Main scheme applicant","All","950","870","0.916","0"
"2016","19 point(s)","Quintile 5","Main scheme applicant","All","980","910","0.931","0"
"2017","19 point(s)","Quintile 5","Main scheme applicant","All","970","905","0.933","0"
"2018","19 point(s)","Quintile 5","Main scheme applicant","All","960","890","0.926","0"
"2019","19 point(s)","Quintile 5","Main scheme applicant","All","940","875","0.93","0"
"2020","19 point(s)","Quintile 5","Main scheme applicant","All","965","900","0.934","0"
"2021","19 point(s)","Quintile 5","Main scheme applicant","All","1060","970","0.919","0"
