"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applicant","Main scheme application","Accepted applicants"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","Mixed","Not main scheme applicant","Not main scheme application","55"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","Mixed","Not main scheme applicant","Not main scheme application","40"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","Mixed","Not main scheme applicant","Not main scheme application","50"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","Mixed","Not main scheme applicant","Not main scheme application","20"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","Mixed","Not main scheme applicant","Not main scheme application","20"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","Mixed","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","Mixed","Not main scheme applicant","Not main scheme application","20"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","Mixed","Not main scheme applicant","Not main scheme application","30"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Mixed","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Mixed","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Mixed","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Mixed","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Mixed","Not main scheme applicant","Not main scheme application","15"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Mixed","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Mixed","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Mixed","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Mixed","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Mixed","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","Mixed","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","Mixed","Not main scheme applicant","Not main scheme application","15"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-08) food and beverage production","Mixed","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","Mixed","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-07) food sciences","Mixed","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-06) food and beverage studies (non-specific)","Mixed","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH16) law","(CAH16-01-01) law","Mixed","Not main scheme applicant","Not main scheme application","105"
"2020","(CAH16) law","(CAH16-01-01) law","Mixed","Not main scheme applicant","Not main scheme application","95"
"2021","(CAH16) law","(CAH16-01-01) law","Mixed","Not main scheme applicant","Not main scheme application","75"
"2022","(CAH16) law","(CAH16-01-01) law","Mixed","Not main scheme applicant","Not main scheme application","90"
"2023","(CAH16) law","(CAH16-01-01) law","Mixed","Not main scheme applicant","Not main scheme application","110"
"2019","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Mixed","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Mixed","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Mixed","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH05) veterinary sciences","(CAH05-01-02) others in veterinary sciences","Mixed","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Other","Not main scheme applicant","Not main scheme application","55"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Other","Not main scheme applicant","Not main scheme application","60"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Other","Not main scheme applicant","Not main scheme application","40"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Other","Not main scheme applicant","Not main scheme application","50"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Other","Not main scheme applicant","Not main scheme application","55"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Other","Not main scheme applicant","Not main scheme application","30"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Other","Not main scheme applicant","Not main scheme application","25"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Other","Not main scheme applicant","Not main scheme application","20"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Other","Not main scheme applicant","Not main scheme application","75"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Other","Not main scheme applicant","Not main scheme application","25"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Other","Not main scheme applicant","Not main scheme application","35"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Other","Not main scheme applicant","Not main scheme application","25"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Other","Not main scheme applicant","Not main scheme application","25"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Other","Not main scheme applicant","Not main scheme application","15"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Other","Not main scheme applicant","Not main scheme application","20"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Other","Not main scheme applicant","Not main scheme application","10"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Other","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Other","Not main scheme applicant","Not main scheme application","15"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Other","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Other","Not main scheme applicant","Not main scheme application","10"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Other","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Other","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Other","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Other","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Other","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Other","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-04) dance","Other","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Other","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Other","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Other","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Other","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Other","Not main scheme applicant","Not main scheme application","10"
