"Year","Predicted BTEC Extended diploma points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","675","465","0.687","0"
"2011","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","645","425","0.661","0"
"2012","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","490","290","0.598","0"
"2013","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","525","355","0.674","0"
"2014","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","445","310","0.6960000000000001","0"
"2015","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","435","285","0.663","0"
"2016","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","365","240","0.658","0"
"2017","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","270","190","0.6940000000000001","0"
"2018","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","235","150","0.644","0"
"2019","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","235","160","0.678","0"
"2020","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","250","190","0.759","0"
"2021","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","320","215","0.669","0"
"2022","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","395","255","0.64","0"
"2023","4 points (MMM)","Quintile 5","Main scheme applicant","Main scheme application","410","255","0.623","0"
"2010","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","665","505","0.76","0"
"2011","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","725","510","0.704","0"
"2012","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","590","375","0.637","0"
"2013","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","620","435","0.7000000000000001","0"
"2014","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","600","430","0.716","0"
"2015","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","625","465","0.745","0"
"2016","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","610","445","0.733","0"
"2017","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","490","345","0.705","0"
"2018","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","455","325","0.716","0"
"2019","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","460","325","0.704","0"
"2020","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","485","385","0.792","0"
"2021","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","550","395","0.716","0"
"2022","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","565","385","0.681","0"
"2023","5 points (DMM)","Quintile 5","Main scheme applicant","Main scheme application","605","415","0.685","0"
"2010","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","650","490","0.755","0"
"2011","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","785","600","0.762","0"
"2012","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","590","410","0.6980000000000001","0"
"2013","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","635","495","0.776","0"
"2014","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","715","540","0.75","0"
"2015","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","765","605","0.79","0"
"2016","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","740","570","0.768","0"
"2017","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","670","495","0.741","0"
"2018","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","555","420","0.752","0"
"2019","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","555","425","0.765","0"
"2020","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","575","445","0.774","0"
"2021","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","680","515","0.752","0"
"2022","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","695","505","0.729","0"
"2023","6 points (DDM)","Quintile 5","Main scheme applicant","Main scheme application","625","450","0.717","0"
"2010","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","1015","800","0.787","0"
"2011","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","1265","990","0.781","0"
"2012","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","985","740","0.752","0"
"2013","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","840","660","0.784","0"
"2014","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","915","690","0.753","0"
"2015","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","860","655","0.761","0"
"2016","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","785","595","0.755","0"
"2017","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","810","630","0.774","0"
"2018","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","770","580","0.752","0"
"2019","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","755","575","0.765","0"
"2020","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","735","575","0.779","0"
"2021","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","825","650","0.787","0"
"2022","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","905","655","0.725","0"
"2023","7 points (DDD)","Quintile 5","Main scheme applicant","Main scheme application","825","595","0.724","0"
"2012","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","60","50","0.803","0"
"2013","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","130","90","0.7030000000000001","0"
"2014","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","225","170","0.756","0"
"2015","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","435","345","0.787","0"
"2016","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","505","385","0.762","0"
"2017","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","480","385","0.802","0"
"2018","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","465","360","0.777","0"
"2019","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","495","395","0.8","0"
"2020","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","495","405","0.8170000000000001","0"
"2021","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","655","525","0.806","0"
"2022","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","615","475","0.767","0"
"2023","8 points (D*DD)","Quintile 5","Main scheme applicant","Main scheme application","510","405","0.798","0"
"2012","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","255","195","0.767","0"
"2013","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","185","140","0.746","0"
"2014","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","260","200","0.774","0"
"2015","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","410","315","0.762","0"
"2016","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","465","360","0.776","0"
"2017","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","500","385","0.763","0"
"2018","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","475","390","0.8190000000000001","0"
"2019","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","460","360","0.779","0"
"2020","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","495","400","0.803","0"
"2021","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","615","485","0.785","0"
"2022","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","510","385","0.757","0"
"2023","9 points (D*D*D)","Quintile 5","Main scheme applicant","Main scheme application","425","325","0.764","0"
