"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Registered for Clearing Plus","Placed at provider of interest through Clearing Plus","Placed on course of interest through Clearing Plus"
"2023","UK","England","England","30 - 34","Female","220","65","45"
"2020","UK","Northern Ireland","Northern Ireland","30 - 34","Female","5","0","0"
"2021","UK","Northern Ireland","Northern Ireland","30 - 34","Female","5","0","0"
"2020","UK","Scotland","Scotland","30 - 34","Female","35","10","5"
"2021","UK","Scotland","Scotland","30 - 34","Female","20","10","10"
"2022","UK","Scotland","Scotland","30 - 34","Female","10","5","0"
"2023","UK","Scotland","Scotland","30 - 34","Female","20","5","5"
"2020","UK","Wales","Wales","30 - 34","Female","20","5","5"
"2021","UK","Wales","Wales","30 - 34","Female","20","10","5"
"2022","UK","Wales","Wales","30 - 34","Female","10","5","5"
"2023","UK","Wales","Wales","30 - 34","Female","15","10","5"
"2023","International","Not EU","Ghana","30 - 34","Female","5","0","0"
"2020","International","Not EU","Nigeria","30 - 34","Female","5","0","0"
"2021","International","Not EU","Nigeria","30 - 34","Female","10","0","0"
"2022","International","Not EU","Nigeria","30 - 34","Female","10","0","0"
"2023","International","Not EU","Nigeria","30 - 34","Female","5","0","0"
"2020","International","Not EU","Zimbabwe","30 - 34","Female","5","0","0"
"2021","International","Not EU","Zimbabwe","30 - 34","Female","5","0","0"
"2021","International","Not EU","South Africa","30 - 34","Female","5","0","0"
"2022","International","Not EU","United States of America","30 - 34","Female","5","0","0"
"2020","UK","England","England","35 and over","Female","680","250","195"
"2021","UK","England","England","35 and over","Female","520","125","85"
"2022","UK","England","England","35 and over","Female","450","100","70"
"2023","UK","England","England","35 and over","Female","530","165","120"
"2020","UK","Northern Ireland","Northern Ireland","35 and over","Female","10","5","0"
"2022","UK","Northern Ireland","Northern Ireland","35 and over","Female","5","0","0"
"2023","UK","Northern Ireland","Northern Ireland","35 and over","Female","5","0","0"
"2020","UK","Scotland","Scotland","35 and over","Female","75","15","10"
"2021","UK","Scotland","Scotland","35 and over","Female","30","10","10"
"2022","UK","Scotland","Scotland","35 and over","Female","40","10","5"
"2023","UK","Scotland","Scotland","35 and over","Female","30","10","5"
"2020","UK","Wales","Wales","35 and over","Female","35","20","15"
"2021","UK","Wales","Wales","35 and over","Female","40","20","15"
"2022","UK","Wales","Wales","35 and over","Female","20","10","10"
"2023","UK","Wales","Wales","35 and over","Female","30","10","10"
"2020","International","EU (excluding UK)","Ireland","35 and over","Female","5","0","0"
"2021","International","EU (excluding UK)","Ireland","35 and over","Female","5","0","0"
"2020","International","Not EU","Ghana","35 and over","Female","5","0","0"
"2022","International","Not EU","Ghana","35 and over","Female","5","0","0"
"2020","International","Not EU","Nigeria","35 and over","Female","15","0","0"
"2021","International","Not EU","Nigeria","35 and over","Female","10","0","0"
"2022","International","Not EU","Nigeria","35 and over","Female","35","0","0"
"2023","International","Not EU","Nigeria","35 and over","Female","15","0","0"
"2020","International","Not EU","Zimbabwe","35 and over","Female","5","0","0"
"2021","International","Not EU","Zimbabwe","35 and over","Female","10","0","0"
"2022","International","Not EU","South Africa","35 and over","Female","5","0","0"
"2023","International","Not EU","South Africa","35 and over","Female","5","0","0"
"2020","UK","England","England","17 and under","Male","15","5","5"
"2021","UK","England","England","17 and under","Male","10","0","0"
"2022","UK","England","England","17 and under","Male","15","5","0"
"2023","UK","England","England","17 and under","Male","15","5","5"
"2020","UK","Scotland","Scotland","17 and under","Male","5","0","0"
"2021","UK","Scotland","Scotland","17 and under","Male","10","0","0"
"2022","UK","Scotland","Scotland","17 and under","Male","10","5","5"
"2023","UK","Scotland","Scotland","17 and under","Male","15","5","5"
"2020","International","EU (excluding UK)","France","17 and under","Male","5","0","0"
"2021","International","EU (excluding UK)","Ireland","17 and under","Male","5","0","0"
"2020","International","EU (excluding UK)","Portugal","17 and under","Male","5","0","0"
"2020","International","EU (excluding UK)","Spain","17 and under","Male","5","5","0"
"2023","International","EU (excluding UK)","Spain","17 and under","Male","5","0","0"
"2021","International","Not EU","Bahrain","17 and under","Male","5","0","0"
"2020","International","Not EU","China","17 and under","Male","5","0","0"
"2021","International","Not EU","China","17 and under","Male","5","0","0"
"2023","International","Not EU","China","17 and under","Male","10","0","0"
"2020","International","Not EU","Hong Kong","17 and under","Male","10","5","5"
"2021","International","Not EU","Hong Kong","17 and under","Male","5","0","0"
"2023","International","Not EU","Hong Kong","17 and under","Male","5","0","0"
"2020","International","Not EU","India","17 and under","Male","15","0","0"
"2021","International","Not EU","India","17 and under","Male","10","0","0"
"2022","International","Not EU","India","17 and under","Male","20","0","0"
"2023","International","Not EU","India","17 and under","Male","10","5","0"
"2020","International","Not EU","Jordan","17 and under","Male","5","0","0"
"2020","International","Not EU","Nigeria","17 and under","Male","5","0","0"
"2021","International","Not EU","Nigeria","17 and under","Male","15","0","0"
"2022","International","Not EU","Nigeria","17 and under","Male","20","0","0"
"2023","International","Not EU","Nigeria","17 and under","Male","15","0","0"
"2022","International","Not EU","Saudi Arabia","17 and under","Male","5","0","0"
"2020","International","Not EU","United Arab Emirates","17 and under","Male","5","0","0"
"2021","International","Not EU","United Arab Emirates","17 and under","Male","5","0","0"
"2022","International","Not EU","United Arab Emirates","17 and under","Male","5","0","0"
"2023","International","Not EU","United Arab Emirates","17 and under","Male","10","0","0"
"2020","International","Not EU","Egypt","17 and under","Male","5","0","0"
"2020","UK","England","England","18","Male","4515","1910","1295"
"2021","UK","England","England","18","Male","2910","1610","1170"
"2022","UK","England","England","18","Male","2640","1405","1035"
"2023","UK","England","England","18","Male","4195","2030","1395"
"2020","UK","Northern Ireland","Northern Ireland","18","Male","95","40","30"
"2021","UK","Northern Ireland","Northern Ireland","18","Male","75","45","30"
"2022","UK","Northern Ireland","Northern Ireland","18","Male","85","55","45"
"2023","UK","Northern Ireland","Northern Ireland","18","Male","30","10","5"
"2020","UK","Scotland","Scotland","18","Male","150","75","65"
"2021","UK","Scotland","Scotland","18","Male","105","50","40"
"2022","UK","Scotland","Scotland","18","Male","100","50","35"
"2023","UK","Scotland","Scotland","18","Male","170","80","65"
"2020","UK","Wales","Wales","18","Male","110","65","45"
"2021","UK","Wales","Wales","18","Male","80","55","40"
"2022","UK","Wales","Wales","18","Male","80","50","35"
"2023","UK","Wales","Wales","18","Male","110","75","55"
"2020","International","EU (excluding UK)","Belgium","18","Male","5","0","0"
"2023","International","EU (excluding UK)","Belgium","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Denmark","18","Male","5","0","0"
"2020","International","EU (excluding UK)","France","18","Male","20","5","5"
"2021","International","EU (excluding UK)","France","18","Male","5","0","0"
"2023","International","EU (excluding UK)","France","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Germany","18","Male","5","0","0"
"2022","International","EU (excluding UK)","Germany","18","Male","5","0","0"
"2023","International","EU (excluding UK)","Germany","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Greece","18","Male","10","5","0"
"2023","International","EU (excluding UK)","Greece","18","Male","10","0","0"
"2020","International","EU (excluding UK)","Ireland","18","Male","5","5","0"
"2021","International","EU (excluding UK)","Ireland","18","Male","10","0","0"
"2022","International","EU (excluding UK)","Ireland","18","Male","5","0","0"
"2023","International","EU (excluding UK)","Ireland","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Italy","18","Male","10","5","5"
"2021","International","EU (excluding UK)","Italy","18","Male","5","0","0"
"2023","International","EU (excluding UK)","Italy","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Poland","18","Male","10","5","0"
"2021","International","EU (excluding UK)","Poland","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Portugal","18","Male","5","0","0"
"2021","International","EU (excluding UK)","Portugal","18","Male","10","0","0"
"2023","International","EU (excluding UK)","Portugal","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Romania","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Spain","18","Male","25","10","5"
"2021","International","EU (excluding UK)","Spain","18","Male","10","0","0"
"2022","International","EU (excluding UK)","Spain","18","Male","10","5","0"
"2023","International","EU (excluding UK)","Spain","18","Male","15","5","5"
"2020","International","EU (excluding UK)","Sweden","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Latvia","18","Male","5","0","0"
"2020","International","EU (excluding UK)","Cyprus (European Union)","18","Male","5","0","0"
"2022","International","EU (excluding UK)","Cyprus (European Union)","18","Male","5","0","0"
"2023","International","Not EU","Guernsey","18","Male","5","0","0"
"2020","International","Not EU","Jersey","18","Male","5","0","0"
"2021","International","Not EU","Jersey","18","Male","5","5","5"
"2023","International","Not EU","Jersey","18","Male","10","5","5"
"2020","International","Not EU","Isle of Man","18","Male","5","0","0"
"2023","International","Not EU","Isle of Man","18","Male","5","0","0"
"2022","International","Not EU","Bahrain","18","Male","5","5","0"
"2023","International","Not EU","Bahrain","18","Male","5","0","0"
"2020","International","Not EU","Bermuda","18","Male","5","0","0"
"2023","International","Not EU","Cambodia","18","Male","5","5","0"
"2020","International","Not EU","China","18","Male","105","15","10"
"2021","International","Not EU","China","18","Male","40","15","10"
"2022","International","Not EU","China","18","Male","30","5","5"
"2023","International","Not EU","China","18","Male","60","20","15"
"2021","International","Not EU","Ghana","18","Male","5","0","0"
"2022","International","Not EU","Ghana","18","Male","5","0","0"
"2021","International","Not EU","Gibraltar","18","Male","5","0","0"
"2022","International","Not EU","Gibraltar","18","Male","5","0","0"
"2023","International","Not EU","Gibraltar","18","Male","5","5","5"
"2020","International","Not EU","Hong Kong","18","Male","40","10","5"
"2021","International","Not EU","Hong Kong","18","Male","25","5","0"
"2022","International","Not EU","Hong Kong","18","Male","15","5","0"
"2023","International","Not EU","Hong Kong","18","Male","15","5","0"
"2020","International","Not EU","India","18","Male","45","10","10"
"2021","International","Not EU","India","18","Male","30","10","5"
"2022","International","Not EU","India","18","Male","40","5","5"
