"Year","UK region","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Accepted applicants","Population estimate","Entry rate"
"2022","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","80","17290","0.005"
"2023","North East","All","All","Male","Not main scheme applicant","Not main scheme application","120","14820","0.008"
"2023","North West","All","All","Male","Not main scheme applicant","Not main scheme application","320","43390","0.007"
"2023","Yorkshire and The Humber","All","All","Male","Not main scheme applicant","Not main scheme application","190","32120","0.006"
"2023","East Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","180","27660","0.006"
"2023","West Midlands","All","All","Male","Not main scheme applicant","Not main scheme application","290","36530","0.008"
"2023","East of England","All","All","Male","Not main scheme applicant","Not main scheme application","160","36870","0.004"
"2023","London","All","All","Male","Not main scheme applicant","Not main scheme application","400","52190","0.008"
"2023","South East","All","All","Male","Not main scheme applicant","Not main scheme application","290","55270","0.005"
"2023","South West","All","All","Male","Not main scheme applicant","Not main scheme application","120","31140","0.004"
"2023","Northern Ireland","All","All","Male","Not main scheme applicant","Not main scheme application","20","11950","0.001"
"2023","Scotland","All","All","Male","Not main scheme applicant","Not main scheme application","230","29070","0.008"
"2023","Wales","All","All","Male","Not main scheme applicant","Not main scheme application","110","17840","0.006"
"2006","North East","All","All","Female","Main scheme applicant","Not main scheme application","430","16650","0.026000000000000002"
"2006","North West","All","All","Female","Main scheme applicant","Not main scheme application","1100","46220","0.024"
"2006","Yorkshire and The Humber","All","All","Female","Main scheme applicant","Not main scheme application","700","33100","0.021"
"2006","East Midlands","All","All","Female","Main scheme applicant","Not main scheme application","600","27380","0.022"
"2006","West Midlands","All","All","Female","Main scheme applicant","Not main scheme application","880","35540","0.025"
"2006","East of England","All","All","Female","Main scheme applicant","Not main scheme application","670","35050","0.019"
"2006","London","All","All","Female","Main scheme applicant","Not main scheme application","2010","43800","0.046"
"2006","South East","All","All","Female","Main scheme applicant","Not main scheme application","1010","50690","0.02"
"2006","South West","All","All","Female","Main scheme applicant","Not main scheme application","480","31420","0.015"
"2006","Northern Ireland","All","All","Female","Main scheme applicant","Not main scheme application","400","13160","0.03"
"2006","Scotland","All","All","Female","Main scheme applicant","Not main scheme application","550","31170","0.018000000000000002"
"2006","Wales","All","All","Female","Main scheme applicant","Not main scheme application","510","19370","0.026000000000000002"
"2007","North East","All","All","Female","Main scheme applicant","Not main scheme application","350","16030","0.022"
"2007","North West","All","All","Female","Main scheme applicant","Not main scheme application","1170","45060","0.026000000000000002"
"2007","Yorkshire and The Humber","All","All","Female","Main scheme applicant","Not main scheme application","650","32170","0.02"
"2007","East Midlands","All","All","Female","Main scheme applicant","Not main scheme application","590","27150","0.022"
"2007","West Midlands","All","All","Female","Main scheme applicant","Not main scheme application","920","35320","0.026000000000000002"
"2007","East of England","All","All","Female","Main scheme applicant","Not main scheme application","720","35030","0.02"
"2007","London","All","All","Female","Main scheme applicant","Not main scheme application","2110","43070","0.049"
"2007","South East","All","All","Female","Main scheme applicant","Not main scheme application","1110","50940","0.022"
"2007","South West","All","All","Female","Main scheme applicant","Not main scheme application","510","30920","0.016"
"2007","Northern Ireland","All","All","Female","Main scheme applicant","Not main scheme application","400","12760","0.031"
"2007","Scotland","All","All","Female","Main scheme applicant","Not main scheme application","560","30920","0.018000000000000002"
"2007","Wales","All","All","Female","Main scheme applicant","Not main scheme application","450","18990","0.024"
"2008","North East","All","All","Female","Main scheme applicant","Not main scheme application","430","16030","0.027"
"2008","North West","All","All","Female","Main scheme applicant","Not main scheme application","1310","45760","0.029"
"2008","Yorkshire and The Humber","All","All","Female","Main scheme applicant","Not main scheme application","730","32670","0.022"
"2008","East Midlands","All","All","Female","Main scheme applicant","Not main scheme application","690","27950","0.025"
"2008","West Midlands","All","All","Female","Main scheme applicant","Not main scheme application","1040","35710","0.029"
"2008","East of England","All","All","Female","Main scheme applicant","Not main scheme application","880","35120","0.025"
"2008","London","All","All","Female","Main scheme applicant","Not main scheme application","2290","43670","0.052000000000000005"
"2008","South East","All","All","Female","Main scheme applicant","Not main scheme application","1240","51930","0.024"
"2008","South West","All","All","Female","Main scheme applicant","Not main scheme application","590","31510","0.019"
"2008","Northern Ireland","All","All","Female","Main scheme applicant","Not main scheme application","410","12750","0.032"
"2008","Scotland","All","All","Female","Main scheme applicant","Not main scheme application","530","31970","0.017"
"2008","Wales","All","All","Female","Main scheme applicant","Not main scheme application","480","19090","0.025"
"2009","North East","All","All","Female","Main scheme applicant","Not main scheme application","430","16600","0.026000000000000002"
"2009","North West","All","All","Female","Main scheme applicant","Not main scheme application","1390","46850","0.03"
