"Year","Subject group HECoS","Detailed subject group HECoS","IMD2019 NIMDM2017 SIMD2012 2016 2020 WIMD2019","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","Scotland","5","0"," "
"2021","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","Wales","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-01) English studies (non-specific)","Unknown","Wales","5","0"," "
"2019","(CAH19) language and area studies","(CAH19-04-01) French studies","Unknown","England","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-01) French studies","Unknown","England","10","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Unknown","England","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","Unknown","England","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","England","10","10"," "
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","England","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","Unknown","Scotland","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","Unknown","England","5","5"," "
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","Unknown","England","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","Unknown","England","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","Unknown","England","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Unknown","England","15","15","0.901"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Unknown","England","15","15","0.856"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Unknown","England","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","Unknown","Scotland","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Unknown","England","5","0"," "
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Unknown","England","5","5"," "
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Unknown","England","10","5"," "
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","Unknown","England","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","Unknown","England","5","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","Northern Ireland","5","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","England","45","35","0.741"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","England","55","50","0.868"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","England","45","30","0.712"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","England","10","10","1.1"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","England","10","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","Scotland","5","0"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","Scotland","5","5"," "
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","Scotland","5","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","Unknown","Wales","5","5"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Unknown","England","5","5"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Unknown","England","5","5"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","Unknown","Scotland","5","0"," "
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Unknown","England","10","10"," "
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Unknown","England","15","10","0.789"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Unknown","England","10","10"," "
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","Unknown","England","10","10"," "
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Unknown","England","10","10"," "
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","Unknown","England","5","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Unknown","England","5","5"," "
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","Unknown","England","5","5"," "
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","Unknown","England","5","5"," "
"2019","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Unknown","England","5","5"," "
"2020","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Unknown","England","5","0"," "
"2021","(CAH23) combined and general studies","(CAH23-01-01) combined, general or negotiated studies","Unknown","England","5","0"," "
"2021","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","Northern Ireland","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","England","40","30","0.726"
"2020","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","England","40","30","0.6980000000000001"
"2021","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","England","45","40","0.915"
"2022","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","England","15","10","0.7010000000000001"
"2023","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","England","15","10","0.667"
"2019","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","Scotland","5","0"," "
"2020","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","Scotland","5","0"," "
"2021","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","Scotland","5","5"," "
"2023","(CAH17) business and management","(CAH17-01-03) marketing","Unknown","Wales","10","5"," "
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","England","45","35","0.8310000000000001"
"2020","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","England","60","40","0.658"
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","England","65","50","0.787"
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","England","15","5"," "
"2023","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","England","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","Scotland","10","5"," "
"2021","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","Scotland","5","0"," "
"2022","(CAH17) business and management","(CAH17-01-01) business and management (non-specific)","Unknown","Scotland","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Northern Ireland","5","5"," "
"2020","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Northern Ireland","10","5"," "
"2021","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Northern Ireland","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","England","80","65","0.8320000000000001"
"2020","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","England","65","40","0.596"
"2021","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","England","75","55","0.711"
"2022","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","England","20","15","0.717"
"2023","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","England","15","10"," "
"2019","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Scotland","10","5"," "
"2020","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Scotland","5","0"," "
"2021","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Scotland","5","5"," "
"2022","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Scotland","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Wales","5","5"," "
"2023","(CAH17) business and management","(CAH17-01-02) business studies","Unknown","Wales","5","0"," "
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","Northern Ireland","5","5"," "
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","Northern Ireland","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","England","45","30","0.684"
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","England","15","15","0.978"
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","England","15","10","0.717"
"2022","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","England","5","5"," "
"2023","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","England","5","5"," "
"2020","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","Scotland","5","0"," "
"2021","(CAH17) business and management","(CAH17-01-06) tourism, transport and travel","Unknown","Scotland","10","5"," "
"2019","(CAH17) business and management","(CAH17-01-05) human resource management","Unknown","England","10","10"," "
"2020","(CAH17) business and management","(CAH17-01-05) human resource management","Unknown","England","5","5"," "
"2021","(CAH17) business and management","(CAH17-01-05) human resource management","Unknown","England","5","5"," "
"2023","(CAH17) business and management","(CAH17-01-05) human resource management","Unknown","England","5","0"," "
"2020","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","Northern Ireland","5","5"," "
"2021","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","Northern Ireland","5","0"," "
"2019","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","England","75","55","0.7020000000000001"
"2020","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","England","85","55","0.629"
"2021","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","England","85","50","0.578"
"2022","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","England","10","5"," "
"2023","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","England","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","Scotland","10","5"," "
"2020","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","Scotland","5","0"," "
"2021","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","Scotland","10","5"," "
"2022","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","Scotland","5","5"," "
"2021","(CAH17) business and management","(CAH17-01-04) management studies","Unknown","Wales","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-08) accounting","Unknown","England","15","10","0.784"
"2020","(CAH17) business and management","(CAH17-01-08) accounting","Unknown","England","30","20","0.7000000000000001"
"2021","(CAH17) business and management","(CAH17-01-08) accounting","Unknown","England","20","10","0.601"
"2022","(CAH17) business and management","(CAH17-01-08) accounting","Unknown","England","5","5"," "
"2023","(CAH17) business and management","(CAH17-01-08) accounting","Unknown","England","10","10"," "
"2021","(CAH17) business and management","(CAH17-01-08) accounting","Unknown","Scotland","5","5"," "
"2023","(CAH17) business and management","(CAH17-01-08) accounting","Unknown","Scotland","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-08) accounting","Unknown","Wales","5","0"," "
"2020","(CAH17) business and management","(CAH17-01-07) finance","Unknown","Northern Ireland","5","0"," "
"2019","(CAH17) business and management","(CAH17-01-07) finance","Unknown","England","20","15","0.654"
"2020","(CAH17) business and management","(CAH17-01-07) finance","Unknown","England","35","20","0.508"
"2021","(CAH17) business and management","(CAH17-01-07) finance","Unknown","England","30","15","0.523"
"2022","(CAH17) business and management","(CAH17-01-07) finance","Unknown","England","10","5"," "
"2023","(CAH17) business and management","(CAH17-01-07) finance","Unknown","England","5","5"," "
"2019","(CAH17) business and management","(CAH17-01-07) finance","Unknown","Scotland","5","5"," "
"2021","(CAH17) business and management","(CAH17-01-07) finance","Unknown","Scotland","5","0"," "
