"Year","Served in UK armed forces status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","Has served in UK armed forces","19","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","20","Northern Ireland","All","Main scheme applicant","Main scheme application","20","15","0.65","0"
"2023","Not declared","20","England","All","Main scheme applicant","Main scheme application","550","330","0.602","0"
"2023","Not declared","20","Scotland","All","Main scheme applicant","Main scheme application","45","35","0.75","0"
"2023","Not declared","20","Wales","All","Main scheme applicant","Main scheme application","25","15","0.708","0"
"2023","Has not served in UK armed forces","20","Northern Ireland","All","Main scheme applicant","Main scheme application","915","565","0.617","0"
"2023","Has not served in UK armed forces","20","England","All","Main scheme applicant","Main scheme application","23145","15330","0.662","0"
"2023","Has not served in UK armed forces","20","Scotland","All","Main scheme applicant","Main scheme application","2905","2025","0.6970000000000001","0"
"2023","Has not served in UK armed forces","20","Wales","All","Main scheme applicant","Main scheme application","1175","825","0.7030000000000001","0"
"2023","Has served in UK armed forces","20","England","All","Main scheme applicant","Main scheme application","55","35","0.623","0"
"2023","Has served in UK armed forces","20","Scotland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Has served in UK armed forces","20","Wales","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","35","15","0.515","0"
"2023","Not declared","21 - 24","England","All","Main scheme applicant","Main scheme application","1025","515","0.502","0"
"2023","Not declared","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","120","70","0.595","0"
"2023","Not declared","21 - 24","Wales","All","Main scheme applicant","Main scheme application","40","20","0.55","0"
"2023","Has not served in UK armed forces","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","1365","765","0.56","0"
"2023","Has not served in UK armed forces","21 - 24","England","All","Main scheme applicant","Main scheme application","30125","17270","0.5730000000000001","0"
"2023","Has not served in UK armed forces","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","6295","4015","0.638","0"
"2023","Has not served in UK armed forces","21 - 24","Wales","All","Main scheme applicant","Main scheme application","2275","1495","0.657","0"
"2023","Has served in UK armed forces","21 - 24","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","21 - 24","England","All","Main scheme applicant","Main scheme application","215","130","0.612","0"
"2023","Has served in UK armed forces","21 - 24","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.619","0"
"2023","Has served in UK armed forces","21 - 24","Wales","All","Main scheme applicant","Main scheme application","20","10"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","25 - 29","England","All","Main scheme applicant","Main scheme application","670","355","0.531","0"
"2023","Not declared","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","50","30","0.596","0"
"2023","Not declared","25 - 29","Wales","All","Main scheme applicant","Main scheme application","20","5"," ","0"
"2023","Has not served in UK armed forces","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","495","220","0.444","0"
"2023","Has not served in UK armed forces","25 - 29","England","All","Main scheme applicant","Main scheme application","12605","6995","0.555","0"
"2023","Has not served in UK armed forces","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","3290","2020","0.614","0"
"2023","Has not served in UK armed forces","25 - 29","Wales","All","Main scheme applicant","Main scheme application","1020","605","0.595","0"
"2023","Has served in UK armed forces","25 - 29","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","25 - 29","England","All","Main scheme applicant","Main scheme application","190","105","0.5640000000000001","0"
"2023","Has served in UK armed forces","25 - 29","Scotland","All","Main scheme applicant","Main scheme application","35","25","0.676","0"
"2023","Has served in UK armed forces","25 - 29","Wales","All","Main scheme applicant","Main scheme application","20","15","0.667","0"
"2023","Not declared","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","Not declared","30 - 34","England","All","Main scheme applicant","Main scheme application","650","380","0.582","0"
"2023","Not declared","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","30","15","0.531","0"
"2023","Not declared","30 - 34","Wales","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Has not served in UK armed forces","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","275","135","0.487","0"
"2023","Has not served in UK armed forces","30 - 34","England","All","Main scheme applicant","Main scheme application","8170","4545","0.556","0"
"2023","Has not served in UK armed forces","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","1915","1230","0.642","0"
"2023","Has not served in UK armed forces","30 - 34","Wales","All","Main scheme applicant","Main scheme application","605","370","0.611","0"
"2023","Has served in UK armed forces","30 - 34","Northern Ireland","All","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","Has served in UK armed forces","30 - 34","England","All","Main scheme applicant","Main scheme application","155","90","0.578","0"
"2023","Has served in UK armed forces","30 - 34","Scotland","All","Main scheme applicant","Main scheme application","35","25","0.657","0"
"2023","Has served in UK armed forces","30 - 34","Wales","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Not declared","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","10","0"," ","0"
"2023","Not declared","35 and over","England","All","Main scheme applicant","Main scheme application","1825","1115","0.61","0"
"2023","Not declared","35 and over","Scotland","All","Main scheme applicant","Main scheme application","55","40","0.741","0"
"2023","Not declared","35 and over","Wales","All","Main scheme applicant","Main scheme application","20","10","0.611","0"
"2023","Has not served in UK armed forces","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","405","200","0.494","0"
"2023","Has not served in UK armed forces","35 and over","England","All","Main scheme applicant","Main scheme application","18640","10285","0.552","0"
"2023","Has not served in UK armed forces","35 and over","Scotland","All","Main scheme applicant","Main scheme application","3130","1940","0.62","0"
"2023","Has not served in UK armed forces","35 and over","Wales","All","Main scheme applicant","Main scheme application","855","495","0.581","0"
"2023","Has served in UK armed forces","35 and over","Northern Ireland","All","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","Has served in UK armed forces","35 and over","England","All","Main scheme applicant","Main scheme application","345","205","0.592","0"
