"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applicant","Main scheme application","Accepted applicants"
"2023","(CAH15) social sciences","(CAH15-01-02) sociology","Wales","Not main scheme applicant","Not main scheme application","45"
"2019","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","Not main scheme applicant","Not main scheme application","125"
"2020","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","Not main scheme applicant","Not main scheme application","120"
"2021","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","Not main scheme applicant","Not main scheme application","85"
"2022","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","Not main scheme applicant","Not main scheme application","125"
"2023","(CAH03) biological and sport sciences","(CAH03-02-01) sport and exercise sciences","Wales","Not main scheme applicant","Not main scheme application","115"
"2020","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Wales","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Wales","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-07) genetics","Wales","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH03) biological and sport sciences","(CAH03-01-08) molecular biology, biophysics and biochemistry","Wales","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","40"
"2020","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","25"
"2021","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","30"
"2022","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","30"
"2023","(CAH03) biological and sport sciences","(CAH03-01-01) biosciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","35"
"2019","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","Not main scheme applicant","Not main scheme application","15"
"2020","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","Not main scheme applicant","Not main scheme application","10"
"2021","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","Not main scheme applicant","Not main scheme application","15"
"2023","(CAH03) biological and sport sciences","(CAH03-01-02) biology (non-specific)","Wales","Not main scheme applicant","Not main scheme application","10"
"2019","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","Not main scheme applicant","Not main scheme application","10"
"2020","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","Not main scheme applicant","Not main scheme application","15"
"2021","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","Not main scheme applicant","Not main scheme application","15"
"2022","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH03) biological and sport sciences","(CAH03-01-03) ecology and environmental biology","Wales","Not main scheme applicant","Not main scheme application","20"
"2019","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","Not main scheme applicant","Not main scheme application","15"
"2021","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH03) biological and sport sciences","(CAH03-01-06) zoology","Wales","Not main scheme applicant","Not main scheme application","15"
"2019","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","Not main scheme applicant","Not main scheme application","20"
"2020","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","Not main scheme applicant","Not main scheme application","15"
"2021","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","Not main scheme applicant","Not main scheme application","25"
"2022","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","Not main scheme applicant","Not main scheme application","15"
"2023","(CAH13) architecture, building and planning","(CAH13-01-01) architecture","Wales","Not main scheme applicant","Not main scheme application","20"
"2019","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","Not main scheme applicant","Not main scheme application","15"
"2020","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","Not main scheme applicant","Not main scheme application","35"
"2021","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","Not main scheme applicant","Not main scheme application","15"
"2022","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH13) architecture, building and planning","(CAH13-01-02) building","Wales","Not main scheme applicant","Not main scheme application","15"
"2019","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","Not main scheme applicant","Not main scheme application","5"
"2020","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","Not main scheme applicant","Not main scheme application","5"
"2021","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","Not main scheme applicant","Not main scheme application","5"
"2023","(CAH13) architecture, building and planning","(CAH13-01-04) planning (urban, rural and regional)","Wales","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH01) medicine and dentistry","(CAH01-01-04) dentistry","Wales","Not main scheme applicant","Not main scheme application","5"
"2022","(CAH01) medicine and dentistry","(CAH01-01-02) medicine (non-specific)","Wales","Not main scheme applicant","Not main scheme application","5"
"2019","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","10"
"2020","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","15"
"2021","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","10"
"2022","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","10"
"2023","(CAH01) medicine and dentistry","(CAH01-01-01) medical sciences (non-specific)","Wales","Not main scheme applicant","Not main scheme application","10"
"2019","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Wales","Not main scheme applicant","Not main scheme application","30"
"2020","(CAH20) historical, philosophical and religious studies","(CAH20-01-01) history","Wales","Not main scheme applicant","Not main scheme application","35"
