"Year","Domicile UK International","Domicile","Domicile named country","Age group","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","All","All","All","20","All","9560","3545","0.371"
"2020","All","All","All","20","All","10155","4130","0.40700000000000003"
"2021","All","All","All","20","All","11320","4380","0.387"
"2022","All","All","All","20","All","10710","3715","0.34700000000000003"
"2023","All","All","All","20","All","9690","3585","0.37"
"2019","All","All","All","21 - 24","All","19380","7200","0.371"
"2020","All","All","All","21 - 24","All","20925","8590","0.41000000000000003"
"2021","All","All","All","21 - 24","All","25245","9945","0.394"
"2022","All","All","All","21 - 24","All","21920","7730","0.353"
"2023","All","All","All","21 - 24","All","17865","6550","0.367"
"2019","All","All","All","25 - 29","All","14695","5720","0.389"
"2020","All","All","All","25 - 29","All","17420","7440","0.427"
"2021","All","All","All","25 - 29","All","22320","9005","0.403"
"2022","All","All","All","25 - 29","All","18370","6850","0.373"
"2023","All","All","All","25 - 29","All","14210","5235","0.368"
"2019","All","All","All","30 - 34","All","10280","4045","0.393"
"2020","All","All","All","30 - 34","All","13010","5400","0.41500000000000004"
"2021","All","All","All","30 - 34","All","16675","6620","0.397"
"2022","All","All","All","30 - 34","All","15575","5735","0.368"
"2023","All","All","All","30 - 34","All","11970","4355","0.364"
"2019","All","All","All","35 and over","All","24050","8135","0.338"
"2020","All","All","All","35 and over","All","33405","12480","0.374"
"2021","All","All","All","35 and over","All","39115","13250","0.339"
"2022","All","All","All","35 and over","All","38555","12260","0.318"
"2023","All","All","All","35 and over","All","34695","11705","0.337"
"2019","UK","England","England","All","All","94555","38595","0.40800000000000003"
"2020","UK","England","England","All","All","110325","48760","0.442"
"2021","UK","England","England","All","All","135240","57955","0.429"
"2022","UK","England","England","All","All","127460","49755","0.39"
"2023","UK","England","England","All","All","105445","43590","0.41300000000000003"
"2019","UK","Northern Ireland","Northern Ireland","All","All","8020","2390","0.298"
"2020","UK","Northern Ireland","Northern Ireland","All","All","7540","2935","0.39"
"2021","UK","Northern Ireland","Northern Ireland","All","All","9070","3055","0.337"
"2022","UK","Northern Ireland","Northern Ireland","All","All","7875","2740","0.34800000000000003"
"2023","UK","Northern Ireland","Northern Ireland","All","All","6120","2345","0.383"
"2019","UK","Scotland","Scotland","All","All","15945","6420","0.403"
"2020","UK","Scotland","Scotland","All","All","17345","6960","0.401"
"2021","UK","Scotland","Scotland","All","All","20285","7820","0.386"
"2022","UK","Scotland","Scotland","All","All","18180","7455","0.41000000000000003"
"2023","UK","Scotland","Scotland","All","All","14220","6990","0.491"
"2019","UK","Wales","Wales","All","All","7225","3025","0.419"
"2020","UK","Wales","Wales","All","All","7660","3200","0.418"
"2021","UK","Wales","Wales","All","All","8415","3535","0.42"
"2022","UK","Wales","Wales","All","All","7280","3000","0.41200000000000003"
"2023","UK","Wales","Wales","All","All","5190","2335","0.45"
"2019","International","EU (excluding UK)","Austria","All","All","10","0"," "
"2020","International","EU (excluding UK)","Austria","All","All","5","5"," "
"2022","International","EU (excluding UK)","Austria","All","All","5","0"," "
"2023","International","EU (excluding UK)","Austria","All","All","5","0"," "
"2019","International","EU (excluding UK)","Belgium","All","All","25","10"," "
"2020","International","EU (excluding UK)","Belgium","All","All","30","5"," "
"2021","International","EU (excluding UK)","Belgium","All","All","20","5"," "
"2022","International","EU (excluding UK)","Belgium","All","All","15","5"," "
"2023","International","EU (excluding UK)","Belgium","All","All","25","15","0.52"
"2019","International","EU (excluding UK)","Bulgaria","All","All","15","0"," "
"2020","International","EU (excluding UK)","Bulgaria","All","All","20","5"," "
"2021","International","EU (excluding UK)","Bulgaria","All","All","5","0"," "
"2021","International","EU (excluding UK)","Cyprus (Not otherwise specified)","All","All","5","0"," "
"2020","International","EU (excluding UK)","Denmark","All","All","10","5"," "
"2021","International","EU (excluding UK)","Denmark","All","All","5","0"," "
"2023","International","EU (excluding UK)","Denmark","All","All","10","0"," "
"2019","International","EU (excluding UK)","Finland","All","All","5","0"," "
"2020","International","EU (excluding UK)","Finland","All","All","10","0"," "
"2022","International","EU (excluding UK)","Finland","All","All","5","0"," "
"2019","International","EU (excluding UK)","France","All","All","55","25","0.436"
"2020","International","EU (excluding UK)","France","All","All","40","10"," "
"2021","International","EU (excluding UK)","France","All","All","40","15","0.4"
"2022","International","EU (excluding UK)","France","All","All","45","15","0.311"
"2023","International","EU (excluding UK)","France","All","All","25","10"," "
"2019","International","EU (excluding UK)","Germany","All","All","35","10","0.28600000000000003"
"2020","International","EU (excluding UK)","Germany","All","All","40","15","0.35000000000000003"
"2021","International","EU (excluding UK)","Germany","All","All","15","5"," "
"2022","International","EU (excluding UK)","Germany","All","All","20","5"," "
"2023","International","EU (excluding UK)","Germany","All","All","20","5"," "
"2019","International","EU (excluding UK)","Greece","All","All","60","10","0.183"
"2020","International","EU (excluding UK)","Greece","All","All","20","0"," "
"2021","International","EU (excluding UK)","Greece","All","All","20","0"," "
"2022","International","EU (excluding UK)","Greece","All","All","20","5"," "
"2023","International","EU (excluding UK)","Greece","All","All","15","5"," "
"2019","International","EU (excluding UK)","Hungary","All","All","5","5"," "
"2020","International","EU (excluding UK)","Hungary","All","All","5","5"," "
"2023","International","EU (excluding UK)","Hungary","All","All","5","0"," "
"2019","International","EU (excluding UK)","Ireland","All","All","3180","920","0.289"
"2020","International","EU (excluding UK)","Ireland","All","All","3285","1050","0.319"
"2021","International","EU (excluding UK)","Ireland","All","All","3705","1055","0.28500000000000003"
"2022","International","EU (excluding UK)","Ireland","All","All","2810","735","0.261"
"2023","International","EU (excluding UK)","Ireland","All","All","2180","810","0.372"
"2019","International","EU (excluding UK)","Italy","All","All","110","30","0.255"
"2020","International","EU (excluding UK)","Italy","All","All","145","30","0.214"
"2021","International","EU (excluding UK)","Italy","All","All","75","10","0.16"
"2022","International","EU (excluding UK)","Italy","All","All","65","5"," "
"2023","International","EU (excluding UK)","Italy","All","All","80","15","0.188"
"2019","International","EU (excluding UK)","Luxembourg","All","All","10","10"," "
"2020","International","EU (excluding UK)","Malta","All","All","5","0"," "
"2019","International","EU (excluding UK)","Netherlands","All","All","40","15","0.425"
"2020","International","EU (excluding UK)","Netherlands","All","All","25","5"," "
"2021","International","EU (excluding UK)","Netherlands","All","All","25","5"," "
"2022","International","EU (excluding UK)","Netherlands","All","All","10","0"," "
"2023","International","EU (excluding UK)","Netherlands","All","All","30","10"," "
"2019","International","EU (excluding UK)","Poland","All","All","25","5"," "
"2020","International","EU (excluding UK)","Poland","All","All","40","10"," "
"2021","International","EU (excluding UK)","Poland","All","All","15","5"," "
"2022","International","EU (excluding UK)","Poland","All","All","15","0"," "
"2023","International","EU (excluding UK)","Poland","All","All","15","0"," "
"2019","International","EU (excluding UK)","Portugal","All","All","35","5"," "
"2020","International","EU (excluding UK)","Portugal","All","All","60","20","0.317"
"2021","International","EU (excluding UK)","Portugal","All","All","50","5"," "
"2022","International","EU (excluding UK)","Portugal","All","All","5","0"," "
"2023","International","EU (excluding UK)","Portugal","All","All","15","0"," "
"2019","International","EU (excluding UK)","Romania","All","All","55","15","0.23600000000000002"
"2020","International","EU (excluding UK)","Romania","All","All","45","10","0.222"
"2021","International","EU (excluding UK)","Romania","All","All","45","5"," "
"2022","International","EU (excluding UK)","Romania","All","All","10","0"," "
"2019","International","EU (excluding UK)","Spain","All","All","80","20","0.225"
"2020","International","EU (excluding UK)","Spain","All","All","105","25","0.248"
"2021","International","EU (excluding UK)","Spain","All","All","95","20","0.232"
"2022","International","EU (excluding UK)","Spain","All","All","65","15","0.262"
"2023","International","EU (excluding UK)","Spain","All","All","40","10","0.3"
"2019","International","EU (excluding UK)","Sweden","All","All","45","5"," "
"2020","International","EU (excluding UK)","Sweden","All","All","25","10"," "
"2021","International","EU (excluding UK)","Sweden","All","All","20","5"," "
"2022","International","EU (excluding UK)","Sweden","All","All","30","0"," "
"2023","International","EU (excluding UK)","Sweden","All","All","20","5"," "
"2019","International","EU (excluding UK)","Estonia","All","All","5","0"," "
"2022","International","EU (excluding UK)","Estonia","All","All","15","0"," "
"2023","International","EU (excluding UK)","Estonia","All","All","5","0"," "
"2020","International","EU (excluding UK)","Latvia","All","All","10","5"," "
"2023","International","EU (excluding UK)","Latvia","All","All","5","0"," "
"2019","International","EU (excluding UK)","Lithuania","All","All","15","0"," "
"2020","International","EU (excluding UK)","Lithuania","All","All","25","5"," "
"2021","International","EU (excluding UK)","Lithuania","All","All","20","10"," "
"2022","International","EU (excluding UK)","Lithuania","All","All","10","0"," "
"2023","International","EU (excluding UK)","Lithuania","All","All","5","0"," "
"2020","International","EU (excluding UK)","Croatia","All","All","5","0"," "
"2019","International","EU (excluding UK)","Slovenia","All","All","5","0"," "
"2019","International","EU (excluding UK)","Czech Republic","All","All","15","5"," "
"2020","International","EU (excluding UK)","Czech Republic","All","All","5","0"," "
"2021","International","EU (excluding UK)","Czech Republic","All","All","10","0"," "
"2023","International","EU (excluding UK)","Czech Republic","All","All","5","0"," "
"2019","International","EU (excluding UK)","Slovakia","All","All","15","10"," "
"2020","International","EU (excluding UK)","Slovakia","All","All","15","5"," "
"2019","International","EU (excluding UK)","Canary Islands","All","All","5","0"," "
"2019","International","EU (excluding UK)","Cyprus (European Union)","All","All","5","0"," "
