"Year","Achieved A level points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2012","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","100","90","0.89","0"
"2013","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","110","100","0.893","0"
"2014","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","140","135","0.9430000000000001","0"
"2015","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","155","145","0.9550000000000001","0"
"2016","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","180","170","0.9490000000000001","0"
"2017","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","160","150","0.9380000000000001","0"
"2018","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","185","170","0.929","0"
"2019","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","215","210","0.977","0"
"2020","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","190","185","0.968","0"
"2021","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","120","110","0.924","0"
"2022","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","185","175","0.9410000000000001","0"
"2023","10 point(s)","Mixed","Main scheme applicant","Not main scheme application","235","225","0.9580000000000001","0"
"2010","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","60","55","0.966","0"
"2011","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","130","125","0.9390000000000001","0"
"2012","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","95","85","0.935","0"
"2013","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","100","90","0.9390000000000001","0"
"2014","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","110","110","0.991","0"
"2015","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","135","130","0.962","0"
"2016","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","160","150","0.9560000000000001","0"
"2017","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","200","190","0.936","0"
"2018","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","200","190","0.9400000000000001","0"
"2019","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","220","210","0.9550000000000001","0"
"2020","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","215","200","0.9440000000000001","0"
"2021","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","160","155","0.969","0"
"2022","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","225","210","0.937","0"
"2023","11 point(s)","Mixed","Main scheme applicant","Not main scheme application","255","245","0.9490000000000001","0"
"2010","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","70","65","0.901","0"
"2011","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","105","100","0.971","0"
"2012","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","110","110","0.964","0"
"2013","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","90","85","0.9440000000000001","0"
"2014","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","105","100","0.934","0"
"2015","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","125","120","0.961","0"
"2016","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","140","130","0.9420000000000001","0"
"2017","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","160","150","0.9430000000000001","0"
"2018","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","145","140","0.9460000000000001","0"
"2019","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","180","170","0.9550000000000001","0"
"2020","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","255","245","0.965","0"
"2021","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","190","175","0.922","0"
"2022","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","250","240","0.9480000000000001","0"
"2023","12 point(s)","Mixed","Main scheme applicant","Not main scheme application","235","215","0.927","0"
"2010","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","45","45","0.935","0"
"2011","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","55","50","0.895","0"
"2012","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","75","75","0.986","0"
"2013","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","75","75","0.9480000000000001","0"
"2014","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","60","55","0.983","0"
"2015","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","90","85","0.9550000000000001","0"
"2016","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","85","80","0.9520000000000001","0"
"2017","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","85","85","0.966","0"
"2018","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","115","110","0.9390000000000001","0"
"2019","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","115","110","0.9490000000000001","0"
"2020","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","240","230","0.9540000000000001","0"
"2021","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","140","130","0.9420000000000001","0"
"2022","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","170","160","0.964","0"
"2023","13 point(s)","Mixed","Main scheme applicant","Not main scheme application","155","140","0.904","0"
"2010","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","25","25","0.852","0"
"2011","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","45","40","0.977","0"
"2012","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","40","35","0.878","0"
"2013","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","50","45","0.917","0"
"2014","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","50","45","0.9400000000000001","0"
"2015","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","65","55","0.905","0"
"2016","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","80","75","0.936","0"
"2017","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","70","65","0.914","0"
"2018","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","80","75","0.902","0"
"2019","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","90","85","0.967","0"
"2020","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","175","165","0.96","0"
"2021","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","100","95","0.969","0"
"2022","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","125","115","0.89","0"
"2023","14 point(s)","Mixed","Main scheme applicant","Not main scheme application","110","95","0.898","0"
"2010","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","20","15","0.789","0"
"2011","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","25","25","1","0"
"2012","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","35","30","0.8290000000000001","0"
"2013","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","35","30","0.9410000000000001","0"
"2014","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","35","35","1","0"
"2015","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","40","35","0.902","0"
"2016","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","40","40","0.976","0"
"2017","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","50","50","0.961","0"
"2018","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","55","50","0.895","0"
"2019","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","45","40","0.977","0"
"2020","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","160","155","0.975","0"
"2021","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","65","55","0.859","0"
"2022","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","85","65","0.759","0"
"2023","15 point(s)","Mixed","Main scheme applicant","Not main scheme application","80","70","0.863","0"
"2010","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2011","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","15","15","0.875","0"
"2012","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","20","15","0.778","0"
"2013","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","15","15","0.8240000000000001","0"
"2014","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","20","20","0.9550000000000001","0"
"2015","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","25","20","0.8260000000000001","0"
"2016","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","15","10","0.733","0"
"2017","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","25","25","0.926","0"
"2018","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","10","10","0.909","0"
"2019","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","20","15","0.81","0"
"2020","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","110","110","0.973","0"
"2021","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","35","30","0.882","0"
"2022","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","45","40","0.87","0"
"2023","16 point(s)","Mixed","Main scheme applicant","Not main scheme application","30","25","0.867","0"
"2010","17 point(s)","Mixed","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2011","17 point(s)","Mixed","Main scheme applicant","Not main scheme application","10","5"," ","0"
