"Year","Subject group HECoS","Detailed subject group HECoS","Ethnic group","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","1675","1385","0.8280000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","1490","1240","0.8310000000000001"
"2021","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","1430","1165","0.8160000000000001"
"2022","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","1215","940","0.773"
"2023","(CAH19) language and area studies","(CAH19-04-02) German and Scandinavian studies","White","1030","835","0.812"
"2019","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","5150","4120","0.8"
"2020","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","4700","3785","0.805"
"2021","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","4290","3405","0.793"
"2022","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","3485","2655","0.762"
"2023","(CAH19) language and area studies","(CAH19-04-04) Iberian studies","White","3355","2680","0.799"
"2019","(CAH19) language and area studies","(CAH19-04-03) Italian studies","White","725","585","0.804"
"2020","(CAH19) language and area studies","(CAH19-04-03) Italian studies","White","610","480","0.79"
"2021","(CAH19) language and area studies","(CAH19-04-03) Italian studies","White","555","415","0.75"
"2022","(CAH19) language and area studies","(CAH19-04-03) Italian studies","White","465","350","0.755"
"2023","(CAH19) language and area studies","(CAH19-04-03) Italian studies","White","505","395","0.786"
"2019","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","3050","2660","0.872"
"2020","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","2845","2510","0.882"
"2021","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","2710","2425","0.895"
"2022","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","2860","2430","0.85"
"2023","(CAH19) language and area studies","(CAH19-01-07) linguistics","White","2675","2300","0.861"
"2019","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","6350","5660","0.891"
"2020","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","6900","6175","0.895"
"2021","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","6510","5815","0.893"
"2022","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","7400","6485","0.876"
"2023","(CAH19) language and area studies","(CAH19-04-09) others in language and area studies","White","6070","5430","0.894"
"2019","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","White","545","415","0.759"
"2020","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","White","525","390","0.747"
"2021","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","White","555","395","0.716"
"2022","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","White","475","300","0.636"
"2023","(CAH19) language and area studies","(CAH19-04-05) Slavic studies","White","445","300","0.678"
"2019","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","White","235","230","0.979"
"2020","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","White","220","215","0.971"
"2021","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","White","215","205","0.964"
"2022","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","White","175","165","0.937"
"2023","(CAH19) language and area studies","(CAH19-02-03) Welsh studies","White","175","165","0.9490000000000001"
"2020","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","White","5","5"," "
"2022","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","White","5","5"," "
"2023","(CAH19) language and area studies","(CAH19-01-04) studies of specific authors","White","5","5"," "
"2019","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","White","115","80","0.7020000000000001"
"2020","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","White","80","60","0.754"
"2021","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","White","125","95","0.761"
"2022","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","White","105","75","0.738"
"2023","(CAH19) language and area studies","(CAH19-02-01) Celtic studies (non-specific)","White","130","100","0.786"
"2019","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","70","55","0.805"
"2020","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","70","50","0.729"
"2021","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","80","60","0.728"
"2022","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","50","40","0.802"
"2023","(CAH19) language and area studies","(CAH19-02-02) Gaelic studies","White","55","40","0.767"
"2019","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","White","235","230","0.979"
"2020","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","White","230","225","0.971"
"2021","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","White","180","175","0.973"
"2022","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","White","170","150","0.888"
"2023","(CAH19) language and area studies","(CAH19-02-04) others in Celtic studies","White","205","195","0.9550000000000001"
"2019","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","2850","1990","0.6980000000000001"
"2020","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","2600","1965","0.755"
"2021","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","2650","2045","0.772"
"2022","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","2660","1950","0.732"
"2023","(CAH19) language and area studies","(CAH19-04-06) Asian studies","White","2065","1500","0.727"
"2019","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","575","415","0.722"
"2020","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","445","340","0.768"
"2021","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","395","300","0.755"
"2022","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","385","280","0.725"
"2023","(CAH19) language and area studies","(CAH19-04-07) African and modern Middle Eastern studies","White","330","245","0.744"
"2019","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","White","21515","18290","0.85"
"2020","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","White","22260","18885","0.848"
"2021","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","White","24550","21165","0.862"
"2022","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","White","27045","22605","0.836"
"2023","(CAH24) media, journalism and communications","(CAH24-01-05) media studies","White","25530","21585","0.846"
"2019","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","White","675","605","0.894"
"2020","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","White","545","480","0.885"
"2021","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","White","515","425","0.8250000000000001"
"2022","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","White","515","435","0.842"
"2023","(CAH24) media, journalism and communications","(CAH24-01-02) publicity studies","White","475","415","0.875"
"2019","(CAH24) media, journalism and communications","(CAH24-01-01) information services","White","170","105","0.627"
"2020","(CAH24) media, journalism and communications","(CAH24-01-01) information services","White","125","95","0.746"
"2021","(CAH24) media, journalism and communications","(CAH24-01-01) information services","White","145","100","0.679"
"2022","(CAH24) media, journalism and communications","(CAH24-01-01) information services","White","165","85","0.519"
"2023","(CAH24) media, journalism and communications","(CAH24-01-01) information services","White","170","100","0.58"
"2019","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","White","10025","7770","0.775"
"2020","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","White","9530","7930","0.8320000000000001"
"2021","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","White","10595","9240","0.872"
"2022","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","White","11415","9715","0.851"
"2023","(CAH24) media, journalism and communications","(CAH24-01-04) journalism","White","11270","9920","0.88"
"2019","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","White","360","340","0.9390000000000001"
"2020","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","White","290","270","0.936"
"2021","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","White","305","270","0.886"
"2022","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","White","325","295","0.901"
"2023","(CAH24) media, journalism and communications","(CAH24-01-03) publishing","White","280","265","0.9530000000000001"
"2019","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","White","1950","1720","0.882"
"2020","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","White","2065","1860","0.9"
"2021","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","White","2410","2185","0.907"
"2022","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","White","2875","2340","0.8130000000000001"
"2023","(CAH23) combined and general studies","(CAH23-01-04) liberal arts (non-specific)","White","2595","2305","0.888"
"2019","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","White","735","645","0.876"
"2020","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","White","645","555","0.864"
"2021","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","White","635","565","0.892"
"2022","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","White","730","645","0.881"
"2023","(CAH23) combined and general studies","(CAH23-01-03) humanities (non-specific)","White","780","685","0.88"
"2019","(CAH23) combined and general studies","(CAH23-01-02) personal development","White","955","675","0.707"
"2020","(CAH23) combined and general studies","(CAH23-01-02) personal development","White","1020","715","0.6990000000000001"
"2021","(CAH23) combined and general studies","(CAH23-01-02) personal development","White","1155","840","0.728"
"2022","(CAH23) combined and general studies","(CAH23-01-02) personal development","White","1185","865","0.73"
