"Year","Difference between predicted and achieved A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2018","-2 points","All","All","All","Main scheme applicant","Main scheme application","31560","24995","0.792","0"
"2019","-2 points","All","All","All","Main scheme applicant","Main scheme application","30465","23890","0.784","0"
"2020","-2 points","All","All","All","Main scheme applicant","Main scheme application","26880","18310","0.681","0"
"2021","-2 points","All","All","All","Main scheme applicant","Main scheme application","22440","16430","0.732","0"
"2022","-2 points","All","All","All","Main scheme applicant","Main scheme application","29810","22125","0.742","0"
"2023","-2 points","All","All","All","Main scheme applicant","Main scheme application","33745","26735","0.792","0"
"2010","-3 points","All","All","All","Main scheme applicant","Main scheme application","22325","13575","0.608","0"
"2011","-3 points","All","All","All","Main scheme applicant","Main scheme application","23060","13980","0.606","0"
"2012","-3 points","All","All","All","Main scheme applicant","Main scheme application","24520","16015","0.653","0"
"2013","-3 points","All","All","All","Main scheme applicant","Main scheme application","25400","17620","0.6940000000000001","0"
"2014","-3 points","All","All","All","Main scheme applicant","Main scheme application","26130","17760","0.68","0"
"2015","-3 points","All","All","All","Main scheme applicant","Main scheme application","26980","18735","0.6940000000000001","0"
"2016","-3 points","All","All","All","Main scheme applicant","Main scheme application","27875","19375","0.6950000000000001","0"
"2017","-3 points","All","All","All","Main scheme applicant","Main scheme application","26920","19050","0.708","0"
"2018","-3 points","All","All","All","Main scheme applicant","Main scheme application","26255","18855","0.718","0"
"2019","-3 points","All","All","All","Main scheme applicant","Main scheme application","26050","18620","0.715","0"
"2020","-3 points","All","All","All","Main scheme applicant","Main scheme application","15755","9510","0.604","0"
"2021","-3 points","All","All","All","Main scheme applicant","Main scheme application","12925","8255","0.639","0"
"2022","-3 points","All","All","All","Main scheme applicant","Main scheme application","21990","14550","0.662","0"
"2023","-3 points","All","All","All","Main scheme applicant","Main scheme application","31075","22330","0.719","0"
"2010","-4 points","All","All","All","Main scheme applicant","Main scheme application","11230","5465","0.487","0"
"2011","-4 points","All","All","All","Main scheme applicant","Main scheme application","11865","5700","0.48","0"
"2012","-4 points","All","All","All","Main scheme applicant","Main scheme application","12875","6860","0.533","0"
"2013","-4 points","All","All","All","Main scheme applicant","Main scheme application","13250","7650","0.577","0"
"2014","-4 points","All","All","All","Main scheme applicant","Main scheme application","14595","8205","0.562","0"
"2015","-4 points","All","All","All","Main scheme applicant","Main scheme application","15550","9070","0.583","0"
"2016","-4 points","All","All","All","Main scheme applicant","Main scheme application","16140","9690","0.6","0"
"2017","-4 points","All","All","All","Main scheme applicant","Main scheme application","17325","10720","0.619","0"
"2018","-4 points","All","All","All","Main scheme applicant","Main scheme application","17655","11185","0.634","0"
"2019","-4 points","All","All","All","Main scheme applicant","Main scheme application","19445","12375","0.636","0"
"2020","-4 points","All","All","All","Main scheme applicant","Main scheme application","7900","4310","0.546","0"
"2021","-4 points","All","All","All","Main scheme applicant","Main scheme application","6890","3895","0.5660000000000001","0"
"2022","-4 points","All","All","All","Main scheme applicant","Main scheme application","14655","8575","0.585","0"
"2023","-4 points","All","All","All","Main scheme applicant","Main scheme application","23920","15280","0.639","0"
"2010","-5 points","All","All","All","Main scheme applicant","Main scheme application","5400","2060","0.381","0"
"2011","-5 points","All","All","All","Main scheme applicant","Main scheme application","5525","1935","0.35000000000000003","0"
"2012","-5 points","All","All","All","Main scheme applicant","Main scheme application","5945","2540","0.428","0"
"2013","-5 points","All","All","All","Main scheme applicant","Main scheme application","6305","3045","0.483","0"
"2014","-5 points","All","All","All","Main scheme applicant","Main scheme application","7295","3360","0.461","0"
"2015","-5 points","All","All","All","Main scheme applicant","Main scheme application","7805","3850","0.493","0"
"2016","-5 points","All","All","All","Main scheme applicant","Main scheme application","8555","4420","0.517","0"
"2017","-5 points","All","All","All","Main scheme applicant","Main scheme application","10095","5490","0.544","0"
"2018","-5 points","All","All","All","Main scheme applicant","Main scheme application","11025","6190","0.561","0"
"2019","-5 points","All","All","All","Main scheme applicant","Main scheme application","13005","7355","0.5660000000000001","0"
"2020","-5 points","All","All","All","Main scheme applicant","Main scheme application","3760","1875","0.499","0"
"2021","-5 points","All","All","All","Main scheme applicant","Main scheme application","3425","1755","0.513","0"
"2022","-5 points","All","All","All","Main scheme applicant","Main scheme application","8915","4555","0.511","0"
"2023","-5 points","All","All","All","Main scheme applicant","Main scheme application","16215","8955","0.552","0"
"2010","-6 points","All","All","All","Main scheme applicant","Main scheme application","2505","750","0.298","0"
"2011","-6 points","All","All","All","Main scheme applicant","Main scheme application","2465","705","0.28500000000000003","0"
"2012","-6 points","All","All","All","Main scheme applicant","Main scheme application","2685","925","0.34500000000000003","0"
"2013","-6 points","All","All","All","Main scheme applicant","Main scheme application","2820","1115","0.395","0"
"2014","-6 points","All","All","All","Main scheme applicant","Main scheme application","3345","1305","0.39","0"
"2015","-6 points","All","All","All","Main scheme applicant","Main scheme application","3750","1535","0.40900000000000003","0"
"2016","-6 points","All","All","All","Main scheme applicant","Main scheme application","4095","1795","0.438","0"
"2017","-6 points","All","All","All","Main scheme applicant","Main scheme application","5555","2705","0.487","0"
"2018","-6 points","All","All","All","Main scheme applicant","Main scheme application","6285","3225","0.513","0"
"2019","-6 points","All","All","All","Main scheme applicant","Main scheme application","7990","4005","0.501","0"
"2020","-6 points","All","All","All","Main scheme applicant","Main scheme application","1780","800","0.45","0"
"2021","-6 points","All","All","All","Main scheme applicant","Main scheme application","1660","715","0.43","0"
"2022","-6 points","All","All","All","Main scheme applicant","Main scheme application","5205","2315","0.445","0"
"2023","-6 points","All","All","All","Main scheme applicant","Main scheme application","10360","4945","0.47700000000000004","0"
"2010","Less than -6 points","All","All","All","Main scheme applicant","Main scheme application","2670","485","0.182","0"
"2011","Less than -6 points","All","All","All","Main scheme applicant","Main scheme application","2530","425","0.169","0"
"2012","Less than -6 points","All","All","All","Main scheme applicant","Main scheme application","2725","550","0.202","0"
"2013","Less than -6 points","All","All","All","Main scheme applicant","Main scheme application","2755","625","0.227","0"
"2014","Less than -6 points","All","All","All","Main scheme applicant","Main scheme application","3560","900","0.253","0"
"2015","Less than -6 points","All","All","All","Main scheme applicant","Main scheme application","3630","955","0.263","0"
"2016","Less than -6 points","All","All","All","Main scheme applicant","Main scheme application","3960","1265","0.319","0"
