"Year","Predicted SQA advanced higher points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2019","6 point(s)","Quintile 3","All","All","5","0"," ","0"
"2020","6 point(s)","Quintile 3","All","All","5","5"," ","0"
"2021","6 point(s)","Quintile 3","All","All","5","5"," ","0"
"2022","6 point(s)","Quintile 3","All","All","5","5"," ","0"
"2023","6 point(s)","Quintile 3","All","All","5","5"," ","0"
"2010","7 point(s)","Quintile 3","All","All","10","10"," ","0"
"2011","7 point(s)","Quintile 3","All","All","10","5"," ","0"
"2012","7 point(s)","Quintile 3","All","All","5","5"," ","0"
"2013","7 point(s)","Quintile 3","All","All","10","10","0.917","0"
"2014","7 point(s)","Quintile 3","All","All","10","10"," ","0"
"2015","7 point(s)","Quintile 3","All","All","5","5"," ","0"
"2018","7 point(s)","Quintile 3","All","All","5","0"," ","0"
"2019","7 point(s)","Quintile 3","All","All","5","5"," ","0"
"2020","7 point(s)","Quintile 3","All","All","5","5"," ","0"
"2021","7 point(s)","Quintile 3","All","All","5","5"," ","0"
"2022","7 point(s)","Quintile 3","All","All","10","5"," ","0"
"2023","7 point(s)","Quintile 3","All","All","5","5"," ","0"
"2010","8 point(s)","Quintile 3","All","All","25","20","0.833","0"
"2011","8 point(s)","Quintile 3","All","All","15","15","0.882","0"
"2012","8 point(s)","Quintile 3","All","All","30","25","0.719","0"
"2013","8 point(s)","Quintile 3","All","All","20","20","0.864","0"
"2014","8 point(s)","Quintile 3","All","All","20","15","0.889","0"
"2015","8 point(s)","Quintile 3","All","All","10","10"," ","0"
"2016","8 point(s)","Quintile 3","All","All","20","15","0.737","0"
"2017","8 point(s)","Quintile 3","All","All","15","15","0.8240000000000001","0"
"2018","8 point(s)","Quintile 3","All","All","15","10","0.769","0"
"2019","8 point(s)","Quintile 3","All","All","15","15","0.882","0"
"2020","8 point(s)","Quintile 3","All","All","10","10"," ","0"
"2021","8 point(s)","Quintile 3","All","All","10","10"," ","0"
"2022","8 point(s)","Quintile 3","All","All","20","15","0.833","0"
"2023","8 point(s)","Quintile 3","All","All","10","10"," ","0"
"2010","9 point(s)","Quintile 3","All","All","35","30","0.909","0"
"2011","9 point(s)","Quintile 3","All","All","30","25","0.964","0"
"2012","9 point(s)","Quintile 3","All","All","30","25","0.9","0"
"2013","9 point(s)","Quintile 3","All","All","40","35","0.902","0"
"2014","9 point(s)","Quintile 3","All","All","45","40","0.884","0"
"2015","9 point(s)","Quintile 3","All","All","35","35","0.892","0"
"2016","9 point(s)","Quintile 3","All","All","35","30","0.833","0"
"2017","9 point(s)","Quintile 3","All","All","40","35","0.9490000000000001","0"
"2018","9 point(s)","Quintile 3","All","All","35","35","0.919","0"
"2019","9 point(s)","Quintile 3","All","All","45","40","0.93","0"
"2020","9 point(s)","Quintile 3","All","All","30","30","0.966","0"
"2021","9 point(s)","Quintile 3","All","All","20","20","0.8180000000000001","0"
"2022","9 point(s)","Quintile 3","All","All","25","20","0.833","0"
"2023","9 point(s)","Quintile 3","All","All","25","25","0.962","0"
"2010","10 point(s)","Quintile 3","All","All","40","40","0.905","0"
"2011","10 point(s)","Quintile 3","All","All","45","40","0.932","0"
"2012","10 point(s)","Quintile 3","All","All","30","25","0.839","0"
"2013","10 point(s)","Quintile 3","All","All","40","35","0.9490000000000001","0"
"2014","10 point(s)","Quintile 3","All","All","55","50","0.925","0"
"2015","10 point(s)","Quintile 3","All","All","45","40","0.911","0"
"2016","10 point(s)","Quintile 3","All","All","35","30","0.882","0"
"2017","10 point(s)","Quintile 3","All","All","35","30","0.9390000000000001","0"
"2018","10 point(s)","Quintile 3","All","All","30","25","0.75","0"
"2019","10 point(s)","Quintile 3","All","All","40","35","0.857","0"
"2020","10 point(s)","Quintile 3","All","All","50","50","0.923","0"
"2021","10 point(s)","Quintile 3","All","All","45","45","0.915","0"
"2022","10 point(s)","Quintile 3","All","All","40","40","0.976","0"
"2023","10 point(s)","Quintile 3","All","All","60","55","0.9480000000000001","0"
"2010","11 point(s)","Quintile 3","All","All","35","35","0.971","0"
"2011","11 point(s)","Quintile 3","All","All","40","35","0.925","0"
"2012","11 point(s)","Quintile 3","All","All","45","40","0.891","0"
"2013","11 point(s)","Quintile 3","All","All","40","40","0.927","0"
"2014","11 point(s)","Quintile 3","All","All","30","30","0.906","0"
"2015","11 point(s)","Quintile 3","All","All","45","40","0.977","0"
"2016","11 point(s)","Quintile 3","All","All","45","45","0.915","0"
"2017","11 point(s)","Quintile 3","All","All","50","45","0.922","0"
"2018","11 point(s)","Quintile 3","All","All","40","40","0.9520000000000001","0"
"2019","11 point(s)","Quintile 3","All","All","40","40","0.9500000000000001","0"
"2020","11 point(s)","Quintile 3","All","All","45","40","0.9550000000000001","0"
"2021","11 point(s)","Quintile 3","All","All","60","55","0.9500000000000001","0"
"2022","11 point(s)","Quintile 3","All","All","60","55","0.887","0"
"2023","11 point(s)","Quintile 3","All","All","60","60","0.968","0"
"2010","12 point(s)","Quintile 3","All","All","75","65","0.877","0"
"2011","12 point(s)","Quintile 3","All","All","95","90","0.9380000000000001","0"
"2012","12 point(s)","Quintile 3","All","All","95","90","0.9580000000000001","0"
"2013","12 point(s)","Quintile 3","All","All","95","90","0.9380000000000001","0"
"2014","12 point(s)","Quintile 3","All","All","115","100","0.868","0"
"2015","12 point(s)","Quintile 3","All","All","125","115","0.913","0"
"2016","12 point(s)","Quintile 3","All","All","135","125","0.927","0"
"2017","12 point(s)","Quintile 3","All","All","125","120","0.9520000000000001","0"
"2018","12 point(s)","Quintile 3","All","All","155","145","0.9420000000000001","0"
"2019","12 point(s)","Quintile 3","All","All","145","140","0.9590000000000001","0"
"2020","12 point(s)","Quintile 3","All","All","145","130","0.904","0"
"2021","12 point(s)","Quintile 3","All","All","180","160","0.905","0"
"2022","12 point(s)","Quintile 3","All","All","215","195","0.902","0"
"2023","12 point(s)","Quintile 3","All","All","195","190","0.969","0"
"2010","6 point(s)","Quintile 4","All","All","10","10"," ","0"
"2011","6 point(s)","Quintile 4","All","All","5","5"," ","0"
"2012","6 point(s)","Quintile 4","All","All","5","5"," ","0"
"2013","6 point(s)","Quintile 4","All","All","5","0"," ","0"
"2014","6 point(s)","Quintile 4","All","All","5","0"," ","0"
"2015","6 point(s)","Quintile 4","All","All","5","5"," ","0"
"2017","6 point(s)","Quintile 4","All","All","5","0"," ","0"
"2018","6 point(s)","Quintile 4","All","All","5","5"," ","0"
"2019","6 point(s)","Quintile 4","All","All","5","0"," ","0"
"2020","6 point(s)","Quintile 4","All","All","5","5"," ","0"
"2021","6 point(s)","Quintile 4","All","All","5","5"," ","0"
"2022","6 point(s)","Quintile 4","All","All","5","5"," ","0"
"2023","6 point(s)","Quintile 4","All","All","5","5"," ","0"
"2010","7 point(s)","Quintile 4","All","All","15","15","1","0"
"2011","7 point(s)","Quintile 4","All","All","20","15","0.722","0"
"2012","7 point(s)","Quintile 4","All","All","10","10","0.917","0"
"2013","7 point(s)","Quintile 4","All","All","15","15","0.867","0"
"2014","7 point(s)","Quintile 4","All","All","15","15","0.8130000000000001","0"
"2015","7 point(s)","Quintile 4","All","All","15","10","0.769","0"
"2016","7 point(s)","Quintile 4","All","All","10","10","0.917","0"
"2017","7 point(s)","Quintile 4","All","All","10","5"," ","0"
"2018","7 point(s)","Quintile 4","All","All","5","5"," ","0"
"2019","7 point(s)","Quintile 4","All","All","5","5"," ","0"
"2022","7 point(s)","Quintile 4","All","All","5","5"," ","0"
"2023","7 point(s)","Quintile 4","All","All","10","10"," ","0"
"2010","8 point(s)","Quintile 4","All","All","25","25","0.885","0"
"2011","8 point(s)","Quintile 4","All","All","30","25","0.862","0"
"2012","8 point(s)","Quintile 4","All","All","30","25","0.8280000000000001","0"
"2013","8 point(s)","Quintile 4","All","All","30","25","0.931","0"
"2014","8 point(s)","Quintile 4","All","All","15","15","0.9380000000000001","0"
"2015","8 point(s)","Quintile 4","All","All","20","20","0.9520000000000001","0"
"2016","8 point(s)","Quintile 4","All","All","15","15","0.882","0"
"2017","8 point(s)","Quintile 4","All","All","10","10","0.833","0"
"2018","8 point(s)","Quintile 4","All","All","15","15","0.929","0"
"2019","8 point(s)","Quintile 4","All","All","20","15","0.889","0"
"2020","8 point(s)","Quintile 4","All","All","15","15","0.929","0"
"2021","8 point(s)","Quintile 4","All","All","20","15","0.778","0"
"2022","8 point(s)","Quintile 4","All","All","20","20","1","0"
"2023","8 point(s)","Quintile 4","All","All","25","20","0.8","0"
"2010","9 point(s)","Quintile 4","All","All","50","45","0.88","0"
"2011","9 point(s)","Quintile 4","All","All","60","50","0.879","0"
"2012","9 point(s)","Quintile 4","All","All","50","45","0.8270000000000001","0"
"2013","9 point(s)","Quintile 4","All","All","45","40","0.851","0"
"2014","9 point(s)","Quintile 4","All","All","45","40","0.891","0"
"2015","9 point(s)","Quintile 4","All","All","55","50","0.857","0"
"2016","9 point(s)","Quintile 4","All","All","50","45","0.904","0"
"2017","9 point(s)","Quintile 4","All","All","45","35","0.8","0"
"2018","9 point(s)","Quintile 4","All","All","50","45","0.863","0"
"2019","9 point(s)","Quintile 4","All","All","50","45","0.9390000000000001","0"
"2020","9 point(s)","Quintile 4","All","All","35","35","1","0"
"2021","9 point(s)","Quintile 4","All","All","35","30","0.912","0"
"2022","9 point(s)","Quintile 4","All","All","35","35","0.892","0"
"2023","9 point(s)","Quintile 4","All","All","45","40","0.907","0"
"2010","10 point(s)","Quintile 4","All","All","70","65","0.913","0"
"2011","10 point(s)","Quintile 4","All","All","60","60","0.967","0"
"2012","10 point(s)","Quintile 4","All","All","65","60","0.894","0"
"2013","10 point(s)","Quintile 4","All","All","70","65","0.9","0"
"2014","10 point(s)","Quintile 4","All","All","75","70","0.933","0"
"2015","10 point(s)","Quintile 4","All","All","70","65","0.903","0"
"2016","10 point(s)","Quintile 4","All","All","50","50","0.962","0"
"2017","10 point(s)","Quintile 4","All","All","70","65","0.928","0"
"2018","10 point(s)","Quintile 4","All","All","60","55","0.932","0"
"2019","10 point(s)","Quintile 4","All","All","45","40","0.864","0"
"2020","10 point(s)","Quintile 4","All","All","55","50","0.907","0"
"2021","10 point(s)","Quintile 4","All","All","50","45","0.8270000000000001","0"
"2022","10 point(s)","Quintile 4","All","All","65","60","0.881","0"
"2023","10 point(s)","Quintile 4","All","All","60","55","0.917","0"
"2010","11 point(s)","Quintile 4","All","All","70","70","0.986","0"
"2011","11 point(s)","Quintile 4","All","All","70","65","0.901","0"
"2012","11 point(s)","Quintile 4","All","All","70","65","0.903","0"
"2013","11 point(s)","Quintile 4","All","All","80","75","0.9500000000000001","0"
"2014","11 point(s)","Quintile 4","All","All","60","60","0.9510000000000001","0"
"2015","11 point(s)","Quintile 4","All","All","80","75","0.936","0"
"2016","11 point(s)","Quintile 4","All","All","100","90","0.929","0"
"2017","11 point(s)","Quintile 4","All","All","95","85","0.885","0"
"2018","11 point(s)","Quintile 4","All","All","85","85","0.9540000000000001","0"
"2019","11 point(s)","Quintile 4","All","All","60","55","0.918","0"
"2020","11 point(s)","Quintile 4","All","All","80","65","0.848","0"
"2021","11 point(s)","Quintile 4","All","All","85","75","0.905","0"
"2022","11 point(s)","Quintile 4","All","All","85","80","0.9530000000000001","0"
"2023","11 point(s)","Quintile 4","All","All","100","95","0.9500000000000001","0"
"2010","12 point(s)","Quintile 4","All","All","145","135","0.918","0"
"2011","12 point(s)","Quintile 4","All","All","170","155","0.906","0"
"2012","12 point(s)","Quintile 4","All","All","170","165","0.9590000000000001","0"
"2013","12 point(s)","Quintile 4","All","All","180","165","0.912","0"
"2014","12 point(s)","Quintile 4","All","All","225","215","0.9510000000000001","0"
"2015","12 point(s)","Quintile 4","All","All","220","200","0.913","0"
"2016","12 point(s)","Quintile 4","All","All","210","195","0.9380000000000001","0"
"2017","12 point(s)","Quintile 4","All","All","230","215","0.9390000000000001","0"
"2018","12 point(s)","Quintile 4","All","All","240","225","0.9410000000000001","0"
"2019","12 point(s)","Quintile 4","All","All","220","205","0.928","0"
"2020","12 point(s)","Quintile 4","All","All","255","230","0.917","0"
"2021","12 point(s)","Quintile 4","All","All","280","255","0.911","0"
"2022","12 point(s)","Quintile 4","All","All","310","285","0.926","0"
"2023","12 point(s)","Quintile 4","All","All","365","345","0.9480000000000001","0"
"2012","5 point(s)","Quintile 5","All","All","5","5"," ","0"
"2010","6 point(s)","Quintile 5","All","All","10","5"," ","0"
"2011","6 point(s)","Quintile 5","All","All","15","10","0.857","0"
"2012","6 point(s)","Quintile 5","All","All","10","10"," ","0"
"2013","6 point(s)","Quintile 5","All","All","10","5"," ","0"
"2014","6 point(s)","Quintile 5","All","All","5","5"," ","0"
"2015","6 point(s)","Quintile 5","All","All","10","10"," ","0"
"2016","6 point(s)","Quintile 5","All","All","5","5"," ","0"
"2017","6 point(s)","Quintile 5","All","All","5","5"," ","0"
"2018","6 point(s)","Quintile 5","All","All","5","5"," ","0"
"2019","6 point(s)","Quintile 5","All","All","5","5"," ","0"
"2020","6 point(s)","Quintile 5","All","All","5","5"," ","0"
"2021","6 point(s)","Quintile 5","All","All","5","0"," ","0"
"2022","6 point(s)","Quintile 5","All","All","5","5"," ","0"
"2023","6 point(s)","Quintile 5","All","All","5","5"," ","0"
"2010","7 point(s)","Quintile 5","All","All","30","30","0.906","0"
"2011","7 point(s)","Quintile 5","All","All","25","20","0.84","0"
"2012","7 point(s)","Quintile 5","All","All","20","15","0.667","0"
"2013","7 point(s)","Quintile 5","All","All","25","20","0.8260000000000001","0"
"2014","7 point(s)","Quintile 5","All","All","20","20","0.9500000000000001","0"
"2015","7 point(s)","Quintile 5","All","All","15","15","0.9380000000000001","0"
"2016","7 point(s)","Quintile 5","All","All","15","10","0.8","0"
"2017","7 point(s)","Quintile 5","All","All","10","10","1","0"
"2018","7 point(s)","Quintile 5","All","All","10","10"," ","0"
"2019","7 point(s)","Quintile 5","All","All","5","5"," ","0"
"2020","7 point(s)","Quintile 5","All","All","10","10","1","0"
"2021","7 point(s)","Quintile 5","All","All","10","5"," ","0"
"2022","7 point(s)","Quintile 5","All","All","20","15","0.85","0"
"2023","7 point(s)","Quintile 5","All","All","10","10","1","0"
"2010","8 point(s)","Quintile 5","All","All","65","60","0.894","0"
