"Year","Predicted A level points","POLAR4 Quintile","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2020","15 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2023","15 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","16 point(s)","Quintile 4","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","6 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","6 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2014","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","7 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2019","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","8 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2016","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2019","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2021","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","9 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2014","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","5"
"2018","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","0.933","5"
"2021","10 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2021","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","11 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2011","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2014","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","1","0"
"2019","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","1","5"
"2021","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","12 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2011","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","20","20","0.9","0"
"2023","13 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2016","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","5"," ","0"
"2020","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","15","15","1","5"
"2022","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","14 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10"," ","0"
"2019","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","15 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","10","10","1","5"
"2020","16 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","5"
"2020","17 point(s)","Quintile 5","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","9 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","9 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","9 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2015","9 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","10 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","11 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","11 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","11 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","11 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","12 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","12 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","12 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","12 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","12 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","12 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","13 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2012","13 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","13 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","13 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","13 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","13 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","13 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","13 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","14 point(s)","Unknown","Main scheme applicant","Not main scheme application","10","5"," ","0"
"2017","14 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","14 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","14 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","14 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2010","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2013","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2015","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2016","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2018","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","15 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","16 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","16 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","16 point(s)","Unknown","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","4 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2011","4 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","0"," ","0"
"2021","4 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2022","4 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2023","4 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","15","10","0.714","0"
"2011","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2012","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2016","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2017","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2018","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2020","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2021","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2022","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2023","5 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2010","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","35","30","0.848","0"
"2011","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","40","30","0.6900000000000001","0"
"2012","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","15","15","0.765","0"
"2013","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","10","10","1","0"
"2014","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","20","15","0.895","0"
"2015","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2016","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","10","10","0.909","0"
"2017","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","10","10"," ","0"
"2018","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","5","5"," ","0"
"2019","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","15","15","0.875","0"
"2020","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","15","15","1","0"
"2021","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","15","15","0.929","0"
"2022","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2023","6 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","25","20","0.84","0"
"2010","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","60","50","0.852","0"
"2011","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","65","45","0.6970000000000001","0"
"2012","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","35","30","0.838","0"
"2013","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","45","40","0.891","0"
"2014","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","35","30","0.914","0"
"2015","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","25","20","0.917","0"
"2016","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","25","20","0.8260000000000001","0"
"2017","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","30","30","0.966","0"
"2018","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","30","25","0.9","0"
"2019","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","30","30","0.935","0"
"2020","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","30","30","0.968","0"
"2021","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","30","25","0.897","0"
"2022","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","30","25","0.867","0"
"2023","7 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","40","35","0.9","0"
"2010","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","100","80","0.794","0"
"2011","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","105","90","0.864","0"
"2012","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","75","65","0.865","0"
"2013","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","70","60","0.871","0"
"2014","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","60","55","0.902","0"
"2015","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","50","50","0.96","0"
"2016","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","75","65","0.88","0"
"2017","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","55","50","0.926","0"
"2018","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","50","45","0.86","0"
"2019","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","45","40","0.9550000000000001","0"
"2020","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","45","40","0.867","0"
"2021","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","35","30","0.9410000000000001","0"
"2022","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","55","55","0.9470000000000001","0"
"2023","8 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","65","60","0.925","0"
"2010","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","165","145","0.867","0"
"2011","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","205","170","0.8300000000000001","0"
"2012","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","175","155","0.864","0"
"2013","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","150","125","0.852","0"
"2014","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","125","115","0.904","0"
"2015","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","130","125","0.9540000000000001","0"
"2016","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","130","115","0.864","0"
"2017","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","125","115","0.905","0"
"2018","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","105","95","0.915","0"
"2019","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","135","130","0.963","0"
"2020","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","135","125","0.9410000000000001","0"
"2021","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","100","95","0.912","0"
"2022","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","140","130","0.929","0"
"2023","9 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","125","115","0.9440000000000001","0"
"2010","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","190","165","0.872","0"
"2011","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","245","205","0.841","0"
"2012","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","190","165","0.884","0"
"2013","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","165","150","0.915","0"
"2014","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","205","190","0.917","0"
"2015","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","165","155","0.9400000000000001","0"
"2016","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","170","155","0.912","0"
"2017","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","175","170","0.977","0"
"2018","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","135","125","0.9480000000000001","0"
"2019","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","160","155","0.9500000000000001","0"
"2020","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","150","140","0.9460000000000001","0"
"2021","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","150","140","0.9390000000000001","0"
"2022","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","180","165","0.922","0"
"2023","10 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","155","145","0.936","0"
"2010","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","160","145","0.901","0"
"2011","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","225","195","0.859","0"
"2012","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","220","200","0.901","0"
"2013","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","200","185","0.9400000000000001","0"
"2014","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","225","205","0.911","0"
"2015","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","260","230","0.881","0"
"2016","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","260","245","0.9430000000000001","0"
"2017","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","235","225","0.9530000000000001","0"
"2018","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","240","220","0.912","0"
"2019","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","235","225","0.962","0"
"2020","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","205","200","0.971","0"
"2021","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","180","170","0.934","0"
"2022","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","225","210","0.925","0"
"2023","11 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","270","250","0.915","0"
"2010","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","190","160","0.847","0"
"2011","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","250","225","0.892","0"
"2012","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","250","235","0.9440000000000001","0"
"2013","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","230","205","0.891","0"
"2014","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","250","235","0.929","0"
"2015","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","305","280","0.927","0"
"2016","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","325","305","0.929","0"
"2017","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","370","350","0.9510000000000001","0"
"2018","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","325","300","0.935","0"
"2019","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","365","345","0.9450000000000001","0"
"2020","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","340","330","0.962","0"
"2021","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","290","280","0.9550000000000001","0"
"2022","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","340","310","0.918","0"
"2023","12 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","335","315","0.9400000000000001","0"
"2010","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","170","160","0.935","0"
"2011","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","235","215","0.919","0"
"2012","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","205","190","0.913","0"
"2013","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","225","210","0.933","0"
"2014","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","300","280","0.93","0"
"2015","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","335","315","0.932","0"
"2016","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","335","315","0.935","0"
"2017","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","380","355","0.9420000000000001","0"
"2018","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","340","325","0.9530000000000001","0"
"2019","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","365","350","0.9560000000000001","0"
"2020","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","395","380","0.9590000000000001","0"
"2021","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","270","260","0.963","0"
"2022","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","330","310","0.9420000000000001","0"
"2023","13 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","445","415","0.9410000000000001","0"
"2010","14 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","130","120","0.908","0"
"2011","14 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","155","145","0.9480000000000001","0"
"2012","14 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","165","155","0.934","0"
"2013","14 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","165","160","0.9580000000000001","0"
"2014","14 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","215","205","0.9530000000000001","0"
"2015","14 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","230","215","0.9430000000000001","0"
"2016","14 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","280","265","0.9530000000000001","0"
"2017","14 point(s)","Quintile 1","Main scheme applicant","Not main scheme application","325","310","0.966","0"
