"Year","Subject group HECoS","Detailed subject group HECoS","POLAR4 Quintile","Main scheme applicant","Main scheme application","Accepted applicants"
"2021","(CAH04) psychology","(CAH04-01-02) applied psychology","Quintile 2","Main scheme applicant","Main scheme application","455"
"2022","(CAH04) psychology","(CAH04-01-02) applied psychology","Quintile 2","Main scheme applicant","Main scheme application","430"
"2023","(CAH04) psychology","(CAH04-01-02) applied psychology","Quintile 2","Main scheme applicant","Main scheme application","430"
"2019","(CAH04) psychology","(CAH04-01-04) psychology and health","Quintile 2","Main scheme applicant","Main scheme application","25"
"2020","(CAH04) psychology","(CAH04-01-04) psychology and health","Quintile 2","Main scheme applicant","Main scheme application","40"
"2021","(CAH04) psychology","(CAH04-01-04) psychology and health","Quintile 2","Main scheme applicant","Main scheme application","50"
"2022","(CAH04) psychology","(CAH04-01-04) psychology and health","Quintile 2","Main scheme applicant","Main scheme application","40"
"2023","(CAH04) psychology","(CAH04-01-04) psychology and health","Quintile 2","Main scheme applicant","Main scheme application","40"
"2019","(CAH04) psychology","(CAH04-01-03) developmental psychology","Quintile 2","Main scheme applicant","Main scheme application","65"
"2020","(CAH04) psychology","(CAH04-01-03) developmental psychology","Quintile 2","Main scheme applicant","Main scheme application","60"
"2021","(CAH04) psychology","(CAH04-01-03) developmental psychology","Quintile 2","Main scheme applicant","Main scheme application","90"
"2022","(CAH04) psychology","(CAH04-01-03) developmental psychology","Quintile 2","Main scheme applicant","Main scheme application","75"
"2023","(CAH04) psychology","(CAH04-01-03) developmental psychology","Quintile 2","Main scheme applicant","Main scheme application","70"
"2019","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Quintile 2","Main scheme applicant","Main scheme application","2635"
"2020","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Quintile 2","Main scheme applicant","Main scheme application","2900"
"2021","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Quintile 2","Main scheme applicant","Main scheme application","2920"
"2022","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Quintile 2","Main scheme applicant","Main scheme application","2940"
"2023","(CAH04) psychology","(CAH04-01-01) psychology (non-specific)","Quintile 2","Main scheme applicant","Main scheme application","2730"
"2019","(CAH04) psychology","(CAH04-01-05) others in psychology","Quintile 2","Main scheme applicant","Main scheme application","50"
"2020","(CAH04) psychology","(CAH04-01-05) others in psychology","Quintile 2","Main scheme applicant","Main scheme application","50"
"2021","(CAH04) psychology","(CAH04-01-05) others in psychology","Quintile 2","Main scheme applicant","Main scheme application","50"
"2022","(CAH04) psychology","(CAH04-01-05) others in psychology","Quintile 2","Main scheme applicant","Main scheme application","45"
"2023","(CAH04) psychology","(CAH04-01-05) others in psychology","Quintile 2","Main scheme applicant","Main scheme application","40"
"2019","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Quintile 2","Main scheme applicant","Main scheme application","755"
"2020","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Quintile 2","Main scheme applicant","Main scheme application","755"
"2021","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Quintile 2","Main scheme applicant","Main scheme application","840"
"2022","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Quintile 2","Main scheme applicant","Main scheme application","720"
"2023","(CAH09) mathematical sciences","(CAH09-01-01) mathematics","Quintile 2","Main scheme applicant","Main scheme application","680"
"2019","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Quintile 2","Main scheme applicant","Main scheme application","5"
"2021","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Quintile 2","Main scheme applicant","Main scheme application","5"
"2022","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Quintile 2","Main scheme applicant","Main scheme application","5"
"2023","(CAH09) mathematical sciences","(CAH09-01-02) operational research","Quintile 2","Main scheme applicant","Main scheme application","5"
"2019","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 2","Main scheme applicant","Main scheme application","20"
"2020","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 2","Main scheme applicant","Main scheme application","20"
"2021","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 2","Main scheme applicant","Main scheme application","35"
"2022","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 2","Main scheme applicant","Main scheme application","30"
"2023","(CAH09) mathematical sciences","(CAH09-01-03) statistics","Quintile 2","Main scheme applicant","Main scheme application","25"
"2019","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 2","Main scheme applicant","Main scheme application","1010"
"2020","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 2","Main scheme applicant","Main scheme application","920"
"2021","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 2","Main scheme applicant","Main scheme application","950"
"2022","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 2","Main scheme applicant","Main scheme application","900"
"2023","(CAH22) education and teaching","(CAH22-01-01) education","Quintile 2","Main scheme applicant","Main scheme application","770"
"2019","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 2","Main scheme applicant","Main scheme application","1355"
"2020","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 2","Main scheme applicant","Main scheme application","1620"
"2021","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 2","Main scheme applicant","Main scheme application","1605"
"2022","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 2","Main scheme applicant","Main scheme application","1610"
"2023","(CAH22) education and teaching","(CAH22-01-02) teacher training","Quintile 2","Main scheme applicant","Main scheme application","1420"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 2","Main scheme applicant","Main scheme application","20"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 2","Main scheme applicant","Main scheme application","15"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 2","Main scheme applicant","Main scheme application","10"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 2","Main scheme applicant","Main scheme application","15"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-04) rural estate management","Quintile 2","Main scheme applicant","Main scheme application","10"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 2","Main scheme applicant","Main scheme application","10"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 2","Main scheme applicant","Main scheme application","10"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 2","Main scheme applicant","Main scheme application","5"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 2","Main scheme applicant","Main scheme application","5"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-02) agricultural sciences","Quintile 2","Main scheme applicant","Main scheme application","5"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 2","Main scheme applicant","Main scheme application","195"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 2","Main scheme applicant","Main scheme application","210"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 2","Main scheme applicant","Main scheme application","210"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 2","Main scheme applicant","Main scheme application","190"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-03) agriculture","Quintile 2","Main scheme applicant","Main scheme application","165"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 2","Main scheme applicant","Main scheme application","350"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 2","Main scheme applicant","Main scheme application","315"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 2","Main scheme applicant","Main scheme application","355"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 2","Main scheme applicant","Main scheme application","315"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-01) animal science","Quintile 2","Main scheme applicant","Main scheme application","265"
"2019","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Quintile 2","Main scheme applicant","Main scheme application","5"
"2020","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Quintile 2","Main scheme applicant","Main scheme application","10"
"2021","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Quintile 2","Main scheme applicant","Main scheme application","10"
"2022","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Quintile 2","Main scheme applicant","Main scheme application","10"
"2023","(CAH06) agriculture, food and related studies","(CAH06-01-05) forestry and arboriculture","Quintile 2","Main scheme applicant","Main scheme application","5"
