"Year","Predicted A level points","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2014","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","395","335","0.851","0"
"2015","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","340","300","0.871","0"
"2016","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","410","350","0.86","0"
"2017","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","410","340","0.8300000000000001","0"
"2018","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","420","355","0.854","0"
"2019","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","455","385","0.852","0"
"2020","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","440","365","0.8280000000000001","0"
"2021","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","540","480","0.882","0"
"2022","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","590","470","0.797","0"
"2023","17 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","685","560","0.8200000000000001","0"
"2010","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","375","335","0.898","0"
"2011","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","460","405","0.887","0"
"2012","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","455","380","0.8320000000000001","0"
"2013","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","405","335","0.8300000000000001","0"
"2014","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","350","300","0.865","0"
"2015","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","360","310","0.854","0"
"2016","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","355","290","0.8220000000000001","0"
"2017","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","375","325","0.857","0"
"2018","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","380","325","0.852","0"
"2019","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","350","290","0.8310000000000001","0"
"2020","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","330","285","0.864","0"
"2021","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","425","355","0.835","0"
"2022","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","540","440","0.808","0"
"2023","18 point(s)","18","Northern Ireland","All","Main scheme applicant","Main scheme application","620","515","0.8270000000000001","0"
"2010","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","7210","6465","0.897","0"
"2011","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","8470","7750","0.915","0"
"2012","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","9480","8515","0.898","0"
"2013","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","9325","8290","0.889","0"
"2014","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","9260","8330","0.899","0"
"2015","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","10055","9040","0.899","0"
"2016","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","9940","8845","0.89","0"
"2017","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","9655","8585","0.889","0"
"2018","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","10325","9045","0.876","0"
"2019","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","11585","10040","0.867","0"
"2020","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","12920","11300","0.874","0"
"2021","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","15200","13615","0.896","0"
"2022","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","19900","16675","0.838","0"
"2023","18 point(s)","18","England","All","Main scheme applicant","Main scheme application","22025","18300","0.8310000000000001","0"
"2010","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10","0.75","0"
"2011","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.895","0"
"2012","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","20","0.9","0"
"2013","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","15","0.882","0"
"2014","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","15","0.789","0"
"2015","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","15","10","0.786","0"
"2016","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2017","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.769","0"
"2018","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","10","0.6","0"
"2019","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2020","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","10","10","1","0"
"2021","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","20","20","0.9","0"
"2022","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","25","20","0.88","0"
"2023","18 point(s)","18","Scotland","All","Main scheme applicant","Main scheme application","30","25","0.774","0"
"2010","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","295","260","0.887","0"
"2011","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","315","290","0.912","0"
"2012","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","375","325","0.874","0"
"2013","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","310","280","0.901","0"
"2014","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","370","330","0.892","0"
"2015","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","370","340","0.909","0"
"2016","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","425","385","0.905","0"
"2017","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","430","380","0.893","0"
"2018","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","445","395","0.886","0"
"2019","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","535","480","0.892","0"
"2020","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","560","500","0.896","0"
"2021","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","635","545","0.86","0"
"2022","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","775","635","0.8190000000000001","0"
"2023","18 point(s)","18","Wales","All","Main scheme applicant","Main scheme application","960","830","0.864","0"
"2010","All","18","England","All","Not main scheme applicant","Not main scheme application","45","45","0.935","25"
"2011","All","18","England","All","Not main scheme applicant","Not main scheme application","85","80","0.9430000000000001","40"
"2012","All","18","England","All","Not main scheme applicant","Not main scheme application","75","75","0.961","30"
"2013","All","18","England","All","Not main scheme applicant","Not main scheme application","105","105","0.963","20"
"2014","All","18","England","All","Not main scheme applicant","Not main scheme application","50","50","0.9410000000000001","15"
"2015","All","18","England","All","Not main scheme applicant","Not main scheme application","85","80","0.976","15"
"2016","All","18","England","All","Not main scheme applicant","Not main scheme application","100","95","0.9590000000000001","15"
"2017","All","18","England","All","Not main scheme applicant","Not main scheme application","90","85","0.9550000000000001","15"
"2018","All","18","England","All","Not main scheme applicant","Not main scheme application","120","115","0.9500000000000001","20"
"2019","All","18","England","All","Not main scheme applicant","Not main scheme application","120","110","0.933","20"
"2020","All","18","England","All","Not main scheme applicant","Not main scheme application","370","355","0.9590000000000001","85"
"2021","All","18","England","All","Not main scheme applicant","Not main scheme application","105","100","0.962","25"
"2022","All","18","England","All","Not main scheme applicant","Not main scheme application","85","80","0.929","20"
"2023","All","18","England","All","Not main scheme applicant","Not main scheme application","125","115","0.928","25"
"2011","All","18","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2012","All","18","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2013","All","18","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
"2014","All","18","Wales","All","Not main scheme applicant","Not main scheme application","5","5"," ","0"
