"Year","POLAR4 Quintile","Age group","Domicile","Gender","Self-released","Applied after self-releasing","Placed after self-releasing"
"2019","All","30 - 34","England","Female","95","65","60"
"2020","All","30 - 34","England","Female","120","75","65"
"2021","All","30 - 34","England","Female","125","65","60"
"2022","All","30 - 34","England","Female","110","60","55"
"2023","All","30 - 34","England","Female","105","60","55"
"2019","All","30 - 34","Scotland","Female","20","5","5"
"2020","All","30 - 34","Scotland","Female","15","5","5"
"2021","All","30 - 34","Scotland","Female","20","0","0"
"2022","All","30 - 34","Scotland","Female","40","15","15"
"2023","All","30 - 34","Scotland","Female","20","5","5"
"2020","All","30 - 34","Wales","Female","10","5","5"
"2021","All","30 - 34","Wales","Female","10","5","5"
"2022","All","30 - 34","Wales","Female","5","0","0"
"2023","All","30 - 34","Wales","Female","5","0","0"
"2020","All","35 and over","Northern Ireland","Female","5","0","0"
"2021","All","35 and over","Northern Ireland","Female","10","5","5"
"2022","All","35 and over","Northern Ireland","Female","10","5","5"
"2023","All","35 and over","Northern Ireland","Female","10","5","5"
"2019","All","35 and over","England","Female","130","100","90"
"2020","All","35 and over","England","Female","195","140","125"
"2021","All","35 and over","England","Female","230","150","140"
"2022","All","35 and over","England","Female","235","120","105"
"2023","All","35 and over","England","Female","215","120","100"
"2019","All","35 and over","Scotland","Female","20","5","5"
"2020","All","35 and over","Scotland","Female","25","10","10"
"2021","All","35 and over","Scotland","Female","25","5","5"
"2022","All","35 and over","Scotland","Female","35","15","10"
"2023","All","35 and over","Scotland","Female","35","10","10"
"2019","All","35 and over","Wales","Female","5","5","5"
"2020","All","35 and over","Wales","Female","10","5","5"
"2021","All","35 and over","Wales","Female","15","5","5"
"2022","All","35 and over","Wales","Female","20","5","5"
"2023","All","35 and over","Wales","Female","15","5","5"
"2019","All","17 and under","Northern Ireland","Male","5","5","5"
"2019","All","17 and under","England","Male","15","10","10"
"2020","All","17 and under","England","Male","25","20","20"
"2021","All","17 and under","England","Male","20","10","10"
"2022","All","17 and under","England","Male","25","10","10"
"2023","All","17 and under","England","Male","20","10","10"
"2019","All","17 and under","Scotland","Male","10","5","5"
"2020","All","17 and under","Scotland","Male","10","5","5"
"2021","All","17 and under","Scotland","Male","10","0","0"
"2022","All","17 and under","Scotland","Male","15","5","5"
"2023","All","17 and under","Scotland","Male","20","5","5"
"2019","All","18","Northern Ireland","Male","315","125","115"
"2020","All","18","Northern Ireland","Male","310","170","165"
"2021","All","18","Northern Ireland","Male","270","110","110"
"2022","All","18","Northern Ireland","Male","420","170","165"
"2023","All","18","Northern Ireland","Male","375","135","130"
"2019","All","18","England","Male","6985","4965","4930"
"2020","All","18","England","Male","10065","8210","8165"
"2021","All","18","England","Male","7640","5055","5015"
"2022","All","18","England","Male","10650","6045","5980"
"2023","All","18","England","Male","10845","6715","6645"
"2019","All","18","Scotland","Male","200","100","95"
"2020","All","18","Scotland","Male","220","145","145"
"2021","All","18","Scotland","Male","180","75","70"
"2022","All","18","Scotland","Male","240","115","110"
"2023","All","18","Scotland","Male","300","160","155"
"2019","All","18","Wales","Male","230","155","155"
"2020","All","18","Wales","Male","305","245","240"
"2021","All","18","Wales","Male","200","125","125"
"2022","All","18","Wales","Male","345","205","205"
"2023","All","18","Wales","Male","320","175","175"
"2019","All","19","Northern Ireland","Male","60","30","30"
"2020","All","19","Northern Ireland","Male","75","45","45"
"2021","All","19","Northern Ireland","Male","40","25","25"
"2022","All","19","Northern Ireland","Male","40","20","20"
"2023","All","19","Northern Ireland","Male","55","30","30"
"2019","All","19","England","Male","1595","1310","1300"
"2020","All","19","England","Male","1910","1640","1625"
"2021","All","19","England","Male","1485","1090","1065"
"2022","All","19","England","Male","1465","1020","1000"
"2023","All","19","England","Male","1760","1225","1190"
"2019","All","19","Scotland","Male","50","25","20"
"2020","All","19","Scotland","Male","65","45","45"
"2021","All","19","Scotland","Male","40","15","15"
"2022","All","19","Scotland","Male","60","30","30"
"2023","All","19","Scotland","Male","75","30","30"
"2019","All","19","Wales","Male","60","45","45"
"2020","All","19","Wales","Male","60","50","50"
"2021","All","19","Wales","Male","50","35","35"
"2022","All","19","Wales","Male","45","30","30"
"2023","All","19","Wales","Male","50","35","35"
"2019","All","20","Northern Ireland","Male","20","10","5"
"2020","All","20","Northern Ireland","Male","20","10","10"
"2021","All","20","Northern Ireland","Male","20","10","10"
"2022","All","20","Northern Ireland","Male","25","10","10"
"2023","All","20","Northern Ireland","Male","10","5","5"
"2019","All","20","England","Male","410","325","320"
"2020","All","20","England","Male","400","325","315"
"2021","All","20","England","Male","415","295","285"
"2022","All","20","England","Male","435","265","255"
"2023","All","20","England","Male","460","330","320"
"2019","All","20","Scotland","Male","15","10","10"
"2020","All","20","Scotland","Male","30","15","15"
"2021","All","20","Scotland","Male","20","5","5"
"2022","All","20","Scotland","Male","20","5","5"
"2023","All","20","Scotland","Male","30","15","15"
"2019","All","20","Wales","Male","15","10","10"
"2020","All","20","Wales","Male","20","20","20"
"2021","All","20","Wales","Male","10","10","10"
"2022","All","20","Wales","Male","15","5","5"
"2023","All","20","Wales","Male","15","5","5"
"2019","All","21 - 24","Northern Ireland","Male","25","10","10"
"2020","All","21 - 24","Northern Ireland","Male","20","15","10"
"2021","All","21 - 24","Northern Ireland","Male","30","10","10"
"2022","All","21 - 24","Northern Ireland","Male","30","10","10"
"2023","All","21 - 24","Northern Ireland","Male","10","0","0"
"2019","All","21 - 24","England","Male","345","260","255"
"2020","All","21 - 24","England","Male","360","260","255"
"2021","All","21 - 24","England","Male","340","225","220"
"2022","All","21 - 24","England","Male","415","255","240"
"2023","All","21 - 24","England","Male","410","255","240"
"2019","All","21 - 24","Scotland","Male","25","15","15"
"2020","All","21 - 24","Scotland","Male","40","20","20"
"2021","All","21 - 24","Scotland","Male","40","20","20"
"2022","All","21 - 24","Scotland","Male","65","25","20"
"2023","All","21 - 24","Scotland","Male","45","25","20"
"2019","All","21 - 24","Wales","Male","20","10","10"
"2020","All","21 - 24","Wales","Male","25","20","20"
"2021","All","21 - 24","Wales","Male","20","10","10"
"2022","All","21 - 24","Wales","Male","30","15","10"
"2023","All","21 - 24","Wales","Male","20","10","10"
"2019","All","25 - 29","Northern Ireland","Male","5","0","0"
"2020","All","25 - 29","Northern Ireland","Male","5","0","0"
"2021","All","25 - 29","Northern Ireland","Male","10","5","5"
"2022","All","25 - 29","Northern Ireland","Male","5","0","0"
"2023","All","25 - 29","Northern Ireland","Male","10","5","5"
"2019","All","25 - 29","England","Male","85","55","55"
"2020","All","25 - 29","England","Male","120","85","75"
"2021","All","25 - 29","England","Male","110","65","65"
"2022","All","25 - 29","England","Male","95","40","35"
"2023","All","25 - 29","England","Male","105","55","50"
"2019","All","25 - 29","Scotland","Male","15","5","5"
"2020","All","25 - 29","Scotland","Male","25","10","10"
"2021","All","25 - 29","Scotland","Male","20","5","5"
"2022","All","25 - 29","Scotland","Male","20","5","5"
"2023","All","25 - 29","Scotland","Male","15","5","5"
"2019","All","25 - 29","Wales","Male","10","5","5"
"2020","All","25 - 29","Wales","Male","10","5","0"
"2021","All","25 - 29","Wales","Male","10","5","5"
"2022","All","25 - 29","Wales","Male","5","0","0"
"2023","All","25 - 29","Wales","Male","5","5","5"
"2022","All","30 - 34","Northern Ireland","Male","5","0","0"
"2019","All","30 - 34","England","Male","25","20","20"
"2020","All","30 - 34","England","Male","50","40","35"
"2021","All","30 - 34","England","Male","60","35","35"
"2022","All","30 - 34","England","Male","45","15","15"
"2023","All","30 - 34","England","Male","35","20","15"
"2019","All","30 - 34","Scotland","Male","10","5","5"
"2020","All","30 - 34","Scotland","Male","10","5","5"
"2021","All","30 - 34","Scotland","Male","10","0","0"
"2022","All","30 - 34","Scotland","Male","10","5","5"
"2023","All","30 - 34","Scotland","Male","10","5","0"
"2019","All","30 - 34","Wales","Male","5","0","0"
"2021","All","30 - 34","Wales","Male","5","0","0"
"2022","All","30 - 34","Wales","Male","5","0","0"
"2023","All","30 - 34","Wales","Male","5","0","0"
"2019","All","35 and over","England","Male","65","45","45"
"2020","All","35 and over","England","Male","90","60","55"
"2021","All","35 and over","England","Male","95","60","50"
"2022","All","35 and over","England","Male","90","50","40"
"2023","All","35 and over","England","Male","100","65","60"
"2019","All","35 and over","Scotland","Male","10","5","0"
"2020","All","35 and over","Scotland","Male","10","10","5"
"2021","All","35 and over","Scotland","Male","10","5","5"
"2022","All","35 and over","Scotland","Male","10","5","5"
"2023","All","35 and over","Scotland","Male","15","5","5"
"2022","All","35 and over","Wales","Male","5","5","5"
"2019","Unknown","All","England","Female","20","15","10"
"2020","Unknown","All","England","Female","20","10","10"
"2021","Unknown","All","England","Female","10","5","5"
"2022","Unknown","All","England","Female","5","0","0"
"2023","Unknown","All","England","Female","5","0","0"
"2020","Unknown","All","Scotland","Female","5","5","5"
"2019","Unknown","All","Wales","Female","5","0","0"
"2019","Quintile 1","All","Northern Ireland","Female","70","45","40"
"2020","Quintile 1","All","Northern Ireland","Female","70","30","30"
"2021","Quintile 1","All","Northern Ireland","Female","80","35","35"
"2022","Quintile 1","All","Northern Ireland","Female","95","45","45"
"2023","Quintile 1","All","Northern Ireland","Female","85","35","35"
"2019","Quintile 1","All","England","Female","1305","1005","985"
"2020","Quintile 1","All","England","Female","1630","1260","1235"
"2021","Quintile 1","All","England","Female","1525","1015","980"
"2022","Quintile 1","All","England","Female","1975","1235","1200"
"2023","Quintile 1","All","England","Female","2005","1315","1285"
"2019","Quintile 1","All","Scotland","Female","30","10","10"
"2020","Quintile 1","All","Scotland","Female","50","35","30"
"2021","Quintile 1","All","Scotland","Female","25","10","10"
"2022","Quintile 1","All","Scotland","Female","55","20","15"
"2023","Quintile 1","All","Scotland","Female","55","25","25"
"2019","Quintile 1","All","Wales","Female","75","55","55"
"2020","Quintile 1","All","Wales","Female","100","80","80"
"2021","Quintile 1","All","Wales","Female","95","55","55"
"2022","Quintile 1","All","Wales","Female","115","65","60"
"2023","Quintile 1","All","Wales","Female","125","80","80"
"2019","Quintile 2","All","Northern Ireland","Female","50","20","20"
"2020","Quintile 2","All","Northern Ireland","Female","55","35","35"
"2021","Quintile 2","All","Northern Ireland","Female","60","30","30"
"2022","Quintile 2","All","Northern Ireland","Female","75","30","30"
"2023","Quintile 2","All","Northern Ireland","Female","80","30","30"
"2019","Quintile 2","All","England","Female","1835","1375","1355"
"2020","Quintile 2","All","England","Female","2325","1865","1840"
"2021","Quintile 2","All","England","Female","1930","1275","1245"
"2022","Quintile 2","All","England","Female","2510","1575","1530"
"2023","Quintile 2","All","England","Female","2685","1740","1705"
"2019","Quintile 2","All","Scotland","Female","60","25","25"
"2020","Quintile 2","All","Scotland","Female","90","60","60"
"2021","Quintile 2","All","Scotland","Female","60","25","25"
"2022","Quintile 2","All","Scotland","Female","90","35","30"
"2023","Quintile 2","All","Scotland","Female","95","40","40"
"2019","Quintile 2","All","Wales","Female","100","75","75"
"2020","Quintile 2","All","Wales","Female","130","110","110"
"2021","Quintile 2","All","Wales","Female","120","80","80"
"2022","Quintile 2","All","Wales","Female","160","100","95"
"2023","Quintile 2","All","Wales","Female","135","80","80"
"2019","Quintile 3","All","Northern Ireland","Female","130","55","55"
"2020","Quintile 3","All","Northern Ireland","Female","120","70","70"
"2021","Quintile 3","All","Northern Ireland","Female","130","55","55"
"2022","Quintile 3","All","Northern Ireland","Female","160","70","65"
"2023","Quintile 3","All","Northern Ireland","Female","160","75","70"
"2019","Quintile 3","All","England","Female","2280","1755","1740"
"2020","Quintile 3","All","England","Female","3130","2555","2525"
"2021","Quintile 3","All","England","Female","2570","1795","1765"
"2022","Quintile 3","All","England","Female","3295","2090","2045"
"2023","Quintile 3","All","England","Female","3325","2235","2205"
"2019","Quintile 3","All","Scotland","Female","85","25","25"
"2020","Quintile 3","All","Scotland","Female","90","50","50"
"2021","Quintile 3","All","Scotland","Female","80","20","20"
"2022","Quintile 3","All","Scotland","Female","130","45","40"
"2023","Quintile 3","All","Scotland","Female","135","60","55"
"2019","Quintile 3","All","Wales","Female","120","90","90"
"2020","Quintile 3","All","Wales","Female","120","85","85"
"2021","Quintile 3","All","Wales","Female","125","75","75"
"2022","Quintile 3","All","Wales","Female","195","115","110"
"2023","Quintile 3","All","Wales","Female","140","80","80"
"2019","Quintile 4","All","Northern Ireland","Female","180","65","65"
"2020","Quintile 4","All","Northern Ireland","Female","180","90","85"
"2021","Quintile 4","All","Northern Ireland","Female","170","70","65"
"2022","Quintile 4","All","Northern Ireland","Female","185","75","70"
"2023","Quintile 4","All","Northern Ireland","Female","185","80","75"
"2019","Quintile 4","All","England","Female","3020","2365","2330"
"2020","Quintile 4","All","England","Female","4125","3335","3300"
"2021","Quintile 4","All","England","Female","3165","2225","2195"
"2022","Quintile 4","All","England","Female","3895","2555","2500"
"2023","Quintile 4","All","England","Female","4065","2740","2700"
"2019","Quintile 4","All","Scotland","Female","110","60","55"
"2020","Quintile 4","All","Scotland","Female","125","75","70"
"2021","Quintile 4","All","Scotland","Female","100","40","35"
"2022","Quintile 4","All","Scotland","Female","160","60","60"
"2023","Quintile 4","All","Scotland","Female","170","85","85"
"2019","Quintile 4","All","Wales","Female","80","60","55"
