"Year","Predicted SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2011","10 point(s)","White","All","Not main scheme application","15","10","0.667","0"
"2012","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2013","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2014","10 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2015","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2016","10 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2017","10 point(s)","White","All","Not main scheme application","15","10","0.857","0"
"2018","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2019","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2020","10 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2021","10 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2022","10 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2023","10 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2010","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2011","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2012","11 point(s)","White","All","Not main scheme application","10","10","0.833","0"
"2013","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2014","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2015","11 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2016","11 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2017","11 point(s)","White","All","Not main scheme application","10","5"," ","0"
"2018","11 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2019","11 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2020","11 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2021","11 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2022","11 point(s)","White","All","Not main scheme application","10","10"," ","0"
"2023","11 point(s)","White","All","Not main scheme application","5","5"," ","0"
"2010","12 point(s)","White","All","Not main scheme application","10","10","0.909","0"
"2011","12 point(s)","White","All","Not main scheme application","15","10","0.786","0"
"2012","12 point(s)","White","All","Not main scheme application","30","25","0.893","0"
"2013","12 point(s)","White","All","Not main scheme application","25","25","0.926","0"
"2014","12 point(s)","White","All","Not main scheme application","40","30","0.78","0"
"2015","12 point(s)","White","All","Not main scheme application","35","35","0.971","0"
"2016","12 point(s)","White","All","Not main scheme application","30","30","0.875","0"
"2017","12 point(s)","White","All","Not main scheme application","30","25","0.833","0"
"2018","12 point(s)","White","All","Not main scheme application","30","25","0.806","0"
"2019","12 point(s)","White","All","Not main scheme application","35","30","0.9390000000000001","0"
"2020","12 point(s)","White","All","Not main scheme application","35","30","0.886","0"
"2021","12 point(s)","White","All","Not main scheme application","20","20","0.9","0"
"2022","12 point(s)","White","All","Not main scheme application","25","20","0.8150000000000001","0"
"2023","12 point(s)","White","All","Not main scheme application","30","25","0.857","0"
"2021","11 point(s)","Black","All","Not main scheme application","5","5"," ","0"
"2018","12 point(s)","Black","All","Not main scheme application","5","5"," ","0"
"2022","12 point(s)","Black","All","Not main scheme application","5","5"," ","0"
"2023","12 point(s)","Black","All","Not main scheme application","5","5"," ","0"
"2016","9 point(s)","Asian","All","Not main scheme application","5","0"," ","0"
"2017","9 point(s)","Asian","All","Not main scheme application","5","0"," ","0"
"2020","9 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2021","9 point(s)","Asian","All","Not main scheme application","5","0"," ","0"
"2023","9 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2012","10 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2014","10 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2020","10 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2021","10 point(s)","Asian","All","Not main scheme application","5","0"," ","0"
"2022","10 point(s)","Asian","All","Not main scheme application","5","0"," ","0"
"2023","10 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2016","11 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2021","11 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2012","12 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2013","12 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2014","12 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2015","12 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2016","12 point(s)","Asian","All","Not main scheme application","5","5"," ","0"
"2017","12 point(s)","Asian","All","Not main scheme application","15","10","0.857","0"
"2018","12 point(s)","Asian","All","Not main scheme application","15","15","0.929","0"
"2019","12 point(s)","Asian","All","Not main scheme application","10","10"," ","0"
"2020","12 point(s)","Asian","All","Not main scheme application","15","10","0.786","0"
"2021","12 point(s)","Asian","All","Not main scheme application","10","10"," ","0"
"2022","12 point(s)","Asian","All","Not main scheme application","20","20","0.909","0"
"2023","12 point(s)","Asian","All","Not main scheme application","10","10","0.917","0"
"2023","10 point(s)","Mixed","All","Not main scheme application","5","5"," ","0"
"2020","12 point(s)","Mixed","All","Not main scheme application","5","5"," ","0"
"2022","12 point(s)","Mixed","All","Not main scheme application","5","5"," ","0"
"2017","12 point(s)","Other","All","Not main scheme application","5","5"," ","0"
"2019","12 point(s)","Other","All","Not main scheme application","5","5"," ","0"
"2022","12 point(s)","Other","All","Not main scheme application","5","5"," ","0"
"2012","5 point(s)","White","All","Main scheme application","5","5"," ","0"
"2019","5 point(s)","White","All","Main scheme application","5","5"," ","0"
"2023","5 point(s)","White","All","Main scheme application","5","5"," ","0"
"2010","6 point(s)","White","All","Main scheme application","20","15","0.682","0"
"2011","6 point(s)","White","All","Main scheme application","20","15","0.842","0"
"2012","6 point(s)","White","All","Main scheme application","15","10","0.8","0"
"2013","6 point(s)","White","All","Main scheme application","15","15","0.867","0"
"2014","6 point(s)","White","All","Main scheme application","15","10","0.625","0"
"2015","6 point(s)","White","All","Main scheme application","20","10","0.667","0"
"2016","6 point(s)","White","All","Main scheme application","10","5"," ","0"
"2017","6 point(s)","White","All","Main scheme application","10","5"," ","0"
"2018","6 point(s)","White","All","Main scheme application","5","5"," ","0"
"2019","6 point(s)","White","All","Main scheme application","10","10"," ","0"
"2020","6 point(s)","White","All","Main scheme application","10","10","0.917","0"
"2021","6 point(s)","White","All","Main scheme application","10","10","0.833","0"
"2022","6 point(s)","White","All","Main scheme application","15","15","1","0"
"2023","6 point(s)","White","All","Main scheme application","10","10"," ","0"
"2010","7 point(s)","White","All","Main scheme application","55","50","0.893","0"
"2011","7 point(s)","White","All","Main scheme application","55","35","0.661","0"
"2012","7 point(s)","White","All","Main scheme application","40","30","0.737","0"
"2013","7 point(s)","White","All","Main scheme application","50","40","0.8160000000000001","0"
"2014","7 point(s)","White","All","Main scheme application","45","35","0.783","0"
"2015","7 point(s)","White","All","Main scheme application","40","30","0.842","0"
"2016","7 point(s)","White","All","Main scheme application","25","20","0.8150000000000001","0"
"2017","7 point(s)","White","All","Main scheme application","20","15","0.714","0"
"2018","7 point(s)","White","All","Main scheme application","25","20","0.8150000000000001","0"
"2019","7 point(s)","White","All","Main scheme application","25","15","0.5650000000000001","0"
"2020","7 point(s)","White","All","Main scheme application","15","15","0.933","0"
"2021","7 point(s)","White","All","Main scheme application","20","20","0.905","0"
"2022","7 point(s)","White","All","Main scheme application","30","25","0.844","0"
"2023","7 point(s)","White","All","Main scheme application","30","20","0.786","0"
"2010","8 point(s)","White","All","Main scheme application","130","110","0.846","0"
"2011","8 point(s)","White","All","Main scheme application","110","95","0.865","0"
"2012","8 point(s)","White","All","Main scheme application","100","80","0.804","0"
"2013","8 point(s)","White","All","Main scheme application","110","90","0.8","0"
"2014","8 point(s)","White","All","Main scheme application","75","65","0.877","0"
"2015","8 point(s)","White","All","Main scheme application","70","55","0.775","0"
"2016","8 point(s)","White","All","Main scheme application","80","65","0.859","0"
"2017","8 point(s)","White","All","Main scheme application","50","40","0.8200000000000001","0"
"2018","8 point(s)","White","All","Main scheme application","60","50","0.845","0"
"2019","8 point(s)","White","All","Main scheme application","65","60","0.879","0"
"2020","8 point(s)","White","All","Main scheme application","50","45","0.885","0"
"2021","8 point(s)","White","All","Main scheme application","60","50","0.8200000000000001","0"
