"Year","POLAR4 Quintile","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2022","Quintile 5","17 and under","England","Female","Main scheme applicant","All","260","190","0.725","0"
"2023","Quintile 5","17 and under","England","Female","Main scheme applicant","All","285","205","0.713","0"
"2006","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","335","205","0.616","0"
"2007","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","310","195","0.636","0"
"2008","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","250","160","0.639","0"
"2009","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","270","175","0.636","0"
"2010","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","260","145","0.561","0"
"2011","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","265","140","0.532","0"
"2012","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","210","130","0.632","0"
"2013","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","180","110","0.615","0"
"2014","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","180","100","0.5730000000000001","0"
"2015","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","185","100","0.543","0"
"2016","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","185","100","0.535","0"
"2017","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","175","100","0.5710000000000001","0"
"2018","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","190","125","0.651","0"
"2019","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","175","105","0.598","0"
"2020","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","200","130","0.649","0"
"2021","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","220","125","0.578","0"
"2022","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","205","110","0.537","0"
"2023","Quintile 5","17 and under","Scotland","Female","Main scheme applicant","All","205","135","0.672","0"
"2006","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2007","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2008","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2009","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2010","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2011","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","10","10","0.909","0"
"2012","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2013","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2016","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2022","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2023","Quintile 5","17 and under","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2006","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","40","30","0.775","0"
"2007","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","35","25","0.676","0"
"2008","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","190","150","0.779","0"
"2009","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","35","30","0.806","0"
"2010","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","20","10","0.556","0"
"2011","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","20","10","0.556","0"
"2012","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","10","5"," ","0"
"2013","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","15","10"," ","0"
"2014","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","10","10","0.833","0"
"2015","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","5","5"," ","0"
"2016","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","10","10"," ","0"
"2017","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","10","5"," ","0"
"2018","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","10","5"," ","0"
"2019","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","5","5"," ","0"
"2020","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","5","5"," ","0"
"2021","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","15","10","0.667","0"
"2022","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","5","5"," ","0"
"2023","Unknown","18","Northern Ireland","Female","Main scheme applicant","All","5","5"," ","0"
"2006","Unknown","18","England","Female","Main scheme applicant","All","645","545","0.839","0"
"2007","Unknown","18","England","Female","Main scheme applicant","All","520","375","0.728","0"
"2008","Unknown","18","England","Female","Main scheme applicant","All","1675","1405","0.839","0"
"2009","Unknown","18","England","Female","Main scheme applicant","All","280","220","0.796","0"
"2010","Unknown","18","England","Female","Main scheme applicant","All","210","160","0.775","0"
"2011","Unknown","18","England","Female","Main scheme applicant","All","175","130","0.744","0"
"2012","Unknown","18","England","Female","Main scheme applicant","All","170","135","0.773","0"
"2013","Unknown","18","England","Female","Main scheme applicant","All","135","105","0.759","0"
"2014","Unknown","18","England","Female","Main scheme applicant","All","160","120","0.772","0"
"2015","Unknown","18","England","Female","Main scheme applicant","All","145","115","0.799","0"
"2016","Unknown","18","England","Female","Main scheme applicant","All","150","115","0.777","0"
"2017","Unknown","18","England","Female","Main scheme applicant","All","135","105","0.77","0"
"2018","Unknown","18","England","Female","Main scheme applicant","All","135","105","0.793","0"
"2019","Unknown","18","England","Female","Main scheme applicant","All","135","110","0.8150000000000001","0"
"2020","Unknown","18","England","Female","Main scheme applicant","All","135","110","0.81","0"
"2021","Unknown","18","England","Female","Main scheme applicant","All","130","100","0.777","0"
"2022","Unknown","18","England","Female","Main scheme applicant","All","55","50","0.895","0"
"2023","Unknown","18","England","Female","Main scheme applicant","All","50","40","0.8240000000000001","0"
"2006","Unknown","18","Scotland","Female","Main scheme applicant","All","55","45","0.8150000000000001","0"
"2007","Unknown","18","Scotland","Female","Main scheme applicant","All","40","25","0.684","0"
"2008","Unknown","18","Scotland","Female","Main scheme applicant","All","185","140","0.762","0"
"2009","Unknown","18","Scotland","Female","Main scheme applicant","All","30","15","0.586","0"
"2010","Unknown","18","Scotland","Female","Main scheme applicant","All","20","15","0.684","0"
"2011","Unknown","18","Scotland","Female","Main scheme applicant","All","20","15","0.773","0"
"2012","Unknown","18","Scotland","Female","Main scheme applicant","All","20","15","0.778","0"
"2013","Unknown","18","Scotland","Female","Main scheme applicant","All","15","10","0.714","0"
"2014","Unknown","18","Scotland","Female","Main scheme applicant","All","10","5"," ","0"
"2015","Unknown","18","Scotland","Female","Main scheme applicant","All","15","15","0.867","0"
"2016","Unknown","18","Scotland","Female","Main scheme applicant","All","15","10","0.706","0"
"2017","Unknown","18","Scotland","Female","Main scheme applicant","All","10","5"," ","0"
"2018","Unknown","18","Scotland","Female","Main scheme applicant","All","20","20","0.9","0"
"2019","Unknown","18","Scotland","Female","Main scheme applicant","All","10","5"," ","0"
"2020","Unknown","18","Scotland","Female","Main scheme applicant","All","10","5"," ","0"
"2021","Unknown","18","Scotland","Female","Main scheme applicant","All","5","5"," ","0"
"2022","Unknown","18","Scotland","Female","Main scheme applicant","All","5","5"," ","0"
"2006","Unknown","18","Wales","Female","Main scheme applicant","All","35","30","0.784","0"
"2007","Unknown","18","Wales","Female","Main scheme applicant","All","30","25","0.793","0"
"2008","Unknown","18","Wales","Female","Main scheme applicant","All","130","100","0.763","0"
"2009","Unknown","18","Wales","Female","Main scheme applicant","All","20","15","0.773","0"
"2010","Unknown","18","Wales","Female","Main scheme applicant","All","15","10"," ","0"
"2011","Unknown","18","Wales","Female","Main scheme applicant","All","10","10"," ","0"
"2012","Unknown","18","Wales","Female","Main scheme applicant","All","10","10"," ","0"
"2013","Unknown","18","Wales","Female","Main scheme applicant","All","10","10"," ","0"
"2014","Unknown","18","Wales","Female","Main scheme applicant","All","10","10"," ","0"
"2015","Unknown","18","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2016","Unknown","18","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2017","Unknown","18","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2018","Unknown","18","Wales","Female","Main scheme applicant","All","10","10"," ","0"
"2019","Unknown","18","Wales","Female","Main scheme applicant","All","10","10","1","0"
"2020","Unknown","18","Wales","Female","Main scheme applicant","All","10","5"," ","0"
"2021","Unknown","18","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2023","Unknown","18","Wales","Female","Main scheme applicant","All","5","5"," ","0"
"2006","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","585","385","0.658","0"
"2007","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","555","390","0.6990000000000001","0"
"2008","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","520","375","0.716","0"
"2009","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","520","385","0.734","0"
"2010","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","620","400","0.645","0"
"2011","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","590","365","0.613","0"
"2012","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","580","380","0.651","0"
"2013","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","560","365","0.654","0"
"2014","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","625","435","0.6990000000000001","0"
"2015","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","700","430","0.613","0"
"2016","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","690","455","0.658","0"
"2017","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","685","465","0.675","0"
"2018","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","665","465","0.6940000000000001","0"
"2019","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","645","455","0.705","0"
"2020","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","670","540","0.803","0"
"2021","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","790","610","0.77","0"
"2022","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","865","595","0.6890000000000001","0"
"2023","Quintile 1","18","Northern Ireland","Female","Main scheme applicant","All","845","600","0.71","0"
"2006","Quintile 1","18","England","Female","Main scheme applicant","All","10220","8350","0.8170000000000001","0"
"2007","Quintile 1","18","England","Female","Main scheme applicant","All","10505","8565","0.8150000000000001","0"
"2008","Quintile 1","18","England","Female","Main scheme applicant","All","11585","9555","0.8250000000000001","0"
"2009","Quintile 1","18","England","Female","Main scheme applicant","All","12375","9965","0.805","0"
"2010","Quintile 1","18","England","Female","Main scheme applicant","All","13515","9935","0.735","0"
"2011","Quintile 1","18","England","Female","Main scheme applicant","All","13850","10495","0.758","0"
"2012","Quintile 1","18","England","Female","Main scheme applicant","All","13225","10370","0.784","0"
"2013","Quintile 1","18","England","Female","Main scheme applicant","All","13370","10825","0.81","0"
"2014","Quintile 1","18","England","Female","Main scheme applicant","All","14580","11925","0.8180000000000001","0"
"2015","Quintile 1","18","England","Female","Main scheme applicant","All","15570","12910","0.8290000000000001","0"
"2016","Quintile 1","18","England","Female","Main scheme applicant","All","15530","12990","0.837","0"
"2017","Quintile 1","18","England","Female","Main scheme applicant","All","15850","13555","0.855","0"
"2018","Quintile 1","18","England","Female","Main scheme applicant","All","15535","13285","0.855","0"
"2019","Quintile 1","18","England","Female","Main scheme applicant","All","16130","13875","0.86","0"
"2020","Quintile 1","18","England","Female","Main scheme applicant","All","17120","15165","0.886","0"
"2021","Quintile 1","18","England","Female","Main scheme applicant","All","18580","16130","0.868","0"
"2022","Quintile 1","18","England","Female","Main scheme applicant","All","20215","16855","0.834","0"
"2023","Quintile 1","18","England","Female","Main scheme applicant","All","19385","16165","0.834","0"
"2006","Quintile 1","18","Scotland","Female","Main scheme applicant","All","405","260","0.64","0"
"2007","Quintile 1","18","Scotland","Female","Main scheme applicant","All","350","255","0.724","0"
"2008","Quintile 1","18","Scotland","Female","Main scheme applicant","All","395","270","0.677","0"
"2009","Quintile 1","18","Scotland","Female","Main scheme applicant","All","385","255","0.666","0"
"2010","Quintile 1","18","Scotland","Female","Main scheme applicant","All","470","290","0.619","0"
"2011","Quintile 1","18","Scotland","Female","Main scheme applicant","All","420","245","0.581","0"
"2012","Quintile 1","18","Scotland","Female","Main scheme applicant","All","440","270","0.613","0"
"2013","Quintile 1","18","Scotland","Female","Main scheme applicant","All","445","285","0.638","0"
"2014","Quintile 1","18","Scotland","Female","Main scheme applicant","All","550","335","0.612","0"
"2015","Quintile 1","18","Scotland","Female","Main scheme applicant","All","545","360","0.664","0"
"2016","Quintile 1","18","Scotland","Female","Main scheme applicant","All","550","340","0.618","0"
"2017","Quintile 1","18","Scotland","Female","Main scheme applicant","All","570","390","0.678","0"
"2018","Quintile 1","18","Scotland","Female","Main scheme applicant","All","590","435","0.734","0"
"2019","Quintile 1","18","Scotland","Female","Main scheme applicant","All","600","405","0.673","0"
"2020","Quintile 1","18","Scotland","Female","Main scheme applicant","All","550","440","0.793","0"
"2021","Quintile 1","18","Scotland","Female","Main scheme applicant","All","700","560","0.803","0"
"2022","Quintile 1","18","Scotland","Female","Main scheme applicant","All","760","570","0.752","0"
"2023","Quintile 1","18","Scotland","Female","Main scheme applicant","All","705","560","0.791","0"
"2006","Quintile 1","18","Wales","Female","Main scheme applicant","All","860","715","0.8310000000000001","0"
"2007","Quintile 1","18","Wales","Female","Main scheme applicant","All","795","660","0.8290000000000001","0"
"2008","Quintile 1","18","Wales","Female","Main scheme applicant","All","895","740","0.8270000000000001","0"
"2009","Quintile 1","18","Wales","Female","Main scheme applicant","All","850","705","0.8270000000000001","0"
"2010","Quintile 1","18","Wales","Female","Main scheme applicant","All","920","740","0.802","0"
"2011","Quintile 1","18","Wales","Female","Main scheme applicant","All","905","700","0.774","0"
"2012","Quintile 1","18","Wales","Female","Main scheme applicant","All","925","740","0.801","0"
"2013","Quintile 1","18","Wales","Female","Main scheme applicant","All","930","770","0.8280000000000001","0"
"2014","Quintile 1","18","Wales","Female","Main scheme applicant","All","995","850","0.852","0"
"2015","Quintile 1","18","Wales","Female","Main scheme applicant","All","1060","900","0.849","0"
"2016","Quintile 1","18","Wales","Female","Main scheme applicant","All","1095","920","0.838","0"
"2017","Quintile 1","18","Wales","Female","Main scheme applicant","All","1020","880","0.863","0"
"2018","Quintile 1","18","Wales","Female","Main scheme applicant","All","1010","845","0.835","0"
"2019","Quintile 1","18","Wales","Female","Main scheme applicant","All","975","835","0.858","0"
"2020","Quintile 1","18","Wales","Female","Main scheme applicant","All","1025","925","0.903","0"
"2021","Quintile 1","18","Wales","Female","Main scheme applicant","All","1210","1040","0.86","0"
"2022","Quintile 1","18","Wales","Female","Main scheme applicant","All","1325","1070","0.81","0"
"2023","Quintile 1","18","Wales","Female","Main scheme applicant","All","1195","1020","0.855","0"
"2006","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","615","445","0.724","0"
"2007","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","560","395","0.7030000000000001","0"
"2008","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","570","450","0.788","0"
"2009","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","560","420","0.747","0"
"2010","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","610","375","0.617","0"
"2011","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","600","375","0.625","0"
"2012","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","610","415","0.679","0"
"2013","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","590","420","0.706","0"
"2014","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","575","390","0.677","0"
"2015","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","660","445","0.672","0"
"2016","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","665","490","0.732","0"
"2017","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","675","480","0.706","0"
"2018","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","605","435","0.716","0"
"2019","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","630","480","0.76","0"
"2020","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","615","495","0.8","0"
"2021","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","680","525","0.777","0"
"2022","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","680","530","0.776","0"
"2023","Quintile 2","18","Northern Ireland","Female","Main scheme applicant","All","700","520","0.745","0"
"2006","Quintile 2","18","England","Female","Main scheme applicant","All","15490","12890","0.8320000000000001","0"
"2007","Quintile 2","18","England","Female","Main scheme applicant","All","15920","13165","0.8270000000000001","0"
"2008","Quintile 2","18","England","Female","Main scheme applicant","All","17075","14345","0.84","0"
"2009","Quintile 2","18","England","Female","Main scheme applicant","All","18450","15210","0.8240000000000001","0"
"2010","Quintile 2","18","England","Female","Main scheme applicant","All","19305","14805","0.767","0"
"2011","Quintile 2","18","England","Female","Main scheme applicant","All","19355","15200","0.785","0"
"2012","Quintile 2","18","England","Female","Main scheme applicant","All","18665","15080","0.808","0"
"2013","Quintile 2","18","England","Female","Main scheme applicant","All","19020","15770","0.8290000000000001","0"
"2014","Quintile 2","18","England","Female","Main scheme applicant","All","20040","16740","0.835","0"
"2015","Quintile 2","18","England","Female","Main scheme applicant","All","20940","17620","0.842","0"
"2016","Quintile 2","18","England","Female","Main scheme applicant","All","21005","17900","0.852","0"
"2017","Quintile 2","18","England","Female","Main scheme applicant","All","21050","18130","0.861","0"
"2018","Quintile 2","18","England","Female","Main scheme applicant","All","20760","18000","0.867","0"
"2019","Quintile 2","18","England","Female","Main scheme applicant","All","20905","17985","0.86","0"
"2020","Quintile 2","18","England","Female","Main scheme applicant","All","21690","19310","0.89","0"
"2021","Quintile 2","18","England","Female","Main scheme applicant","All","23565","20510","0.87","0"
"2022","Quintile 2","18","England","Female","Main scheme applicant","All","25160","21100","0.839","0"
"2023","Quintile 2","18","England","Female","Main scheme applicant","All","24460","20440","0.836","0"
"2006","Quintile 2","18","Scotland","Female","Main scheme applicant","All","985","695","0.706","0"
"2007","Quintile 2","18","Scotland","Female","Main scheme applicant","All","925","670","0.724","0"
"2008","Quintile 2","18","Scotland","Female","Main scheme applicant","All","895","640","0.712","0"
"2009","Quintile 2","18","Scotland","Female","Main scheme applicant","All","960","710","0.738","0"
"2010","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1140","790","0.6950000000000001","0"
"2011","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1115","735","0.661","0"
"2012","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1050","710","0.678","0"
"2013","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1105","745","0.674","0"
"2014","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1220","835","0.682","0"
"2015","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1245","830","0.668","0"
"2016","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1330","900","0.676","0"
"2017","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1305","910","0.6980000000000001","0"
"2018","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1220","905","0.741","0"
"2019","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1235","905","0.733","0"
"2020","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1260","1010","0.801","0"
"2021","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1455","1155","0.795","0"
"2022","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1430","1120","0.783","0"
"2023","Quintile 2","18","Scotland","Female","Main scheme applicant","All","1380","1095","0.796","0"
"2006","Quintile 2","18","Wales","Female","Main scheme applicant","All","1370","1155","0.84","0"
"2007","Quintile 2","18","Wales","Female","Main scheme applicant","All","1335","1105","0.8280000000000001","0"
"2008","Quintile 2","18","Wales","Female","Main scheme applicant","All","1355","1170","0.861","0"
"2009","Quintile 2","18","Wales","Female","Main scheme applicant","All","1565","1325","0.849","0"
"2010","Quintile 2","18","Wales","Female","Main scheme applicant","All","1515","1205","0.794","0"
"2011","Quintile 2","18","Wales","Female","Main scheme applicant","All","1480","1155","0.783","0"
"2012","Quintile 2","18","Wales","Female","Main scheme applicant","All","1440","1215","0.842","0"
"2013","Quintile 2","18","Wales","Female","Main scheme applicant","All","1405","1190","0.847","0"
"2014","Quintile 2","18","Wales","Female","Main scheme applicant","All","1510","1275","0.842","0"
"2015","Quintile 2","18","Wales","Female","Main scheme applicant","All","1595","1350","0.847","0"
"2016","Quintile 2","18","Wales","Female","Main scheme applicant","All","1685","1455","0.863","0"
"2017","Quintile 2","18","Wales","Female","Main scheme applicant","All","1550","1375","0.888","0"
"2018","Quintile 2","18","Wales","Female","Main scheme applicant","All","1510","1335","0.882","0"
"2019","Quintile 2","18","Wales","Female","Main scheme applicant","All","1505","1335","0.885","0"
"2020","Quintile 2","18","Wales","Female","Main scheme applicant","All","1470","1330","0.906","0"
"2021","Quintile 2","18","Wales","Female","Main scheme applicant","All","1765","1540","0.873","0"
"2022","Quintile 2","18","Wales","Female","Main scheme applicant","All","1670","1375","0.8220000000000001","0"
"2023","Quintile 2","18","Wales","Female","Main scheme applicant","All","1595","1365","0.853","0"
"2006","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1105","805","0.73","0"
"2007","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","995","790","0.795","0"
"2008","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1015","795","0.784","0"
"2009","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1020","785","0.771","0"
"2010","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1090","765","0.7010000000000001","0"
"2011","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1065","735","0.6900000000000001","0"
"2012","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1085","725","0.671","0"
"2013","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1040","750","0.723","0"
"2014","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1130","825","0.73","0"
"2015","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1190","795","0.665","0"
"2016","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1145","805","0.7030000000000001","0"
"2017","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1180","870","0.735","0"
"2018","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1090","795","0.73","0"
"2019","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1105","835","0.757","0"
"2020","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1155","975","0.841","0"
"2021","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1220","970","0.794","0"
"2022","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1245","925","0.743","0"
"2023","Quintile 3","18","Northern Ireland","Female","Main scheme applicant","All","1260","940","0.747","0"
"2006","Quintile 3","18","England","Female","Main scheme applicant","All","19500","16475","0.845","0"
"2007","Quintile 3","18","England","Female","Main scheme applicant","All","19670","16510","0.839","0"
"2008","Quintile 3","18","England","Female","Main scheme applicant","All","20955","17815","0.85","0"
"2009","Quintile 3","18","England","Female","Main scheme applicant","All","22230","18555","0.835","0"
"2010","Quintile 3","18","England","Female","Main scheme applicant","All","23635","18580","0.786","0"
"2011","Quintile 3","18","England","Female","Main scheme applicant","All","23475","19010","0.81","0"
"2012","Quintile 3","18","England","Female","Main scheme applicant","All","22815","18500","0.811","0"
"2013","Quintile 3","18","England","Female","Main scheme applicant","All","23110","19405","0.84","0"
"2014","Quintile 3","18","England","Female","Main scheme applicant","All","23605","19820","0.84","0"
"2015","Quintile 3","18","England","Female","Main scheme applicant","All","25110","21390","0.852","0"
"2016","Quintile 3","18","England","Female","Main scheme applicant","All","25235","21680","0.859","0"
"2017","Quintile 3","18","England","Female","Main scheme applicant","All","25235","21840","0.866","0"
"2018","Quintile 3","18","England","Female","Main scheme applicant","All","24630","21365","0.867","0"
"2019","Quintile 3","18","England","Female","Main scheme applicant","All","25275","21950","0.868","0"
"2020","Quintile 3","18","England","Female","Main scheme applicant","All","25925","23235","0.896","0"
"2021","Quintile 3","18","England","Female","Main scheme applicant","All","28220","24650","0.874","0"
"2022","Quintile 3","18","England","Female","Main scheme applicant","All","29740","24945","0.839","0"
"2023","Quintile 3","18","England","Female","Main scheme applicant","All","28790","24330","0.845","0"
"2006","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1625","1195","0.734","0"
"2007","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1515","1120","0.738","0"
"2008","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1540","1150","0.746","0"
"2009","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1630","1215","0.744","0"
"2010","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1920","1335","0.6960000000000001","0"
"2011","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1855","1270","0.684","0"
"2012","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1920","1315","0.685","0"
"2013","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1855","1330","0.716","0"
"2014","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1910","1325","0.6930000000000001","0"
"2015","Quintile 3","18","Scotland","Female","Main scheme applicant","All","2025","1375","0.68","0"
"2016","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1985","1410","0.711","0"
"2017","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1960","1445","0.738","0"
"2018","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1830","1385","0.756","0"
"2019","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1905","1440","0.756","0"
"2020","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1765","1455","0.8220000000000001","0"
"2021","Quintile 3","18","Scotland","Female","Main scheme applicant","All","2115","1675","0.793","0"
"2022","Quintile 3","18","Scotland","Female","Main scheme applicant","All","2140","1675","0.784","0"
"2023","Quintile 3","18","Scotland","Female","Main scheme applicant","All","1880","1520","0.808","0"
"2006","Quintile 3","18","Wales","Female","Main scheme applicant","All","1615","1370","0.848","0"
"2007","Quintile 3","18","Wales","Female","Main scheme applicant","All","1490","1295","0.87","0"
"2008","Quintile 3","18","Wales","Female","Main scheme applicant","All","1580","1385","0.875","0"
"2009","Quintile 3","18","Wales","Female","Main scheme applicant","All","1685","1480","0.878","0"
"2010","Quintile 3","18","Wales","Female","Main scheme applicant","All","1645","1365","0.8300000000000001","0"
"2011","Quintile 3","18","Wales","Female","Main scheme applicant","All","1580","1280","0.81","0"
"2012","Quintile 3","18","Wales","Female","Main scheme applicant","All","1615","1355","0.839","0"
"2013","Quintile 3","18","Wales","Female","Main scheme applicant","All","1510","1300","0.86","0"
"2014","Quintile 3","18","Wales","Female","Main scheme applicant","All","1500","1275","0.851","0"
"2015","Quintile 3","18","Wales","Female","Main scheme applicant","All","1615","1420","0.878","0"
"2016","Quintile 3","18","Wales","Female","Main scheme applicant","All","1565","1365","0.872","0"
"2017","Quintile 3","18","Wales","Female","Main scheme applicant","All","1590","1435","0.902","0"
"2018","Quintile 3","18","Wales","Female","Main scheme applicant","All","1490","1350","0.907","0"
"2019","Quintile 3","18","Wales","Female","Main scheme applicant","All","1480","1305","0.884","0"
"2020","Quintile 3","18","Wales","Female","Main scheme applicant","All","1460","1325","0.906","0"
"2021","Quintile 3","18","Wales","Female","Main scheme applicant","All","1730","1510","0.873","0"
"2022","Quintile 3","18","Wales","Female","Main scheme applicant","All","1750","1460","0.834","0"
"2023","Quintile 3","18","Wales","Female","Main scheme applicant","All","1580","1385","0.876","0"
