"Year","Qualification group","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","All","Unknown or Prefer Not To Say","All","Main scheme application","4380","2650","0.606","0"
"2011","All","Unknown or Prefer Not To Say","All","Main scheme application","4295","2540","0.592","0"
"2012","All","Unknown or Prefer Not To Say","All","Main scheme application","3535","2080","0.588","0"
"2013","All","Unknown or Prefer Not To Say","All","Main scheme application","3565","2185","0.613","0"
"2014","All","Unknown or Prefer Not To Say","All","Main scheme application","3535","2045","0.578","0"
"2015","All","Unknown or Prefer Not To Say","All","Main scheme application","4545","2815","0.619","0"
"2016","All","Unknown or Prefer Not To Say","All","Main scheme application","4870","3015","0.62","0"
"2017","All","Unknown or Prefer Not To Say","All","Main scheme application","4695","3055","0.65","0"
"2018","All","Unknown or Prefer Not To Say","All","Main scheme application","4825","3125","0.648","0"
"2019","All","Unknown or Prefer Not To Say","All","Main scheme application","5350","3640","0.68","0"
"2020","All","Unknown or Prefer Not To Say","All","Main scheme application","5535","3725","0.673","0"
"2021","All","Unknown or Prefer Not To Say","All","Main scheme application","5710","3820","0.669","0"
"2022","All","Unknown or Prefer Not To Say","All","Main scheme application","5280","3295","0.624","0"
"2023","All","Unknown or Prefer Not To Say","All","Main scheme application","5590","3575","0.639","0"
"2008","A level Only (With extended project)","All","All","Not main scheme application","50","50","0.96","0"
"2009","A level Only (With extended project)","All","All","Not main scheme application","170","150","0.905","0"
"2010","A level Only (With extended project)","All","All","Not main scheme application","795","720","0.906","5"
"2011","A level Only (With extended project)","All","All","Not main scheme application","1720","1575","0.915","5"
"2012","A level Only (With extended project)","All","All","Not main scheme application","1985","1855","0.934","5"
"2013","A level Only (With extended project)","All","All","Not main scheme application","2350","2200","0.936","5"
"2014","A level Only (With extended project)","All","All","Not main scheme application","3155","2925","0.928","10"
"2015","A level Only (With extended project)","All","All","Not main scheme application","3380","3210","0.9500000000000001","15"
"2016","A level Only (With extended project)","All","All","Not main scheme application","3780","3545","0.9390000000000001","10"
"2017","A level Only (With extended project)","All","All","Not main scheme application","4350","4100","0.9430000000000001","20"
"2018","A level Only (With extended project)","All","All","Not main scheme application","4745","4475","0.9430000000000001","20"
"2019","A level Only (With extended project)","All","All","Not main scheme application","5815","5520","0.9490000000000001","30"
"2020","A level Only (With extended project)","All","All","Not main scheme application","6185","5900","0.9540000000000001","50"
"2021","A level Only (With extended project)","All","All","Not main scheme application","3365","3115","0.926","15"
"2022","A level Only (With extended project)","All","All","Not main scheme application","5040","4615","0.916","20"
"2023","A level Only (With extended project)","All","All","Not main scheme application","5770","5355","0.928","10"
"2008","A level Only (Without extended project)","All","All","Not main scheme application","22865","21750","0.9510000000000001","830"
"2009","A level Only (Without extended project)","All","All","Not main scheme application","26540","24095","0.908","1190"
"2010","A level Only (Without extended project)","All","All","Not main scheme application","28560","25330","0.887","1055"
"2011","A level Only (Without extended project)","All","All","Not main scheme application","33720","29685","0.88","1100"
"2012","A level Only (Without extended project)","All","All","Not main scheme application","31050","28270","0.91","685"
"2013","A level Only (Without extended project)","All","All","Not main scheme application","29800","27340","0.917","710"
"2014","A level Only (Without extended project)","All","All","Not main scheme application","31415","28915","0.92","660"
"2015","A level Only (Without extended project)","All","All","Not main scheme application","31490","29185","0.927","635"
"2016","A level Only (Without extended project)","All","All","Not main scheme application","32375","29910","0.924","600"
"2017","A level Only (Without extended project)","All","All","Not main scheme application","32555","30425","0.935","455"
"2018","A level Only (Without extended project)","All","All","Not main scheme application","31620","29610","0.936","385"
"2019","A level Only (Without extended project)","All","All","Not main scheme application","34095","32020","0.9390000000000001","375"
"2020","A level Only (Without extended project)","All","All","Not main scheme application","37645","35455","0.9420000000000001","695"
"2021","A level Only (Without extended project)","All","All","Not main scheme application","23410","21585","0.922","330"
"2022","A level Only (Without extended project)","All","All","Not main scheme application","30175","27370","0.907","435"
"2023","A level Only (Without extended project)","All","All","Not main scheme application","34600","31830","0.92","430"
"2008","BTEC Only","All","All","Not main scheme application","980","930","0.9450000000000001","180"
"2009","BTEC Only","All","All","Not main scheme application","1350","1140","0.845","275"
"2010","BTEC Only","All","All","Not main scheme application","2465","2070","0.839","375"
"2011","BTEC Only","All","All","Not main scheme application","3130","2490","0.795","385"
"2012","BTEC Only","All","All","Not main scheme application","9170","7540","0.8220000000000001","300"
"2013","BTEC Only","All","All","Not main scheme application","9890","8430","0.853","330"
"2014","BTEC Only","All","All","Not main scheme application","11860","9985","0.842","480"
"2015","BTEC Only","All","All","Not main scheme application","12825","10950","0.854","590"
"2016","BTEC Only","All","All","Not main scheme application","12595","10725","0.851","455"
"2017","BTEC Only","All","All","Not main scheme application","11895","10470","0.88","450"
"2018","BTEC Only","All","All","Not main scheme application","11240","10170","0.905","390"
"2019","BTEC Only","All","All","Not main scheme application","11530","10445","0.906","325"
"2020","BTEC Only","All","All","Not main scheme application","11815","10750","0.91","410"
"2021","BTEC Only","All","All","Not main scheme application","8990","7810","0.869","280"
"2022","BTEC Only","All","All","Not main scheme application","9255","7820","0.845","425"
"2023","BTEC Only","All","All","Not main scheme application","8800","7625","0.867","390"
"2008","A level & BTEC","All","All","Not main scheme application","235","215","0.923","25"
"2009","A level & BTEC","All","All","Not main scheme application","395","355","0.896","45"
"2010","A level & BTEC","All","All","Not main scheme application","580","485","0.84","55"
"2011","A level & BTEC","All","All","Not main scheme application","935","780","0.835","65"
"2012","A level & BTEC","All","All","Not main scheme application","3040","2690","0.885","40"
"2013","A level & BTEC","All","All","Not main scheme application","3525","3115","0.884","75"
"2014","A level & BTEC","All","All","Not main scheme application","4365","3885","0.891","70"
"2015","A level & BTEC","All","All","Not main scheme application","5060","4590","0.908","90"
"2016","A level & BTEC","All","All","Not main scheme application","4970","4475","0.9","65"
"2017","A level & BTEC","All","All","Not main scheme application","4455","4095","0.92","105"
"2018","A level & BTEC","All","All","Not main scheme application","4110","3805","0.926","50"
"2019","A level & BTEC","All","All","Not main scheme application","4270","4000","0.936","70"
"2020","A level & BTEC","All","All","Not main scheme application","4600","4315","0.937","100"
"2021","A level & BTEC","All","All","Not main scheme application","3810","3520","0.924","50"
"2022","A level & BTEC","All","All","Not main scheme application","4225","3835","0.907","90"
"2023","A level & BTEC","All","All","Not main scheme application","4080","3720","0.912","75"
"2008","SQA Only","All","All","Not main scheme application","1850","1750","0.9460000000000001","145"
"2009","SQA Only","All","All","Not main scheme application","2335","2110","0.903","155"
"2010","SQA Only","All","All","Not main scheme application","2390","1955","0.8180000000000001","150"
"2011","SQA Only","All","All","Not main scheme application","2180","1550","0.711","115"
"2012","SQA Only","All","All","Not main scheme application","2310","1675","0.726","140"
"2013","SQA Only","All","All","Not main scheme application","2290","1630","0.713","130"
"2014","SQA Only","All","All","Not main scheme application","2415","1545","0.639","115"
"2015","SQA Only","All","All","Not main scheme application","2825","1870","0.663","150"
"2016","SQA Only","All","All","Not main scheme application","3045","1960","0.644","160"
"2017","SQA Only","All","All","Not main scheme application","2960","1990","0.672","150"
"2018","SQA Only","All","All","Not main scheme application","2720","1870","0.686","125"
"2019","SQA Only","All","All","Not main scheme application","2840","1985","0.6980000000000001","160"
"2020","SQA Only","All","All","Not main scheme application","3580","2775","0.775","290"
"2021","SQA Only","All","All","Not main scheme application","2455","1655","0.674","135"
"2022","SQA Only","All","All","Not main scheme application","3005","2120","0.707","210"
"2023","SQA Only","All","All","Not main scheme application","2755","2190","0.795","220"
"2008","IB Only","All","All","Not main scheme application","135","130","0.962","0"
"2009","IB Only","All","All","Not main scheme application","305","285","0.932","0"
