"Year","Subject group HECoS","Detailed subject group HECoS","Provider country","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","(CAH16) law","(CAH16-01-01) law","Northern Ireland","2385","2255","0.9450000000000001"
"2021","(CAH16) law","(CAH16-01-01) law","Northern Ireland","2735","2525","0.923"
"2022","(CAH16) law","(CAH16-01-01) law","Northern Ireland","2845","2590","0.91"
"2023","(CAH16) law","(CAH16-01-01) law","Northern Ireland","3030","2735","0.903"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Scotland","8145","2465","0.303"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Scotland","7575","2620","0.34600000000000003"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Scotland","8550","3085","0.361"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Scotland","8035","2810","0.35000000000000003"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-03) design studies","Scotland","7780","2630","0.338"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Scotland","2405","1075","0.447"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Scotland","2350","1115","0.47500000000000003"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Scotland","2335","1125","0.481"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Scotland","2235","1015","0.454"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-02) music","Scotland","2105","1075","0.51"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Scotland","2870","555","0.193"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Scotland","2650","530","0.2"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Scotland","3015","735","0.243"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Scotland","3080","700","0.227"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-04) cinematics and photography","Scotland","2625","625","0.23800000000000002"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Scotland","1970","550","0.279"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Scotland","1845","580","0.314"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Scotland","2010","645","0.322"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Scotland","1935","690","0.356"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-02) art","Scotland","1790","660","0.368"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Scotland","1340","530","0.395"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Scotland","1455","525","0.361"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Scotland","1480","545","0.368"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Scotland","1510","595","0.393"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-03) drama","Scotland","1250","550","0.44"
"2019","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Scotland","50","20","0.36"
"2020","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Scotland","45","20","0.396"
"2021","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Scotland","60","25","0.4"
"2022","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Scotland","40","30","0.735"
"2023","(CAH25) design, and creative and performing arts","(CAH25-02-01) performing arts (non-specific)","Scotland","50","20","0.4"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Scotland","185","65","0.338"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Scotland","165","70","0.41500000000000004"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Scotland","180","90","0.502"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Scotland","210","95","0.448"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-05) others in creative arts and design","Scotland","245","125","0.505"
"2019","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Scotland","2265","620","0.273"
"2020","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Scotland","2015","595","0.296"
"2021","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Scotland","2115","740","0.35100000000000003"
"2022","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Scotland","2285","825","0.362"
"2023","(CAH25) design, and creative and performing arts","(CAH25-01-01) creative arts and design (non-specific)","Scotland","2385","1015","0.425"
"2019","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Scotland","980","730","0.743"
"2020","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Scotland","1050","770","0.732"
"2021","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Scotland","915","715","0.783"
"2022","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Scotland","800","625","0.781"
"2023","(CAH10) engineering and technology","(CAH10-01-06) bioengineering, medical and biomedical engineering","Scotland","690","550","0.799"
"2019","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Scotland","255","150","0.595"
"2020","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Scotland","270","190","0.7010000000000001"
"2021","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Scotland","315","240","0.768"
"2022","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Scotland","240","140","0.585"
"2023","(CAH10) engineering and technology","(CAH10-03-06) others in technology","Scotland","275","170","0.614"
"2019","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Scotland","220","175","0.803"
"2020","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Scotland","200","150","0.762"
"2021","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Scotland","220","175","0.791"
"2022","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Scotland","205","170","0.8180000000000001"
"2023","(CAH10) engineering and technology","(CAH10-01-03) production and manufacturing engineering","Scotland","185","155","0.84"
"2019","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Scotland","975","795","0.8140000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Scotland","1110","880","0.792"
"2021","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Scotland","1175","980","0.8320000000000001"
"2022","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Scotland","1140","1005","0.883"
"2023","(CAH10) engineering and technology","(CAH10-01-04) aeronautical and aerospace engineering","Scotland","1250","1100","0.878"
"2019","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Scotland","3090","2370","0.767"
"2020","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Scotland","3205","2310","0.72"
"2021","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Scotland","3115","2480","0.795"
"2022","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Scotland","3550","2505","0.706"
"2023","(CAH10) engineering and technology","(CAH10-01-08) electrical and electronic engineering","Scotland","3460","2340","0.677"
"2019","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Scotland","3270","2670","0.8160000000000001"
"2020","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Scotland","3065","2385","0.779"
"2021","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Scotland","3335","2685","0.806"
"2022","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Scotland","3305","2605","0.788"
"2023","(CAH10) engineering and technology","(CAH10-01-07) civil engineering","Scotland","3170","2325","0.734"
"2019","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Scotland","350","235","0.672"
"2020","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Scotland","325","220","0.67"
"2021","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Scotland","310","240","0.779"
"2022","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Scotland","410","240","0.581"
"2023","(CAH10) engineering and technology","(CAH10-03-05) biotechnology","Scotland","390","265","0.674"
"2019","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Scotland","1790","1520","0.848"
"2020","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Scotland","1560","1315","0.844"
"2021","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Scotland","1605","1380","0.859"
"2022","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Scotland","1685","1365","0.811"
"2023","(CAH10) engineering and technology","(CAH10-01-09) chemical, process and energy engineering","Scotland","1600","1350","0.843"
"2019","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","Scotland","5","0"," "
"2021","(CAH10) engineering and technology","(CAH10-03-03) polymers and textiles","Scotland","5","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Scotland","2215","1735","0.782"
"2020","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Scotland","2105","1665","0.79"
"2021","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Scotland","1965","1680","0.856"
"2022","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Scotland","1680","1360","0.809"
"2023","(CAH10) engineering and technology","(CAH10-01-01) engineering (non-specific)","Scotland","1545","1260","0.8160000000000001"
"2019","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Scotland","30","20","0.683"
"2020","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Scotland","5","5"," "
"2021","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Scotland","10","5"," "
"2022","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Scotland","5","5"," "
"2023","(CAH10) engineering and technology","(CAH10-01-10) others in engineering","Scotland","10","5"," "
"2019","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Scotland","6210","4460","0.718"
"2020","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Scotland","6600","4600","0.6970000000000001"
"2021","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Scotland","6605","4995","0.756"
"2022","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Scotland","6720","4825","0.718"
"2023","(CAH10) engineering and technology","(CAH10-01-02) mechanical engineering","Scotland","6355","4555","0.717"
"2019","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","Scotland","180","165","0.917"
"2020","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","Scotland","245","195","0.804"
"2021","(CAH10) engineering and technology","(CAH10-01-05) naval architecture","Scotland","195","170","0.867"
