"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 2808 lines in total
------------------------------------------------------------------
appl_higher_lev_dom,Cycle,statistic,equality_dimension,agegroup,value
UK providers,2012,June deadline applications,POLAR4 Q2,18 year olds,172340
UK providers,2012,June deadline applications,POLAR4 Q3,18 year olds,222975
UK providers,2012,June deadline applications,POLAR4 Q4,18 year olds,280065
UK providers,2012,June deadline applications,POLAR4 Q5,18 year olds,413795
UK providers,2012,June deadline applications,Men,18 year olds,529390
UK providers,2012,June deadline applications,Women,18 year olds,676095
UK providers,2013,June deadline applications,Total,18 year olds,1211720
UK providers,2013,June deadline applications,White ethnic group,18 year olds,966355
UK providers,2013,June deadline applications,Black ethnic group,18 year olds,56690
UK providers,2013,June deadline applications,Asian ethnic group,18 year olds,126320
UK providers,2013,June deadline applications,Mixed ethnic group,18 year olds,43490
UK providers,2013,June deadline applications,Other ethnic group,18 year olds,13545
UK providers,2013,June deadline applications,POLAR4 Q1,18 year olds,116080
UK providers,2013,June deadline applications,POLAR4 Q2,18 year olds,174140
UK providers,2013,June deadline applications,POLAR4 Q3,18 year olds,224600
UK providers,2013,June deadline applications,POLAR4 Q4,18 year olds,282645
UK providers,2013,June deadline applications,POLAR4 Q5,18 year olds,412655
UK providers,2013,June deadline applications,Men,18 year olds,534620
UK providers,2013,June deadline applications,Women,18 year olds,677095
UK providers,2014,June deadline applications,Total,18 year olds,1246925
UK providers,2014,June deadline applications,White ethnic group,18 year olds,984685
UK providers,2014,June deadline applications,Black ethnic group,18 year olds,60130
UK providers,2014,June deadline applications,Asian ethnic group,18 year olds,134470
UK providers,2014,June deadline applications,Mixed ethnic group,18 year olds,46760
UK providers,2014,June deadline applications,Other ethnic group,18 year olds,15750
UK providers,2014,June deadline applications,POLAR4 Q1,18 year olds,127355
UK providers,2014,June deadline applications,POLAR4 Q2,18 year olds,184585
UK providers,2014,June deadline applications,POLAR4 Q3,18 year olds,231635
UK providers,2014,June deadline applications,POLAR4 Q4,18 year olds,287730
UK providers,2014,June deadline applications,POLAR4 Q5,18 year olds,414030
UK providers,2014,June deadline applications,Men,18 year olds,550245
UK providers,2014,June deadline applications,Women,18 year olds,696680
UK providers,2015,June deadline applications,Total,18 year olds,1294480
UK providers,2015,June deadline applications,White ethnic group,18 year olds,1007970
UK providers,2015,June deadline applications,Black ethnic group,18 year olds,65775
UK providers,2015,June deadline applications,Asian ethnic group,18 year olds,144005
UK providers,2015,June deadline applications,Mixed ethnic group,18 year olds,52165
UK providers,2015,June deadline applications,Other ethnic group,18 year olds,17090
UK providers,2015,June deadline applications,POLAR4 Q1,18 year olds,134580
UK providers,2015,June deadline applications,POLAR4 Q2,18 year olds,191545
UK providers,2015,June deadline applications,POLAR4 Q3,18 year olds,242860
UK providers,2015,June deadline applications,POLAR4 Q4,18 year olds,297320
UK providers,2015,June deadline applications,POLAR4 Q5,18 year olds,426735
UK providers,2015,June deadline applications,Men,18 year olds,561715
UK providers,2015,June deadline applications,Women,18 year olds,732765
UK providers,2016,June deadline applications,Total,18 year olds,1304265
UK providers,2016,June deadline applications,White ethnic group,18 year olds,1003855
UK providers,2016,June deadline applications,Black ethnic group,18 year olds,67110
UK providers,2016,June deadline applications,Asian ethnic group,18 year olds,152150
UK providers,2016,June deadline applications,Mixed ethnic group,18 year olds,54890
UK providers,2016,June deadline applications,Other ethnic group,18 year olds,18110
UK providers,2016,June deadline applications,POLAR4 Q1,18 year olds,135080
UK providers,2016,June deadline applications,POLAR4 Q2,18 year olds,193955
UK providers,2016,June deadline applications,POLAR4 Q3,18 year olds,242370
UK providers,2016,June deadline applications,POLAR4 Q4,18 year olds,298245
UK providers,2016,June deadline applications,POLAR4 Q5,18 year olds,433080
UK providers,2016,June deadline applications,Men,18 year olds,566260
UK providers,2016,June deadline applications,Women,18 year olds,738005
UK providers,2017,June deadline applications,Total,18 year olds,1305020
UK providers,2017,June deadline applications,White ethnic group,18 year olds,989880
UK providers,2017,June deadline applications,Black ethnic group,18 year olds,68405
UK providers,2017,June deadline applications,Asian ethnic group,18 year olds,160730
UK providers,2017,June deadline applications,Mixed ethnic group,18 year olds,57890
UK providers,2017,June deadline applications,Other ethnic group,18 year olds,20080
UK providers,2017,June deadline applications,POLAR4 Q1,18 year olds,137080
UK providers,2017,June deadline applications,POLAR4 Q2,18 year olds,191430
UK providers,2017,June deadline applications,POLAR4 Q3,18 year olds,243415
UK providers,2017,June deadline applications,POLAR4 Q4,18 year olds,298805
UK providers,2017,June deadline applications,POLAR4 Q5,18 year olds,432900
UK providers,2017,June deadline applications,Men,18 year olds,568595
UK providers,2017,June deadline applications,Women,18 year olds,736425
UK providers,2018,June deadline applications,Total,18 year olds,1277825
UK providers,2018,June deadline applications,White ethnic group,18 year olds,947400
UK providers,2018,June deadline applications,Black ethnic group,18 year olds,71920
UK providers,2018,June deadline applications,Asian ethnic group,18 year olds,169885
UK providers,2018,June deadline applications,Mixed ethnic group,18 year olds,58640
UK providers,2018,June deadline applications,Other ethnic group,18 year olds,21185
UK providers,2018,June deadline applications,POLAR4 Q1,18 year olds,133375
UK providers,2018,June deadline applications,POLAR4 Q2,18 year olds,187590
UK providers,2018,June deadline applications,POLAR4 Q3,18 year olds,234805
UK providers,2018,June deadline applications,POLAR4 Q4,18 year olds,294350
UK providers,2018,June deadline applications,POLAR4 Q5,18 year olds,426215
UK providers,2018,June deadline applications,Men,18 year olds,555505
UK providers,2018,June deadline applications,Women,18 year olds,722325
UK providers,2019,June deadline applications,Total,18 year olds,1287530
UK providers,2019,June deadline applications,White ethnic group,18 year olds,925060
UK providers,2019,June deadline applications,Black ethnic group,18 year olds,78920
UK providers,2019,June deadline applications,Asian ethnic group,18 year olds,187115
UK providers,2019,June deadline applications,Mixed ethnic group,18 year olds,62780
UK providers,2019,June deadline applications,Other ethnic group,18 year olds,24785
UK providers,2019,June deadline applications,POLAR4 Q1,18 year olds,137435
UK providers,2019,June deadline applications,POLAR4 Q2,18 year olds,187110
UK providers,2019,June deadline applications,POLAR4 Q3,18 year olds,238950
UK providers,2019,June deadline applications,POLAR4 Q4,18 year olds,295795
UK providers,2019,June deadline applications,POLAR4 Q5,18 year olds,426790
UK providers,2019,June deadline applications,Men,18 year olds,558595
UK providers,2019,June deadline applications,Women,18 year olds,728935
UK providers,2020,June deadline applications,Total,18 year olds,1316260
UK providers,2020,June deadline applications,White ethnic group,18 year olds,920745
UK providers,2020,June deadline applications,Black ethnic group,18 year olds,85695
UK providers,2020,June deadline applications,Asian ethnic group,18 year olds,205515
UK providers,2020,June deadline applications,Mixed ethnic group,18 year olds,67525
UK providers,2020,June deadline applications,Other ethnic group,18 year olds,27070
UK providers,2020,June deadline applications,POLAR4 Q1,18 year olds,143795
UK providers,2020,June deadline applications,POLAR4 Q2,18 year olds,192905
UK providers,2020,June deadline applications,POLAR4 Q3,18 year olds,240750
UK providers,2020,June deadline applications,POLAR4 Q4,18 year olds,301165
UK providers,2020,June deadline applications,POLAR4 Q5,18 year olds,436330
UK providers,2020,June deadline applications,Men,18 year olds,567415
UK providers,2020,June deadline applications,Women,18 year olds,748845
UK providers,2021,June deadline applications,Total,18 year olds,1473255
UK providers,2021,June deadline applications,White ethnic group,18 year olds,1027660
UK providers,2021,June deadline applications,Black ethnic group,18 year olds,97775
UK providers,2021,June deadline applications,Asian ethnic group,18 year olds,226460
UK providers,2021,June deadline applications,Mixed ethnic group,18 year olds,79140
UK providers,2021,June deadline applications,Other ethnic group,18 year olds,31145
UK providers,2021,June deadline applications,POLAR4 Q1,18 year olds,160225
UK providers,2021,June deadline applications,POLAR4 Q2,18 year olds,216835
UK providers,2021,June deadline applications,POLAR4 Q3,18 year olds,270610
UK providers,2021,June deadline applications,POLAR4 Q4,18 year olds,335465
UK providers,2021,June deadline applications,POLAR4 Q5,18 year olds,488685
UK providers,2021,June deadline applications,Men,18 year olds,635305
UK providers,2021,June deadline applications,Women,18 year olds,837950
UK providers,2010,Offers,Total,18 year olds,868435
UK providers,2010,Offers,White ethnic group,18 year olds,723420
UK providers,2010,Offers,Black ethnic group,18 year olds,29190
UK providers,2010,Offers,Asian ethnic group,18 year olds,78240
UK providers,2010,Offers,Mixed ethnic group,18 year olds,25965
UK providers,2010,Offers,Other ethnic group,18 year olds,6780
UK providers,2010,Offers,POLAR4 Q1,18 year olds,77985
UK providers,2010,Offers,POLAR4 Q2,18 year olds,121470
UK providers,2010,Offers,POLAR4 Q3,18 year olds,160685
UK providers,2010,Offers,POLAR4 Q4,18 year olds,203940
UK providers,2010,Offers,POLAR4 Q5,18 year olds,302990
UK providers,2010,Offers,Men,18 year olds,404765
UK providers,2010,Offers,Women,18 year olds,463670
UK providers,2011,Offers,Total,18 year olds,852305
UK providers,2011,Offers,White ethnic group,18 year olds,703045
UK providers,2011,Offers,Black ethnic group,18 year olds,30765
UK providers,2011,Offers,Asian ethnic group,18 year olds,78825
UK providers,2011,Offers,Mixed ethnic group,18 year olds,28000
UK providers,2011,Offers,Other ethnic group,18 year olds,7215
UK providers,2011,Offers,POLAR4 Q1,18 year olds,76465
UK providers,2011,Offers,POLAR4 Q2,18 year olds,118715
UK providers,2011,Offers,POLAR4 Q3,18 year olds,155535
UK providers,2011,Offers,POLAR4 Q4,18 year olds,200645
UK providers,2011,Offers,POLAR4 Q5,18 year olds,299700
UK providers,2011,Offers,Men,18 year olds,397775
UK providers,2011,Offers,Women,18 year olds,454530
UK providers,2012,Offers,Total,18 year olds,855420
UK providers,2012,Offers,White ethnic group,18 year olds,700750
UK providers,2012,Offers,Black ethnic group,18 year olds,32455
UK providers,2012,Offers,Asian ethnic group,18 year olds,81205
UK providers,2012,Offers,Mixed ethnic group,18 year olds,28500
UK providers,2012,Offers,Other ethnic group,18 year olds,8520
UK providers,2012,Offers,POLAR4 Q1,18 year olds,76810
UK providers,2012,Offers,POLAR4 Q2,18 year olds,118975
UK providers,2012,Offers,POLAR4 Q3,18 year olds,156050
UK providers,2012,Offers,POLAR4 Q4,18 year olds,200300
UK providers,2012,Offers,POLAR4 Q5,18 year olds,302085
UK providers,2012,Offers,Men,18 year olds,392490
UK providers,2012,Offers,Women,18 year olds,462930
UK providers,2013,Offers,Total,18 year olds,903480
UK providers,2013,Offers,White ethnic group,18 year olds,730810
UK providers,2013,Offers,Black ethnic group,18 year olds,38475
UK providers,2013,Offers,Asian ethnic group,18 year olds,88885
UK providers,2013,Offers,Mixed ethnic group,18 year olds,32025
UK providers,2013,Offers,Other ethnic group,18 year olds,9470
UK providers,2013,Offers,POLAR4 Q1,18 year olds,83315
UK providers,2013,Offers,POLAR4 Q2,18 year olds,127640
UK providers,2013,Offers,POLAR4 Q3,18 year olds,166140
UK providers,2013,Offers,POLAR4 Q4,18 year olds,211270
UK providers,2013,Offers,POLAR4 Q5,18 year olds,314025
UK providers,2013,Offers,Men,18 year olds,417095
UK providers,2013,Offers,Women,18 year olds,486380
UK providers,2014,Offers,Total,18 year olds,946440
UK providers,2014,Offers,White ethnic group,18 year olds,758110
UK providers,2014,Offers,Black ethnic group,18 year olds,41505
UK providers,2014,Offers,Asian ethnic group,18 year olds,97180
UK providers,2014,Offers,Mixed ethnic group,18 year olds,34975
UK providers,2014,Offers,Other ethnic group,18 year olds,10960
UK providers,2014,Offers,POLAR4 Q1,18 year olds,93375
UK providers,2014,Offers,POLAR4 Q2,18 year olds,138265
UK providers,2014,Offers,POLAR4 Q3,18 year olds,174590
UK providers,2014,Offers,POLAR4 Q4,18 year olds,218525
UK providers,2014,Offers,POLAR4 Q5,18 year olds,320590
UK providers,2014,Offers,Men,18 year olds,436040
UK providers,2014,Offers,Women,18 year olds,510400
UK providers,2015,Offers,Total,18 year olds,991605
UK providers,2015,Offers,White ethnic group,18 year olds,782875
UK providers,2015,Offers,Black ethnic group,18 year olds,46065
UK providers,2015,Offers,Asian ethnic group,18 year olds,104975
UK providers,2015,Offers,Mixed ethnic group,18 year olds,39800
UK providers,2015,Offers,Other ethnic group,18 year olds,12220
UK providers,2015,Offers,POLAR4 Q1,18 year olds,99620
