"------------------------------------------------------------------"
"Sex, area background and ethnic group			"
"------------------------------------------------------------------"
"This file contains data used reported in the Sex, area background and ethnic group reports, covering all providers for whom reports have been published on the UCAS website."
"Cycle years: 2010 - 2021"
"Cycle reference point: End of Cycle"
"Applicant coverage: UK domiciled"
"Equality dimensions: Sex, POLAR4, SIMD 2016, ethnic group"
"Statistics reported:"
"June deadline applicants, placed June deadline applicants, all placed applicants, June deadline applicants per 10,000 population, placed June deadline applicants per 10,000 population,"
"all placed applicants per 10,000 population"
"June deadline applications, offers, offer rate, average offer rate, percentage point difference between offer rate and average offer rate, contribution of group to the average offer rate"
"Non-disclosure controls: To avoid the disclosure of information about any individual the following measures are taken"
"Applicants, placed applicants, applications and offers are rounded to the nearest 5."
"Applicants/placed applicants per 10,000 population figures are reported as 0 if the applicant/placed applicant figures are rounded to 0."
"All statistics related to the offer rate are not reported when the number of applications for a group is less than 10. The percentage point difference between the offer rate and"
"the average offer rate is not reported when the number of applications for a group is less than 50."
"Offer rates are reported as 0% if there are fewer than 5 offers, and 100% if the number of offers is within 5 of the number of applications. When the offer rate is reported as 0% or 100%,"
"it is reported in italics."
"------------------------------------------------------------------"
Please refer to the Sex, area background and ethnic group reports specified above for technical notes and definitions.
Data lines are comma delimited.
Data follows - 12312 lines in total
------------------------------------------------------------------
inst_cntry_2021_map,Cycle,statistic,equality_dimension,agegroup,value
Northern Irish providers,2017,"All placed applicants per 10,000 population",Other ethnic group,18 year olds,3.9
Northern Irish providers,2017,"All placed applicants per 10,000 population",POLAR4 Q1,18 year olds,36.8
Northern Irish providers,2017,"All placed applicants per 10,000 population",POLAR4 Q2,18 year olds,38.4
Northern Irish providers,2017,"All placed applicants per 10,000 population",POLAR4 Q3,18 year olds,65.6
Northern Irish providers,2017,"All placed applicants per 10,000 population",POLAR4 Q4,18 year olds,93.4
Northern Irish providers,2017,"All placed applicants per 10,000 population",POLAR4 Q5,18 year olds,115.3
Northern Irish providers,2017,"All placed applicants per 10,000 population",Men,18 year olds,62.1
Northern Irish providers,2017,"All placed applicants per 10,000 population",Women,18 year olds,83.6
Northern Irish providers,2018,"All placed applicants per 10,000 population",Total,18 year olds,74.3
Northern Irish providers,2018,"All placed applicants per 10,000 population",White ethnic group,18 year olds,91.2
Northern Irish providers,2018,"All placed applicants per 10,000 population",Black ethnic group,18 year olds,4
Northern Irish providers,2018,"All placed applicants per 10,000 population",Asian ethnic group,18 year olds,9
Northern Irish providers,2018,"All placed applicants per 10,000 population",Mixed ethnic group,18 year olds,16
Northern Irish providers,2018,"All placed applicants per 10,000 population",Other ethnic group,18 year olds,5.6
Northern Irish providers,2018,"All placed applicants per 10,000 population",POLAR4 Q1,18 year olds,40.1
Northern Irish providers,2018,"All placed applicants per 10,000 population",POLAR4 Q2,18 year olds,35.7
Northern Irish providers,2018,"All placed applicants per 10,000 population",POLAR4 Q3,18 year olds,67.3
Northern Irish providers,2018,"All placed applicants per 10,000 population",POLAR4 Q4,18 year olds,98.5
Northern Irish providers,2018,"All placed applicants per 10,000 population",POLAR4 Q5,18 year olds,116
Northern Irish providers,2018,"All placed applicants per 10,000 population",Men,18 year olds,65.6
Northern Irish providers,2018,"All placed applicants per 10,000 population",Women,18 year olds,83.5
Northern Irish providers,2019,"All placed applicants per 10,000 population",Total,18 year olds,79.9
Northern Irish providers,2019,"All placed applicants per 10,000 population",White ethnic group,18 year olds,99.6
Northern Irish providers,2019,"All placed applicants per 10,000 population",Black ethnic group,18 year olds,3
Northern Irish providers,2019,"All placed applicants per 10,000 population",Asian ethnic group,18 year olds,10.1
Northern Irish providers,2019,"All placed applicants per 10,000 population",Mixed ethnic group,18 year olds,10.3
Northern Irish providers,2019,"All placed applicants per 10,000 population",Other ethnic group,18 year olds,8
Northern Irish providers,2019,"All placed applicants per 10,000 population",POLAR4 Q1,18 year olds,42.5
Northern Irish providers,2019,"All placed applicants per 10,000 population",POLAR4 Q2,18 year olds,41.9
Northern Irish providers,2019,"All placed applicants per 10,000 population",POLAR4 Q3,18 year olds,75.1
Northern Irish providers,2019,"All placed applicants per 10,000 population",POLAR4 Q4,18 year olds,101.9
Northern Irish providers,2019,"All placed applicants per 10,000 population",POLAR4 Q5,18 year olds,122.8
Northern Irish providers,2019,"All placed applicants per 10,000 population",Men,18 year olds,68.3
Northern Irish providers,2019,"All placed applicants per 10,000 population",Women,18 year olds,92
Northern Irish providers,2020,"All placed applicants per 10,000 population",Total,18 year olds,97.8
Northern Irish providers,2020,"All placed applicants per 10,000 population",White ethnic group,18 year olds,122.6
Northern Irish providers,2020,"All placed applicants per 10,000 population",Black ethnic group,18 year olds,5.7
Northern Irish providers,2020,"All placed applicants per 10,000 population",Asian ethnic group,18 year olds,12.8
Northern Irish providers,2020,"All placed applicants per 10,000 population",Mixed ethnic group,18 year olds,23.6
Northern Irish providers,2020,"All placed applicants per 10,000 population",Other ethnic group,18 year olds,7.2
Northern Irish providers,2020,"All placed applicants per 10,000 population",POLAR4 Q1,18 year olds,55.3
Northern Irish providers,2020,"All placed applicants per 10,000 population",POLAR4 Q2,18 year olds,49.3
Northern Irish providers,2020,"All placed applicants per 10,000 population",POLAR4 Q3,18 year olds,91
Northern Irish providers,2020,"All placed applicants per 10,000 population",POLAR4 Q4,18 year olds,123.7
Northern Irish providers,2020,"All placed applicants per 10,000 population",POLAR4 Q5,18 year olds,150.8
Northern Irish providers,2020,"All placed applicants per 10,000 population",Men,18 year olds,83.6
Northern Irish providers,2020,"All placed applicants per 10,000 population",Women,18 year olds,112.7
Northern Irish providers,2021,"All placed applicants per 10,000 population",Total,18 year olds,95.2
Northern Irish providers,2021,"All placed applicants per 10,000 population",White ethnic group,18 year olds,120.7
Northern Irish providers,2021,"All placed applicants per 10,000 population",Black ethnic group,18 year olds,4.2
Northern Irish providers,2021,"All placed applicants per 10,000 population",Asian ethnic group,18 year olds,12.5
Northern Irish providers,2021,"All placed applicants per 10,000 population",Mixed ethnic group,18 year olds,15.6
Northern Irish providers,2021,"All placed applicants per 10,000 population",Other ethnic group,18 year olds,9.7
Northern Irish providers,2021,"All placed applicants per 10,000 population",POLAR4 Q1,18 year olds,58
Northern Irish providers,2021,"All placed applicants per 10,000 population",POLAR4 Q2,18 year olds,47.8
Northern Irish providers,2021,"All placed applicants per 10,000 population",POLAR4 Q3,18 year olds,89.1
Northern Irish providers,2021,"All placed applicants per 10,000 population",POLAR4 Q4,18 year olds,121.6
Northern Irish providers,2021,"All placed applicants per 10,000 population",POLAR4 Q5,18 year olds,142.2
Northern Irish providers,2021,"All placed applicants per 10,000 population",Men,18 year olds,83.9
Northern Irish providers,2021,"All placed applicants per 10,000 population",Women,18 year olds,107
Northern Irish providers,2010,June deadline applications,Total,18 year olds,33730
Northern Irish providers,2010,June deadline applications,White ethnic group,18 year olds,33290
Northern Irish providers,2010,June deadline applications,Black ethnic group,18 year olds,30
Northern Irish providers,2010,June deadline applications,Asian ethnic group,18 year olds,170
Northern Irish providers,2010,June deadline applications,Mixed ethnic group,18 year olds,155
Northern Irish providers,2010,June deadline applications,Other ethnic group,18 year olds,20
Northern Irish providers,2010,June deadline applications,POLAR4 Q1,18 year olds,3155
Northern Irish providers,2010,June deadline applications,POLAR4 Q2,18 year olds,3165
Northern Irish providers,2010,June deadline applications,POLAR4 Q3,18 year olds,5480
Northern Irish providers,2010,June deadline applications,POLAR4 Q4,18 year olds,8510
Northern Irish providers,2010,June deadline applications,POLAR4 Q5,18 year olds,13325
Northern Irish providers,2010,June deadline applications,Men,18 year olds,15655
Northern Irish providers,2010,June deadline applications,Women,18 year olds,18080
Northern Irish providers,2011,June deadline applications,Total,18 year olds,32850
Northern Irish providers,2011,June deadline applications,White ethnic group,18 year olds,32330
Northern Irish providers,2011,June deadline applications,Black ethnic group,18 year olds,40
Northern Irish providers,2011,June deadline applications,Asian ethnic group,18 year olds,225
Northern Irish providers,2011,June deadline applications,Mixed ethnic group,18 year olds,190
Northern Irish providers,2011,June deadline applications,Other ethnic group,18 year olds,25
Northern Irish providers,2011,June deadline applications,POLAR4 Q1,18 year olds,2965
Northern Irish providers,2011,June deadline applications,POLAR4 Q2,18 year olds,2975
Northern Irish providers,2011,June deadline applications,POLAR4 Q3,18 year olds,5335
Northern Irish providers,2011,June deadline applications,POLAR4 Q4,18 year olds,8745
Northern Irish providers,2011,June deadline applications,POLAR4 Q5,18 year olds,12735
Northern Irish providers,2011,June deadline applications,Men,18 year olds,15220
Northern Irish providers,2011,June deadline applications,Women,18 year olds,17635
Northern Irish providers,2012,June deadline applications,Total,18 year olds,34990
Northern Irish providers,2012,June deadline applications,White ethnic group,18 year olds,34420
Northern Irish providers,2012,June deadline applications,Black ethnic group,18 year olds,45
Northern Irish providers,2012,June deadline applications,Asian ethnic group,18 year olds,250
Northern Irish providers,2012,June deadline applications,Mixed ethnic group,18 year olds,180
Northern Irish providers,2012,June deadline applications,Other ethnic group,18 year olds,30
Northern Irish providers,2012,June deadline applications,POLAR4 Q1,18 year olds,3160
Northern Irish providers,2012,June deadline applications,POLAR4 Q2,18 year olds,3155
Northern Irish providers,2012,June deadline applications,POLAR4 Q3,18 year olds,5545
Northern Irish providers,2012,June deadline applications,POLAR4 Q4,18 year olds,9290
Northern Irish providers,2012,June deadline applications,POLAR4 Q5,18 year olds,13795
Northern Irish providers,2012,June deadline applications,Men,18 year olds,16145
Northern Irish providers,2012,June deadline applications,Women,18 year olds,18850
Northern Irish providers,2013,June deadline applications,Total,18 year olds,34330
Northern Irish providers,2013,June deadline applications,White ethnic group,18 year olds,33700
Northern Irish providers,2013,June deadline applications,Black ethnic group,18 year olds,70
Northern Irish providers,2013,June deadline applications,Asian ethnic group,18 year olds,275
Northern Irish providers,2013,June deadline applications,Mixed ethnic group,18 year olds,210
Northern Irish providers,2013,June deadline applications,Other ethnic group,18 year olds,30
Northern Irish providers,2013,June deadline applications,POLAR4 Q1,18 year olds,2930
Northern Irish providers,2013,June deadline applications,POLAR4 Q2,18 year olds,3010
Northern Irish providers,2013,June deadline applications,POLAR4 Q3,18 year olds,5470
Northern Irish providers,2013,June deadline applications,POLAR4 Q4,18 year olds,9095
Northern Irish providers,2013,June deadline applications,POLAR4 Q5,18 year olds,13760
Northern Irish providers,2013,June deadline applications,Men,18 year olds,16260
Northern Irish providers,2013,June deadline applications,Women,18 year olds,18070
Northern Irish providers,2014,June deadline applications,Total,18 year olds,34645
Northern Irish providers,2014,June deadline applications,White ethnic group,18 year olds,33900
Northern Irish providers,2014,June deadline applications,Black ethnic group,18 year olds,85
Northern Irish providers,2014,June deadline applications,Asian ethnic group,18 year olds,355
Northern Irish providers,2014,June deadline applications,Mixed ethnic group,18 year olds,220
Northern Irish providers,2014,June deadline applications,Other ethnic group,18 year olds,50
Northern Irish providers,2014,June deadline applications,POLAR4 Q1,18 year olds,3245
Northern Irish providers,2014,June deadline applications,POLAR4 Q2,18 year olds,3300
Northern Irish providers,2014,June deadline applications,POLAR4 Q3,18 year olds,5910
Northern Irish providers,2014,June deadline applications,POLAR4 Q4,18 year olds,8820
Northern Irish providers,2014,June deadline applications,POLAR4 Q5,18 year olds,13310
Northern Irish providers,2014,June deadline applications,Men,18 year olds,16570
Northern Irish providers,2014,June deadline applications,Women,18 year olds,18075
Northern Irish providers,2015,June deadline applications,Total,18 year olds,35895
Northern Irish providers,2015,June deadline applications,White ethnic group,18 year olds,35065
Northern Irish providers,2015,June deadline applications,Black ethnic group,18 year olds,80
Northern Irish providers,2015,June deadline applications,Asian ethnic group,18 year olds,375
Northern Irish providers,2015,June deadline applications,Mixed ethnic group,18 year olds,255
Northern Irish providers,2015,June deadline applications,Other ethnic group,18 year olds,40
Northern Irish providers,2015,June deadline applications,POLAR4 Q1,18 year olds,3595
Northern Irish providers,2015,June deadline applications,POLAR4 Q2,18 year olds,3385
Northern Irish providers,2015,June deadline applications,POLAR4 Q3,18 year olds,6135
Northern Irish providers,2015,June deadline applications,POLAR4 Q4,18 year olds,9310
Northern Irish providers,2015,June deadline applications,POLAR4 Q5,18 year olds,13425
